Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10.1;12.7;13.1;15.5;18.3;20.3;21.7;22.2;;16.4;14.1;11.3;
8178D;;;;16.5;22.5;;;;;;;;
9091O;6.1;9.5;10.6;14.2;18.8;20.4;24.7;24.3;;13.7;11.3;7.3;
4452;9.2;13.1;;;;;32.8;30.9;26.1;18.5;14.7;10.8;
0200E;6.9;9.3;;;;;26.9;27.4;20.7;14.4;12.1;7.4;
2331;3.7;7.6;;;;;26.6;25.2;20.4;12.0;;4.9;
3469A;9.3;12.6;14.1;16.3;22.5;27.6;33.0;31.9;26.9;19.5;14.9;10.8;20.0
1024E;7.4;10.5;10.7;15.2;19.8;20.1;23.3;22.9;19.0;12.9;11.3;8.0;15.1
1484C;9.4;12.8;;;;;;;;;;;
2867;6.1;9.9;11.5;;;;31.7;30.1;24.1;15.7;11.9;7.8;
2422;3.6;8.1;10.3;14.3;20.5;25.0;30.6;28.7;22.3;13.4;9.3;5.1;15.9
2539;3.7;7.7;;;;;;25.0;20.2;11.7;9.0;4.9;
