Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;10.6;13.0;13.4;15.4;18.2;20.3;21.7;22.2;;16.9;14.8;12.0;
8178D;;;;15.9;21.3;;;;;;;;
9091O;6.1;9.3;10.3;13.7;17.9;19.6;23.5;23.1;;13.7;11.3;7.5;
4452;9.3;13.1;;;;26.7;30.9;29.6;25.6;18.4;14.9;11.0;
0200E;7.0;9.3;;;;;26.8;27.3;21.0;14.7;12.3;7.7;
2331;4.2;7.7;;;;;26.2;25.3;20.6;12.8;;5.7;
3469A;9.6;12.6;13.9;16.0;21.6;26.8;32.0;31.4;26.7;19.7;15.2;11.0;19.7
1024E;7.2;9.8;10.3;14.4;18.4;19.6;22.5;22.5;19.2;13.2;11.6;8.4;14.8
4642E;13.0;15.9;17.7;19.0;24.8;29.2;33.3;32.9;29.6;;;;
1549;6.4;10.3;12.3;15.5;20.8;23.6;29.5;26.4;23.2;15.4;12.1;8.6;17.0
9771C;8.2;;12.2;14.9;;;27.9;;;;13.4;;
2462;0.9;3.2;4.0;5.8;11.6;14.3;21.3;19.9;14.9;7.8;5.6;2.2;9.3
7178I;10.7;;16.5;;25.1;;33.1;;;22.6;18.3;12.0;
1690A;8.3;;;;;;;;;;;;
1484C;10.2;13.4;;;;;;;;;;;
2867;6.3;9.8;11.4;;;;31.0;29.7;24.0;16.2;12.4;8.5;
2422;4.3;8.5;10.7;14.5;20.2;24.7;30.2;29.0;23.1;14.5;10.3;6.1;16.3
2539;4.3;8.1;;;;;;25.3;20.5;12.4;9.5;5.6;
