Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;0;0;0;0;0;0;0;0;0
1387E;1;0;0;0;0;0;0;0;0;0;0;1;2
1428;1;2;0;0;0;0;0;0;0;0;0;0;3
8175;18;4;3;0;0;0;0;0;0;0;2;11;38
8178D;14;0;0;0;0;0;0;0;0;0;1;6;21
8025;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;0;0;0;0;0;0;0;0;0;0;0
6325O;0;0;0;;0;0;0;0;0;0;0;0;
9091O;12;8;8;2;0;0;0;0;0;0;4;2;36
1212E;0;0;0;0;0;0;0;0;0;0;;;
1208H;0;0;0;0;0;0;0;0;0;0;0;0;0
1249I;0;0;2;0;0;0;0;0;0;0;0;0;2
2444;17;5;7;0;0;0;0;0;0;1;0;15;45
4452;7;0;0;0;0;0;0;0;0;0;0;2;9
B954;0;0;0;0;;0;0;0;0;0;0;0;
B893;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;2;0;0;0;0;0;0;0;0;0;0;1;3
B228;0;0;0;0;0;0;0;0;0;0;0;0;0
0200E;0;0;0;0;0;0;0;0;0;0;0;0;0
0076;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;0;0;0;0;0;0;0;0;0;0;0;0;0
2331;17;10;8;2;0;0;0;0;0;2;5;15;59
3469A;5;0;0;0;0;0;0;0;0;0;0;2;7
5973;0;0;0;0;0;0;0;0;0;0;0;0;0
5960;1;;0;0;0;0;;0;0;0;0;;
5910;0;0;0;0;0;0;0;0;0;0;0;0;0
6001;0;0;;;;;0;0;0;0;0;0;
1111;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;0;0;;;0;0;0;0;0;0;0;0;
8500A;0;0;0;0;0;0;0;0;0;0;0;0;0
5000C;0;0;0;0;0;0;0;0;0;0;0;0;0
4121;11;0;0;0;0;0;0;0;0;0;2;6;19
5402;1;0;0;0;0;0;0;0;0;0;0;4;5
8096;15;3;1;0;0;0;0;0;0;0;3;13;35
1014;1;0;0;0;0;0;0;0;0;0;0;0;1
1024E;1;0;0;0;0;0;0;0;0;0;0;0;1
0367;11;1;1;0;0;;;0;;;4;9;
5530E;17;7;1;0;0;0;0;0;0;0;2;7;34
5514;15;1;2;0;0;0;0;0;0;0;2;6;26
3013;23;17;12;2;0;0;0;0;1;8;11;21;95
4642E;0;0;0;0;0;0;0;0;0;0;0;0;0
9898;12;1;1;0;0;0;0;0;0;0;0;6;20
5270B;0;0;0;0;0;0;0;;0;0;0;2;
9170;11;;1;1;;0;0;0;0;1;4;1;
C249I;0;0;0;0;0;0;0;0;0;;0;0;
C649I;0;0;0;0;;0;;;0;0;0;0;
C029O;0;0;0;;0;;0;0;0;0;;0;
2661;19;5;7;0;0;0;0;0;0;1;0;16;48
1549;13;5;1;0;0;0;0;0;0;0;0;6;25
9771C;6;1;0;0;0;0;0;0;0;0;3;5;15
1505;11;7;4;0;0;0;0;0;0;0;0;4;26
3191E;2;0;2;0;;0;0;0;0;0;0;9;
3129;15;4;2;0;0;0;0;0;0;0;3;9;33
3196;4;0;;0;0;0;0;0;0;0;0;5;
3200;9;0;0;0;0;0;0;0;0;0;0;6;15
3195;3;0;0;0;0;0;0;0;0;0;0;3;6
3175;16;9;4;0;0;0;0;0;0;0;3;12;44
2462;19;8;20;6;0;0;0;0;2;10;4;25;94
6155A;0;0;0;0;0;;0;0;0;0;0;0;
6000A;0;0;0;;0;0;0;0;0;0;0;0;
7178I;0;0;0;0;0;0;0;0;0;0;0;1;1
7228;6;0;0;0;0;0;0;0;0;0;0;2;8
7031;0;0;0;0;0;0;0;0;0;0;0;0;0
9262;7;0;;;;;;0;0;0;0;1;
9263D;13;8;;;0;;0;0;0;0;4;2;
1690A;8;1;0;0;0;0;0;0;0;0;0;3;12
1484C;0;0;0;0;0;0;0;0;0;0;0;0;0
1495;0;0;0;0;0;0;;;0;0;0;0;
2867;16;15;11;2;0;0;0;0;0;5;5;16;70
2870;13;5;0;0;0;0;0;0;0;0;0;6;24
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;10;0;13;7;2;0;0;0;0;0;6;8;46
C139E;0;0;0;0;0;0;0;0;0;0;;0;
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;0;0;;0;0;0;0;0;0;0;0;
C429I;0;0;0;0;0;0;0;0;0;0;;0;
2465;11;2;6;2;0;0;0;0;0;1;0;11;33
5796;1;0;0;0;0;0;0;0;0;0;0;3;4
5783;0;0;0;0;0;;;0;0;0;0;0;
2030;18;12;6;2;0;0;0;0;0;3;5;15;61
0016A;8;0;0;0;0;0;0;0;0;0;0;2;10
9981A;2;0;0;0;0;0;0;0;0;0;0;0;2
9381I;22;13;8;2;0;0;0;0;0;6;7;19;77
8368U;23;15;6;0;0;0;0;0;0;7;6;22;79
3260B;11;0;0;0;0;0;0;0;0;0;0;6;17
8416;0;0;0;0;0;0;0;0;0;0;0;0;0
8414A;3;0;0;0;0;0;0;0;0;0;0;1;4
2422;14;3;2;0;0;0;0;0;0;0;1;11;31
2539;19;10;8;2;0;0;0;0;0;1;3;;
2614;14;5;2;0;0;0;0;0;0;0;1;;
9390;24;10;6;2;0;0;0;0;0;3;7;15;67
9434;6;0;0;0;0;0;0;0;0;0;2;0;8
