Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;1;0;0;0;0;0;0;0;5;6
1387E;0;0;1;0;0;;0;0;;0;0;5;
1428;0;0;1;0;0;0;0;0;0;0;0;1;2
8175;0;0;0;0;0;0;0;0;0;0;0;1;1
8178D;0;0;0;1;0;0;0;0;0;0;0;1;2
8025;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;0;0;0;0;0;0;0;0;0;0;0
6325O;0;0;;;;0;0;0;0;0;0;0;
9091O;0;0;0;0;2;0;0;0;0;0;0;0;2
1212E;0;0;1;0;0;0;0;0;0;0;0;3;4
1208H;1;0;2;0;0;0;0;0;0;0;0;2;5
1249I;0;0;2;0;0;0;0;0;0;0;0;0;2
2444;0;0;0;2;1;0;0;0;0;0;0;0;3
4452;0;0;0;;0;0;0;0;0;0;0;0;
B954;0;0;0;0;0;0;0;0;0;0;0;0;0
B893;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;0;0;0;0;0;0;0;0;0;0;0;1;1
B228;0;;;;;0;0;0;0;0;0;2;
0200E;0;0;1;0;0;0;0;0;0;0;0;0;1
0076;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;0;0;1;0;0;0;0;0;0;0;0;0;1
2331;0;0;0;0;0;1;0;1;0;0;0;0;2
3469A;0;0;0;0;1;0;0;0;0;0;0;0;1
5973;0;0;;0;0;0;0;0;0;0;0;0;
5960;0;0;0;;0;0;0;0;0;0;0;0;
5910;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;0;0;1;0;0;0;0;0;0;0;0;4;5
1109;0;0;1;0;0;0;0;0;0;1;0;1;3
8500A;1;0;0;0;1;2;0;0;1;0;0;0;5
5000C;;0;;;1;;;0;0;;0;;
4121;0;0;0;0;1;0;1;1;1;0;0;0;4
5402;0;0;0;0;;0;0;1;0;0;0;0;
8096;0;0;2;2;0;0;2;0;0;0;0;0;6
1014;2;0;2;0;0;0;0;0;0;0;0;6;10
1024E;0;0;1;0;0;0;0;0;0;0;0;2;3
0367;2;0;0;0;0;0;0;0;0;1;0;0;3
5530E;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;0;0;1;1;0;0;0;0;0;0;0;0;2
3013;0;0;1;;;;;;;;0;0;
4642E;0;0;0;0;0;0;0;0;0;;;;
9898;0;0;;;;;;0;0;0;0;0;
5270B;0;0;;;;;0;0;0;1;0;0;
9170;;;;;;;0;0;0;0;0;0;
C249I;0;0;0;0;0;0;0;0;0;0;0;0;0
C649I;0;0;0;0;0;0;0;0;0;0;0;0;0
C029O;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;0;0;0;0;0;1;0;0;0;0;0;0;1
1549;0;0;0;0;0;0;0;0;0;0;0;0;0
9771C;0;0;0;1;1;2;1;1;0;0;0;0;6
1505;0;0;1;1;1;0;0;0;0;1;0;0;4
3191E;0;0;0;0;0;0;0;0;0;0;0;0;0
3129;0;0;1;1;1;0;0;0;0;0;0;0;3
3196;0;0;0;0;0;0;0;0;0;0;0;0;0
3200;0;0;0;1;0;1;0;0;0;0;0;1;3
3195;0;0;0;0;1;0;0;0;0;0;0;0;1
3175;0;0;0;0;0;0;0;0;0;0;0;0;0
2462;0;0;0;3;1;2;0;0;2;0;0;0;8
6155A;0;0;0;0;0;0;0;0;0;0;0;0;0
6000A;0;0;0;0;0;0;0;0;0;0;0;0;0
7178I;0;0;0;0;0;0;0;0;0;0;1;0;1
7228;0;0;0;0;0;0;0;0;0;0;0;0;0
7031;0;0;0;0;0;0;0;0;0;0;0;0;0
9262;0;0;;;;;;1;0;0;0;0;
9263D;0;0;1;;;;0;0;0;0;0;0;
1484C;0;0;0;1;0;0;0;0;0;2;0;0;3
1495;0;0;1;0;0;0;0;0;0;0;0;2;3
2867;0;0;0;0;0;0;0;0;0;0;0;0;0
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;0;0;1;0;0;0;0;0;0;0;1;0;2
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;0;0;0;0;0;0;0;0;0;0;0;0
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;0;0;0;3;1;0;1;1;0;0;1;0;7
5796;0;0;0;0;0;0;0;0;0;0;0;0;0
5783;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;1;0;0;1;0;1;0;0;0;0;1;0;4
0016A;0;0;1;0;0;0;0;0;0;0;0;0;1
9981A;2;0;0;0;0;1;0;0;0;0;1;1;5
9381I;0;0;1;1;1;2;1;0;0;0;1;0;7
8368U;1;0;0;0;0;0;1;0;0;0;0;0;2
8416;0;0;0;0;0;0;0;1;0;0;1;0;2
8414A;0;0;0;0;0;0;0;0;0;1;1;0;2
2422;0;0;1;0;0;1;1;0;0;0;0;0;3
2539;0;0;1;0;0;0;0;0;0;0;0;0;1
2614;0;0;0;1;0;2;0;0;0;0;0;0;3
9390;0;0;2;0;0;0;0;1;0;1;0;0;4
9434;0;0;0;0;0;0;0;0;0;0;;0;
