Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387E;2;3;6;;;;9;2;7;1;4;0;
1428;2;5;6;1;7;2;12;2;6;0;4;1;48
8175;9;10;2;0;5;12;14;15;5;11;6;9;98
8019;10;9;3;2;9;12;20;16;8;11;7;15;122
6325O;10;8;;;;17;22;18;9;17;7;11;
9091O;2;3;2;1;8;2;6;3;3;1;;0;
1212E;0;0;2;;;;1;2;0;2;5;0;
1249I;;;;;;1;2;2;4;3;;0;
4452;5;6;2;1;7;13;28;20;9;10;6;4;111
B954;6;5;0;1;10;7;17;11;7;6;2;5;77
B893;0;3;0;2;6;9;15;13;5;3;2;1;59
B278;3;6;0;0;10;14;17;13;4;5;5;0;77
B228;;;;;;;16;14;5;6;6;0;
0200E;7;8;0;2;6;6;7;7;5;5;3;3;59
0076;7;8;0;4;7;6;14;8;8;6;10;3;81
1082;3;4;0;1;9;3;5;4;6;1;5;0;41
2331;1;3;3;;;;10;5;9;3;3;0;
5960;11;14;4;;;18;25;23;11;15;7;9;
5910;5;10;0;1;6;14;20;21;5;10;5;5;102
1111;0;1;;;8;2;4;3;6;0;4;1;
1109;1;1;4;0;7;2;4;3;6;1;5;0;34
5402;10;11;;;;14;26;22;8;;;;
1014;2;5;1;2;7;3;6;4;10;2;4;1;47
1024E;2;4;2;2;6;3;4;3;8;0;3;0;37
0367;;8;3;3;5;6;10;8;6;2;6;1;
5530E;9;11;0;;;;24;20;8;15;8;6;
5514;10;12;1;2;9;15;22;20;5;11;7;7;121
C249I;9;8;2;3;11;3;13;13;8;5;3;5;83
C649I;13;12;3;2;12;1;14;12;7;4;4;1;85
C029O;10;12;6;0;11;;15;11;12;3;3;1;
2661;2;6;4;;;;16;6;8;2;5;1;
9771C;0;13;4;2;12;7;19;16;13;15;6;4;111
3191E;8;;;;4;8;11;15;8;7;5;2;
3129;10;11;2;1;9;9;20;18;10;6;3;2;101
3196;6;6;;;6;8;17;14;6;7;4;2;
3200;7;8;1;1;7;9;19;14;8;4;6;3;87
3195;;10;;;;;;;;;;;
3175;8;10;3;1;6;9;18;12;11;6;3;2;89
2462;7;9;0;0;4;6;14;10;7;2;5;0;64
6155A;5;7;2;2;9;16;24;16;7;10;3;7;108
6000A;4;5;4;;;11;4;11;1;8;6;6;
7178I;7;13;;;8;11;20;17;8;11;11;;
7228;9;10;;;7;12;21;15;8;9;7;9;
9263D;2;5;4;;7;2;10;6;6;2;3;0;
1484C;6;5;;;;;18;8;8;2;7;3;
1495;1;6;4;2;9;6;21;7;9;2;5;3;75
2867;0;6;;;;;24;11;8;5;3;1;
C929I;9;7;2;0;5;0;1;2;6;6;7;1;46
C139E;8;8;4;1;6;0;7;10;3;1;2;1;51
C447A;6;12;5;1;9;;;11;7;4;2;2;
C429I;11;19;7;2;12;10;26;23;12;8;6;2;138
5796;8;9;2;;;16;26;26;9;10;9;6;
5783;11;10;1;;;17;25;24;11;12;8;10;
0016A;8;9;3;;;;10;6;4;9;8;2;
9981A;7;7;1;1;6;4;14;9;8;6;7;3;73
9381I;;;;1;;;;;;;;2;
8414A;11;9;2;2;7;11;14;12;8;8;7;7;98
2422;0;6;2;1;4;7;17;9;9;4;5;2;66
2539;0;6;2;;;;22;8;9;3;4;1;
9390;8;8;2;0;6;6;17;16;11;7;5;0;86
9434;5;10;2;2;9;5;18;14;9;4;8;0;86
