Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;12;8;9;2;2;1;;;2;;7;18;
1387E;11;8;8;;;1;0;3;;6;;13;
1428;;4;7;;;0;0;;1;5;2;7;
8175;;;;;;;4;4;2;;2;9;
8178D;0;0;5;0;0;1;1;1;0;;;;
8025;2;0;2;0;;;0;0;0;1;;;
8019;;;;1;4;2;;1;2;3;1;;
6325O;2;1;;7;12;8;;;4;4;3;;
9091O;6;2;;6;1;3;1;;2;;3;2;
1212E;11;7;;3;1;2;1;3;6;8;;;
1249I;0;2;4;1;2;1;0;0;1;3;0;6;20
2444;2;1;;0;1;1;0;1;0;4;2;6;
4452;2;0;;0;0;1;0;0;0;2;1;1;
B954;4;0;9;2;;;0;0;;5;3;11;
B893;5;3;10;;4;;;2;5;;4;;
B278;3;2;;1;;;;1;;;0;;
B228;;0;5;0;;;0;0;1;;1;4;
0200E;7;4;6;4;3;0;0;0;1;4;3;10;42
0076;;;9;;;;;0;;;;;
1082;9;4;;4;2;2;1;1;3;8;5;;
2331;6;2;8;3;;;6;3;3;;1;6;
3469A;1;0;5;1;0;0;0;0;1;4;1;3;16
5973;3;4;5;7;10;2;;1;6;4;4;1;
5960;;;;3;;0;;0;;;;;
5910;1;2;4;;9;2;4;1;2;3;;4;
6001;3;8;;;;4;21;8;15;10;11;7;
1111;9;6;;;1;2;0;4;4;13;;20;
1109;8;;6;;1;3;1;2;4;10;5;18;
8500A;3;0;3;0;0;0;0;0;0;0;2;0;8
5000C;1;0;3;2;0;;0;3;0;2;;8;
4121;1;0;;0;0;0;1;;;;;;
5402;1;;3;;;2;;;1;;;0;
8096;;0;1;;;0;0;0;;;;0;
1014;5;3;4;;2;;1;0;;6;3;10;
1024E;13;;14;9;;4;1;6;6;14;14;26;
0367;4;;3;0;1;;;0;;;2;;
5530E;0;0;;;2;0;2;;2;;2;2;
5514;2;0;;1;1;0;2;2;2;;2;;
3013;0;;3;0;;0;2;0;0;0;;2;
4642E;0;0;2;1;0;0;0;0;1;2;1;0;7
9898;0;;4;0;0;1;0;;;;1;0;
5270B;;0;;1;;;;;;;1;7;
9170;;0;5;1;;0;0;;0;4;;;
C249I;2;2;9;0;2;0;2;1;;;2;4;
C649I;1;5;;13;;14;;;7;;;3;
C029O;2;7;9;;8;;26;22;9;3;;0;
2661;;2;;1;1;2;3;0;2;;0;5;
1549;;0;1;0;1;0;0;;0;0;0;2;
9771C;1;3;;;;;0;1;2;3;0;7;
1505;3;3;2;1;1;0;0;0;0;2;0;1;13
3191E;4;1;7;0;;0;;0;;3;3;12;
3129;;1;;1;;;;2;;;1;7;
3196;3;1;;;1;5;2;0;2;4;1;5;
3200;3;1;6;1;1;4;3;2;4;3;1;9;38
3195;3;0;3;0;1;;;;;;;;
3175;3;1;5;1;4;4;;1;;4;1;7;
2462;;6;16;7;4;2;;;;;;;
6155A;;2;7;2;0;;;0;3;;2;3;
6000A;;;9;;0;;;;;;;;
7178I;0;0;;0;0;0;0;0;;1;2;1;
7228;1;0;3;;;1;0;;;;0;6;
9263D;;0;;;0;;;;5;;;;
1690A;0;0;0;0;1;0;0;0;0;0;0;0;1
1484C;6;2;6;1;1;0;0;;0;4;1;6;
1495;6;2;6;;;2;;;0;;2;9;
2867;7;;7;;3;2;2;;0;;;9;
2870;2;1;3;0;0;0;0;0;0;2;0;3;11
C929I;0;;11;;7;4;15;;6;;5;;
C430E;11;11;;;14;16;6;3;17;12;;11;
C139E;2;;9;4;;3;5;;;;;3;
C449C;;0;3;1;;0;2;0;0;0;1;0;
C447A;2;;10;;7;;14;;3;;;3;
C429I;5;14;9;4;6;15;;21;8;13;;2;
2465;2;1;7;4;2;3;3;3;3;5;5;7;45
5796;0;0;0;0;1;0;0;0;1;2;0;0;4
5783;2;;2;;;;;0;;2;0;2;
2030;2;2;4;0;0;;2;1;;3;0;6;
0016A;;4;;1;;;0;0;;7;2;;
9981A;2;3;11;1;2;3;0;5;5;8;5;12;57
9381I;1;0;;;0;1;3;2;3;3;0;4;
8368U;0;0;;1;;0;1;1;0;0;1;2;
3260B;4;1;5;0;2;5;5;0;3;4;2;7;38
8414A;6;2;8;1;3;4;;0;1;4;;;
2422;2;1;4;0;1;;;1;0;1;0;4;
2539;;;;;;;;;5;;;;
2614;3;0;;;;;0;0;0;1;0;1;
9390;0;1;5;0;0;0;0;1;0;3;0;4;14
9434;4;3;11;;4;;;;6;;;8;
