Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;0;0;0;0;0;0;0;0;0
1387E;0;0;0;0;0;;0;0;;0;0;0;
1428;0;0;0;0;0;0;0;0;0;0;0;0;0
8175;2;0;2;0;0;0;0;0;0;0;0;3;7
8178D;2;0;1;0;0;0;0;0;0;0;0;2;5
8025;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;0;0;0;0;0;0;0;0;0;0;0
6325O;0;0;;;;0;0;0;0;0;0;0;
9091O;1;0;3;0;0;0;0;0;0;0;0;3;7
1212E;0;0;0;0;0;0;0;0;0;0;0;0;0
1208H;0;0;0;0;0;0;0;0;0;0;0;0;0
1249I;0;0;0;0;0;0;0;0;0;0;0;1;1
2444;4;0;5;0;0;0;0;0;0;0;0;7;16
4452;0;0;0;;0;0;0;0;0;0;0;0;
B954;0;0;0;0;0;0;0;0;0;0;0;0;0
B893;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;0;0;0;0;0;0;0;0;0;0;0;0;0
B228;0;;;;;0;0;0;0;0;0;0;
0200E;0;0;0;0;0;0;0;0;0;0;0;0;0
0076;0;0;0;0;0;0;0;0;0;0;0;0;0
1082;0;0;0;0;0;0;0;0;0;0;0;0;0
2331;1;0;5;0;0;0;0;0;0;0;0;8;14
3469A;0;0;0;0;0;0;0;0;0;0;0;0;0
5973;0;0;;0;0;0;0;0;0;0;0;0;
5960;0;0;0;;0;0;0;0;0;0;0;0;
5910;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;0;0;1;0;0;0;0;0;0;0;0;1;2
8500A;0;0;0;0;0;0;0;0;0;0;0;0;0
5000C;;0;;;0;;;0;0;;0;;
4121;3;0;0;0;0;0;0;0;0;0;0;0;3
5402;0;0;0;0;;0;0;0;0;0;0;0;
8096;1;0;3;0;0;0;0;0;0;0;0;4;8
1014;0;0;1;0;0;0;0;0;0;0;0;0;1
1024E;0;0;1;0;0;0;0;0;0;0;0;0;1
0367;0;0;0;0;0;0;0;0;0;0;0;0;0
5530E;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;0;0;0;0;0;0;0;0;0;0;0;0;0
3013;4;0;8;;;;;;;;0;7;
4642E;0;0;0;0;0;0;0;0;0;;;;
9898;0;0;;;;;;0;0;0;0;0;
5270B;2;0;;;;;0;0;0;0;0;0;
9170;;;;;;;0;0;0;0;0;0;
C249I;0;0;0;0;0;0;0;0;0;0;0;0;0
C649I;0;0;0;0;0;0;0;0;0;0;0;0;0
C029O;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;0;0;4;0;0;0;0;0;0;0;0;2;6
1549;0;0;0;0;0;0;0;0;0;0;0;3;3
9771C;0;0;0;0;0;0;0;0;0;0;0;0;0
1505;0;0;0;0;0;0;0;0;0;0;0;2;2
3191E;2;0;4;0;0;0;0;0;0;0;0;2;8
3129;0;0;1;0;0;0;0;0;0;0;0;0;1
3196;0;0;1;0;0;0;0;0;0;0;0;0;1
3200;0;0;1;0;0;0;0;0;0;0;0;0;1
3195;0;0;0;0;0;0;0;0;0;0;0;0;0
3175;0;0;1;0;0;0;0;0;0;0;0;0;1
2462;13;2;12;4;2;0;0;0;0;2;3;16;54
6155A;0;0;0;0;0;0;0;0;0;0;0;0;0
6000A;0;0;0;0;0;0;0;0;0;0;0;0;0
7178I;0;0;0;0;0;0;0;0;0;0;0;0;0
7228;0;0;0;0;0;0;0;0;0;0;0;0;0
7031;0;0;0;0;0;0;0;0;0;0;0;0;0
9262;0;0;;;;;;0;0;0;0;2;
9263D;0;0;3;;;;0;0;0;0;0;5;
1484C;0;0;0;0;0;0;0;0;0;0;0;0;0
1495;0;0;0;0;0;0;0;0;0;0;0;0;0
2867;1;0;2;0;0;0;0;0;0;0;0;0;3
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;3;0;4;1;0;0;0;0;0;0;2;1;11
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;0;0;0;0;0;0;0;0;0;0;0;0
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;4;0;5;0;0;0;0;0;0;0;0;5;14
5796;0;0;0;0;0;0;0;0;0;0;0;0;0
5783;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;3;0;8;0;0;0;0;0;0;0;0;11;22
0016A;0;0;0;0;0;0;0;0;0;0;0;0;0
9981A;0;0;0;0;0;0;0;0;0;0;0;0;0
9381I;4;0;4;0;0;0;0;0;0;0;0;4;12
8368U;2;0;2;0;0;0;0;0;0;0;0;1;5
8416;0;0;0;0;0;0;0;0;0;0;0;0;0
8414A;0;0;0;0;0;0;0;0;0;0;0;0;0
2422;0;0;3;0;0;0;0;0;0;0;0;0;3
2539;0;0;3;0;0;0;0;0;0;0;0;0;3
2614;0;0;1;0;0;0;0;0;0;0;0;0;1
9390;2;0;3;0;0;0;0;0;0;0;0;2;7
9434;1;0;1;0;0;0;0;0;0;0;;0;
