Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;0;0;0;0;0;0;0;0;0
1387E;4;11;3;0;0;0;0;;0;0;0;0;
1428;2;6;3;0;0;0;;0;0;0;0;2;
8175;19;17;5;0;0;0;0;0;0;0;4;18;63
8178D;15;14;5;0;0;0;0;0;0;0;0;11;45
8025;0;0;0;0;;0;0;0;0;0;0;0;
8019;0;0;0;0;0;0;0;0;0;0;0;;
6325O;0;0;0;0;0;0;0;0;0;0;0;0;0
9091O;10;20;7;5;0;0;0;0;0;0;0;9;51
1212E;0;0;0;0;0;0;0;0;0;0;0;0;0
1208H;0;0;0;0;0;0;0;0;0;0;0;0;0
2444;21;17;5;2;0;0;0;0;0;0;3;19;67
4452;5;7;3;0;0;0;0;0;0;0;0;4;19
B954;0;;0;0;0;0;0;0;0;0;0;0;
B893;0;0;0;0;0;0;0;0;0;0;0;0;0
B278;2;5;0;0;0;0;0;0;0;0;0;0;7
B228;0;0;0;0;0;0;0;0;0;0;0;0;0
0200E;0;1;0;0;0;0;0;0;0;0;0;0;1
0076;1;0;0;0;0;;0;0;0;0;0;;
1082;2;5;1;0;0;0;0;0;0;0;0;0;8
2331;19;23;9;10;0;0;0;0;0;0;2;13;76
3469A;7;5;3;0;0;0;0;0;0;0;0;3;18
5973;0;0;0;0;0;0;0;0;0;0;0;0;0
5960;3;3;3;0;0;0;0;;0;0;0;;
5910;1;0;0;0;0;0;0;0;0;0;0;0;1
6001;0;0;;0;0;0;0;0;0;0;0;0;
1111;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;0;1;0;0;0;0;;0;0;0;0;0;
8500A;0;0;0;0;0;0;0;0;0;0;0;0;0
5000C;0;0;0;0;0;0;0;0;0;0;0;0;0
4121;11;12;4;0;0;0;0;0;0;0;1;14;42
5402;11;8;4;0;0;0;0;0;0;0;;9;
8096;22;19;5;1;0;0;0;0;0;0;5;13;65
1024E;1;1;0;0;0;0;0;0;0;0;0;0;2
1014;2;3;0;0;0;0;0;0;0;0;0;0;5
0367;16;13;;0;0;;0;0;0;0;;14;
5530E;14;11;4;0;0;0;0;0;0;;5;17;
5514;12;10;4;0;0;0;0;0;0;0;3;15;44
3013;27;26;15;14;4;0;0;0;0;0;10;24;120
4642E;0;0;0;0;0;0;0;0;0;0;0;0;0
9898;18;15;5;0;0;0;0;0;0;0;0;6;44
5270B;4;1;2;0;0;0;0;0;0;0;0;0;7
9170;5;17;4;0;0;0;0;0;0;0;3;12;41
C249I;0;0;0;0;;0;;;0;0;;;
C649I;0;;;0;;0;0;;;0;0;;
C029O;0;0;0;0;0;0;0;0;0;;0;0;
2661;20;20;7;3;0;;0;0;0;0;1;17;
1549;12;13;5;0;0;0;0;0;0;0;2;12;44
9771C;12;16;5;0;0;0;0;0;0;0;0;12;45
1505;7;18;6;3;0;0;0;0;0;0;1;9;44
3191E;12;8;4;0;0;0;0;0;0;0;0;0;24
3129;17;18;5;0;0;0;0;0;0;0;2;15;57
3196;11;7;3;0;0;0;0;0;0;0;0;3;24
3200;12;10;3;0;0;0;0;0;0;0;0;8;33
3195;7;2;2;0;0;0;0;0;0;0;0;1;12
3175;20;21;5;2;0;0;0;;0;1;3;15;
2462;25;20;14;6;6;0;0;0;0;2;9;15;97
6155A;0;0;0;0;0;0;0;;0;0;0;0;
6000A;0;0;0;0;0;0;0;0;0;0;0;0;0
7178I;0;2;0;0;0;0;0;0;0;0;0;0;2
7228;5;4;1;0;0;0;0;0;0;0;0;5;15
7031;0;1;0;0;0;0;0;0;0;0;0;0;1
9263D;;21;5;1;0;0;0;;;0;;;
9262;9;14;3;0;0;0;0;;0;0;;5;
1690A;8;13;5;0;0;0;0;0;0;0;0;1;27
1484C;;0;1;0;;0;0;0;0;0;0;0;
1495;0;1;1;;0;0;0;0;0;0;0;1;
2867;22;22;11;6;0;0;0;0;0;0;8;21;90
2870;15;17;5;0;0;0;;0;0;0;0;11;
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;14;23;0;2;1;0;0;0;0;0;1;6;47
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;0;0;0;0;0;0;0;0;0;0;0;0
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;17;17;5;1;0;0;0;0;0;0;1;13;54
5796;3;2;3;0;0;0;0;0;0;0;0;0;8
5783;3;0;0;0;0;0;0;0;0;0;0;;
2030;21;23;7;3;0;0;0;0;0;0;1;16;71
0016A;10;8;4;0;0;0;0;0;0;0;0;2;24
9981A;0;2;0;0;0;0;0;0;0;0;0;0;2
9381I;26;24;11;7;1;0;0;0;0;0;7;16;92
8368U;25;27;9;3;0;0;0;0;0;0;7;18;89
3260B;12;11;4;0;0;0;0;0;0;0;0;11;38
8416;0;0;0;0;0;0;0;0;0;0;0;0;0
8414A;3;0;0;0;0;0;0;0;0;0;0;2;5
2422;16;19;5;1;0;0;0;0;0;0;0;15;56
2539;;24;;4;0;0;0;0;0;0;2;19;
2614;15;22;5;1;0;0;0;0;0;0;0;15;58
9390;21;23;9;5;0;0;0;0;0;0;6;16;80
9434;3;7;1;0;0;0;0;0;0;0;0;7;18
