Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;15;5;13;6;4;9;10;9;11;19;18;18;137
1387E;14;5;9;5;4;10;3;6;10;19;17;16;118
1428;16;5;16;8;7;10;4;5;10;18;19;15;133
8175;0;3;3;0;8;7;0;0;6;5;2;1;35
8178D;3;2;3;0;4;7;0;0;6;6;1;1;33
8025;0;1;1;1;11;2;0;0;4;1;0;1;22
8019;0;3;2;1;12;2;0;0;4;1;0;1;26
6325O;1;0;1;0;5;1;0;0;2;2;0;1;13
9091O;13;3;4;7;7;11;2;2;7;8;15;11;90
1212E;17;4;5;7;13;11;3;11;9;14;18;12;124
1208H;15;4;4;7;10;9;5;9;7;15;17;10;112
1249I;17;;;;;;;;;;;;
2444;6;2;2;2;9;10;1;0;3;8;5;3;51
4452;3;2;2;1;4;3;0;0;5;8;6;6;40
B954;5;6;2;0;2;0;0;2;4;0;1;1;23
B893;9;7;1;2;8;3;0;1;5;5;3;3;47
B278;6;6;1;2;4;1;1;2;7;4;3;1;38
B228;9;7;1;2;6;1;0;2;5;4;3;1;41
0200E;2;3;0;2;10;3;3;3;2;3;1;2;34
0076;0;3;1;1;5;2;0;5;3;4;0;1;25
1082;18;3;5;8;11;9;9;9;11;11;20;16;130
2331;11;3;3;4;4;8;0;1;8;13;12;6;73
3469A;4;1;3;1;5;6;0;0;7;11;8;5;51
5973;5;3;4;1;2;2;0;0;4;8;4;5;38
5960;4;1;3;1;4;2;0;0;5;8;3;4;35
5910;4;3;3;0;3;2;0;0;5;7;4;4;35
6001;9;5;;0;2;4;0;0;4;7;3;3;
1111;18;6;6;6;10;8;10;9;10;13;19;16;131
1109;17;5;8;5;11;8;8;8;10;13;18;14;125
8501;0;3;0;2;3;5;2;1;6;2;1;1;26
8500A;0;3;0;2;4;4;2;1;6;1;0;1;24
5000C;8;8;3;0;6;5;0;0;2;6;2;4;44
4121;5;0;2;1;4;5;0;0;7;10;3;2;39
5402;5;2;4;1;7;4;0;0;5;7;5;6;46
8096;6;2;4;1;7;9;1;0;6;9;9;3;57
1024E;16;3;7;13;10;13;12;12;10;9;19;18;142
1014;15;2;8;10;8;10;10;12;9;10;19;20;133
0367;2;6;1;8;13;8;2;2;4;3;2;1;52
5530E;4;1;2;0;7;8;0;0;3;4;0;6;35
5514;2;1;2;0;5;6;0;0;2;3;0;4;25
3013;6;4;2;2;7;11;1;0;6;9;5;4;57
4642E;2;1;2;1;4;3;0;0;3;9;5;2;32
9898;6;2;1;1;6;12;2;1;6;7;7;2;53
5270B;3;3;3;0;9;6;0;0;5;7;4;6;46
9170;10;3;2;5;3;8;0;1;9;8;10;4;63
C249I;1;5;0;1;1;0;0;0;0;0;0;2;10
C649I;7;6;0;1;0;0;0;0;1;2;3;3;23
C029O;1;4;0;2;2;0;0;0;0;1;1;2;13
2661;9;1;3;4;5;;0;1;9;13;8;8;
1549;13;4;7;5;4;12;1;0;8;16;14;9;93
9771C;4;3;0;0;2;7;2;1;4;4;3;2;32
1505;14;5;13;7;7;11;6;3;11;16;;14;
3191E;4;0;2;1;8;10;1;0;13;12;9;3;63
3129;2;0;4;1;7;11;0;0;9;12;5;3;54
3196;2;1;3;1;6;7;0;0;10;11;3;2;46
3200;3;1;3;1;8;7;0;0;11;9;3;3;49
3195;2;1;4;1;7;9;0;;;;;2;
3175;2;1;3;1;8;11;0;0;6;9;6;4;51
2462;13;2;7;2;12;13;2;0;11;15;12;7;96
6155A;2;5;1;0;4;4;0;0;3;3;0;2;24
6000A;6;5;1;0;8;1;0;0;4;3;1;2;31
7178I;0;4;2;2;14;2;0;0;3;1;0;1;29
7228;1;4;2;2;12;3;1;0;3;2;0;1;31
7031;3;1;2;1;6;3;0;0;3;1;0;2;22
9263D;8;3;6;8;10;9;2;3;8;11;11;8;87
9262;10;3;6;9;9;11;3;;8;10;;9;
1690A;12;3;8;6;6;11;2;2;10;;;;
1484C;15;4;17;10;8;10;5;4;9;;;;
1495;13;4;18;9;8;11;5;4;11;20;19;15;137
2867;6;2;4;1;11;11;0;0;5;8;6;3;57
2870;5;2;3;1;9;8;0;0;4;7;4;2;45
C929I;2;3;0;0;1;2;0;1;0;3;2;3;17
C430E;3;7;0;1;1;2;0;1;0;3;4;2;24
C139E;13;7;0;1;0;3;0;0;4;4;3;4;39
C449C;9;10;0;0;0;1;0;1;2;1;3;2;29
C447A;14;13;1;3;1;3;0;1;5;4;5;4;54
C429I;1;3;0;0;2;0;0;1;2;0;2;1;12
2465;9;4;6;1;9;9;1;0;10;12;10;3;74
5796;5;2;3;1;4;3;0;0;5;7;3;3;36
5783;5;1;3;1;5;3;0;0;5;9;4;3;39
2030;7;3;5;4;6;14;4;1;10;11;5;5;75
0016A;1;3;1;2;5;2;4;2;4;3;0;1;28
9981A;3;5;1;2;7;7;6;3;4;4;2;2;46
9381I;4;2;2;3;7;11;1;0;6;3;3;3;45
8368U;1;0;2;4;10;12;2;0;3;3;2;1;40
3260B;2;1;2;1;8;7;0;0;8;9;3;1;42
8416;0;3;1;0;4;4;1;1;6;1;0;1;22
8414A;1;3;1;0;7;4;2;2;6;1;0;1;28
2422;7;1;5;1;6;9;1;0;7;13;8;5;63
2539;7;1;3;1;7;9;0;0;7;10;9;5;59
2614;4;2;4;1;6;8;0;0;5;10;11;7;58
9390;3;1;1;4;6;13;0;0;9;6;3;2;48
9434;2;2;1;2;3;11;3;0;8;7;6;2;47
