Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;21;5;19;11;10;15;15;14;13;19;24;19;185
1387E;16;6;18;10;12;12;13;;14;21;22;19;
1428;19;6;21;11;14;12;12;13;18;21;22;20;189
8175;5;4;4;1;16;13;3;0;7;8;3;2;66
8178D;5;6;4;0;10;15;6;0;6;9;4;3;68
8025;1;4;3;2;13;2;1;;;1;0;2;
8019;2;5;3;3;15;3;3;1;7;1;1;1;45
6325O;2;6;2;2;7;3;1;0;5;2;0;2;32
9091O;17;2;12;12;17;13;5;6;13;16;20;18;151
1212E;20;5;13;12;18;17;10;18;17;21;23;20;194
1208H;19;7;11;11;17;14;7;16;;;;;
1249I;17;;;;;;;;;;;;
2444;10;1;7;2;8;13;2;0;;12;9;6;
4452;9;4;5;1;6;6;0;0;6;15;10;7;69
B954;7;11;3;1;12;3;2;4;11;3;3;3;63
B893;12;9;6;6;17;8;4;5;11;9;8;11;106
B278;14;11;3;5;12;9;3;4;9;6;3;2;81
B228;12;9;3;5;10;7;2;3;8;7;5;3;74
0200E;5;8;3;5;16;10;10;8;6;8;11;5;95
0076;3;6;1;5;9;4;4;7;3;5;5;1;53
1082;21;8;14;14;12;16;13;15;16;17;25;19;190
2331;10;1;12;10;17;16;5;5;15;17;20;18;146
3469A;8;4;8;2;10;7;2;0;9;17;13;12;92
5973;6;3;6;2;4;3;0;0;;;;;
5960;6;5;6;3;6;4;0;1;5;13;5;9;63
5910;7;3;5;3;4;3;0;1;5;12;7;9;59
1111;23;11;18;16;14;17;18;13;17;19;24;21;211
1109;19;9;17;16;16;14;16;14;14;21;23;19;198
8501;;;;;;;;2;;;;;
8500A;1;7;6;3;16;12;5;5;7;5;2;2;71
5000C;11;9;4;0;9;9;0;0;3;10;4;6;65
4121;8;1;4;1;7;9;1;2;5;12;8;5;63
5402;8;5;8;2;8;5;0;0;6;11;8;8;69
8096;6;2;5;3;15;15;4;1;11;14;17;6;99
1024E;18;4;18;14;13;17;21;20;16;15;25;21;202
1014;20;3;17;14;12;14;14;17;13;17;23;24;188
0367;2;9;3;12;16;11;9;4;7;6;8;4;91
5530E;6;4;3;0;11;9;0;1;4;12;2;8;60
5514;7;3;5;2;12;9;2;1;5;12;5;10;73
3013;5;4;7;6;14;14;2;3;13;17;15;9;109
4642E;7;7;7;2;8;5;0;0;9;13;11;10;79
9898;5;3;3;2;5;17;4;2;9;12;9;5;76
5270B;6;4;3;1;8;8;0;1;4;8;4;9;56
9170;14;8;8;6;13;15;6;3;14;13;14;11;125
C249I;8;9;1;2;2;0;0;0;0;2;0;3;27
C649I;14;9;1;3;5;7;1;2;11;4;6;7;70
C029O;5;12;2;2;3;2;0;0;4;4;4;4;42
2661;11;1;13;6;11;;2;1;13;18;15;11;
1549;11;4;11;7;10;13;4;2;14;18;18;14;126
9771C;9;4;1;6;11;14;3;5;10;11;7;2;83
1505;;4;;8;9;10;7;8;;19;;18;
3191E;10;1;6;1;10;11;2;0;16;18;12;7;94
3129;5;3;5;4;10;15;0;0;11;14;7;7;81
3196;8;3;6;4;10;10;0;1;14;13;10;4;83
3200;6;2;7;4;10;11;0;1;15;14;10;4;84
3195;8;2;6;3;10;12;0;;;;;4;
3175;4;1;4;3;10;12;0;0;8;11;10;4;67
2462;6;2;7;4;14;13;1;1;10;17;9;8;92
6155A;3;7;2;2;7;8;0;0;;6;0;6;
6000A;10;7;1;0;11;3;0;1;4;4;6;4;51
7178I;1;4;2;3;16;4;1;1;4;2;0;2;40
7228;2;11;4;2;15;8;2;1;3;3;0;3;54
7031;4;7;4;2;12;7;1;1;3;3;0;4;48
9263D;7;2;11;11;14;12;1;;;13;17;18;
9262;9;1;8;11;11;11;1;;8;11;;12;
1690A;;5;12;7;10;10;3;2;;;;;
1484C;18;8;24;14;12;12;8;4;;;;;
1495;18;7;21;11;11;12;7;7;14;20;23;17;168
2867;8;4;6;2;13;14;1;0;11;15;11;5;90
C929I;6;10;1;6;4;5;0;1;3;4;5;9;54
C430E;9;4;0;1;2;2;0;1;6;5;4;2;36
C139E;20;15;2;4;1;3;0;1;9;4;9;9;77
C449C;17;15;1;3;3;4;2;4;6;8;3;4;70
C447A;20;19;3;4;12;7;8;4;15;9;8;8;117
C429I;4;7;1;1;3;4;0;1;4;1;4;2;32
2465;9;;;4;13;12;2;0;10;14;12;10;
5796;8;5;6;3;5;6;0;1;5;12;6;9;66
5783;6;2;6;3;7;4;0;0;6;11;9;9;63
2030;7;2;11;8;10;13;7;2;14;14;20;12;120
0016A;7;4;1;5;8;5;6;3;7;5;4;5;60
9981A;4;5;1;3;8;12;9;2;4;5;3;2;58
9381I;4;4;5;6;12;19;1;1;10;8;4;6;80
8368U;2;1;2;5;12;;1;1;5;;3;;
3260B;;3;;1;8;9;0;0;;13;;;
8416;3;5;1;3;16;9;5;2;6;6;1;3;60
8414A;4;5;1;3;17;12;5;2;10;5;2;4;70
2422;11;4;10;4;14;15;1;1;12;16;17;11;116
2539;9;1;8;3;11;13;0;1;11;16;16;8;97
2614;7;0;6;1;7;9;0;0;7;15;14;9;75
9390;8;2;5;3;11;15;1;3;11;12;9;9;89
9434;7;3;1;3;6;11;3;2;9;13;8;4;70
