Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;17968;26734;46456;49976;73312;63827;;62431;49456;28079;13339;14028;
1387E;15583;23932;;43927;67703;55348;68409;57390;46601;26129;12397;12832;
1428;18583;27373;44026;42515;70218;54130;69899;58555;40230;20941;11843;12933;471246
8178D;31257;42056;57998;55044;81523;89312;;78676;54772;45498;26728;22357;
8019;28050;40461;52895;56692;79720;86379;82680;;52978;44933;31567;23272;
6325O;34977;43689;57573;65303;83126;88299;83824;77194;57300;48736;;;
B954;27894;32582;53741;57367;80856;85702;82750;74112;54695;45326;28680;26506;650211
B228;28100;39258;52662;58708;76261;85488;83483;75180;53741;42248;25933;23402;644464
B278;23335;34099;53121;56063;76375;79804;77512;68769;50140;40075;23545;20851;603689
0076;24650;;54277;55012;;81403;79642;70438;51579;34664;25620;;
1082;12413;28799;45326;45877;63559;62308;62236;56379;45813;28339;;15024;
3469A;;37875;60873;60123;86462;87931;87880;78252;;43036;23890;21603;
5973;34142;43734;61507;67646;85411;86726;81453;80578;60941;49388;30506;27481;709513
5960;28864;;54820;60810;82741;82018;79651;74235;55525;43775;25587;23699;
1111;15072;33612;;;66355;63445;68591;58091;48813;;;17019;
4121;30966;40019;59014;55766;83496;89395;86552;;;;21539;17569;
5402;30143;;57646;57815;83446;84747;84783;79103;56185;45272;23498;23608;
1024E;11531;28885;45370;43883;56538;62831;57133;55127;47696;28410;12137;;
0367;23876;;;50006;67365;;71983;;48300;35688;23590;19039;
5530E;30049;40052;57066;58258;88615;91504;88109;81373;59310;46727;25313;25488;691864
5514;30667;42184;58615;57502;88281;89989;85811;79752;57916;49364;24707;;
4642E;31637;41353;60747;63337;88265;89117;87573;81745;60170;45887;28265;24058;702154
9170;19392;33187;52608;53275;67768;79684;77623;72379;52174;;17160;15187;
C249I;42068;51931;66268;55000;;78730;84126;81085;70829;59178;43662;41782;
C649I;;52549;61009;;88346;77360;88422;81545;70763;54828;43237;40154;
C029O;34266;43037;64766;70215;83209;78801;83179;74552;67074;55139;39433;38737;732408
2661;25010;34232;55920;57297;81213;76615;83171;72558;;34804;20588;;
1549;21777;31623;54056;;81707;67619;;70250;;;;;
9771C;;;;53865;78144;78807;;72297;56249;;;;
3129;29970;;59619;57370;89417;;91012;80491;58187;42615;26180;21152;
2462;22669;37189;58873;47183;75882;86242;86330;;52512;;11869;;
7178I;32591;;54892;59227;81250;;83538;76515;;;32871;24462;
9263D;15721;30161;46789;49032;61260;73554;74627;67881;51052;30557;12511;14407;527552
1495;;23575;39481;42515;70941;57447;;58191;42462;19729;12930;13149;
2867;22311;;58123;56604;86937;83415;82747;71914;54841;37160;19515;16434;
C430E;;60026;73749;85956;103223;102028;103366;91313;80880;62365;53380;47216;
C449C;;;60824;70030;87734;77743;88411;81444;71176;;38053;37511;
C447A;;44907;61096;65650;82411;71835;79301;79804;;52756;36934;;
C429I;43726;53009;67677;68343;88780;;91983;84199;69785;55195;45430;48528;
5783;31866;36092;59575;60319;;89423;;75325;58441;47134;26290;25037;
2030;;38075;59701;51852;81572;82367;;;;;19091;19005;
0016A;27666;37730;56540;56311;73391;78767;79842;70743;52389;38646;27295;20305;619625
9981A;28117;37888;57300;53876;74829;78919;;68966;54503;40267;26497;20063;
8368U;25525;;55756;49901;73274;79926;80311;73006;52495;40857;25411;20732;
3260B;29268;;58739;56581;;88860;85138;76943;55304;;;17565;
8414A;29460;;56241;54191;76675;;80468;71462;;42496;29011;20884;
2422;22824;35693;56777;56751;83814;85011;82661;75059;56565;37412;18304;15635;626506
