Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;7;8;14;10;6;10;1;2;11;15;20;16;120
1387E;6;5;13;10;6;9;1;2;11;15;20;13;111
1428;7;8;12;11;9;14;3;2;10;19;21;20;136
8175;0;2;12;12;3;1;2;4;4;4;6;12;62
8178D;0;3;11;11;2;2;2;6;3;3;7;11;61
8025;3;1;14;8;1;1;0;0;5;1;3;5;42
8019;5;2;13;8;2;1;0;0;4;1;4;6;46
6325O;2;2;11;6;2;0;0;0;0;0;2;5;30
9091O;8;2;13;12;4;6;1;2;3;5;12;7;75
1212E;8;6;12;10;5;10;4;7;6;5;14;16;103
1208H;8;6;12;10;7;10;3;8;7;7;16;13;107
1249I;6;7;11;12;8;15;6;8;8;7;13;13;114
2444;2;1;14;6;5;2;0;1;5;8;10;9;63
4452;1;1;12;5;0;1;0;0;3;7;10;15;55
B954;2;0;13;9;2;1;0;2;4;3;6;6;48
B893;2;3;10;4;2;0;0;3;6;3;8;8;49
B278;2;0;11;5;2;1;0;3;3;2;6;6;41
B228;2;0;11;8;1;1;0;1;3;2;5;5;39
0200E;2;0;12;5;2;2;1;6;4;1;1;8;44
0076;1;1;9;3;2;1;1;7;1;1;3;4;34
1082;11;8;14;10;5;12;2;7;8;2;15;10;104
2331;3;2;15;7;3;2;1;5;2;8;11;13;72
3469A;2;5;13;6;1;1;0;0;3;7;10;17;65
5973;2;1;12;5;0;0;0;0;2;2;8;13;45
5960;2;1;13;7;0;0;0;0;4;3;7;13;50
5910;1;1;13;5;0;0;0;0;1;4;8;13;46
6001;4;4;13;7;;0;0;1;3;1;8;15;
1111;10;7;11;8;6;12;2;7;10;5;16;11;105
1109;10;7;11;8;4;14;3;7;11;5;17;10;107
8501;2;3;17;7;4;2;2;1;3;3;5;3;52
8500A;3;4;17;8;5;2;2;0;3;3;5;3;55
5000C;6;4;14;4;0;0;0;0;1;2;5;16;52
4121;2;2;12;7;0;0;0;1;2;3;6;12;47
5402;0;0;13;5;3;0;0;1;3;2;6;14;47
8096;2;4;9;7;1;1;0;4;4;8;13;12;65
1014;9;11;13;10;6;12;4;8;12;6;18;11;120
1024E;7;11;13;12;8;14;6;9;8;7;18;11;124
0367;1;2;12;6;5;4;2;4;7;2;5;6;56
5530E;1;3;15;8;2;0;0;0;2;0;5;9;45
5514;2;3;15;9;2;1;0;2;1;1;4;7;47
3013;1;2;10;9;4;2;2;5;7;5;11;10;68
4642E;1;2;10;6;1;0;0;2;1;4;7;12;46
9898;1;2;7;8;4;6;2;2;4;5;10;5;56
5270B;2;3;16;9;2;1;0;1;4;2;5;15;60
9170;4;1;9;9;3;2;2;4;3;5;6;10;58
C249I;2;2;3;1;0;0;0;0;4;1;0;3;16
C649I;5;2;3;1;0;0;0;0;6;0;0;2;19
C029O;2;3;5;1;0;0;0;0;4;1;0;2;18
2661;2;2;11;6;4;9;0;4;4;12;9;17;80
1549;2;3;10;5;3;11;1;4;5;14;15;19;92
9771C;1;2;5;5;2;2;4;3;2;1;3;7;37
1505;6;6;11;9;4;16;1;4;10;15;19;14;115
3191E;2;2;15;7;1;1;1;1;6;7;12;11;66
3129;2;2;12;5;0;1;0;0;3;6;9;12;52
3196;2;1;12;9;2;0;1;1;3;6;9;11;57
3200;2;2;14;7;0;0;1;1;4;6;10;11;58
3195;2;3;;9;2;0;2;2;4;7;10;13;
3175;2;3;11;8;1;0;0;1;3;6;8;10;53
2462;3;5;20;13;3;1;0;1;6;10;18;15;95
6155A;3;1;13;5;2;0;0;1;1;1;3;8;38
6000A;1;2;10;8;2;0;1;0;1;2;2;6;35
7178I;4;2;15;9;3;1;0;2;4;2;3;3;48
7228;4;3;18;9;3;1;0;2;3;2;3;2;50
7031;5;0;17;8;2;0;0;1;1;3;5;5;47
9263D;5;2;11;10;1;1;3;3;6;6;13;9;70
9262;;2;11;8;1;;1;4;7;5;12;9;
1690A;3;3;13;7;2;9;2;2;;;;15;
1484C;6;9;14;9;8;15;2;2;9;20;21;20;135
1495;7;7;12;8;7;10;1;2;10;17;21;19;121
2867;2;2;9;5;1;4;1;2;4;9;9;14;62
2870;2;1;7;;0;4;0;2;4;8;9;14;
C929I;3;4;5;2;0;0;0;0;4;0;0;7;25
C430E;5;7;3;3;0;0;0;1;8;0;0;3;30
C139E;8;7;5;1;0;2;0;2;6;0;4;6;41
C449C;7;6;7;2;0;0;0;1;7;1;0;3;34
C447A;8;8;11;6;3;3;2;2;9;6;3;10;71
C429I;3;2;3;2;1;0;0;2;5;0;0;6;24
2465;2;2;10;7;3;1;1;1;5;7;15;10;64
5796;1;3;15;7;2;0;0;0;4;2;8;12;54
5783;0;1;13;8;3;0;0;1;3;1;4;13;47
2030;1;3;14;8;3;3;1;3;5;9;13;10;73
0016A;0;0;5;7;2;2;3;4;4;3;1;5;36
9981A;1;0;15;5;2;2;2;3;4;2;3;5;44
9381I;1;1;10;9;5;1;2;5;5;5;10;8;62
8368U;1;0;13;10;4;3;4;1;;5;6;5;
3260B;2;2;13;8;1;1;0;0;4;4;8;12;55
8416;4;2;15;9;4;2;1;4;4;4;2;4;55
8414A;3;3;16;7;3;0;1;3;3;5;3;4;51
2422;2;1;9;8;2;4;1;3;2;10;10;14;66
2539;2;1;10;9;4;4;2;4;4;9;9;13;71
2614;1;1;10;6;4;5;1;3;5;7;7;14;64
9390;1;0;11;8;5;2;1;3;4;3;8;8;54
9434;1;0;8;7;4;3;2;1;3;4;6;5;44
