Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;;;;;;24;22;19;15;
1387E;15;18;19;19;15;19;19;21;20;20;14;13;212
1428;6;14;16;15;14;16;17;21;18;13;15;11;176
8175;13;16;6;15;19;18;7;15;22;24;23;24;202
8025;;;;;15;8;9;8;16;15;13;16;
8019;16;15;9;19;18;14;13;13;22;20;21;17;197
6325O;23;16;14;19;13;12;8;11;19;20;15;17;187
9091O;14;18;10;16;19;19;19;23;15;22;16;14;205
1212E;15;20;19;21;16;15;19;15;17;21;16;16;210
1208H;11;17;15;;14;13;17;15;11;15;15;9;
4452;13;13;19;19;21;15;6;6;18;16;12;16;174
B954;19;21;9;14;18;18;12;15;22;24;27;21;220
B893;15;18;13;;23;15;5;11;22;24;23;22;
B278;15;21;11;16;22;17;10;17;27;23;23;26;228
B228;;21;10;15;22;13;11;14;24;24;21;23;
0200E;8;16;8;21;22;22;13;24;25;22;25;26;232
0076;10;15;12;19;21;17;13;22;27;23;25;24;228
1082;13;21;11;16;15;16;17;20;11;24;18;14;196
2331;9;14;10;16;19;24;9;21;19;18;19;11;189
5973;;;;;;;;11;10;10;;;
5960;14;17;15;16;18;15;9;13;16;;21;19;
5910;19;17;17;17;18;19;11;13;13;16;20;20;200
6001;15;15;13;;11;10;7;17;13;13;13;12;
1111;16;18;18;18;16;19;19;20;16;23;18;20;221
1109;12;17;14;18;14;16;17;19;12;18;14;15;186
8500A;13;9;4;;15;14;12;;20;17;16;20;
4121;10;11;8;;13;13;9;10;14;16;17;14;
5402;;;;;20;13;6;8;13;;;;
8096;;;;;;;;;19;;;;
1014;10;12;10;15;14;13;19;18;11;17;11;17;167
1024E;7;11;;12;11;16;14;17;13;18;15;15;
0367;8;15;11;22;20;18;13;25;24;21;21;25;223
5530E;16;14;15;19;18;12;7;7;20;19;15;15;177
5514;13;16;16;18;18;13;6;7;19;23;15;15;179
3013;10;11;6;;18;19;17;22;19;15;15;14;
4642E;13;;13;;13;14;6;10;12;11;15;16;
5270B;11;12;10;;14;5;4;8;14;8;11;15;
9170;8;23;10;;;19;12;23;20;15;17;15;
C249I;18;21;28;;21;23;15;19;25;21;26;24;
C649I;19;23;29;26;23;25;23;25;24;24;23;23;287
C029O;15;20;29;25;21;25;;24;24;24;21;22;
2661;11;17;14;24;23;24;14;23;21;15;;9;
9771C;7;11;13;12;11;15;7;;16;14;20;14;
1505;18;12;12;;15;8;14;22;17;18;12;8;
3191E;10;15;12;20;19;24;9;10;17;17;18;;
3129;12;12;11;19;16;21;6;10;21;15;15;7;165
3196;10;14;10;18;19;21;11;15;20;13;18;7;176
3200;10;14;12;21;21;23;10;11;23;16;17;12;190
3195;8;10;7;;13;15;10;14;11;11;18;8;
3175;11;14;11;16;20;19;8;13;21;19;;;
2462;11;12;3;16;17;21;;16;16;;;;
6155A;21;15;;21;20;12;11;8;19;18;18;19;
6000A;18;18;16;17;15;16;23;24;18;23;25;18;231
7178I;;16;9;;17;15;11;;;;19;22;
7228;14;16;12;16;18;11;12;15;20;22;18;20;194
9263D;9;17;13;14;22;21;10;22;18;16;16;18;196
1690A;13;11;10;;12;10;15;20;;11;16;12;
1495;9;9;15;17;16;16;15;18;17;11;11;11;165
2867;14;16;10;21;20;23;12;18;19;18;15;10;196
2870;7;10;9;;14;20;15;14;14;16;13;16;
C929I;19;23;28;26;24;27;30;25;24;24;25;21;296
C139E;18;22;28;;22;26;25;26;22;26;26;25;
C449C;;;;;;;;15;;;;12;
C447A;;16;;;24;26;24;;25;26;19;20;
C429I;14;14;26;20;21;20;8;19;19;20;15;17;213
5796;;13;19;18;18;16;6;12;15;16;17;17;
5783;15;12;18;19;17;15;9;9;17;17;14;18;180
2030;8;10;9;;17;14;14;17;14;15;15;13;
0016A;11;16;11;17;22;20;16;25;24;20;21;22;225
9981A;11;14;9;16;20;22;15;22;25;20;26;18;218
9381I;12;18;14;;19;22;8;19;24;24;23;15;
8368U;;;;;;;;;;13;18;11;
3260B;10;12;10;;13;17;6;12;16;12;12;14;
8414A;15;16;10;14;18;13;13;11;22;24;22;22;200
2422;13;14;16;19;24;24;12;19;19;21;16;18;215
2539;14;13;;17;19;23;9;15;23;15;17;11;
2614;10;13;9;;12;17;12;14;16;13;13;16;
9390;12;12;13;14;19;24;10;19;25;16;22;14;200
9434;6;19;12;16;14;24;10;20;21;16;20;;
