Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;;;;;;;;;3;0;1;3;
1387E;11;5;3;4;5;1;9;6;5;0;2;3;54
1428;17;5;2;4;5;1;11;7;3;0;2;2;59
8175;17;9;2;4;8;12;24;16;5;1;5;2;105
8025;;;;;15;18;22;21;6;6;9;7;
8019;12;8;2;4;12;14;18;18;5;6;6;6;111
6325O;7;11;2;3;15;17;23;19;8;6;11;5;127
9091O;10;3;0;0;2;1;9;3;5;1;0;0;34
1212E;6;3;1;2;2;0;6;1;3;1;2;1;28
1208H;6;5;0;;2;1;5;2;5;0;3;2;
4452;14;12;2;5;6;13;25;25;9;9;5;3;128
B954;8;4;0;6;10;9;19;16;4;3;1;2;82
B893;11;7;0;;7;11;26;18;2;2;2;3;
B278;10;4;0;6;8;11;20;14;1;3;1;0;78
B228;;4;0;7;6;14;20;17;3;2;2;1;
0200E;22;7;0;2;5;7;16;7;2;2;2;2;74
0076;18;8;0;4;7;11;17;9;1;5;3;3;86
1082;7;3;0;0;2;1;7;4;6;0;2;1;33
2331;15;5;0;3;7;2;21;8;6;4;1;0;72
5973;;;;;;;;18;16;9;;;
5960;16;10;3;11;13;15;22;18;13;;5;6;
5910;11;8;0;5;10;11;20;17;12;5;4;4;107
6001;12;10;3;;15;19;24;13;12;10;13;7;
1111;8;4;0;1;4;1;8;3;4;0;2;1;36
1109;8;4;1;1;4;1;9;3;4;0;4;1;40
8500A;15;10;3;;11;12;18;;3;3;6;3;
4121;20;10;1;;14;14;21;19;9;5;4;4;
5402;;;;;8;15;25;22;15;;;;
8096;;;;;;;;;5;;;;
1014;11;5;1;1;3;1;9;3;7;1;3;1;46
1024E;10;5;;3;2;0;9;2;7;1;2;1;
0367;20;8;0;3;5;10;16;5;3;3;2;3;78
5530E;14;10;1;6;11;17;24;23;8;6;9;5;134
5514;16;10;2;5;12;16;25;23;9;3;9;4;134
3013;19;11;1;;8;7;14;7;4;6;3;5;
4642E;17;;2;;11;16;24;21;16;8;8;7;
5270B;19;11;1;;12;21;27;23;13;10;8;6;
9170;18;4;0;;;5;18;7;6;7;2;0;
C249I;11;5;3;;9;5;14;12;2;10;4;7;
C649I;10;4;1;3;7;4;7;6;1;6;7;8;64
C029O;11;7;2;5;9;5;;6;3;7;9;7;
2661;18;8;2;1;5;4;17;8;5;6;;2;
9771C;22;13;2;11;16;14;23;;12;9;6;6;
1505;8;6;1;;5;0;6;0;2;2;2;1;
3191E;17;8;1;2;8;5;22;20;7;5;3;;
3129;18;11;0;4;11;9;25;20;6;6;4;5;119
3196;18;9;0;3;8;7;20;15;5;4;3;4;96
3200;19;9;1;4;8;7;21;20;6;5;3;4;107
3195;18;12;0;;12;11;21;14;10;7;2;3;
3175;20;9;2;5;10;9;23;17;7;8;;;
2462;15;7;1;2;8;3;;14;4;;;;
6155A;5;5;;5;9;16;20;22;9;6;9;6;
6000A;10;4;1;6;11;10;5;3;9;0;4;8;71
7178I;;7;2;;13;15;20;;;;7;4;
7228;12;8;1;4;12;16;19;16;6;3;8;4;109
9263D;17;5;0;3;5;2;19;6;4;2;1;1;65
1690A;15;8;1;;9;2;13;10;;4;1;1;
1495;18;9;1;6;6;4;16;12;5;2;2;2;83
2867;14;6;1;3;5;2;19;13;6;4;2;1;76
2870;19;8;0;;7;4;16;17;11;6;5;2;
C929I;11;4;3;4;6;2;0;2;1;7;5;8;53
C139E;11;5;1;;3;0;3;2;1;4;1;4;
C449C;;;;;;;;14;;;;13;
C447A;;7;;;4;1;5;;0;1;6;5;
C429I;16;11;4;6;10;7;21;11;6;9;15;10;126
5796;;12;0;6;11;14;25;19;13;7;7;7;
5783;15;12;1;7;12;14;22;21;12;8;9;5;138
2030;19;10;0;;9;7;17;11;6;6;2;3;
0016A;19;7;0;4;5;7;15;6;2;3;4;3;75
9981A;20;10;2;6;7;5;14;9;1;3;2;6;85
9381I;19;8;2;;7;7;22;10;2;4;2;5;
8368U;;;;;;;;;;6;3;6;
3260B;19;10;0;;12;10;25;17;8;10;7;3;
8414A;14;8;1;5;10;15;18;19;4;3;5;4;106
2422;18;9;0;5;7;4;19;12;8;4;4;1;91
2539;14;8;;4;6;3;22;15;5;6;2;1;
2614;16;7;0;;8;5;18;14;8;7;6;1;
9390;18;12;1;5;7;6;20;10;3;6;3;5;96
9434;21;7;0;5;11;6;20;10;5;6;3;;
