Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;635;553;790;781;855;731;1030;822;878;771;723;622;9191
8175;;981;752;1066;2421;3482;3669;3452;2074;1220;995;594;
8025;608;610;774;;;;;;;;;;
6325O;948;917;992;1105;1686;1875;2035;2313;1484;1450;1070;;
9091O;366;436;1125;932;1256;1425;1885;1736;1541;1533;668;616;13519
1212E;597;584;698;588;811;720;909;946;940;690;811;696;8990
1208H;;637;711;786;640;689;;;1149;;;;
1249I;472;588;705;780;673;671;;;833;463;513;125;
2444;;550;526;767;1713;;3044;;;1001;524;327;
4452;492;581;935;1334;2348;2488;3460;3094;1885;1406;653;596;19272
B954;;796;799;1085;1224;1499;;;;;1120;607;
B893;895;871;603;1124;1476;1696;2017;1836;1555;856;1146;668;14743
B278;;1123;;1978;2409;2481;3293;2948;2252;1420;1635;782;
B228;724;876;918;1445;1565;1527;1912;1923;1435;964;1025;591;14905
0200E;1323;995;758;1548;2238;2105;2405;2228;1367;1115;1167;902;18151
2331;532;642;641;900;1373;2257;2743;2437;1842;1642;561;480;16050
3469A;618;702;820;1402;2462;3372;;;2280;1643;620;452;
5973;;;;;;;;;;;856;;
5960;708;785;693;922;1822;2112;2836;1883;1315;1316;610;490;15492
5910;1400;1382;1051;1587;2617;2825;3657;2060;1769;1532;1095;616;21591
1111;887;764;1172;1100;725;750;1096;1017;;;;1285;
1109;995;986;1507;1305;1431;1279;1875;1382;1569;2193;1201;1421;17144
5402;879;1028;1064;;2886;4068;4645;4119;2727;1948;1159;492;
8096;;771;709;589;;;1720;;;;601;;
1014;452;443;1052;883;681;616;900;795;870;1367;637;819;9515
1024E;;648;1239;888;662;438;951;723;1057;1731;1194;1346;
5530E;704;895;750;1267;2606;3305;4071;3334;2294;1994;818;502;22540
5514;797;1076;983;1384;3015;4079;5200;4545;2759;3109;1125;757;28829
3013;;;;;;;;;;887;632;;
4642E;;1033;923;;;;;;;;798;;
9170;770;1138;1012;1659;2162;;;2681;2230;;775;362;
C249I;1769;1470;1739;1663;1798;2034;2204;1872;;1257;;;
C029O;;2417;2329;2095;1909;2193;;2773;2300;;;;
2661;;;621;;1764;;2991;2709;1511;994;;;
1549;535;620;1040;1252;2017;1843;;;1475;1084;484;360;
9771C;476;865;;1292;2116;2620;2762;2308;;1277;936;196;
3191E;1053;1061;779;1273;1979;2910;3859;3433;1902;1245;574;;
3196;1010;;;1715;3019;;;4788;;1967;1012;468;
3200;719;1007;899;1380;2745;3795;;3809;2989;1671;1254;447;
3175;1054;1229;1183;1745;;5013;;4916;3359;1958;873;627;
2462;;;;;1484;1941;;2417;1093;;;;
6000A;634;556;617;1002;1163;1851;1016;1247;1584;688;1034;796;12188
7178I;753;903;755;1125;1771;2471;2635;;;;1061;641;
7228;794;950;774;1396;2037;2761;2871;2699;2041;940;1244;815;19322
7031;1173;1193;;1472;1744;1938;1641;1804;1666;852;;627;
2867;;;922;;2264;2694;3286;3017;1859;1551;678;558;
C929I;;1002;;1247;1211;1526;1755;1463;1112;1124;1002;1120;
C447A;1174;1061;790;1190;1345;1192;;;914;893;754;598;
2465;821;820;893;;;;;;;;;;
5796;1140;1080;977;1407;2347;2970;4155;3038;2495;2097;986;688;23380
2030;;775;510;;;;;;;;;;
0016A;;1188;1080;1438;1471;1507;1772;1563;1464;671;1298;666;
9981A;909;958;663;1225;1518;1427;1977;1995;1351;810;993;572;14398
8414A;686;670;590;969;1263;1531;1678;1790;1224;662;979;634;12676
2422;499;575;690;955;1638;2143;3063;2560;1498;965;352;249;15187
2539;752;1038;971;1386;2079;2956;;;;;;;
2614;;;;880;;;;;;;;;
9390;170;356;590;771;1476;2513;3004;2701;1803;1695;;584;
9434;;;;2357;3486;;;;;;1165;673;
