Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;1;0;0;0;0;0;0;0;0;1;0;2;4
1387E;0;0;0;0;0;0;0;0;0;2;0;2;4
1428;0;0;0;0;0;1;0;0;2;1;2;5;11
8175;0;0;0;1;0;0;0;0;1;0;0;0;2
8178D;0;0;0;1;0;0;0;0;0;0;0;0;1
8025;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;2;1;0;0;0;0;1;0;1;0;5
6325O;0;0;1;0;0;0;0;0;0;0;0;1;2
9091O;1;0;0;0;0;0;0;0;0;0;0;0;1
1212E;1;0;0;1;0;0;0;0;0;0;1;0;3
1208H;0;0;1;0;0;0;0;0;1;0;0;1;3
1249I;0;0;1;0;1;0;0;0;0;0;0;0;2
2444;0;0;1;0;0;0;0;0;0;0;1;0;2
4452;0;0;0;0;0;0;0;0;0;0;0;3;3
B954;0;0;0;0;0;0;0;0;1;1;0;0;2
B893;0;0;0;0;0;0;0;0;1;2;2;0;5
B278;0;0;0;0;1;0;0;0;0;0;0;0;1
B228;0;0;0;0;1;0;0;0;0;0;0;0;1
0200E;0;0;1;0;0;0;0;1;0;0;0;0;2
0076;0;0;0;0;0;0;0;1;0;1;0;0;2
1082;1;0;0;1;0;0;0;0;1;0;0;0;3
2331;0;0;0;0;0;0;0;0;0;0;0;0;0
3469A;0;0;0;0;0;0;0;0;0;0;0;3;3
5973;0;0;1;0;0;0;0;0;0;0;0;1;2
5960;0;0;1;0;0;0;0;0;0;0;0;1;2
5910;0;0;1;0;0;0;0;0;0;0;0;1;2
6001;0;0;2;0;;0;0;0;0;0;1;2;
1111;0;0;0;0;0;0;0;0;3;1;2;0;6
1109;1;0;1;0;0;0;0;0;1;0;2;0;5
8501;0;0;1;1;2;1;0;0;0;0;1;0;6
8500A;0;0;1;1;2;1;0;0;0;0;2;0;7
5000C;0;0;2;1;0;0;0;0;0;0;0;1;4
4121;0;0;0;1;0;0;0;0;0;0;0;0;1
5402;0;0;0;0;0;0;0;0;0;0;0;1;1
8096;0;0;0;0;0;0;0;0;0;0;0;1;1
1014;2;0;0;2;0;0;0;2;3;0;6;0;15
1024E;1;0;0;2;0;0;0;0;2;0;4;0;9
0367;0;0;2;1;0;0;0;1;0;1;0;0;5
5530E;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;0;0;0;0;0;0;0;0;0;0;0;1;1
3013;0;0;0;0;0;0;0;0;0;0;0;0;0
4642E;0;0;1;0;0;0;0;0;0;0;0;1;2
9898;0;0;0;0;0;0;0;0;0;0;0;0;0
5270B;0;0;0;1;0;0;0;0;0;0;0;1;2
9170;0;0;0;0;0;0;0;0;0;0;0;0;0
C249I;0;0;0;0;0;0;0;0;1;0;0;0;1
C649I;0;0;0;0;0;0;0;0;1;0;0;0;1
C029O;0;0;0;0;0;0;0;0;1;0;0;0;1
2661;0;0;0;0;0;0;0;0;0;0;0;0;0
1549;0;0;0;0;0;0;0;0;0;0;0;1;1
9771C;0;0;0;0;0;0;0;0;0;0;0;0;0
1505;0;0;0;1;0;0;0;0;0;1;0;2;4
3191E;0;0;0;0;0;0;0;0;0;0;0;1;1
3129;0;0;0;0;0;0;0;0;0;0;0;0;0
3196;0;0;0;0;0;0;0;0;0;0;0;0;0
3200;0;0;0;0;0;0;0;0;0;0;0;0;0
3195;0;0;;0;0;0;0;0;0;0;0;0;
3175;0;0;0;0;0;0;0;0;0;0;0;0;0
2462;0;0;5;2;0;0;0;0;1;2;1;1;12
6155A;0;0;5;0;0;0;0;0;0;0;0;2;7
6000A;0;0;0;2;0;0;0;0;0;0;0;0;2
7178I;0;0;0;0;0;0;0;0;1;0;0;0;1
7228;0;0;0;1;1;0;0;0;1;0;0;0;3
7031;0;0;1;1;0;0;0;0;1;1;0;0;4
9263D;1;0;0;0;0;0;0;0;0;0;0;0;1
9262;;0;0;0;0;;0;0;0;0;0;0;
1690A;0;0;0;0;0;0;0;0;;;;2;
1484C;0;0;0;0;0;0;0;0;0;3;1;5;9
1495;0;0;0;0;0;0;0;0;2;5;3;5;15
2867;0;0;0;0;0;0;0;0;0;1;0;0;1
2870;0;0;0;;0;0;0;0;0;0;0;0;
C929I;0;0;0;0;0;0;0;0;1;0;0;1;2
C430E;1;0;0;0;0;0;0;0;1;0;0;0;2
C139E;0;0;0;0;0;0;0;0;2;0;0;1;3
C449C;0;0;0;0;0;0;0;0;2;0;0;0;2
C447A;1;0;0;0;0;0;0;0;2;0;0;0;3
C429I;0;0;0;0;0;0;0;0;2;0;0;0;2
2465;0;0;0;0;0;0;0;0;0;0;0;0;0
5796;0;0;1;0;0;0;0;0;0;0;0;0;1
5783;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;0;0;0;0;0;0;0;0;0;0;0;0;0
0016A;0;0;1;1;0;0;0;0;1;1;0;0;4
9981A;0;0;1;1;0;0;0;0;2;0;1;0;5
9381I;0;0;0;0;0;0;0;0;1;0;0;0;1
8368U;0;0;0;0;0;0;0;0;;0;0;0;
3260B;0;0;0;0;0;0;0;0;0;0;0;1;1
8416;0;0;1;1;2;0;0;0;0;0;1;0;5
8414A;0;0;1;1;2;0;0;0;0;0;3;0;7
2422;0;0;0;0;0;0;0;0;0;0;0;1;1
2539;0;0;0;0;0;0;0;0;0;0;0;0;0
2614;0;0;0;0;0;0;0;0;0;0;0;0;0
9390;0;0;0;0;0;0;0;0;0;0;0;0;0
9434;0;0;0;0;0;0;0;0;0;0;0;0;0
