Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;1;0;0;0;0;0;0;0;0;1;0;2
1387E;0;0;0;1;0;0;0;;0;0;1;0;
1428;0;0;0;1;0;0;0;0;0;0;0;0;1
8175;0;0;0;0;0;0;1;1;0;0;0;0;2
8178D;0;0;0;0;0;0;2;1;0;0;0;0;3
8025;0;0;0;;;1;0;;0;0;0;0;
8019;0;0;0;0;0;0;0;0;0;0;0;0;0
6325O;0;0;1;0;0;0;0;0;0;0;0;0;1
9091O;0;0;0;0;0;0;0;0;0;0;0;0;0
1212E;0;0;0;1;0;0;0;0;0;0;0;0;1
1208H;0;0;0;0;0;1;0;0;0;0;1;0;2
1249I;0;0;1;2;1;3;0;0;0;0;1;0;8
2444;0;0;2;0;0;1;0;0;0;0;2;0;5
4452;0;0;0;0;0;0;0;0;0;0;0;0;0
B954;0;0;0;0;0;0;0;0;0;0;1;0;1
B893;0;1;0;0;0;0;0;1;0;0;0;0;2
B278;0;0;0;0;0;0;0;0;0;0;0;0;0
B228;0;0;0;0;0;0;0;0;0;0;0;0;0
0200E;0;0;1;1;0;0;0;0;0;0;0;0;2
0076;0;0;0;0;0;0;0;1;0;0;0;0;1
1082;0;0;1;1;0;0;0;0;0;0;0;0;2
2331;0;0;0;1;0;0;0;0;0;0;0;0;1
3469A;0;0;0;0;;0;0;0;0;0;0;2;
5973;0;0;0;0;0;0;0;0;0;0;0;0;0
5960;0;0;0;0;0;0;0;0;0;1;0;0;1
5910;0;0;0;0;0;0;0;0;0;0;0;0;0
1111;0;0;0;2;0;1;0;0;0;0;1;0;4
1109;0;0;0;2;0;0;0;0;0;0;0;0;2
8501;;;;;;;0;0;;;;;
8500A;0;0;0;1;1;0;0;0;0;0;1;0;3
5000C;0;0;0;1;0;0;0;0;0;0;0;0;1
4121;0;0;0;0;0;0;0;1;0;0;0;0;1
5402;0;0;0;0;1;0;0;0;0;0;0;0;1
8096;0;0;0;0;0;0;0;0;0;0;0;0;0
1014;0;0;1;0;1;0;0;0;0;0;1;0;3
1024E;0;1;1;1;1;0;0;0;0;0;0;0;4
0367;0;0;0;0;0;0;0;0;0;0;0;0;0
5530E;0;0;0;0;0;0;0;0;0;0;0;0;0
5514;0;0;0;1;0;0;0;0;0;0;0;0;1
3013;0;0;1;3;1;1;1;0;0;0;0;0;7
4642E;0;0;0;0;1;0;0;0;0;0;0;;
9898;0;0;0;0;0;1;0;0;0;0;0;0;1
5270B;0;0;1;0;0;1;0;0;1;0;1;0;4
9170;0;0;0;0;0;0;0;0;0;0;0;0;0
C249I;0;0;0;0;0;0;0;0;0;0;0;0;0
C649I;0;0;0;0;0;0;0;0;0;0;0;0;0
C029O;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;0;0;1;0;0;0;0;0;0;0;0;0;1
1549;0;0;0;0;0;0;0;1;0;0;0;0;1
9771C;0;0;0;0;0;0;0;1;0;0;0;0;1
1505;0;;;;;0;0;;;;;;
3191E;0;0;0;0;0;0;0;0;0;0;0;0;0
3129;0;0;0;0;0;0;0;0;0;0;0;0;0
3196;0;0;0;1;1;0;0;0;0;0;0;0;2
3200;0;0;1;1;0;0;0;0;0;0;0;0;2
3195;0;0;;0;0;0;0;0;0;0;0;0;
3175;0;0;0;1;0;0;0;0;0;0;0;0;1
2462;0;0;0;4;1;0;0;0;1;0;0;0;6
6155A;0;0;0;0;0;0;0;0;0;0;0;0;0
6000A;0;0;0;0;0;0;0;0;0;0;0;0;0
7178I;0;0;0;0;0;0;0;0;1;0;0;0;1
7228;0;0;0;0;0;0;0;0;0;0;0;0;0
7031;0;0;0;0;0;0;0;0;0;0;0;0;0
9263D;0;0;0;0;0;0;0;0;0;0;0;0;0
9262;;0;0;0;0;;0;0;0;0;0;0;
1690A;0;0;0;1;0;;0;1;;;;;
1484C;0;0;0;0;0;0;0;0;0;0;;0;
1495;0;0;0;0;1;0;0;0;0;0;0;1;2
2867;0;0;1;0;0;1;0;1;0;0;0;0;3
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;0;1;0;0;0;0;0;0;0;0;0;0;1
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;0;0;0;1;1
C447A;0;0;0;0;0;0;0;0;0;0;0;1;1
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;0;0;0;2;0;0;0;1;0;0;0;1;4
5796;0;0;0;0;0;0;0;0;0;0;0;0;0
5783;0;0;0;0;0;0;0;0;0;0;0;0;0
2030;0;0;0;0;0;0;0;1;0;0;0;0;1
0016A;0;0;0;0;0;0;0;0;0;0;0;0;0
9981A;0;0;1;1;0;0;0;1;2;0;0;0;5
9381I;0;0;1;;0;0;2;1;1;0;0;0;
8368U;;;;;;;;;;0;;0;
3260B;0;;;;0;0;0;0;0;0;0;;
8416;0;0;0;0;0;0;0;0;0;0;0;0;0
8414A;0;0;0;0;0;0;0;0;0;0;2;0;2
2422;0;1;0;2;0;1;0;1;0;0;0;0;5
2539;0;0;0;0;0;0;0;0;0;0;0;0;0
2614;0;0;0;0;1;2;0;2;2;1;0;0;8
9390;0;0;0;0;0;0;0;0;0;0;0;0;0
9434;0;0;0;0;0;0;0;1;1;0;1;0;3
