Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;0;0;4;0;0;0;0;0;4
1387E;0;0;;0;0;0;5;2;1;0;0;0;
1428;0;0;0;0;1;0;11;10;0;0;0;0;22
8175;0;0;0;0;10;27;31;30;15;1;0;0;114
8178D;0;0;0;0;11;25;31;29;14;1;0;0;111
8025;0;0;0;0;4;15;30;31;18;2;0;0;100
8019;0;0;0;0;5;17;31;31;18;1;0;0;103
6325O;0;0;0;0;5;10;26;26;9;5;0;0;81
9091O;0;0;0;0;3;8;13;15;6;0;0;0;45
1212E;0;0;0;;;0;0;0;;0;0;;
1208H;0;0;0;0;0;0;0;0;0;0;0;0;0
1249I;0;0;0;0;0;2;7;3;0;0;0;0;12
2444;0;0;0;0;0;9;25;22;2;0;0;0;58
4452;0;0;0;0;17;18;31;31;15;11;0;0;123
B954;0;0;0;0;0;8;27;30;;;0;0;
B893;0;0;0;0;2;14;27;30;17;0;0;0;90
B278;0;0;0;0;6;14;31;31;16;1;0;0;99
B228;0;0;0;0;3;12;31;30;;2;0;0;
0200E;0;0;0;0;4;13;26;25;5;0;0;0;73
0076;0;0;0;;;7;24;28;7;0;0;0;
1082;0;0;0;0;3;4;10;10;6;2;0;0;35
2331;0;0;0;0;2;9;17;19;3;0;0;0;50
3469A;0;0;0;0;12;14;31;29;9;5;0;0;100
5973;0;0;0;0;1;5;17;7;0;0;0;0;30
5960;0;0;;;19;;29;30;20;20;0;0;
5910;0;0;0;0;9;9;23;12;5;10;0;0;68
6001;0;0;0;0;;0;2;2;;0;0;0;
1111;0;0;0;0;0;2;0;0;3;0;0;0;5
1109;0;0;0;0;0;3;5;2;4;0;0;0;14
8500A;0;0;0;0;2;12;27;30;15;0;0;0;86
5000C;0;0;;0;0;4;5;9;6;0;0;0;
4121;0;0;0;0;13;19;31;28;10;2;0;0;103
5402;0;0;0;1;20;25;31;31;21;16;0;0;145
8096;0;0;0;0;9;17;31;28;9;2;0;0;96
1014;0;0;0;0;3;3;6;6;5;4;0;0;27
1024E;0;0;0;0;1;3;3;4;4;0;0;0;15
0367;0;;0;0;4;25;31;29;12;0;;0;
5530E;0;0;0;0;17;24;31;31;21;13;0;0;137
5514;0;0;0;0;13;23;31;31;17;13;0;0;128
3013;0;0;0;0;3;9;29;21;3;0;0;0;65
4642E;0;0;0;2;11;17;28;22;12;7;0;0;99
9898;0;0;0;0;11;23;29;30;9;0;0;0;102
5270B;0;0;0;0;13;18;31;31;15;4;0;0;112
9170;0;0;0;0;11;19;22;25;10;2;0;0;89
C249I;0;0;0;0;0;0;8;3;3;0;1;0;15
C649I;;0;;1;1;0;8;4;2;0;1;;
C029O;0;0;0;2;;1;;15;;11;0;;
2661;0;0;0;0;1;9;22;20;1;;0;;
1549;0;0;0;0;9;10;27;24;6;0;0;0;76
9771C;0;0;0;0;18;29;30;31;13;1;0;0;122
1505;0;0;0;0;0;3;10;;2;0;0;0;
3191E;0;0;0;0;2;10;29;21;2;0;0;0;64
3129;0;0;0;0;10;16;31;28;9;1;0;0;95
3196;0;0;0;0;8;15;31;27;6;1;0;0;88
3200;0;0;0;0;11;14;31;27;7;1;0;0;91
3195;0;0;;0;7;15;;27;5;0;;0;
3175;0;0;0;0;;16;31;28;8;1;0;0;
2462;0;0;0;0;0;1;6;1;0;0;0;0;8
6155A;0;0;0;1;7;25;26;28;16;1;0;0;104
6000A;0;0;;;0;5;8;17;8;2;1;0;
7178I;0;0;0;0;13;30;31;31;23;4;0;0;132
7228;0;0;0;0;16;30;31;31;23;4;0;0;135
7031;0;0;0;0;4;7;21;28;10;0;0;0;70
9263D;0;0;0;0;8;16;19;21;7;1;0;0;72
9262;;0;0;0;6;;15;20;7;0;0;0;
1690A;0;0;0;1;11;9;28;24;;;;0;
1484C;0;0;0;0;3;2;12;8;3;0;0;0;28
1495;;0;0;;2;;15;;3;0;0;0;
2867;0;0;0;0;6;11;30;25;3;1;0;0;76
2870;0;0;0;0;7;12;30;25;4;0;0;0;78
C929I;0;0;0;0;0;0;0;2;1;0;0;0;3
C430E;0;0;0;0;0;0;0;0;0;0;0;0;0
C139E;0;0;0;0;0;0;1;1;0;0;0;0;2
C449C;0;0;0;0;0;1;17;13;4;0;0;0;35
C447A;0;0;0;;0;0;8;5;0;0;0;0;
C429I;0;0;0;2;1;0;10;6;4;1;1;0;25
2465;0;0;0;0;3;9;28;22;2;0;0;0;64
5796;0;0;0;1;18;20;31;31;22;19;0;0;142
5783;0;0;0;1;21;23;31;31;20;15;0;;
2030;0;0;0;0;4;10;28;21;4;0;0;0;67
0016A;0;0;0;0;6;13;29;31;11;0;0;0;90
9981A;0;0;0;0;10;28;31;31;18;3;0;0;121
9381I;0;0;0;0;5;17;29;25;7;0;0;0;83
8368U;0;0;0;0;9;26;29;28;11;0;0;0;103
3260B;;0;0;0;12;20;31;31;16;8;0;0;
8416;0;0;0;0;2;9;26;30;15;1;0;0;83
8414A;0;0;0;0;5;20;29;31;17;1;0;0;103
2422;0;0;0;0;7;11;29;25;2;0;0;0;74
2539;0;0;0;0;4;9;26;20;2;0;0;0;61
2614;0;0;0;0;8;12;30;27;3;0;0;0;80
9390;0;0;0;0;9;17;26;26;9;2;0;0;89
9434;0;0;0;0;14;26;29;29;9;0;0;0;107
