Fecha;Estacion;DIAS_GRA
01 -01-2020;1387;18.5(31)
01 -02-2020;1387;23.0(03)
01 -03-2020;1387;19.3(28)
01 -04-2020;1387;22.9(04)
01 -05-2020;1387;29.7(28)
01 -06-2020;1387;23.9(20)
01 -07-2020;1387;30.3(18)
01 -08-2020;1387;26.2(27)
01 -09-2020;1387;35.4(13)
01 -10-2020;1387;22.9(18)
01 -11-2020;1387;22.2(01)
01 -12-2020;1387;18.6(21)
01 -01-2020;1387E;17.2(31)
01 -02-2020;1387E;21.9(03)
01 -03-2020;1387E;19.6(24)
01 -04-2020;1387E;22.6(04)
01 -05-2020;1387E;31.5(27)
01 -06-2020;1387E;25.6(20)
01 -07-2020;1387E;31.3(18)
01 -08-2020;1387E;27.1(27)
01 -09-2020;1387E;35.9(13)
01 -10-2020;1387E;22.3(18)
01 -11-2020;1387E;20.7(01)
01 -12-2020;1387E;18.3(21)
01 -01-2020;1428;14.1(31)
01 -02-2020;1428;21.6(23)
01 -03-2020;1428;22.2(18)
01 -04-2020;1428;22.1(14)
01 -05-2020;1428;32.3(28)
01 -06-2020;1428;32.5(23)
01 -07-2020;1428;34.9(18)
01 -08-2020;1428;35.7(06)
01 -09-2020;1428;34.4(13)
01 -10-2020;1428;21.9(07)
01 -11-2020;1428;21.1(21)
01 -12-2020;1428;17.4(01)
01 -01-2020;8175;15.9(16)
01 -02-2020;8175;21.8(22)
01 -03-2020;8175;27.4(11)
01 -04-2020;8175;21.1(17)
01 -05-2020;8175;32.3(22)
01 -06-2020;8175;36.6(29)
01 -07-2020;8175;40.4(31)
01 -08-2020;8175;39.5(01)
01 -09-2020;8175;32.5(11)
01 -10-2020;8175;28.6(09)
01 -11-2020;8175;24.8(02)
01 -12-2020;8175;16.4(14)
01 -01-2020;8178D;17.1(16)
01 -02-2020;8178D;22.4(24)
01 -03-2020;8178D;28.0(11)
01 -04-2020;8178D;21.5(24)
01 -05-2020;8178D;33.1(23)
01 -06-2020;8178D;36.5(29)
01 -07-2020;8178D;39.5(26)
01 -08-2020;8178D;39.1(09)
01 -09-2020;8178D;32.5(12)
01 -10-2020;8178D;28.9(09)
01 -11-2020;8178D;25.6(02)
01 -12-2020;8178D;16.6(18)
01 -01-2020;8025;23.3(30)
01 -02-2020;8025;28.6(04)
01 -03-2020;8025;26.4(05)
01 -04-2020;8025;27.8(30)
01 -05-2020;8025;31.8(02)
01 -06-2020;8025;32.5(05)
01 -07-2020;8025;34.2(29)
01 -08-2020;8025;34.7(17)
01 -09-2020;8025;32.4(19)
01 -10-2020;8025;31.8(01)
01 -11-2020;8025;27.9(16)
01 -12-2020;8025;25.0(11)
01 -01-2020;8019;21.5(30)
01 -02-2020;8019;27.3(04)
01 -03-2020;8019;25.6(05)
