01 -04-2017;2462;-4.1(27)
01 -05-2017;2462;-4.7(01)
01 -06-2017;2462;0.3(30)
01 -07-2017;2462;0.5(01)
01 -08-2017;2462;2.7(10)
01 -09-2017;2462;1.7(10)
01 -10-2017;2462;0.9(18)
01 -11-2017;2462;-7.8(30)
01 -12-2017;2462;-9.2(03)
01 -01-2017;6155A;2.9(18)
01 -02-2017;6155A;5.2(09)
01 -03-2017;6155A;4.7(25)
01 -04-2017;6155A;7.7(05)
01 -05-2017;6155A;11.0(03)
01 -06-2017;6155A;18.3(10)
01 -07-2017;6155A;17.8(02)
01 -08-2017;6155A;18.2(29)
01 -09-2017;6155A;14.7(21)
01 -10-2017;6155A;11.6(28)
01 -11-2017;6155A;5.5(22)
01 -12-2017;6155A;2.5(04)
01 -01-2017;6000A;6.0(19)
01 -02-2017;6000A;9.4(09)
01 -03-2017;6000A;7.4(25)
01 -04-2017;6000A;10.0(12)
01 -05-2017;6000A;14.3(02)
01 -06-2017;6000A;18.2(07)
01 -07-2017;6000A;17.5(01)
01 -08-2017;6000A;20.0(29)
01 -09-2017;6000A;16.5(17)
01 -10-2017;6000A;15.8(21)
01 -11-2017;6000A;9.4(23)
01 -12-2017;6000A;6.5(08)
01 -01-2017;7178I;-1.1(18)
01 -02-2017;7178I;2.4(10)
01 -03-2017;7178I;3.8(25)
01 -04-2017;7178I;6.9(05)
01 -05-2017;7178I;10.7(02)
01 -06-2017;7178I;17.0(06)
01 -07-2017;7178I;17.2(01)
01 -08-2017;7178I;19.4(30)
01 -09-2017;7178I;16.6(24)
01 -10-2017;7178I;10.8(27)
01 -11-2017;7178I;4.3(22)
01 -12-2017;7178I;-0.6(05)
01 -01-2017;7228;-0.5(18)
01 -02-2017;7228;1.8(10)
01 -03-2017;7228;3.0(25)
01 -04-2017;7228;5.4(08)
01 -05-2017;7228;9.5(02)
01 -06-2017;7228;15.6(12)
01 -07-2017;7228;15.5(01)
01 -08-2017;7228;18.4(23)
01 -09-2017;7228;14.8(24)
01 -10-2017;7228;8.6(27)
01 -11-2017;7228;1.8(15)
01 -12-2017;7228;-3.8(05)
01 -01-2017;7031;0.5(26)
01 -02-2017;7031;4.0(01)
01 -03-2017;7031;5.0(25)
01 -04-2017;7031;6.5(04)
01 -05-2017;7031;10.5(04)
01 -06-2017;7031;16.5(11)
01 -07-2017;7031;17.0(02)
01 -08-2017;7031;19.5(29)
01 -09-2017;7031;16.5(25)
01 -10-2017;7031;11.0(26)
01 -11-2017;7031;4.5(15)
01 -12-2017;7031;-1.0(05)
01 -01-2017;9262;-4.4(18)
01 -02-2017;9262;0.3(09)
01 -03-2017;9262;1.3(01)
01 -04-2017;9262;1.8(28)
01 -05-2017;9262;0.9(01)
01 -06-2017;9262;9.4(07)
01 -07-2017;9262;10.4(01)
01 -08-2017;9262;9.9(11)
01 -09-2017;9262;5.9(16)
01 -10-2017;9262;3.8(31)
01 -11-2017;9262;-1.1(28)
01 -12-2017;9262;-2.2(06)
01 -01-2017;9263D;-7.2(26)
01 -02-2017;9263D;-0.8(10)
01 -03-2017;9263D;-0.2(01)
01 -04-2017;9263D;-1.6(29)
01 -05-2017;9263D;-1.2(01)
01 -06-2017;9263D;7.8(07)
01 -07-2017;9263D;10.4(01)
01 -08-2017;9263D;8.3(11)
01 -09-2017;9263D;4.3(20)
01 -10-2017;9263D;2.1(31)
01 -11-2017;9263D;-2.6(30)
01 -12-2017;9263D;-4.4(06)
01 -01-2017;1690A;-6.3(19)
01 -02-2017;1690A;0.6(11)
01 -03-2017;1690A;1.3(25)
01 -04-2017;1690A;0.0(28)
01 -05-2017;1690A;1.8(01)
01 -06-2017;1690A;7.7(05)
01 -07-2017;1690A;7.4(01)
01 -08-2017;1690A;8.8(10)
01 -09-2017;1690A;5.3(17)
01 -10-2017;1690A;4.1(11)
01 -11-2017;1690A;-2.3(30)
01 -12-2017;1690A;-2.3(05)
01 -01-2017;1484C;-1.0(19)
01 -02-2017;1484C;2.2(08)
01 -03-2017;1484C;1.1(23)
01 -04-2017;1484C;3.5(28)
01 -05-2017;1484C;4.7(01)
01 -06-2017;1484C;8.9(05)
01 -07-2017;1484C;8.6(01)
01 -08-2017;1484C;11.0(10)
01 -09-2017;1484C;8.6(16)
01 -10-2017;1484C;7.6(22)
01 -11-2017;1484C;2.6(30)
01 -12-2017;1484C;1.3(02)
01 -01-2017;1495;-2.8(19)
01 -02-2017;1495;1.6(08)
01 -03-2017;1495;1.1(23)
01 -04-2017;1495;3.7(27)
01 -05-2017;1495;0
01 -06-2017;1495;9.4(07)
01 -07-2017;1495;0
01 -08-2017;1495;10.8(10)
01 -09-2017;1495;8.6(17)
01 -10-2017;1495;7.6(22)
01 -11-2017;1495;2.2(27)
01 -12-2017;1495;0.4(18)
01 -01-2017;2867;-10.9(19)
01 -02-2017;2867;-2.8(08)
01 -03-2017;2867;-2.8(25)
01 -04-2017;2867;-1.9(02)
01 -05-2017;2867;-0.3(01)
01 -06-2017;2867;6.1(30)
01 -07-2017;2867;4.5(01)
01 -08-2017;2867;5.3(10)
01 -09-2017;2867;2.4(17)
01 -10-2017;2867;-1.4(31)
01 -11-2017;2867;-5.8(27)
01 -12-2017;2867;-8.4(02)
01 -01-2017;2870;-7.1(19)
01 -02-2017;2870;-0.8(08)
01 -03-2017;2870;-0.7(25)
01 -04-2017;2870;0.3(28)
01 -05-2017;2870;2.0(01)
01 -06-2017;2870;7.9(30)
01 -07-2017;2870;7.2(01)
01 -08-2017;2870;8.5(10)
01 -09-2017;2870;5.9(17)
01 -10-2017;2870;2.9(31)
01 -11-2017;2870;-2.3(30)
01 -12-2017;2870;-5.8(06)
01 -01-2017;C929I;15.5(26)
01 -02-2017;C929I;14.1(13)
01 -03-2017;C929I;15.1(18)
01 -04-2017;C929I;16.5(11)
01 -05-2017;C929I;17.6(03)
01 -06-2017;C929I;20.1(05)
01 -07-2017;C929I;17.8(31)
01 -08-2017;C929I;17.2(01)
01 -09-2017;C929I;21.6(11)
01 -10-2017;C929I;19.7(25)
01 -11-2017;C929I;18.5(16)
01 -12-2017;C929I;15.3(26)
01 -01-2017;C430E;-2.5(21)
01 -02-2017;C430E;-4.7(12)
01 -03-2017;C430E;-3.4(18)
01 -04-2017;C430E;2.3(23)
01 -05-2017;C430E;2.2(11)
01 -06-2017;C430E;7.5(04)
01 -07-2017;C430E;9.1(05)
01 -08-2017;C430E;7.3(30)
01 -09-2017;C430E;5.5(30)
01 -10-2017;C430E;3.4(08)
01 -11-2017;C430E;0.2(05)
01 -12-2017;C430E;-2.0(13)
01 -01-2017;C139E;0
01 -02-2017;C139E;0
01 -03-2017;C139E;13.4(25)
01 -04-2017;C139E;0
01 -05-2017;C139E;16.4(03)
01 -06-2017;C139E;19.0(16)
01 -07-2017;C139E;18.7(04)
01 -08-2017;C139E;20.1(15)
01 -09-2017;C139E;20.9(30)
01 -10-2017;C139E;19.6(09)
01 -11-2017;C139E;0
01 -12-2017;C139E;14.3(25)
01 -01-2017;C449C;14.4(18)
01 -02-2017;C449C;13.9(16)
01 -03-2017;C449C;13.7(25)
01 -04-2017;C449C;16.4(09)
01 -05-2017;C449C;17.7(07)
01 -06-2017;C449C;19.0(09)
01 -07-2017;C449C;19.8(02)
01 -08-2017;C449C;21.4(14)
01 -09-2017;C449C;21.0(19)
01 -10-2017;C449C;18.4(30)
01 -11-2017;C449C;17.4(16)
01 -12-2017;C449C;14.6(27)
01 -01-2017;C447A;8.3(26)
01 -02-2017;C447A;0
01 -03-2017;C447A;6.1(26)
01 -04-2017;C447A;9.2(09)
01 -05-2017;C447A;10.0(04)
01 -06-2017;C447A;0
01 -07-2017;C447A;14.6(03)
01 -08-2017;C447A;15.4(16)
01 -09-2017;C447A;14.8(13)
01 -10-2017;C447A;13.2(09)
01 -11-2017;C447A;10.9(16)
01 -12-2017;C447A;8.6(27)
01 -01-2017;C429I;0
01 -02-2017;C429I;12.6(14)
01 -03-2017;C429I;11.9(04)
01 -04-2017;C429I;14.5(07)
01 -05-2017;C429I;16.1(07)
01 -06-2017;C429I;17.3(09)
01 -07-2017;C429I;17.6(03)
01 -08-2017;C429I;19.5(13)
01 -09-2017;C429I;19.4(14)
01 -10-2017;C429I;17.7(30)
01 -11-2017;C429I;0
01 -12-2017;C429I;14.2(25)
01 -01-2017;2465;-8.7(19)
01 -02-2017;2465;-2.1(08)
01 -03-2017;2465;-2.6(23)
01 -04-2017;2465;-1.3(28)
01 -05-2017;2465;0.4(01)
01 -06-2017;2465;5.8(30)
01 -07-2017;2465;6.1(01)
01 -08-2017;2465;6.1(10)
01 -09-2017;2465;4.2(16)
01 -10-2017;2465;4.0(31)
01 -11-2017;2465;-6.2(30)
01 -12-2017;2465;-3.3(02)
01 -01-2017;5796;-2.4(21)
01 -02-2017;5796;1.5(09)
01 -03-2017;5796;1.5(24)
01 -04-2017;5796;6.4(02)
01 -05-2017;5796;7.8(02)
01 -06-2017;5796;14.5(29)
01 -07-2017;5796;13.2(01)
01 -08-2017;5796;16.2(10)
01 -09-2017;5796;12.3(17)
01 -10-2017;5796;10.7(31)
01 -11-2017;5796;3.3(21)
01 -12-2017;5796;0.2(06)
01 -01-2017;5783;0.0(19)
01 -02-2017;5783;4.2(09)
01 -03-2017;5783;0
01 -04-2017;5783;8.4(04)
01 -05-2017;5783;9.5(01)
01 -06-2017;5783;15.6(05)
01 -07-2017;5783;15.5(01)
01 -08-2017;5783;16.8(30)
01 -09-2017;5783;12.5(18)
01 -10-2017;5783;10.9(30)
01 -11-2017;5783;5.1(22)
01 -12-2017;5783;2.4(01)
01 -01-2017;2030;-9.9(19)
01 -02-2017;2030;-3.3(09)
01 -03-2017;2030;-2.4(24)
01 -04-2017;2030;-2.4(28)
01 -05-2017;2030;-0.1(01)
01 -06-2017;2030;5.6(30)
01 -07-2017;2030;6.4(02)
01 -08-2017;2030;8.0(09)
01 -09-2017;2030;2.2(17)
01 -10-2017;2030;-1.2(31)
01 -11-2017;2030;-4.8(28)
01 -12-2017;2030;-6.6(05)
01 -01-2017;0016A;-5.3(18)
01 -02-2017;0016A;2.4(09)
01 -03-2017;0016A;5.0(17)
01 -04-2017;0016A;3.5(28)
01 -05-2017;0016A;7.9(02)
01 -06-2017;0016A;14.5(01)
01 -07-2017;0016A;16.2(03)
01 -08-2017;0016A;15.6(12)
01 -09-2017;0016A;9.0(16)
01 -10-2017;0016A;8.4(29)
01 -11-2017;0016A;-0.1(27)
01 -12-2017;0016A;-3.0(04)
01 -01-2017;9981A;-0.8(07)
01 -02-2017;9981A;3.9(26)
01 -03-2017;9981A;4.3(17)
01 -04-2017;9981A;4.2(21)
01 -05-2017;9981A;7.7(02)
01 -06-2017;9981A;13.5(06)
01 -07-2017;9981A;17.5(02)
01 -08-2017;9981A;16.3(12)
01 -09-2017;9981A;12.0(15)
01 -10-2017;9981A;10.2(24)
01 -11-2017;9981A;3.5(22)
01 -12-2017;9981A;1.4(06)
01 -01-2017;9381I;-10.5(18)
01 -02-2017;9381I;-4.4(25)
01 -03-2017;9381I;-1.6(17)
01 -04-2017;9381I;-2.9(03)
01 -05-2017;9381I;1.2(19)
01 -06-2017;9381I;7.4(07)
01 -07-2017;9381I;7.8(02)
01 -08-2017;9381I;6.3(10)
01 -09-2017;9381I;0.8(16)
01 -10-2017;9381I;-1.0(29)
01 -11-2017;9381I;-8.8(30)
01 -12-2017;9381I;-9.1(03)
01 -01-2017;8368U;-10.1(18)
01 -02-2017;8368U;-3.9(21)
01 -03-2017;8368U;-2.3(24)
01 -04-2017;8368U;-2.2(21)
01 -05-2017;8368U;0.7(01)
01 -06-2017;8368U;8.2(30)
01 -07-2017;8368U;9.1(03)
01 -08-2017;8368U;8.0(11)
01 -09-2017;8368U;2.7(17)
01 -10-2017;8368U;1.4(23)
01 -11-2017;8368U;-7.8(27)
01 -12-2017;8368U;-8.0(03)
01 -01-2017;3260B;-4.5(18)
01 -02-2017;3260B;-0.6(09)
01 -03-2017;3260B;-0.8(25)
01 -04-2017;3260B;4.1(04)
01 -05-2017;3260B;4.1(01)
01 -06-2017;3260B;10.9(30)
01 -07-2017;3260B;12.3(01)
01 -08-2017;3260B;12.9(10)
01 -09-2017;3260B;8.8(17)
01 -10-2017;3260B;6.8(23)
01 -11-2017;3260B;-0.8(30)
01 -12-2017;3260B;-3.6(06)
01 -01-2017;8416;0.9(18)
01 -02-2017;8416;4.9(10)
01 -03-2017;8416;6.4(17)
01 -04-2017;8416;7.5(21)
01 -05-2017;8416;10.0(02)
01 -06-2017;8416;14.0(05)
01 -07-2017;8416;17.4(02)
01 -08-2017;8416;16.3(10)
01 -09-2017;8416;15.3(16)
01 -10-2017;8416;12.5(30)
01 -11-2017;8416;5.4(30)
01 -12-2017;8416;3.4(04)
01 -01-2017;8414A;-2.0(18)
01 -02-2017;8414A;2.3(21)
01 -03-2017;8414A;2.8(18)
01 -04-2017;8414A;5.3(24)
01 -05-2017;8414A;7.9(02)
01 -06-2017;8414A;13.2(05)
01 -07-2017;8414A;15.6(02)
01 -08-2017;8414A;16.1(10)
01 -09-2017;8414A;13.0(16)
01 -10-2017;8414A;8.7(30)
01 -11-2017;8414A;1.3(15)
01 -12-2017;8414A;-2.2(05)
01 -01-2017;2422;-6.3(19)
01 -02-2017;2422;-0.5(09)
01 -03-2017;2422;-1.1(23)
01 -04-2017;2422;-0.7(28)
01 -05-2017;2422;1.4(01)
01 -06-2017;2422;6.7(05)
01 -07-2017;2422;7.2(01)
01 -08-2017;2422;8.4(10)
01 -09-2017;2422;5.3(17)
01 -10-2017;2422;3.4(31)
01 -11-2017;2422;-3.0(29)
01 -12-2017;2422;-3.6(02)
01 -01-2017;2539;-8.9(01)
01 -02-2017;2539;-2.8(08)
01 -03-2017;2539;-2.8(23)
01 -04-2017;2539;-3.3(28)
01 -05-2017;2539;-2.4(01)
01 -06-2017;2539;3.8(05)
01 -07-2017;2539;3.8(01)
01 -08-2017;2539;4.9(10)
01 -09-2017;2539;1.5(17)
01 -10-2017;2539;1.6(22)
01 -11-2017;2539;-4.9(30)
01 -12-2017;2539;-5.5(02)
01 -01-2017;2614;-6.9(19)
01 -02-2017;2614;-0.1(09)
01 -03-2017;2614;0.3(25)
01 -04-2017;2614;-0.6(28)
01 -05-2017;2614;1.9(01)
01 -06-2017;2614;8.0(05)
01 -07-2017;2614;8.4(01)
01 -08-2017;2614;8.1(10)
01 -09-2017;2614;6.8(16)
01 -10-2017;2614;2.5(31)
01 -11-2017;2614;-3.7(28)
01 -12-2017;2614;-4.4(03)
01 -01-2017;9390;-10.1(18)
01 -02-2017;9390;-4.0(25)
01 -03-2017;9390;-0.8(18)
01 -04-2017;9390;-1.9(03)
01 -05-2017;9390;2.1(19)
01 -06-2017;9390;8.5(05)
01 -07-2017;9390;9.1(02)
01 -08-2017;9390;6.3(10)
01 -09-2017;9390;1.9(16)
01 -10-2017;9390;0.0(29)
01 -11-2017;9390;-7.8(30)
01 -12-2017;9390;-9.8(03)
01 -01-2017;9434;-4.1(19)
01 -02-2017;9434;2.0(10)
01 -03-2017;9434;3.3(01)
01 -04-2017;9434;3.9(28)
01 -05-2017;9434;3.9(01)
01 -06-2017;9434;12.5(30)
01 -07-2017;9434;14.1(01)
01 -08-2017;9434;14.2(10)
01 -09-2017;9434;8.1(17)
01 -10-2017;9434;7.7(31)
01 -11-2017;9434;-2.1(28)
01 -12-2017;9434;-4.1(07)
01 -01-2018;1387;4.1(06)
01 -02-2018;1387;1.9(28)
01 -03-2018;1387;2.6(22)
01 -04-2018;1387;6.4(10)
01 -05-2018;1387;7.7(01)
01 -06-2018;1387;11.8(03)
01 -07-2018;1387;15.5(06)
01 -08-2018;1387;13.7(10)
01 -09-2018;1387;14.1(11)
01 -10-2018;1387;7.0(28)
01 -11-2018;1387;6.5(25)
01 -12-2018;1387;6.0(30)
01 -01-2018;1387E;0.4(30)
01 -02-2018;1387E;-0.9(24)
01 -03-2018;1387E;-2.0(22)
01 -04-2018;1387E;3.1(11)
01 -05-2018;1387E;2.8(01)
01 -06-2018;1387E;9.5(16)
01 -07-2018;1387E;12.6(21)
01 -08-2018;1387E;9.7(10)
01 -09-2018;1387E;10.8(25)
01 -10-2018;1387E;4.2(08)
01 -11-2018;1387E;2.2(13)
01 -12-2018;1387E;0.0(31)
01 -01-2018;1428;-1.4(06)
01 -02-2018;1428;-2.1(08)
01 -03-2018;1428;-0.7(22)
01 -04-2018;1428;-0.6(11)
01 -05-2018;1428;1.3(01)
01 -06-2018;1428;8.9(04)
01 -07-2018;1428;10.8(21)
01 -08-2018;1428;9.6(10)
01 -09-2018;1428;9.9(20)
01 -10-2018;1428;1.7(28)
01 -11-2018;1428;-0.1(13)
01 -12-2018;1428;2.3(31)
01 -01-2018;8175;-4.2(09)
01 -02-2018;8175;-7.7(23)
01 -03-2018;8175;-3.1(22)
01 -04-2018;8175;0.6(01)
01 -05-2018;8175;0.1(01)
01 -06-2018;8175;9.6(14)
01 -07-2018;8175;13.4(03)
01 -08-2018;8175;14.2(20)
01 -09-2018;8175;8.0(29)
01 -10-2018;8175;1.0(29)
01 -11-2018;8175;-3.1(29)
01 -12-2018;8175;-5.3(31)
01 -01-2018;8178D;-1.4(09)
01 -02-2018;8178D;-4.2(08)
01 -03-2018;8178D;-2.2(22)
01 -04-2018;8178D;2.7(14)
01 -05-2018;8178D;2.0(01)
01 -06-2018;8178D;10.4(07)
01 -07-2018;8178D;15.9(06)
01 -08-2018;8178D;15.6(20)
01 -09-2018;8178D;10.2(29)
01 -10-2018;8178D;1.0(29)
01 -11-2018;8178D;-0.9(29)
01 -12-2018;8178D;-3.0(31)
01 -01-2018;8025;3.3(09)
01 -02-2018;8025;2.2(24)
01 -03-2018;8025;5.0(22)
01 -04-2018;8025;8.2(11)
01 -05-2018;8025;8.6(02)
01 -06-2018;8025;13.6(07)
01 -07-2018;8025;19.9(07)
01 -08-2018;8025;19.5(16)
01 -09-2018;8025;14.9(29)
01 -10-2018;8025;7.2(30)
01 -11-2018;8025;4.6(29)
01 -12-2018;8025;4.6(30)
01 -01-2018;8019;2.0(09)
01 -02-2018;8019;2.8(24)
01 -03-2018;8019;4.4(22)
01 -04-2018;8019;7.3(11)
01 -05-2018;8019;8.8(02)
01 -06-2018;8019;13.5(07)
01 -07-2018;8019;0
01 -08-2018;8019;20.9(20)
01 -09-2018;8019;15.6(29)
01 -10-2018;8019;6.6(30)
01 -11-2018;8019;0
01 -12-2018;8019;0
01 -01-2018;6325O;4.8(07)
01 -02-2018;6325O;5.4(06)
01 -03-2018;6325O;6.6(23)
01 -04-2018;6325O;7.6(11)
01 -05-2018;6325O;9.4(02)
01 -06-2018;6325O;14.3(03)
01 -07-2018;6325O;17.2(05)
01 -08-2018;6325O;21.8(01)
01 -09-2018;6325O;0
01 -10-2018;6325O;9.2(30)
01 -11-2018;6325O;6.2(29)
01 -12-2018;6325O;6.8(23)
01 -01-2018;9091O;-3.4(31)
01 -02-2018;9091O;-7.6(27)
01 -03-2018;9091O;-2.8(23)
01 -04-2018;9091O;0.2(01)
01 -05-2018;9091O;-0.2(11)
01 -06-2018;9091O;7.0(15)
01 -07-2018;9091O;10.5(23)
01 -08-2018;9091O;8.5(10)
01 -09-2018;9091O;3.9(25)
01 -10-2018;9091O;-0.6(30)
01 -11-2018;9091O;-1.2(04)
01 -12-2018;9091O;-3.6(31)
01 -01-2018;1212E;3.4(18)
01 -02-2018;1212E;-2.2(28)
01 -03-2018;1212E;0
01 -04-2018;1212E;4.6(29)
01 -05-2018;1212E;0
01 -06-2018;1212E;11.5(10)
01 -07-2018;1212E;0
01 -08-2018;1212E;12.3(18)
01 -09-2018;1212E;8.8(26)
01 -10-2018;1212E;4.0(28)
01 -11-2018;1212E;4.9(21)
01 -12-2018;1212E;0.8(31)
01 -01-2018;1208H;5.7(29)
01 -02-2018;1208H;0.0(28)
01 -03-2018;1208H;4.2(02)
01 -04-2018;1208H;6.7(29)
01 -05-2018;1208H;6.6(01)
01 -06-2018;1208H;13.4(05)
01 -07-2018;1208H;14.9(21)
01 -08-2018;1208H;15.1(10)
01 -09-2018;1208H;11.6(26)
01 -10-2018;1208H;4.8(28)
01 -11-2018;1208H;7.4(21)
01 -12-2018;1208H;5.7(31)
01 -01-2018;1249I;2.4(07)
01 -02-2018;1249I;-3.5(28)
01 -03-2018;1249I;0.5(22)
01 -04-2018;1249I;3.0(29)
01 -05-2018;1249I;3.5(01)
01 -06-2018;1249I;10.2(05)
01 -07-2018;1249I;12.2(21)
01 -08-2018;1249I;11.2(10)
01 -09-2018;1249I;8.6(25)
01 -10-2018;1249I;1.0(28)
01 -11-2018;1249I;3.4(21)
01 -12-2018;1249I;1.4(31)
01 -01-2018;2444;-11.4(09)
01 -02-2018;2444;-9.1(09)
01 -03-2018;2444;-4.0(22)
01 -04-2018;2444;-0.6(11)
01 -05-2018;2444;1.0(13)
01 -06-2018;2444;6.9(06)
01 -07-2018;2444;10.4(02)
01 -08-2018;2444;10.7(10)
01 -09-2018;2444;9.5(09)
01 -10-2018;2444;-1.1(28)
01 -11-2018;2444;-1.6(28)
01 -12-2018;2444;-3.0(30)
01 -01-2018;4452;-0.7(15)
01 -02-2018;4452;-2.0(23)
01 -03-2018;4452;2.1(07)
01 -04-2018;4452;5.0(05)
01 -05-2018;4452;6.4(02)
01 -06-2018;4452;10.4(01)
01 -07-2018;4452;13.8(28)
01 -08-2018;4452;15.1(10)
01 -09-2018;4452;15.6(30)
01 -10-2018;4452;3.7(29)
01 -11-2018;4452;1.2(29)
01 -12-2018;4452;-0.3(31)
01 -01-2018;B954;2.7(13)
01 -02-2018;B954;1.6(11)
01 -03-2018;B954;4.6(21)
01 -04-2018;B954;5.8(01)
01 -05-2018;B954;7.7(02)
01 -06-2018;B954;15.7(15)
01 -07-2018;B954;19.4(17)
01 -08-2018;B954;19.7(17)
01 -09-2018;B954;16.1(28)
01 -10-2018;B954;9.5(28)
01 -11-2018;B954;7.1(29)
01 -12-2018;B954;4.4(21)
01 -01-2018;B893;3.1(30)
01 -02-2018;B893;2.0(09)
01 -03-2018;B893;2.2(20)
01 -04-2018;B893;6.4(01)
01 -05-2018;B893;8.5(15)
01 -06-2018;B893;14.8(04)
01 -07-2018;B893;17.9(07)
01 -08-2018;B893;18.1(10)
01 -09-2018;B893;0
01 -10-2018;B893;8.6(29)
01 -11-2018;B893;6.4(29)
01 -12-2018;B893;4.0(21)
01 -01-2018;B228;6.5(13)
01 -02-2018;B228;2.7(11)
01 -03-2018;B228;6.3(20)
01 -04-2018;B228;9.4(11)
01 -05-2018;B228;11.4(03)
01 -06-2018;B228;16.5(08)
01 -07-2018;B228;21.4(04)
01 -08-2018;B228;21.6(18)
01 -09-2018;B228;17.1(28)
01 -10-2018;B228;9.3(29)
01 -11-2018;B228;8.9(29)
01 -12-2018;B228;7.1(21)
01 -01-2018;B278;0.7(13)
01 -02-2018;B278;-2.3(11)
01 -03-2018;B278;2.9(17)
01 -04-2018;B278;4.4(02)
01 -05-2018;B278;6.0(03)
01 -06-2018;B278;13.4(08)
01 -07-2018;B278;17.8(23)
01 -08-2018;B278;17.5(19)
01 -09-2018;B278;12.2(28)
01 -10-2018;B278;8.6(29)
01 -11-2018;B278;3.8(25)
01 -12-2018;B278;1.5(21)
01 -01-2018;0200E;2.8(09)
01 -02-2018;0200E;-2.4(27)
01 -03-2018;0200E;0.0(20)
01 -04-2018;0200E;5.2(01)
01 -05-2018;0200E;5.9(01)
01 -06-2018;0200E;12.8(06)
01 -07-2018;0200E;17.2(16)
01 -08-2018;0200E;16.6(26)
01 -09-2018;0200E;14.3(27)
01 -10-2018;0200E;3.3(30)
01 -11-2018;0200E;5.8(27)
01 -12-2018;0200E;3.6(29)
01 -01-2018;0076;2.8(13)
01 -02-2018;0076;0.6(09)
01 -03-2018;0076;2.6(20)
01 -04-2018;0076;7.3(10)
01 -05-2018;0076;7.2(02)
01 -06-2018;0076;0
01 -07-2018;0076;20.1(23)
01 -08-2018;0076;19.1(18)
01 -09-2018;0076;15.8(27)
01 -10-2018;0076;5.4(30)
01 -11-2018;0076;5.6(27)
01 -12-2018;0076;3.9(30)
01 -01-2018;1082;1.4(28)
01 -02-2018;1082;-3.5(27)
01 -03-2018;1082;1.0(20)
01 -04-2018;1082;4.6(01)
01 -05-2018;1082;5.7(13)
01 -06-2018;1082;10.4(06)
01 -07-2018;1082;14.7(17)
01 -08-2018;1082;12.2(18)
01 -09-2018;1082;8.5(25)
01 -10-2018;1082;3.4(30)
01 -11-2018;1082;2.9(04)
01 -12-2018;1082;1.3(30)
01 -01-2018;2331;-5.3(08)
01 -02-2018;2331;-8.2(27)
01 -03-2018;2331;-2.4(19)
01 -04-2018;2331;0.3(30)
01 -05-2018;2331;-2.7(13)
01 -06-2018;2331;5.3(06)
01 -07-2018;2331;10.4(03)
01 -08-2018;2331;8.5(18)
01 -09-2018;2331;5.1(25)
01 -10-2018;2331;-0.3(29)
01 -11-2018;2331;-1.0(04)
01 -12-2018;2331;-3.9(27)
01 -01-2018;3469A;-0.2(15)
01 -02-2018;3469A;-3.1(24)
01 -03-2018;3469A;0.4(21)
01 -04-2018;3469A;4.1(11)
01 -05-2018;3469A;5.9(13)
01 -06-2018;3469A;10.0(02)
01 -07-2018;3469A;14.1(03)
01 -08-2018;3469A;15.8(10)
01 -09-2018;3469A;15.9(29)
01 -10-2018;3469A;4.0(28)
01 -11-2018;3469A;2.2(28)
01 -12-2018;3469A;0.6(29)
01 -01-2018;5973;6.4(15)
01 -02-2018;5973;4.8(08)
01 -03-2018;5973;8.1(21)
01 -04-2018;5973;10.4(09)
01 -05-2018;5973;11.9(03)
01 -06-2018;5973;16.1(02)
01 -07-2018;5973;18.9(04)
01 -08-2018;5973;20.3(17)
01 -09-2018;5973;20.4(09)
01 -10-2018;5973;11.3(29)
01 -11-2018;5973;9.4(28)
01 -12-2018;5973;8.1(28)
01 -01-2018;5960;0.4(07)
01 -02-2018;5960;-2.6(09)
01 -03-2018;5960;2.7(22)
01 -04-2018;5960;5.6(14)
01 -05-2018;5960;5.8(01)
01 -06-2018;5960;10.3(02)
01 -07-2018;5960;12.8(04)
01 -08-2018;5960;0
01 -09-2018;5960;15.1(06)
01 -10-2018;5960;4.2(29)
01 -11-2018;5960;3.2(28)
01 -12-2018;5960;0
01 -01-2018;5910;2.6(09)
01 -02-2018;5910;-0.3(07)
01 -03-2018;5910;5.3(22)
01 -04-2018;5910;7.5(01)
01 -05-2018;5910;8.0(02)
01 -06-2018;5910;13.0(16)
01 -07-2018;5910;16.1(24)
01 -08-2018;5910;17.7(17)
01 -09-2018;5910;17.6(06)
01 -10-2018;5910;9.9(28)
01 -11-2018;5910;5.4(28)
01 -12-2018;5910;4.4(28)
01 -01-2018;6001;4.1(15)
01 -02-2018;6001;3.4(03)
01 -03-2018;6001;0
01 -04-2018;6001;0
01 -05-2018;6001;0
01 -06-2018;6001;14.7(16)
01 -07-2018;6001;0
01 -08-2018;6001;17.3(17)
01 -09-2018;6001;17.7(07)
01 -10-2018;6001;8.9(29)
01 -11-2018;6001;0
01 -12-2018;6001;6.5(01)
01 -01-2018;1111;5.6(28)
01 -02-2018;1111;-0.8(28)
01 -03-2018;1111;3.0(19)
01 -04-2018;1111;7.6(30)
01 -05-2018;1111;7.2(13)
01 -06-2018;1111;12.4(05)
01 -07-2018;1111;15.6(23)
01 -08-2018;1111;16.0(18)
01 -09-2018;1111;11.0(26)
01 -10-2018;1111;4.5(30)
01 -11-2018;1111;6.1(21)
01 -12-2018;1111;5.0(30)
01 -01-2018;1109;2.4(28)
01 -02-2018;1109;-1.0(28)
01 -03-2018;1109;2.5(20)
01 -04-2018;1109;7.2(01)
01 -05-2018;1109;6.8(11)
