Fecha;Estacion;DIAS_GRA
01 -01-2017;1387;17.6(04)
01 -02-2017;1387;21.1(16)
01 -03-2017;1387;27.6(10)
01 -04-2017;1387;22.4(22)
01 -05-2017;1387;28.1(24)
01 -06-2017;1387;29.9(17)
01 -07-2017;1387;31.9(04)
01 -08-2017;1387;33.2(21)
01 -09-2017;1387;25.4(28)
01 -10-2017;1387;31.0(15)
01 -11-2017;1387;20.7(21)
01 -12-2017;1387;18.0(29)
01 -01-2017;1387E;17.3(05)
01 -02-2017;1387E;20.7(16)
01 -03-2017;1387E;27.6(10)
01 -04-2017;1387E;24.9(22)
01 -05-2017;1387E;31.1(24)
01 -06-2017;1387E;30.9(17)
01 -07-2017;1387E;35.2(04)
01 -08-2017;1387E;37.3(21)
01 -09-2017;1387E;25.7(28)
01 -10-2017;1387E;32.0(15)
01 -11-2017;1387E;20.5(21)
01 -12-2017;1387E;18.0(30)
01 -01-2017;1428;16.5(05)
01 -02-2017;1428;21.5(22)
01 -03-2017;1428;25.3(10)
01 -04-2017;1428;28.6(10)
01 -05-2017;1428;32.8(24)
01 -06-2017;1428;35.1(17)
01 -07-2017;1428;33.5(04)
01 -08-2017;1428;36.2(21)
01 -09-2017;1428;26.7(02)
01 -10-2017;1428;29.1(08)
01 -11-2017;1428;19.4(19)
01 -12-2017;1428;15.8(21)
01 -01-2017;8175;16.5(12)
01 -02-2017;8175;18.5(23)
01 -03-2017;8175;26.8(10)
01 -04-2017;8175;27.4(18)
01 -05-2017;8175;31.8(26)
01 -06-2017;8175;39.3(15)
01 -07-2017;8175;40.8(13)
01 -08-2017;8175;39.4(04)
01 -09-2017;8175;33.0(06)
01 -10-2017;8175;30.5(12)
01 -11-2017;8175;21.7(03)
01 -12-2017;8175;15.3(28)
01 -01-2017;8178D;17.4(12)
01 -02-2017;8178D;18.8(26)
01 -03-2017;8178D;28.1(10)
01 -04-2017;8178D;28.6(18)
01 -05-2017;8178D;32.6(26)
01 -06-2017;8178D;39.7(15)
01 -07-2017;8178D;41.3(13)
01 -08-2017;8178D;39.6(04)
01 -09-2017;8178D;33.5(06)
01 -10-2017;8178D;31.9(13)
01 -11-2017;8178D;23.2(03)
01 -12-2017;8178D;15.3(28)
01 -01-2017;8025;20.8(30)
01 -02-2017;8025;22.8(07)
01 -03-2017;8025;32.5(10)
01 -04-2017;8025;26.7(26)
01 -05-2017;8025;28.3(27)
01 -06-2017;8025;35.3(28)
01 -07-2017;8025;0
