Fecha;Estacion;DIAS_GRA
01 -01-2020;1387;4.4(05)
01 -02-2020;1387;6.1(19)
01 -03-2020;1387;5.6(31)
01 -04-2020;1387;6.9(03)
01 -05-2020;1387;10.7(17)
01 -06-2020;1387;12.4(18)
01 -07-2020;1387;13.2(03)
01 -08-2020;1387;12.9(31)
01 -09-2020;1387;11.1(28)
01 -10-2020;1387;8.8(16)
01 -11-2020;1387;7.8(23)
01 -12-2020;1387;4.9(26)
01 -01-2020;1387E;-0.6(05)
01 -02-2020;1387E;1.3(19)
01 -03-2020;1387E;2.8(28)
01 -04-2020;1387E;1.4(03)
01 -05-2020;1387E;6.3(17)
01 -06-2020;1387E;7.3(10)
01 -07-2020;1387E;8.7(03)
01 -08-2020;1387E;7.9(31)
01 -09-2020;1387E;5.9(28)
01 -10-2020;1387E;3.1(16)
01 -11-2020;1387E;3.0(23)
01 -12-2020;1387E;-1.1(26)
01 -01-2020;1428;-0.6(01)
01 -02-2020;1428;-2.4(19)
01 -03-2020;1428;0.7(27)
01 -04-2020;1428;2.9(03)
01 -05-2020;1428;6.6(16)
01 -06-2020;1428;6.6(18)
01 -07-2020;1428;8.8(03)
01 -08-2020;1428;8.6(31)
01 -09-2020;1428;7.0(28)
01 -10-2020;1428;5.1(16)
01 -11-2020;1428;3.0(23)
01 -12-2020;1428;0.5(26)
01 -01-2020;8175;-5.7(13)
01 -02-2020;8175;-1.4(24)
01 -03-2020;8175;-1.5(07)
01 -04-2020;8175;2.8(02)
01 -05-2020;8175;6.4(13)
01 -06-2020;8175;7.5(10)
01 -07-2020;8175;15.3(10)
01 -08-2020;8175;9.4(30)
01 -09-2020;8175;4.6(28)
01 -10-2020;8175;0.1(17)
01 -11-2020;8175;-2.1(23)
01 -12-2020;8175;-5.8(27)
01 -01-2020;8178D;-3.3(02)
01 -02-2020;8178D;0.7(21)
01 -03-2020;8178D;0.9(07)
01 -04-2020;8178D;5.0(03)
01 -05-2020;8178D;7.9(13)
01 -06-2020;8178D;9.7(10)
01 -07-2020;8178D;15.0(15)
01 -08-2020;8178D;10.4(30)
01 -09-2020;8178D;8.1(28)
01 -10-2020;8178D;2.1(17)
01 -11-2020;8178D;-0.9(23)
01 -12-2020;8178D;-2.5(31)
01 -01-2020;8025;2.2(06)
01 -02-2020;8025;4.9(22)
01 -03-2020;8025;6.0(29)
01 -04-2020;8025;8.3(04)
01 -05-2020;8025;13.3(14)
01 -06-2020;8025;15.9(08)
01 -07-2020;8025;20.2(05)
01 -08-2020;8025;16.4(31)
01 -09-2020;8025;13.4(28)
01 -10-2020;8025;9.6(17)
01 -11-2020;8025;6.4(23)
01 -12-2020;8025;1.2(27)
01 -01-2020;8019;1.9(12)
01 -02-2020;8019;4.3(22)
01 -03-2020;8019;6.3(29)
01 -04-2020;8019;8.5(02)
01 -05-2020;8019;12.1(13)
01 -06-2020;8019;14.7(08)
01 -07-2020;8019;18.9(06)
01 -08-2020;8019;17.2(30)
01 -09-2020;8019;13.3(28)
01 -10-2020;8019;9.8(18)
01 -11-2020;8019;6.5(22)
01 -12-2020;8019;0.2(27)
01 -01-2020;6325O;5.6(14)
01 -02-2020;6325O;6.9(23)
01 -03-2020;6325O;8.1(08)
01 -04-2020;6325O;0
01 -05-2020;6325O;11.2(13)
01 -06-2020;6325O;14.0(13)
01 -07-2020;6325O;20.0(02)
01 -08-2020;6325O;19.4(14)
01 -09-2020;6325O;16.9(27)
01 -10-2020;6325O;10.2(28)
01 -11-2020;6325O;9.5(28)
01 -12-2020;6325O;4.1(26)
01 -01-2020;9091O;-3.9(06)
01 -02-2020;9091O;-2.8(20)
01 -03-2020;9091O;-3.0(27)
01 -04-2020;9091O;-2.0(04)
01 -05-2020;9091O;3.5(18)
01 -06-2020;9091O;5.5(12)
01 -07-2020;9091O;5.0(04)
01 -08-2020;9091O;4.0(31)
01 -09-2020;9091O;4.5(30)
01 -10-2020;9091O;1.1(17)
01 -11-2020;9091O;-2.0(22)
01 -12-2020;9091O;-0.9(05)
