FECHA;INDICATIVO;DIAS_LLU
01-04-2021;4452;11
01-05-2021;4452;2
01-06-2021;4452;5
01-07-2021;4452;0
01-08-2021;4452;0
01-09-2021;4452;7
01-10-2021;4452;5
01-11-2021;4452;4
01-12-2021;4452;12
01-01-2021;B954;9
01-02-2021;B954;4
01-03-2021;B954;11
01-04-2021;B954;12
01-05-2021;B954;7
01-06-2021;B954;3
01-07-2021;B954;2
01-08-2021;B954;2
01-09-2021;B954;8
01-10-2021;B954;12
01-11-2021;B954;22
01-12-2021;B954;7
01-01-2021;B893;16
01-02-2021;B893;7
01-03-2021;B893;9
01-04-2021;B893;8
01-05-2021;B893;11
01-06-2021;B893;6
01-07-2021;B893;0
01-08-2021;B893;3
01-09-2021;B893;10
01-10-2021;B893;10
01-11-2021;B893;23
01-12-2021;B893;9
01-01-2021;B278;11
01-02-2021;B278;5
01-03-2021;B278;7
01-04-2021;B278;11
01-05-2021;B278;7
01-06-2021;B278;6
01-07-2021;B278;2
01-08-2021;B278;4
01-09-2021;B278;8
01-10-2021;B278;9
01-11-2021;B278;21
01-12-2021;B278;10
01-01-2021;B228;11
01-02-2021;B228;5
01-03-2021;B228;5
01-04-2021;B228;11
01-05-2021;B228;5
01-06-2021;B228;6
01-07-2021;B228;3
01-08-2021;B228;3
01-09-2021;B228;11
01-10-2021;B228;9
01-11-2021;B228;21
01-12-2021;B228;4
01-01-2021;0200E;8
01-02-2021;0200E;11
01-03-2021;0200E;6
01-04-2021;0200E;14
01-05-2021;0200E;12
01-06-2021;0200E;8
01-07-2021;0200E;2
01-08-2021;0200E;9
01-09-2021;0200E;14
01-10-2021;0200E;10
01-11-2021;0200E;15
01-12-2021;0200E;5
01-01-2021;0076;10
01-02-2021;0076;0
01-03-2021;0076;3
01-04-2021;0076;6
01-05-2021;0076;7
01-06-2021;0076;5
01-07-2021;0076;0
01-08-2021;0076;6
01-09-2021;0076;13
01-10-2021;0076;8
01-11-2021;0076;11
01-12-2021;0076;3
01-01-2021;1082;23
01-02-2021;1082;15
01-03-2021;1082;15
01-04-2021;1082;11
01-05-2021;1082;18
01-06-2021;1082;16
01-07-2021;1082;17
01-08-2021;1082;11
01-09-2021;1082;16
01-10-2021;1082;11
01-11-2021;1082;16
01-12-2021;1082;13
01-01-2021;2331;14
01-02-2021;2331;13
01-03-2021;2331;6
01-04-2021;2331;15
01-05-2021;2331;14
01-06-2021;2331;14
01-07-2021;2331;3
01-08-2021;2331;7
01-09-2021;2331;12
01-10-2021;2331;10
01-11-2021;2331;14
01-12-2021;2331;12
01-01-2021;3469A;13
01-02-2021;3469A;15
01-03-2021;3469A;3
01-04-2021;3469A;16
01-05-2021;3469A;4
01-06-2021;3469A;6
01-07-2021;3469A;1
01-08-2021;3469A;2
01-09-2021;3469A;8
01-10-2021;3469A;0
01-11-2021;3469A;5
01-12-2021;3469A;10
01-01-2021;5973;16
01-02-2021;5973;0
01-03-2021;5973;0
01-04-2021;5973;9
01-05-2021;5973;2
01-06-2021;5973;3
01-07-2021;5973;0
01-08-2021;5973;1
01-09-2021;5973;2
01-10-2021;5973;4
01-11-2021;5973;6
01-12-2021;5973;0
01-01-2021;5960;14
01-02-2021;5960;11
01-03-2021;5960;5
01-04-2021;5960;8
01-05-2021;5960;3
01-06-2021;5960;4
01-07-2021;5960;0
01-08-2021;5960;0
01-09-2021;5960;5
01-10-2021;5960;4
01-11-2021;5960;8
01-12-2021;5960;14
01-01-2021;5910;17
01-02-2021;5910;14
01-03-2021;5910;5
01-04-2021;5910;9
01-05-2021;5910;7
01-06-2021;5910;4
01-07-2021;5910;0
01-08-2021;5910;1
01-09-2021;5910;6
01-10-2021;5910;4
01-11-2021;5910;6
01-12-2021;5910;10
01-01-2021;1111;19
01-02-2021;1111;18
01-03-2021;1111;13
01-04-2021;1111;13
01-05-2021;1111;22
01-06-2021;1111;18
01-07-2021;1111;16
01-08-2021;1111;15
01-09-2021;1111;18
01-10-2021;1111;15
01-11-2021;1111;20
01-12-2021;1111;14
01-01-2021;1109;19
01-02-2021;1109;16
01-03-2021;1109;12
01-04-2021;1109;14
01-05-2021;1109;21
01-06-2021;1109;17
01-07-2021;1109;15
01-08-2021;1109;11
01-09-2021;1109;17
01-10-2021;1109;15
01-11-2021;1109;19
01-12-2021;1109;14
01-01-2021;8501;0
01-02-2021;8501;0
01-03-2021;8501;0
01-04-2021;8501;0
01-05-2021;8501;4
01-06-2021;8501;0
01-07-2021;8501;0
01-08-2021;8501;0
01-09-2021;8501;0
01-10-2021;8501;0
01-11-2021;8501;0
01-12-2021;8501;0
01-01-2021;8500A;6
01-02-2021;8500A;8
01-03-2021;8500A;9
01-04-2021;8500A;19
01-05-2021;8500A;9
01-06-2021;8500A;12
01-07-2021;8500A;4
01-08-2021;8500A;9
01-09-2021;8500A;7
01-10-2021;8500A;4
01-11-2021;8500A;3
01-12-2021;8500A;0
01-01-2021;5000C;15
01-02-2021;5000C;11
01-03-2021;5000C;0
01-04-2021;5000C;0
01-05-2021;5000C;5
01-06-2021;5000C;0
01-07-2021;5000C;0
01-08-2021;5000C;0
01-09-2021;5000C;4
01-10-2021;5000C;3
01-11-2021;5000C;14
01-12-2021;5000C;0
01-01-2021;4121;13
01-02-2021;4121;9
01-03-2021;4121;4
01-04-2021;4121;18
01-05-2021;4121;5
01-06-2021;4121;7
01-07-2021;4121;1
01-08-2021;4121;4
01-09-2021;4121;11
01-10-2021;4121;5
01-11-2021;4121;7
01-12-2021;4121;10
01-01-2021;5402;16
01-02-2021;5402;11
01-03-2021;5402;5
01-04-2021;5402;14
01-05-2021;5402;5
01-06-2021;5402;3
01-07-2021;5402;0
01-08-2021;5402;0
01-09-2021;5402;5
01-10-2021;5402;4
01-11-2021;5402;8
01-12-2021;5402;10
01-01-2021;8096;7
01-02-2021;8096;10
01-03-2021;8096;3
01-04-2021;8096;18
01-05-2021;8096;5
01-06-2021;8096;8
01-07-2021;8096;3
01-08-2021;8096;4
01-09-2021;8096;9
01-10-2021;8096;6
01-11-2021;8096;8
01-12-2021;8096;10
01-01-2021;1014;19
01-02-2021;1014;17
01-03-2021;1014;13
01-04-2021;1014;12
01-05-2021;1014;20
01-06-2021;1014;15
01-07-2021;1014;18
01-08-2021;1014;12
01-09-2021;1014;18
01-10-2021;1014;12
01-11-2021;1014;17
01-12-2021;1014;16
01-01-2021;1024E;19
01-02-2021;1024E;15
01-03-2021;1024E;14
01-04-2021;1024E;11
01-05-2021;1024E;17
01-06-2021;1024E;13
01-07-2021;1024E;18
01-08-2021;1024E;15
01-09-2021;1024E;18
01-10-2021;1024E;11
01-11-2021;1024E;19
01-12-2021;1024E;12
01-01-2021;0367;5
01-02-2021;0367;9
01-03-2021;0367;6
01-04-2021;0367;11
01-05-2021;0367;11
01-06-2021;0367;7
01-07-2021;0367;7
01-08-2021;0367;6
01-09-2021;0367;10
01-10-2021;0367;4
01-11-2021;0367;15
01-12-2021;0367;5
01-01-2021;5530E;13
01-02-2021;5530E;8
01-03-2021;5530E;4
01-04-2021;5530E;9
01-05-2021;5530E;5
01-06-2021;5530E;5
01-07-2021;5530E;0
01-08-2021;5530E;1
01-09-2021;5530E;5
01-10-2021;5530E;3
01-11-2021;5530E;11
01-12-2021;5530E;12
01-01-2021;5514;13
01-02-2021;5514;7
01-03-2021;5514;5
01-04-2021;5514;10
01-05-2021;5514;6
01-06-2021;5514;7
01-07-2021;5514;0
01-08-2021;5514;1
01-09-2021;5514;6
01-10-2021;5514;4
01-11-2021;5514;10
01-12-2021;5514;13
01-01-2021;3013;0
01-02-2021;3013;9
01-03-2021;3013;4
01-04-2021;3013;11
01-05-2021;3013;13
01-06-2021;3013;11
01-07-2021;3013;2
01-08-2021;3013;11
01-09-2021;3013;6
01-10-2021;3013;8
01-11-2021;3013;9
01-12-2021;3013;8
01-01-2021;4642E;17
01-02-2021;4642E;15
01-03-2021;4642E;9
01-04-2021;4642E;14
01-05-2021;4642E;5
01-06-2021;4642E;2
01-07-2021;4642E;0
01-08-2021;4642E;0
01-09-2021;4642E;9
01-10-2021;4642E;4
01-11-2021;4642E;5
01-12-2021;4642E;12
01-01-2021;9898;9
01-02-2021;9898;10
01-03-2021;9898;2
01-04-2021;9898;14
01-05-2021;9898;5
01-06-2021;9898;9
01-07-2021;9898;3
01-08-2021;9898;8
01-09-2021;9898;6
01-10-2021;9898;5
01-11-2021;9898;7
01-12-2021;9898;8
01-01-2021;5270B;13
01-02-2021;5270B;10
01-03-2021;5270B;4
01-04-2021;5270B;16
01-05-2021;5270B;5
01-06-2021;5270B;3
01-07-2021;5270B;0
01-08-2021;5270B;0
01-09-2021;5270B;4
01-10-2021;5270B;4
01-11-2021;5270B;9
01-12-2021;5270B;9
01-01-2021;9170;12
01-02-2021;9170;11
01-03-2021;9170;6
01-04-2021;9170;13
01-05-2021;9170;12
01-06-2021;9170;12
01-07-2021;9170;2
01-08-2021;9170;4
01-09-2021;9170;14
01-10-2021;9170;9
01-11-2021;9170;16
01-12-2021;9170;17
01-01-2021;C249I;6
01-02-2021;C249I;6
01-03-2021;C249I;3
01-04-2021;C249I;0
01-05-2021;C249I;1
01-06-2021;C249I;0
01-07-2021;C249I;0
01-08-2021;C249I;2
01-09-2021;C249I;0
01-10-2021;C249I;2
01-11-2021;C249I;3
01-12-2021;C249I;4
01-01-2021;C649I;15
01-02-2021;C649I;9
01-03-2021;C649I;8
01-04-2021;C649I;6
01-05-2021;C649I;1
01-06-2021;C649I;1
01-07-2021;C649I;1
01-08-2021;C649I;3
01-09-2021;C649I;3
01-10-2021;C649I;4
01-11-2021;C649I;9
01-12-2021;C649I;5
01-01-2021;C029O;9
01-02-2021;C029O;7
01-03-2021;C029O;5
01-04-2021;C029O;3
01-05-2021;C029O;0
01-06-2021;C029O;2
01-07-2021;C029O;0
01-08-2021;C029O;0
01-09-2021;C029O;0
01-10-2021;C029O;2
01-11-2021;C029O;6
01-12-2021;C029O;2
01-01-2021;2661;12
01-02-2021;2661;14
01-03-2021;2661;4
01-04-2021;2661;14
01-05-2021;2661;12
01-06-2021;2661;10
01-07-2021;2661;3
01-08-2021;2661;1
01-09-2021;2661;12
01-10-2021;2661;9
01-11-2021;2661;5
01-12-2021;2661;11
01-01-2021;1549;13
01-02-2021;1549;17
01-03-2021;1549;5
01-04-2021;1549;17
01-05-2021;1549;14
01-06-2021;1549;14
01-07-2021;1549;4
01-08-2021;1549;6
01-09-2021;1549;12
01-10-2021;1549;12
01-11-2021;1549;11
01-12-2021;1549;17
01-01-2021;9771C;7
01-02-2021;9771C;7
01-03-2021;9771C;2
01-04-2021;9771C;13
01-05-2021;9771C;9
01-06-2021;9771C;11
01-07-2021;9771C;6
01-08-2021;9771C;4
01-09-2021;9771C;9
01-10-2021;9771C;6
01-11-2021;9771C;9
01-12-2021;9771C;9
01-01-2021;1505;0
01-02-2021;1505;0
01-03-2021;1505;0
01-04-2021;1505;0
01-05-2021;1505;0
01-06-2021;1505;0
01-07-2021;1505;0
01-08-2021;1505;0
01-09-2021;1505;15
01-10-2021;1505;0
01-11-2021;1505;0
01-12-2021;1505;0
01-01-2021;3191E;9
01-02-2021;3191E;9
01-03-2021;3191E;2
01-04-2021;3191E;20
01-05-2021;3191E;10
01-06-2021;3191E;8
01-07-2021;3191E;2
01-08-2021;3191E;4
01-09-2021;3191E;7
01-10-2021;3191E;5
01-11-2021;3191E;7
01-12-2021;3191E;10
01-01-2021;3129;7
01-02-2021;3129;10
01-03-2021;3129;2
01-04-2021;3129;19
01-05-2021;3129;13
01-06-2021;3129;10
01-07-2021;3129;3
01-08-2021;3129;2
01-09-2021;3129;7
01-10-2021;3129;6
01-11-2021;3129;6
01-12-2021;3129;9
01-01-2021;3196;8
01-02-2021;3196;11
01-03-2021;3196;3
01-04-2021;3196;17
01-05-2021;3196;8
01-06-2021;3196;7
01-07-2021;3196;2
01-08-2021;3196;1
01-09-2021;3196;8
01-10-2021;3196;5
01-11-2021;3196;6
01-12-2021;3196;8
01-01-2021;3200;6
01-02-2021;3200;10
01-03-2021;3200;3
01-04-2021;3200;16
01-05-2021;3200;7
01-06-2021;3200;7
01-07-2021;3200;2
01-08-2021;3200;2
01-09-2021;3200;6
01-10-2021;3200;6
01-11-2021;3200;5
01-12-2021;3200;9
01-01-2021;3195;5
01-02-2021;3195;12
01-03-2021;3195;1
01-04-2021;3195;19
01-05-2021;3195;8
01-06-2021;3195;7
01-07-2021;3195;2
01-08-2021;3195;2
01-09-2021;3195;8
01-10-2021;3195;5
01-11-2021;3195;4
01-12-2021;3195;7
01-01-2021;3175;7
01-02-2021;3175;7
01-03-2021;3175;3
01-04-2021;3175;20
01-05-2021;3175;8
01-06-2021;3175;6
01-07-2021;3175;3
01-08-2021;3175;3
01-09-2021;3175;8
01-10-2021;3175;5
01-11-2021;3175;4
01-12-2021;3175;7
01-01-2021;2462;5
01-02-2021;2462;2
01-03-2021;2462;2
01-04-2021;2462;15
01-05-2021;2462;11
01-06-2021;2462;11
01-07-2021;2462;4
01-08-2021;2462;5
01-09-2021;2462;13
01-10-2021;2462;9
01-11-2021;2462;6
01-12-2021;2462;9
01-01-2021;6155A;0
01-02-2021;6155A;5
01-03-2021;6155A;5
01-04-2021;6155A;9
01-05-2021;6155A;6
01-06-2021;6155A;2
01-07-2021;6155A;0
01-08-2021;6155A;0
01-09-2021;6155A;4
01-10-2021;6155A;3
01-11-2021;6155A;5
01-12-2021;6155A;6
01-01-2021;6000A;10
01-02-2021;6000A;3
01-03-2021;6000A;6
01-04-2021;6000A;12
01-05-2021;6000A;6
01-06-2021;6000A;2
01-07-2021;6000A;0
01-08-2021;6000A;5
01-09-2021;6000A;8
01-10-2021;6000A;2
01-11-2021;6000A;11
01-12-2021;6000A;6
01-01-2021;7178I;8
01-02-2021;7178I;2
01-03-2021;7178I;6
01-04-2021;7178I;19
01-05-2021;7178I;6
01-06-2021;7178I;6
01-07-2021;7178I;2
01-08-2021;7178I;4
01-09-2021;7178I;5
01-10-2021;7178I;8
01-11-2021;7178I;8
01-12-2021;7178I;6
01-01-2021;7228;7
01-02-2021;7228;1
01-03-2021;7228;6
01-04-2021;7228;16
01-05-2021;7228;6
01-06-2021;7228;6
01-07-2021;7228;2
01-08-2021;7228;4
01-09-2021;7228;5
01-10-2021;7228;9
01-11-2021;7228;7
01-12-2021;7228;5
01-01-2021;7031;5
01-02-2021;7031;0
01-03-2021;7031;6
01-04-2021;7031;10
01-05-2021;7031;6
01-06-2021;7031;5
01-07-2021;7031;0
01-08-2021;7031;0
01-09-2021;7031;8
01-10-2021;7031;7
01-11-2021;7031;10
01-12-2021;7031;1
01-01-2021;9263D;13
01-02-2021;9263D;14
01-03-2021;9263D;10
01-04-2021;9263D;13
01-05-2021;9263D;14
01-06-2021;9263D;15
01-07-2021;9263D;8
01-08-2021;9263D;7
01-09-2021;9263D;12
01-10-2021;9263D;9
01-11-2021;9263D;14
01-12-2021;9263D;13
01-01-2021;9262;11
01-02-2021;9262;0
01-03-2021;9262;6
01-04-2021;9262;12
01-05-2021;9262;10
01-06-2021;9262;13
01-07-2021;9262;3
01-08-2021;9262;2
01-09-2021;9262;9
01-10-2021;9262;6
01-11-2021;9262;11
01-12-2021;9262;14
01-01-2021;1690A;0
01-02-2021;1690A;0
01-03-2021;1690A;0
01-04-2021;1690A;0
01-05-2021;1690A;0
01-06-2021;1690A;0
01-07-2021;1690A;0
01-08-2021;1690A;0
01-09-2021;1690A;15
01-10-2021;1690A;12
01-11-2021;1690A;8
01-12-2021;1690A;0
01-01-2021;1484C;16
01-02-2021;1484C;22
01-03-2021;1484C;8
01-04-2021;1484C;16
01-05-2021;1484C;17
01-06-2021;1484C;11
01-07-2021;1484C;13
01-08-2021;1484C;8
01-09-2021;1484C;14
01-10-2021;1484C;15
01-11-2021;1484C;11
01-12-2021;1484C;0
01-01-2021;1495;16
01-02-2021;1495;21
01-03-2021;1495;11
01-04-2021;1495;15
01-05-2021;1495;19
01-06-2021;1495;12
01-07-2021;1495;15
01-08-2021;1495;10
01-09-2021;1495;17
01-10-2021;1495;16
01-11-2021;1495;13
01-12-2021;1495;21
01-01-2021;2867;10
01-02-2021;2867;9
01-03-2021;2867;6
01-04-2021;2867;15
01-05-2021;2867;5
01-06-2021;2867;10
01-07-2021;2867;3
01-08-2021;2867;2
01-09-2021;2867;9
01-10-2021;2867;7
01-11-2021;2867;5
01-12-2021;2867;13
01-01-2021;C929I;11
01-02-2021;C929I;7
01-03-2021;C929I;7
01-04-2021;C929I;7
01-05-2021;C929I;1
01-06-2021;C929I;1
01-07-2021;C929I;3
01-08-2021;C929I;3
01-09-2021;C929I;3
01-10-2021;C929I;1
01-11-2021;C929I;4
01-12-2021;C929I;7
01-01-2021;C430E;3
01-02-2021;C430E;3
01-03-2021;C430E;2
01-04-2021;C430E;4
01-05-2021;C430E;0
01-06-2021;C430E;3
01-07-2021;C430E;0
01-08-2021;C430E;0
01-09-2021;C430E;2
01-10-2021;C430E;2
01-11-2021;C430E;7
01-12-2021;C430E;3
01-01-2021;C139E;14
01-02-2021;C139E;6
01-03-2021;C139E;10
01-04-2021;C139E;5
01-05-2021;C139E;4
01-06-2021;C139E;5
01-07-2021;C139E;0
01-08-2021;C139E;1
01-09-2021;C139E;11
01-10-2021;C139E;6
01-11-2021;C139E;17
01-12-2021;C139E;12
01-01-2021;C449C;12
01-02-2021;C449C;11
01-03-2021;C449C;9
01-04-2021;C449C;8
01-05-2021;C449C;8
01-06-2021;C449C;10
01-07-2021;C449C;5
01-08-2021;C449C;2
01-09-2021;C449C;5
01-10-2021;C449C;8
01-11-2021;C449C;10
01-12-2021;C449C;10
01-01-2021;C447A;21
01-02-2021;C447A;8
01-03-2021;C447A;13
01-04-2021;C447A;12
01-05-2021;C447A;16
01-06-2021;C447A;14
01-07-2021;C447A;9
01-08-2021;C447A;9
01-09-2021;C447A;10
01-10-2021;C447A;7
01-11-2021;C447A;14
01-12-2021;C447A;15
01-01-2021;C429I;6
01-02-2021;C429I;3
01-03-2021;C429I;3
01-04-2021;C429I;5
01-05-2021;C429I;1
01-06-2021;C429I;1
01-07-2021;C429I;0
01-08-2021;C429I;0
01-09-2021;C429I;0
01-10-2021;C429I;2
01-11-2021;C429I;6
01-12-2021;C429I;6
01-01-2021;2465;11
01-02-2021;2465;8
01-03-2021;2465;4
01-04-2021;2465;18
01-05-2021;2465;13
01-06-2021;2465;11
01-07-2021;2465;4
01-08-2021;2465;3
01-09-2021;2465;13
01-10-2021;2465;12
01-11-2021;2465;10
01-12-2021;2465;14
01-01-2021;5796;14
01-02-2021;5796;11
01-03-2021;5796;7
01-04-2021;5796;11
01-05-2021;5796;5
01-06-2021;5796;6
01-07-2021;5796;0
01-08-2021;5796;1
01-09-2021;5796;7
01-10-2021;5796;4
01-11-2021;5796;7
01-12-2021;5796;10
01-01-2021;5783;14
01-02-2021;5783;9
01-03-2021;5783;4
01-04-2021;5783;10
01-05-2021;5783;5
01-06-2021;5783;4
01-07-2021;5783;1
01-08-2021;5783;1
01-09-2021;5783;5
01-10-2021;5783;0
01-11-2021;5783;6
01-12-2021;5783;0
01-01-2021;2030;8
01-02-2021;2030;12
01-03-2021;2030;6
01-04-2021;2030;17
01-05-2021;2030;13
01-06-2021;2030;14
01-07-2021;2030;4
01-08-2021;2030;2
01-09-2021;2030;8
01-10-2021;2030;6
01-11-2021;2030;11
01-12-2021;2030;10
01-01-2021;0016A;5
01-02-2021;0016A;6
01-03-2021;0016A;2
01-04-2021;0016A;8
01-05-2021;0016A;5
01-06-2021;0016A;8
01-07-2021;0016A;5
01-08-2021;0016A;4
01-09-2021;0016A;7
01-10-2021;0016A;6
01-11-2021;0016A;5
01-12-2021;0016A;0
01-01-2021;9981A;7
01-02-2021;9981A;11
01-03-2021;9981A;7
01-04-2021;9981A;16
01-05-2021;9981A;10
01-06-2021;9981A;9
01-07-2021;9981A;7
01-08-2021;9981A;9
01-09-2021;9981A;14
01-10-2021;9981A;5
01-11-2021;9981A;5
01-12-2021;9981A;5
01-01-2021;9381I;8
01-02-2021;9381I;9
01-03-2021;9381I;3
01-04-2021;9381I;0
01-05-2021;9381I;12
01-06-2021;9381I;12
01-07-2021;9381I;0
01-08-2021;9381I;0
01-09-2021;9381I;0
01-10-2021;9381I;0
01-11-2021;9381I;8
01-12-2021;9381I;11
01-01-2021;8368U;4
01-02-2021;8368U;7
01-03-2021;8368U;4
01-04-2021;8368U;17
01-05-2021;8368U;7
01-06-2021;8368U;10
01-07-2021;8368U;5
01-08-2021;8368U;9
01-09-2021;8368U;10
01-10-2021;8368U;6
01-11-2021;8368U;0
01-12-2021;8368U;0
01-01-2021;3260B;0
01-02-2021;3260B;0
01-03-2021;3260B;0
01-04-2021;3260B;0
01-05-2021;3260B;0
01-06-2021;3260B;0
01-07-2021;3260B;0
01-08-2021;3260B;0
01-09-2021;3260B;0
01-10-2021;3260B;6
01-11-2021;3260B;5
01-12-2021;3260B;0
01-01-2021;8416;8
01-02-2021;8416;4
01-03-2021;8416;9
01-04-2021;8416;18
01-05-2021;8416;6
01-06-2021;8416;9
01-07-2021;8416;4
01-08-2021;8416;10
01-09-2021;8416;9
01-10-2021;8416;9
01-11-2021;8416;13
01-12-2021;8416;5
01-01-2021;8414A;9
01-02-2021;8414A;5
01-03-2021;8414A;9
01-04-2021;8414A;17
01-05-2021;8414A;5
01-06-2021;8414A;10
01-07-2021;8414A;3
01-08-2021;8414A;7
01-09-2021;8414A;11
01-10-2021;8414A;7
01-11-2021;8414A;11
01-12-2021;8414A;6
01-01-2021;2422;12
01-02-2021;2422;15
01-03-2021;2422;6
01-04-2021;2422;16
01-05-2021;2422;12
01-06-2021;2422;12
01-07-2021;2422;2
01-08-2021;2422;2
01-09-2021;2422;10
01-10-2021;2422;9
01-11-2021;2422;8
01-12-2021;2422;14
01-01-2021;2539;8
01-02-2021;2539;12
01-03-2021;2539;4
01-04-2021;2539;15
01-05-2021;2539;7
01-06-2021;2539;10
01-07-2021;2539;1
01-08-2021;2539;2
01-09-2021;2539;9
01-10-2021;2539;6
01-11-2021;2539;6
01-12-2021;2539;12
01-01-2021;2614;9
01-02-2021;2614;14
01-03-2021;2614;3
01-04-2021;2614;16
01-05-2021;2614;7
01-06-2021;2614;9
01-07-2021;2614;1
01-08-2021;2614;2
01-09-2021;2614;5
01-10-2021;2614;6
01-11-2021;2614;5
01-12-2021;2614;14
01-01-2021;9390;9
01-02-2021;9390;8
01-03-2021;9390;5
01-04-2021;9390;17
01-05-2021;9390;12
01-06-2021;9390;12
01-07-2021;9390;4
01-08-2021;9390;11
01-09-2021;9390;11
01-10-2021;9390;7
01-11-2021;9390;10
01-12-2021;9390;10
01-01-2021;9434;11
01-02-2021;9434;9
01-03-2021;9434;1
01-04-2021;9434;18
01-05-2021;9434;11
01-06-2021;9434;10
01-07-2021;9434;4
01-08-2021;9434;6
01-09-2021;9434;10
01-10-2021;9434;6
01-11-2021;9434;12
01-12-2021;9434;13
