FECHA;INDICATIVO;DIAS_LLU
01-10-2017;6325O;2
01-11-2017;6325O;5
01-12-2017;6325O;3
01-01-2017;9091O;9
01-02-2017;9091O;12
01-03-2017;9091O;13
01-04-2017;9091O;9
01-05-2017;9091O;11
01-06-2017;9091O;13
01-07-2017;9091O;10
01-08-2017;9091O;5
01-09-2017;9091O;15
01-10-2017;9091O;10
01-11-2017;9091O;14
01-12-2017;9091O;20
01-01-2017;1212E;14
01-02-2017;1212E;16
01-03-2017;1212E;18
01-04-2017;1212E;13
01-05-2017;1212E;16
01-06-2017;1212E;15
01-07-2017;1212E;16
01-08-2017;1212E;18
01-09-2017;1212E;19
01-10-2017;1212E;11
01-11-2017;1212E;16
01-12-2017;1212E;19
01-01-2017;1208H;14
01-02-2017;1208H;16
01-03-2017;1208H;14
01-04-2017;1208H;9
01-05-2017;1208H;15
01-06-2017;1208H;16
01-07-2017;1208H;11
01-08-2017;1208H;16
01-09-2017;1208H;16
01-10-2017;1208H;12
01-11-2017;1208H;16
01-12-2017;1208H;16
01-01-2017;1249I;16
01-02-2017;1249I;18
01-03-2017;1249I;17
01-04-2017;1249I;13
01-05-2017;1249I;20
01-06-2017;1249I;20
01-07-2017;1249I;15
01-08-2017;1249I;21
01-09-2017;1249I;19
01-10-2017;1249I;13
01-11-2017;1249I;17
01-12-2017;1249I;22
01-01-2017;2444;4
01-02-2017;2444;8
01-03-2017;2444;5
01-04-2017;2444;6
01-05-2017;2444;6
01-06-2017;2444;8
01-07-2017;2444;2
01-08-2017;2444;5
01-09-2017;2444;0
01-10-2017;2444;4
01-11-2017;2444;7
01-12-2017;2444;12
01-01-2017;4452;6
01-02-2017;4452;11
01-03-2017;4452;10
01-04-2017;4452;2
01-05-2017;4452;5
01-06-2017;4452;2
01-07-2017;4452;1
01-08-2017;4452;3
01-09-2017;4452;0
01-10-2017;4452;4
01-11-2017;4452;7
01-12-2017;4452;9
01-01-2017;B954;17
01-02-2017;B954;7
01-03-2017;B954;6
01-04-2017;B954;8
01-05-2017;B954;9
01-06-2017;B954;3
01-07-2017;B954;1
01-08-2017;B954;6
01-09-2017;B954;6
01-10-2017;B954;14
01-11-2017;B954;6
01-12-2017;B954;10
01-01-2017;B893;15
01-02-2017;B893;9
01-03-2017;B893;7
01-04-2017;B893;4
01-05-2017;B893;4
01-06-2017;B893;5
01-07-2017;B893;6
01-08-2017;B893;6
01-09-2017;B893;10
01-10-2017;B893;7
01-11-2017;B893;11
01-12-2017;B893;20
01-01-2017;B228;15
01-02-2017;B228;8
01-03-2017;B228;4
01-04-2017;B228;3
01-05-2017;B228;4
01-06-2017;B228;3
01-07-2017;B228;1
01-08-2017;B228;3
01-09-2017;B228;8
01-10-2017;B228;6
01-11-2017;B228;11
01-12-2017;B228;10
01-01-2017;B278;15
01-02-2017;B278;8
01-03-2017;B278;5
01-04-2017;B278;5
01-05-2017;B278;5
01-06-2017;B278;4
01-07-2017;B278;2
01-08-2017;B278;6
01-09-2017;B278;8
01-10-2017;B278;7
01-11-2017;B278;13
01-12-2017;B278;12
01-01-2017;0200E;8
01-02-2017;0200E;11
01-03-2017;0200E;5
01-04-2017;0200E;12
01-05-2017;0200E;8
01-06-2017;0200E;10
01-07-2017;0200E;9
01-08-2017;0200E;16
01-09-2017;0200E;12
01-10-2017;0200E;5
01-11-2017;0200E;4
01-12-2017;0200E;9
01-01-2017;0076;7
01-02-2017;0076;5
01-03-2017;0076;6
01-04-2017;0076;10
01-05-2017;0076;6
01-06-2017;0076;0
01-07-2017;0076;3
01-08-2017;0076;9
01-09-2017;0076;13
01-10-2017;0076;0
01-11-2017;0076;2
01-12-2017;0076;6
01-01-2017;1082;13
01-02-2017;1082;13
01-03-2017;1082;14
01-04-2017;1082;9
01-05-2017;1082;16
01-06-2017;1082;19
01-07-2017;1082;13
01-08-2017;1082;13
01-09-2017;1082;22
01-10-2017;1082;16
01-11-2017;1082;18
01-12-2017;1082;18
01-01-2017;2331;7
01-02-2017;2331;10
01-03-2017;2331;9
01-04-2017;2331;5
01-05-2017;2331;16
01-06-2017;2331;15
01-07-2017;2331;4
01-08-2017;2331;6
01-09-2017;2331;8
01-10-2017;2331;8
01-11-2017;2331;16
01-12-2017;2331;14
01-01-2017;3469A;8
01-02-2017;3469A;14
01-03-2017;3469A;10
01-04-2017;3469A;4
01-05-2017;3469A;6
01-06-2017;3469A;5
01-07-2017;3469A;1
01-08-2017;3469A;4
01-09-2017;3469A;0
01-10-2017;3469A;5
01-11-2017;3469A;6
01-12-2017;3469A;10
01-01-2017;5973;0
01-02-2017;5973;13
01-03-2017;5973;0
01-04-2017;5973;3
01-05-2017;5973;6
01-06-2017;5973;0
01-07-2017;5973;0
01-08-2017;5973;0
01-09-2017;5973;0
01-10-2017;5973;3
01-11-2017;5973;0
01-12-2017;5973;0
01-01-2017;5960;4
01-02-2017;5960;11
01-03-2017;5960;11
01-04-2017;5960;4
01-05-2017;5960;7
01-06-2017;5960;0
01-07-2017;5960;2
01-08-2017;5960;4
01-09-2017;5960;2
01-10-2017;5960;3
01-11-2017;5960;6
01-12-2017;5960;8
01-01-2017;5910;3
01-02-2017;5910;12
01-03-2017;5910;11
01-04-2017;5910;4
01-05-2017;5910;8
01-06-2017;5910;0
01-07-2017;5910;1
01-08-2017;5910;3
01-09-2017;5910;2
01-10-2017;5910;4
01-11-2017;5910;5
01-12-2017;5910;8
01-01-2017;1111;11
01-02-2017;1111;12
01-03-2017;1111;12
01-04-2017;1111;8
01-05-2017;1111;14
01-06-2017;1111;20
01-07-2017;1111;12
01-08-2017;1111;15
01-09-2017;1111;20
01-10-2017;1111;12
01-11-2017;1111;15
01-12-2017;1111;17
01-01-2017;1109;9
01-02-2017;1109;12
01-03-2017;1109;11
01-04-2017;1109;9
01-05-2017;1109;14
01-06-2017;1109;20
01-07-2017;1109;18
01-08-2017;1109;14
01-09-2017;1109;23
01-10-2017;1109;13
01-11-2017;1109;18
01-12-2017;1109;19
01-01-2017;8500A;4
01-02-2017;8500A;6
01-03-2017;8500A;5
01-04-2017;8500A;5
01-05-2017;8500A;4
01-06-2017;8500A;3
01-07-2017;8500A;2
01-08-2017;8500A;7
01-09-2017;8500A;3
01-10-2017;8500A;3
01-11-2017;8500A;2
01-12-2017;8500A;2
01-01-2017;5000C;0
01-02-2017;5000C;11
01-03-2017;5000C;8
01-04-2017;5000C;4
01-05-2017;5000C;0
01-06-2017;5000C;0
01-07-2017;5000C;1
01-08-2017;5000C;2
01-09-2017;5000C;0
01-10-2017;5000C;0
01-11-2017;5000C;4
01-12-2017;5000C;0
01-01-2017;4121;6
01-02-2017;4121;14
01-03-2017;4121;9
01-04-2017;4121;7
01-05-2017;4121;8
01-06-2017;4121;3
01-07-2017;4121;3
01-08-2017;4121;2
01-09-2017;4121;0
01-10-2017;4121;2
01-11-2017;4121;5
01-12-2017;4121;11
01-01-2017;5402;2
01-02-2017;5402;11
01-03-2017;5402;10
01-04-2017;5402;5
01-05-2017;5402;5
01-06-2017;5402;1
01-07-2017;5402;3
01-08-2017;5402;3
01-09-2017;5402;0
01-10-2017;5402;2
01-11-2017;5402;4
01-12-2017;5402;8
01-01-2017;8096;9
01-02-2017;8096;8
01-03-2017;8096;8
01-04-2017;8096;9
01-05-2017;8096;10
01-06-2017;8096;7
01-07-2017;8096;3
01-08-2017;8096;8
01-09-2017;8096;1
01-10-2017;8096;5
01-11-2017;8096;4
01-12-2017;8096;12
01-01-2017;1014;10
01-02-2017;1014;13
01-03-2017;1014;15
01-04-2017;1014;8
01-05-2017;1014;15
01-06-2017;1014;16
01-07-2017;1014;15
01-08-2017;1014;14
01-09-2017;1014;22
01-10-2017;1014;10
01-11-2017;1014;16
01-12-2017;1014;19
01-01-2017;1024E;10
01-02-2017;1024E;13
01-03-2017;1024E;15
01-04-2017;1024E;8
01-05-2017;1024E;14
01-06-2017;1024E;16
01-07-2017;1024E;17
01-08-2017;1024E;17
01-09-2017;1024E;22
01-10-2017;1024E;13
01-11-2017;1024E;18
01-12-2017;1024E;21
01-01-2017;0367;11
01-02-2017;0367;8
01-03-2017;0367;8
01-04-2017;0367;8
01-05-2017;0367;8
01-06-2017;0367;7
01-07-2017;0367;8
01-08-2017;0367;9
01-09-2017;0367;10
01-10-2017;0367;5
01-11-2017;0367;3
01-12-2017;0367;3
01-01-2017;5530E;2
01-02-2017;5530E;12
01-03-2017;5530E;6
01-04-2017;5530E;4
01-05-2017;5530E;2
01-06-2017;5530E;0
01-07-2017;5530E;1
01-08-2017;5530E;2
01-09-2017;5530E;1
01-10-2017;5530E;3
01-11-2017;5530E;4
01-12-2017;5530E;9
01-01-2017;5514;2
01-02-2017;5514;12
01-03-2017;5514;6
01-04-2017;5514;5
01-05-2017;5514;3
01-06-2017;5514;2
01-07-2017;5514;1
01-08-2017;5514;2
01-09-2017;5514;1
01-10-2017;5514;2
01-11-2017;5514;3
01-12-2017;5514;6
01-01-2017;3013;9
01-02-2017;3013;9
01-03-2017;3013;0
01-04-2017;3013;0
01-05-2017;3013;13
01-06-2017;3013;8
01-07-2017;3013;0
01-08-2017;3013;0
01-09-2017;3013;0
01-10-2017;3013;0
01-11-2017;3013;0
01-12-2017;3013;13
01-01-2017;4642E;5
01-02-2017;4642E;14
01-03-2017;4642E;11
01-04-2017;4642E;6
01-05-2017;4642E;8
01-06-2017;4642E;2
01-07-2017;4642E;1
01-08-2017;4642E;2
01-09-2017;4642E;1
01-10-2017;4642E;5
01-11-2017;4642E;7
01-12-2017;4642E;6
01-01-2017;9898;2
01-02-2017;9898;7
01-03-2017;9898;8
01-04-2017;9898;4
01-05-2017;9898;8
01-06-2017;9898;10
01-07-2017;9898;4
01-08-2017;9898;8
01-09-2017;9898;5
01-10-2017;9898;2
01-11-2017;9898;4
01-12-2017;9898;9
01-01-2017;5270B;3
01-02-2017;5270B;10
01-03-2017;5270B;8
01-04-2017;5270B;0
01-05-2017;5270B;4
01-06-2017;5270B;1
01-07-2017;5270B;2
01-08-2017;5270B;2
01-09-2017;5270B;0
01-10-2017;5270B;2
01-11-2017;5270B;4
01-12-2017;5270B;9
01-01-2017;9170;9
01-02-2017;9170;12
01-03-2017;9170;0
01-04-2017;9170;5
01-05-2017;9170;12
01-06-2017;9170;9
01-07-2017;9170;6
01-08-2017;9170;5
01-09-2017;9170;8
01-10-2017;9170;6
01-11-2017;9170;15
01-12-2017;9170;17
01-01-2017;C249I;5
01-02-2017;C249I;9
01-03-2017;C249I;2
01-04-2017;C249I;0
01-05-2017;C249I;2
01-06-2017;C249I;1
01-07-2017;C249I;0
01-08-2017;C249I;0
01-09-2017;C249I;2
01-10-2017;C249I;0
01-11-2017;C249I;2
01-12-2017;C249I;3
01-01-2017;C649I;8
01-02-2017;C649I;7
01-03-2017;C649I;7
01-04-2017;C649I;1
01-05-2017;C649I;8
01-06-2017;C649I;2
01-07-2017;C649I;2
01-08-2017;C649I;1
01-09-2017;C649I;3
01-10-2017;C649I;3
01-11-2017;C649I;4
01-12-2017;C649I;5
01-01-2017;C029O;4
01-02-2017;C029O;11
01-03-2017;C029O;3
01-04-2017;C029O;0
01-05-2017;C029O;0
01-06-2017;C029O;2
01-07-2017;C029O;0
01-08-2017;C029O;0
01-09-2017;C029O;4
01-10-2017;C029O;3
01-11-2017;C029O;5
01-12-2017;C029O;4
01-01-2017;2661;7
01-02-2017;2661;11
01-03-2017;2661;6
01-04-2017;2661;3
01-05-2017;2661;18
01-06-2017;2661;10
01-07-2017;2661;3
01-08-2017;2661;3
01-09-2017;2661;2
01-10-2017;2661;5
01-11-2017;2661;6
01-12-2017;2661;11
01-01-2017;1549;8
01-02-2017;1549;16
01-03-2017;1549;14
01-04-2017;1549;6
01-05-2017;1549;15
01-06-2017;1549;9
01-07-2017;1549;2
01-08-2017;1549;3
01-09-2017;1549;8
01-10-2017;1549;5
01-11-2017;1549;7
01-12-2017;1549;16
01-01-2017;9771C;7
01-02-2017;9771C;6
01-03-2017;9771C;5
01-04-2017;9771C;5
01-05-2017;9771C;6
01-06-2017;9771C;8
01-07-2017;9771C;6
01-08-2017;9771C;8
01-09-2017;9771C;7
01-10-2017;9771C;3
01-11-2017;9771C;3
01-12-2017;9771C;7
01-01-2017;1505;19
01-02-2017;1505;16
01-03-2017;1505;16
01-04-2017;1505;4
01-05-2017;1505;16
01-06-2017;1505;13
01-07-2017;1505;15
01-08-2017;1505;13
01-09-2017;1505;15
01-10-2017;1505;8
01-11-2017;1505;19
01-12-2017;1505;17
01-01-2017;3191E;2
01-02-2017;3191E;9
01-03-2017;3191E;7
01-04-2017;3191E;7
01-05-2017;3191E;8
01-06-2017;3191E;7
01-07-2017;3191E;2
01-08-2017;3191E;6
01-09-2017;3191E;0
01-10-2017;3191E;2
01-11-2017;3191E;5
01-12-2017;3191E;11
01-01-2017;3129;4
01-02-2017;3129;10
01-03-2017;3129;4
01-04-2017;3129;7
01-05-2017;3129;8
01-06-2017;3129;5
01-07-2017;3129;3
01-08-2017;3129;2
01-09-2017;3129;2
01-10-2017;3129;2
01-11-2017;3129;5
01-12-2017;3129;4
01-01-2017;3196;6
01-02-2017;3196;10
01-03-2017;3196;7
01-04-2017;3196;6
01-05-2017;3196;7
01-06-2017;3196;6
01-07-2017;3196;4
01-08-2017;3196;4
01-09-2017;3196;0
01-10-2017;3196;4
01-11-2017;3196;4
01-12-2017;3196;8
01-01-2017;3200;4
01-02-2017;3200;11
01-03-2017;3200;8
01-04-2017;3200;5
01-05-2017;3200;6
01-06-2017;3200;6
01-07-2017;3200;3
01-08-2017;3200;3
01-09-2017;3200;0
01-10-2017;3200;3
01-11-2017;3200;4
01-12-2017;3200;7
01-01-2017;3195;0
01-02-2017;3195;10
01-03-2017;3195;6
01-04-2017;3195;6
01-05-2017;3195;5
01-06-2017;3195;6
01-07-2017;3195;4
01-08-2017;3195;3
01-09-2017;3195;0
01-10-2017;3195;2
01-11-2017;3195;5
01-12-2017;3195;4
01-01-2017;3175;3
01-02-2017;3175;9
01-03-2017;3175;5
01-04-2017;3175;5
01-05-2017;3175;7
01-06-2017;3175;7
01-07-2017;3175;4
01-08-2017;3175;2
01-09-2017;3175;0
01-10-2017;3175;4
01-11-2017;3175;4
01-12-2017;3175;7
01-01-2017;2462;4
01-02-2017;2462;2
01-03-2017;2462;3
01-04-2017;2462;5
01-05-2017;2462;8
01-06-2017;2462;8
01-07-2017;2462;3
01-08-2017;2462;3
01-09-2017;2462;3
01-10-2017;2462;4
01-11-2017;2462;8
01-12-2017;2462;8
01-01-2017;6155A;4
01-02-2017;6155A;11
01-03-2017;6155A;6
01-04-2017;6155A;4
01-05-2017;6155A;2
01-06-2017;6155A;0
01-07-2017;6155A;0
01-08-2017;6155A;2
01-09-2017;6155A;1
01-10-2017;6155A;2
01-11-2017;6155A;4
01-12-2017;6155A;3
01-01-2017;6000A;7
01-02-2017;6000A;6
01-03-2017;6000A;5
01-04-2017;6000A;7
01-05-2017;6000A;5
01-06-2017;6000A;2
01-07-2017;6000A;2
01-08-2017;6000A;5
01-09-2017;6000A;3
01-10-2017;6000A;2
01-11-2017;6000A;2
01-12-2017;6000A;11
01-01-2017;7178I;2
01-02-2017;7178I;6
01-03-2017;7178I;4
01-04-2017;7178I;6
01-05-2017;7178I;1
01-06-2017;7178I;4
01-07-2017;7178I;6
01-08-2017;7178I;7
01-09-2017;7178I;3
01-10-2017;7178I;2
01-11-2017;7178I;5
01-12-2017;7178I;3
01-01-2017;7228;6
01-02-2017;7228;6
01-03-2017;7228;5
01-04-2017;7228;3
01-05-2017;7228;0
01-06-2017;7228;2
01-07-2017;7228;1
01-08-2017;7228;8
01-09-2017;7228;2
01-10-2017;7228;2
01-11-2017;7228;5
01-12-2017;7228;2
01-01-2017;7031;6
01-02-2017;7031;4
01-03-2017;7031;5
01-04-2017;7031;5
01-05-2017;7031;1
01-06-2017;7031;0
01-07-2017;7031;3
01-08-2017;7031;4
01-09-2017;7031;2
01-10-2017;7031;3
01-11-2017;7031;3
01-12-2017;7031;2
01-01-2017;9262;8
01-02-2017;9262;11
01-03-2017;9262;11
01-04-2017;9262;5
01-05-2017;9262;7
01-06-2017;9262;10
01-07-2017;9262;5
01-08-2017;9262;7
01-09-2017;9262;9
01-10-2017;9262;4
01-11-2017;9262;13
01-12-2017;9262;16
01-01-2017;9263D;7
01-02-2017;9263D;0
01-03-2017;9263D;0
01-04-2017;9263D;0
01-05-2017;9263D;0
01-06-2017;9263D;12
01-07-2017;9263D;9
01-08-2017;9263D;12
01-09-2017;9263D;14
01-10-2017;9263D;7
01-11-2017;9263D;18
01-12-2017;9263D;17
01-01-2017;1690A;18
01-02-2017;1690A;16
01-03-2017;1690A;19
01-04-2017;1690A;4
01-05-2017;1690A;16
01-06-2017;1690A;11
01-07-2017;1690A;7
01-08-2017;1690A;6
01-09-2017;1690A;11
01-10-2017;1690A;6
01-11-2017;1690A;12
01-12-2017;1690A;19
01-01-2017;1484C;16
01-02-2017;1484C;17
01-03-2017;1484C;18
01-04-2017;1484C;2
01-05-2017;1484C;16
01-06-2017;1484C;10
01-07-2017;1484C;10
01-08-2017;1484C;9
01-09-2017;1484C;11
01-10-2017;1484C;7
01-11-2017;1484C;7
01-12-2017;1484C;15
01-01-2017;1495;16
01-02-2017;1495;16
01-03-2017;1495;20
01-04-2017;1495;3
01-05-2017;1495;13
01-06-2017;1495;7
01-07-2017;1495;7
01-08-2017;1495;7
01-09-2017;1495;14
01-10-2017;1495;6
01-11-2017;1495;7
01-12-2017;1495;16
01-01-2017;2867;5
01-02-2017;2867;10
01-03-2017;2867;6
01-04-2017;2867;3
01-05-2017;2867;8
01-06-2017;2867;8
01-07-2017;2867;2
01-08-2017;2867;3
01-09-2017;2867;0
01-10-2017;2867;5
01-11-2017;2867;7
01-12-2017;2867;14
01-01-2017;C929I;8
01-02-2017;C929I;6
01-03-2017;C929I;3
01-04-2017;C929I;4
01-05-2017;C929I;5
01-06-2017;C929I;2
01-07-2017;C929I;3
01-08-2017;C929I;1
01-09-2017;C929I;3
01-10-2017;C929I;2
01-11-2017;C929I;6
01-12-2017;C929I;5
01-01-2017;C430E;2
01-02-2017;C430E;5
01-03-2017;C430E;0
01-04-2017;C430E;4
01-05-2017;C430E;1
01-06-2017;C430E;0
01-07-2017;C430E;0
01-08-2017;C430E;0
01-09-2017;C430E;2
01-10-2017;C430E;0
01-11-2017;C430E;7
01-12-2017;C430E;2
01-01-2017;C139E;6
01-02-2017;C139E;10
01-03-2017;C139E;7
01-04-2017;C139E;6
01-05-2017;C139E;1
01-06-2017;C139E;3
01-07-2017;C139E;5
01-08-2017;C139E;1
01-09-2017;C139E;2
01-10-2017;C139E;4
01-11-2017;C139E;10
01-12-2017;C139E;8
01-01-2017;C449C;8
01-02-2017;C449C;9
01-03-2017;C449C;6
01-04-2017;C449C;4
01-05-2017;C449C;3
01-06-2017;C449C;2
01-07-2017;C449C;4
01-08-2017;C449C;1
01-09-2017;C449C;2
01-10-2017;C449C;1
01-11-2017;C449C;5
01-12-2017;C449C;5
01-01-2017;C447A;18
01-02-2017;C447A;17
01-03-2017;C447A;14
01-04-2017;C447A;7
01-05-2017;C447A;14
01-06-2017;C447A;10
01-07-2017;C447A;6
01-08-2017;C447A;5
01-09-2017;C447A;8
01-10-2017;C447A;8
01-11-2017;C447A;7
01-12-2017;C447A;9
01-01-2017;C429I;1
01-02-2017;C429I;4
01-03-2017;C429I;2
01-04-2017;C429I;4
01-05-2017;C429I;0
01-06-2017;C429I;0
01-07-2017;C429I;0
01-08-2017;C429I;0
01-09-2017;C429I;0
01-10-2017;C429I;1
01-11-2017;C429I;1
01-12-2017;C429I;2
01-01-2017;2465;8
01-02-2017;2465;9
01-03-2017;2465;8
01-04-2017;2465;5
01-05-2017;2465;11
01-06-2017;2465;10
01-07-2017;2465;1
01-08-2017;2465;5
01-09-2017;2465;2
01-10-2017;2465;4
01-11-2017;2465;9
01-12-2017;2465;13
01-01-2017;5796;6
01-02-2017;5796;12
01-03-2017;5796;11
01-04-2017;5796;5
01-05-2017;5796;5
01-06-2017;5796;0
01-07-2017;5796;1
01-08-2017;5796;3
01-09-2017;5796;1
01-10-2017;5796;4
01-11-2017;5796;5
01-12-2017;5796;8
01-01-2017;5783;3
01-02-2017;5783;11
01-03-2017;5783;11
01-04-2017;5783;4
01-05-2017;5783;7
01-06-2017;5783;1
01-07-2017;5783;2
01-08-2017;5783;2
01-09-2017;5783;0
01-10-2017;5783;2
01-11-2017;5783;6
01-12-2017;5783;7
01-01-2017;2030;7
01-02-2017;2030;9
01-03-2017;2030;7
01-04-2017;2030;7
01-05-2017;2030;15
01-06-2017;2030;9
01-07-2017;2030;6
01-08-2017;2030;8
01-09-2017;2030;6
01-10-2017;2030;3
01-11-2017;2030;7
01-12-2017;2030;11
01-01-2017;0016A;6
01-02-2017;0016A;10
01-03-2017;0016A;6
01-04-2017;0016A;5
01-05-2017;0016A;6
01-06-2017;0016A;7
01-07-2017;0016A;3
01-08-2017;0016A;8
01-09-2017;0016A;8
01-10-2017;0016A;3
01-11-2017;0016A;3
01-12-2017;0016A;6
01-01-2017;9981A;7
01-02-2017;9981A;6
01-03-2017;9981A;7
01-04-2017;9981A;5
01-05-2017;9981A;3
01-06-2017;9981A;5
01-07-2017;9981A;2
01-08-2017;9981A;5
01-09-2017;9981A;4
01-10-2017;9981A;2
01-11-2017;9981A;1
01-12-2017;9981A;3
01-01-2017;9381I;9
01-02-2017;9381I;10
01-03-2017;9381I;8
01-04-2017;9381I;0
01-05-2017;9381I;0
01-06-2017;9381I;10
01-07-2017;9381I;7
01-08-2017;9381I;9
01-09-2017;9381I;0
01-10-2017;9381I;2
01-11-2017;9381I;5
01-12-2017;9381I;12
01-01-2017;8368U;6
01-02-2017;8368U;5
01-03-2017;8368U;5
01-04-2017;8368U;3
01-05-2017;8368U;7
01-06-2017;8368U;7
01-07-2017;8368U;5
01-08-2017;8368U;9
01-09-2017;8368U;2
01-10-2017;8368U;2
01-11-2017;8368U;1
01-12-2017;8368U;2
01-01-2017;8416;9
01-02-2017;8416;8
01-03-2017;8416;4
01-04-2017;8416;5
01-05-2017;8416;4
01-06-2017;8416;4
01-07-2017;8416;4
01-08-2017;8416;9
01-09-2017;8416;3
01-10-2017;8416;4
01-11-2017;8416;4
01-12-2017;8416;5
01-01-2017;8414A;6
01-02-2017;8414A;8
01-03-2017;8414A;4
01-04-2017;8414A;7
01-05-2017;8414A;6
01-06-2017;8414A;5
01-07-2017;8414A;6
01-08-2017;8414A;9
01-09-2017;8414A;6
01-10-2017;8414A;5
01-11-2017;8414A;2
01-12-2017;8414A;5
01-01-2017;2422;7
01-02-2017;2422;14
01-03-2017;2422;12
01-04-2017;2422;4
01-05-2017;2422;13
01-06-2017;2422;7
01-07-2017;2422;3
01-08-2017;2422;6
01-09-2017;2422;2
01-10-2017;2422;6
01-11-2017;2422;9
01-12-2017;2422;14
01-01-2017;2539;4
01-02-2017;2539;12
01-03-2017;2539;10
01-04-2017;2539;4
01-05-2017;2539;9
01-06-2017;2539;4
01-07-2017;2539;3
01-08-2017;2539;3
01-09-2017;2539;1
01-10-2017;2539;3
01-11-2017;2539;3
01-12-2017;2539;8
01-01-2017;2614;6
01-02-2017;2614;12
01-03-2017;2614;7
01-04-2017;2614;2
01-05-2017;2614;9
01-06-2017;2614;7
01-07-2017;2614;2
01-08-2017;2614;4
01-09-2017;2614;0
01-10-2017;2614;5
01-11-2017;2614;6
01-12-2017;2614;6
01-01-2017;9390;10
01-02-2017;9390;10
01-03-2017;9390;10
01-04-2017;9390;4
01-05-2017;9390;10
01-06-2017;9390;6
01-07-2017;9390;6
01-08-2017;9390;10
01-09-2017;9390;5
01-10-2017;9390;2
01-11-2017;9390;3
01-12-2017;9390;12
01-01-2017;9434;9
01-02-2017;9434;10
01-03-2017;9434;12
01-04-2017;9434;4
01-05-2017;9434;13
01-06-2017;9434;13
01-07-2017;9434;4
01-08-2017;9434;10
01-09-2017;9434;9
01-10-2017;9434;3
01-11-2017;9434;3
01-12-2017;9434;9
