FECHA;INDICATIVO;TEMP_MIN
01-08-2016;1495;0
01-09-2016;1495;10.6(14)
01-10-2016;1495;7.7(14)
01-11-2016;1495;0
01-12-2016;1495;2.1(27)
01-01-2016;2867;0
01-02-2016;2867;-5.1(17)
01-03-2016;2867;-4.8(12)
01-04-2016;2867;-2.5(01)
01-05-2016;2867;0.5(01)
01-06-2016;2867;5.2(18)
01-07-2016;2867;8.8(14)
01-08-2016;2867;7.5(12)
01-09-2016;2867;4.3(22)
01-10-2016;2867;0
01-11-2016;2867;-3.0(16)
01-12-2016;2867;-7.2(31)
01-01-2016;2870;-2.0(16)
01-02-2016;2870;-3.1(17)
01-03-2016;2870;-2.0(12)
01-04-2016;2870;-0.3(01)
01-05-2016;2870;1.9(01)
01-06-2016;2870;7.4(18)
01-07-2016;2870;0
01-08-2016;2870;0
01-09-2016;2870;0
01-10-2016;2870;4.1(31)
01-11-2016;2870;0.0(08)
01-12-2016;2870;-5.0(31)
01-01-2016;C929I;16.0(11)
01-02-2016;C929I;13.0(19)
01-03-2016;C929I;14.9(17)
01-04-2016;C929I;15.9(14)
01-05-2016;C929I;16.7(10)
01-06-2016;C929I;19.4(01)
01-07-2016;C929I;0
01-08-2016;C929I;22.0(03)
01-09-2016;C929I;22.2(19)
01-10-2016;C929I;17.6(24)
01-11-2016;C929I;16.9(26)
01-12-2016;C929I;15.9(25)
01-01-2016;C430E;-0.7(30)
01-02-2016;C430E;-4.9(19)
01-03-2016;C430E;-4.9(21)
01-04-2016;C430E;-1.0(19)
01-05-2016;C430E;-1.3(11)
01-06-2016;C430E;1.2(17)
01-07-2016;C430E;8.7(02)
01-08-2016;C430E;9.6(31)
01-09-2016;C430E;7.2(22)
01-10-2016;C430E;2.3(25)
01-11-2016;C430E;-2.5(23)
01-12-2016;C430E;-2.4(23)
01-01-2016;C139E;0
01-02-2016;C139E;11.5(19)
01-03-2016;C139E;14.0(14)
01-04-2016;C139E;14.9(01)
01-05-2016;C139E;15.8(04)
01-06-2016;C139E;0
01-07-2016;C139E;0
01-08-2016;C139E;0
01-09-2016;C139E;0
01-10-2016;C139E;17.5(26)
01-11-2016;C139E;0
01-12-2016;C139E;0
01-01-2016;C449C;15.1(01)
01-02-2016;C449C;11.7(19)
01-03-2016;C449C;13.4(27)
01-04-2016;C449C;15.5(01)
01-05-2016;C449C;16.8(07)
01-06-2016;C449C;17.6(01)
01-07-2016;C449C;19.7(05)
01-08-2016;C449C;21.3(19)
01-09-2016;C449C;20.7(06)
01-10-2016;C449C;17.5(26)
01-11-2016;C449C;16.3(25)
01-12-2016;C449C;15.6(21)
01-01-2016;C447A;9.1(06)
01-02-2016;C447A;5.5(19)
01-03-2016;C447A;6.7(14)
01-04-2016;C447A;8.4(12)
01-05-2016;C447A;9.0(04)
01-06-2016;C447A;11.3(01)
01-07-2016;C447A;14.4(07)
01-08-2016;C447A;15.1(19)
01-09-2016;C447A;0
01-10-2016;C447A;0
01-11-2016;C447A;9.8(29)
01-12-2016;C447A;0
01-01-2016;C429I;12.5(08)
01-02-2016;C429I;10.7(20)
01-03-2016;C429I;0
01-04-2016;C429I;0
01-05-2016;C429I;15.1(27)
01-06-2016;C429I;0
01-07-2016;C429I;0
01-08-2016;C429I;19.3(14)
01-09-2016;C429I;0
01-10-2016;C429I;17.8(26)
01-11-2016;C429I;0
01-12-2016;C429I;0
01-01-2016;2465;-3.5(16)
01-02-2016;2465;-6.3(17)
01-03-2016;2465;-3.9(14)
01-04-2016;2465;-1.3(06)
01-05-2016;2465;-0.5(02)
01-06-2016;2465;7.0(19)
01-07-2016;2465;8.5(13)
01-08-2016;2465;8.1(11)
01-09-2016;2465;7.1(18)
01-10-2016;2465;5.0(10)
01-11-2016;2465;-1.3(15)
01-12-2016;2465;-4.5(26)
01-01-2016;5796;2.9(17)
01-02-2016;5796;-1.8(17)
01-03-2016;5796;0.6(11)
01-04-2016;5796;2.9(01)
01-05-2016;5796;9.3(11)
01-06-2016;5796;0
01-07-2016;5796;17.6(18)
01-08-2016;5796;15.6(31)
01-09-2016;5796;11.4(15)
01-10-2016;5796;8.9(31)
01-11-2016;5796;3.1(08)
01-12-2016;5796;1.8(27)
01-01-2016;5783;4.0(19)
01-02-2016;5783;0.3(17)
01-03-2016;5783;3.4(09)
01-04-2016;5783;5.7(01)
01-05-2016;5783;11.0(14)
01-06-2016;5783;13.7(04)
01-07-2016;5783;18.3(01)
01-08-2016;5783;17.5(21)
01-09-2016;5783;13.4(15)
01-10-2016;5783;10.6(15)
01-11-2016;5783;4.5(24)
01-12-2016;5783;3.6(31)
01-01-2016;2030;-5.2(17)
01-02-2016;2030;-8.0(17)
01-03-2016;2030;-5.4(15)
01-04-2016;2030;-4.3(02)
01-05-2016;2030;0.3(01)
01-06-2016;2030;3.8(01)
01-07-2016;2030;5.5(14)
01-08-2016;2030;5.5(11)
01-09-2016;2030;4.4(21)
01-10-2016;2030;-0.7(21)
01-11-2016;2030;-3.0(07)
01-12-2016;2030;-7.1(30)
01-01-2016;0016A;-2.0(17)
01-02-2016;0016A;-0.5(17)
01-03-2016;0016A;2.8(09)
01-04-2016;0016A;5.4(26)
01-05-2016;0016A;7.8(03)
01-06-2016;0016A;0
01-07-2016;0016A;0
01-08-2016;0016A;0
01-09-2016;0016A;0
01-10-2016;0016A;9.5(11)
01-11-2016;0016A;2.5(25)
01-12-2016;0016A;-1.7(29)
01-01-2016;9981A;2.8(21)
01-02-2016;9981A;0.2(20)
01-03-2016;9981A;4.9(16)
01-04-2016;9981A;6.6(29)
01-05-2016;9981A;8.7(04)
01-06-2016;9981A;13.6(02)
01-07-2016;9981A;16.7(17)
01-08-2016;9981A;16.8(25)
01-09-2016;9981A;12.3(15)
01-10-2016;9981A;10.5(30)
01-11-2016;9981A;4.4(16)
01-12-2016;9981A;1.3(29)
01-01-2016;9381I;-6.0(17)
01-02-2016;9381I;-7.5(17)
01-03-2016;9381I;-6.1(13)
01-04-2016;9381I;-3.6(02)
01-05-2016;9381I;-2.9(02)
01-06-2016;9381I;1.5(01)
01-07-2016;9381I;4.8(15)
01-08-2016;9381I;5.8(11)
01-09-2016;9381I;5.2(21)
01-10-2016;9381I;0.1(31)
01-11-2016;9381I;-4.0(25)
01-12-2016;9381I;-8.9(30)
01-01-2016;8368U;-7.9(17)
01-02-2016;8368U;-9.8(17)
01-03-2016;8368U;-5.0(13)
01-04-2016;8368U;-2.8(02)
01-05-2016;8368U;-2.7(02)
01-06-2016;8368U;4.1(01)
01-07-2016;8368U;6.7(15)
01-08-2016;8368U;8.7(11)
01-09-2016;8368U;5.2(15)
01-10-2016;8368U;1.2(31)
01-11-2016;8368U;-3.5(16)
01-12-2016;8368U;-7.2(30)
01-01-2016;3260B;-3.0(17)
01-02-2016;3260B;-2.9(17)
01-03-2016;3260B;-0.8(12)
01-04-2016;3260B;0.8(01)
01-05-2016;3260B;3.8(01)
01-06-2016;3260B;9.8(01)
01-07-2016;3260B;15.1(15)
01-08-2016;3260B;15.7(11)
01-09-2016;3260B;9.9(15)
01-10-2016;3260B;5.4(31)
01-11-2016;3260B;0.4(16)
01-12-2016;3260B;0
01-01-2016;8416;2.8(17)
01-02-2016;8416;4.2(17)
01-03-2016;8416;5.9(08)
01-04-2016;8416;8.3(02)
01-05-2016;8416;10.3(02)
01-06-2016;8416;15.5(02)
01-07-2016;8416;19.7(18)
01-08-2016;8416;19.6(11)
01-09-2016;8416;15.8(15)
01-10-2016;8416;12.2(30)
01-11-2016;8416;6.8(25)
01-12-2016;8416;4.4(30)
01-01-2016;8414A;-1.1(17)
01-02-2016;8414A;-1.5(17)
01-03-2016;8414A;1.8(11)
01-04-2016;8414A;4.0(02)
01-05-2016;8414A;5.6(02)
01-06-2016;8414A;12.3(02)
01-07-2016;8414A;17.7(19)
01-08-2016;8414A;17.8(15)
01-09-2016;8414A;12.8(15)
01-10-2016;8414A;8.1(30)
01-11-2016;8414A;3.8(08)
01-12-2016;8414A;1.5(29)
01-01-2016;2422;-3.0(17)
01-02-2016;2422;-4.4(17)
01-03-2016;2422;-3.0(15)
01-04-2016;2422;-1.5(01)
01-05-2016;2422;-0.1(01)
01-06-2016;2422;6.6(01)
01-07-2016;2422;8.6(15)
01-08-2016;2422;10.0(11)
01-09-2016;2422;7.5(19)
01-10-2016;2422;3.0(31)
01-11-2016;2422;-1.2(08)
01-12-2016;2422;-6.6(31)
01-01-2016;2539;-4.3(16)
01-02-2016;2539;-6.5(17)
01-03-2016;2539;-4.9(14)
01-04-2016;2539;-4.0(01)
01-05-2016;2539;-1.7(01)
01-06-2016;2539;4.2(17)
01-07-2016;2539;7.2(15)
01-08-2016;2539;6.4(12)
01-09-2016;2539;5.4(18)
01-10-2016;2539;2.4(31)
01-11-2016;2539;-3.2(08)
01-12-2016;2539;-7.3(31)
01-01-2016;2614;-2.3(16)
01-02-2016;2614;-3.2(17)
01-03-2016;2614;-2.9(14)
01-04-2016;2614;-0.5(01)
01-05-2016;2614;1.6(01)
01-06-2016;2614;7.4(01)
01-07-2016;2614;9.8(14)
01-08-2016;2614;10.0(11)
01-09-2016;2614;7.9(18)
01-10-2016;2614;4.1(31)
01-11-2016;2614;-0.3(29)
01-12-2016;2614;-5.4(30)
01-01-2016;9390;-5.5(17)
01-02-2016;9390;-7.5(17)
01-03-2016;9390;-4.9(13)
01-04-2016;9390;-2.8(02)
01-05-2016;9390;-2.1(02)
01-06-2016;9390;3.0(01)
01-07-2016;9390;6.2(15)
01-08-2016;9390;6.1(11)
01-09-2016;9390;5.6(19)
01-10-2016;9390;1.3(11)
01-11-2016;9390;-2.8(25)
01-12-2016;9390;-8.0(30)
01-01-2016;9434;-0.5(21)
01-02-2016;9434;-0.8(17)
01-03-2016;9434;1.5(14)
01-04-2016;9434;1.8(02)
01-05-2016;9434;7.4(01)
01-06-2016;9434;11.1(17)
01-07-2016;9434;13.5(15)
01-08-2016;9434;14.2(12)
01-09-2016;9434;12.5(15)
01-10-2016;9434;6.5(21)
01-11-2016;9434;1.2(25)
01-12-2016;9434;0.0(30)
