FECHA;INDICATIVO;TEMP_sup_30
01-01-2020;1387;0
01-02-2020;1387;0
01-03-2020;1387;0
01-04-2020;1387;0
01-05-2020;1387;0
01-06-2020;1387;0
01-07-2020;1387;1
01-08-2020;1387;0
01-09-2020;1387;1
01-10-2020;1387;0
01-11-2020;1387;0
01-12-2020;1387;0
01-01-2020;1387E;0
01-02-2020;1387E;0
01-03-2020;1387E;0
01-04-2020;1387E;0
01-05-2020;1387E;2
01-06-2020;1387E;0
01-07-2020;1387E;1
01-08-2020;1387E;0
01-09-2020;1387E;1
01-10-2020;1387E;0
01-11-2020;1387E;0
01-12-2020;1387E;0
01-01-2020;1428;0
01-02-2020;1428;0
01-03-2020;1428;0
01-04-2020;1428;0
01-05-2020;1428;3
01-06-2020;1428;1
01-07-2020;1428;8
01-08-2020;1428;3
01-09-2020;1428;5
01-10-2020;1428;0
01-11-2020;1428;0
01-12-2020;1428;0
01-01-2020;8175;0
01-02-2020;8175;0
01-03-2020;8175;0
01-04-2020;8175;0
01-05-2020;8175;3
01-06-2020;8175;14
01-07-2020;8175;30
01-08-2020;8175;27
01-09-2020;8175;8
01-10-2020;8175;0
01-11-2020;8175;0
01-12-2020;8175;0
01-01-2020;8178D;0
01-02-2020;8178D;0
01-03-2020;8178D;0
01-04-2020;8178D;0
01-05-2020;8178D;5
01-06-2020;8178D;14
01-07-2020;8178D;29
01-08-2020;8178D;28
01-09-2020;8178D;10
01-10-2020;8178D;0
01-11-2020;8178D;0
01-12-2020;8178D;0
01-01-2020;8025;0
01-02-2020;8025;0
01-03-2020;8025;0
01-04-2020;8025;0
01-05-2020;8025;2
01-06-2020;8025;7
01-07-2020;8025;24
01-08-2020;8025;29
01-09-2020;8025;9
01-10-2020;8025;4
01-11-2020;8025;0
01-12-2020;8025;0
01-01-2020;8019;0
01-02-2020;8019;0
01-03-2020;8019;0
01-04-2020;8019;0
01-05-2020;8019;1
01-06-2020;8019;6
01-07-2020;8019;22
01-08-2020;8019;29
01-09-2020;8019;9
01-10-2020;8019;2
01-11-2020;8019;0
01-12-2020;8019;0
01-01-2020;6325O;0
