FECHA;INDICATIVO;INSOLACION
01-07-2016;2539;12.5
01-08-2016;2539;11.8
01-09-2016;2539;8.7
01-10-2016;2539;6.6
01-11-2016;2539;4.2
01-12-2016;2539;3.3
01-01-2016;2614;1.6
01-02-2016;2614;4.4
01-03-2016;2614;0
01-04-2016;2614;6.8
01-05-2016;2614;0
01-06-2016;2614;12.4
01-07-2016;2614;12.7
01-08-2016;2614;11.5
01-09-2016;2614;0
01-10-2016;2614;6.1
01-11-2016;2614;3.1
01-12-2016;2614;1.3
01-01-2016;9390;3.7
01-02-2016;9390;5.3
01-03-2016;9390;5.6
01-04-2016;9390;7.5
01-05-2016;9390;8.2
01-06-2016;9390;10.3
01-07-2016;9390;11.5
01-08-2016;9390;11.3
01-09-2016;9390;7.9
01-10-2016;9390;6.0
01-11-2016;9390;4.3
01-12-2016;9390;3.1
01-01-2016;9434;3.6
01-02-2016;9434;5.8
01-03-2016;9434;6.2
01-04-2016;9434;8.5
01-05-2016;9434;9.6
01-06-2016;9434;11.6
01-07-2016;9434;12.0
01-08-2016;9434;11.3
01-09-2016;9434;8.8
01-10-2016;9434;5.9
01-11-2016;9434;5.0
01-12-2016;9434;0
