FECHA;INDICATIVO;LLUVIA_sup_1mm
01-01-2017;1387;10
01-02-2017;1387;14
01-03-2017;1387;15
01-04-2017;1387;2
01-05-2017;1387;12
01-06-2017;1387;4
01-07-2017;1387;5
01-08-2017;1387;5
01-09-2017;1387;13
01-10-2017;1387;5
01-11-2017;1387;10
01-12-2017;1387;16
01-01-2017;1387E;7
01-02-2017;1387E;13
01-03-2017;1387E;15
01-04-2017;1387E;3
01-05-2017;1387E;14
01-06-2017;1387E;7
01-07-2017;1387E;3
01-08-2017;1387E;7
01-09-2017;1387E;11
01-10-2017;1387E;4
01-11-2017;1387E;11
01-12-2017;1387E;16
01-01-2017;1428;12
01-02-2017;1428;16
01-03-2017;1428;15
01-04-2017;1428;3
01-05-2017;1428;13
01-06-2017;1428;8
01-07-2017;1428;5
01-08-2017;1428;5
01-09-2017;1428;6
01-10-2017;1428;5
01-11-2017;1428;9
01-12-2017;1428;15
01-01-2017;8175;3
01-02-2017;8175;6
01-03-2017;8175;5
01-04-2017;8175;5
01-05-2017;8175;2
01-06-2017;8175;1
01-07-2017;8175;1
01-08-2017;8175;3
01-09-2017;8175;1
01-10-2017;8175;1
01-11-2017;8175;3
01-12-2017;8175;4
01-01-2017;8178D;3
01-02-2017;8178D;6
01-03-2017;8178D;4
01-04-2017;8178D;5
01-05-2017;8178D;2
01-06-2017;8178D;1
01-07-2017;8178D;3
01-08-2017;8178D;3
01-09-2017;8178D;1
01-10-2017;8178D;1
01-11-2017;8178D;3
01-12-2017;8178D;4
01-01-2017;8025;4
01-02-2017;8025;2
01-03-2017;8025;3
01-04-2017;8025;1
01-05-2017;8025;0
01-06-2017;8025;0
01-07-2017;8025;2
01-08-2017;8025;3
01-09-2017;8025;1
01-10-2017;8025;2
01-11-2017;8025;3
01-12-2017;8025;0
01-01-2017;8019;3
01-02-2017;8019;2
01-03-2017;8019;3
01-04-2017;8019;1
01-05-2017;8019;0
01-06-2017;8019;0
01-07-2017;8019;2
01-08-2017;8019;2
01-09-2017;8019;1
01-10-2017;8019;3
01-11-2017;8019;3
01-12-2017;8019;0
01-01-2017;6325O;5
01-02-2017;6325O;0
01-03-2017;6325O;3
01-04-2017;6325O;2
01-05-2017;6325O;0
01-06-2017;6325O;0
01-07-2017;6325O;0
01-08-2017;6325O;3
01-09-2017;6325O;0
01-10-2017;6325O;1
01-11-2017;6325O;2
01-12-2017;6325O;0
01-01-2017;9091O;7
01-02-2017;9091O;10
01-03-2017;9091O;9
01-04-2017;9091O;4
01-05-2017;9091O;8
01-06-2017;9091O;10
01-07-2017;9091O;2
01-08-2017;9091O;3
01-09-2017;9091O;5
01-10-2017;9091O;5
01-11-2017;9091O;12
01-12-2017;9091O;19
01-01-2017;1212E;10
01-02-2017;1212E;13
01-03-2017;1212E;11
01-04-2017;1212E;8
01-05-2017;1212E;12
01-06-2017;1212E;10
01-07-2017;1212E;6
01-08-2017;1212E;9
01-09-2017;1212E;15
01-10-2017;1212E;7
01-11-2017;1212E;15
01-12-2017;1212E;16
01-01-2017;1208H;9
01-02-2017;1208H;12
01-03-2017;1208H;10
01-04-2017;1208H;7
01-05-2017;1208H;10
01-06-2017;1208H;9
01-07-2017;1208H;5
01-08-2017;1208H;9
01-09-2017;1208H;13
01-10-2017;1208H;7
01-11-2017;1208H;15
01-12-2017;1208H;17
01-01-2017;1249I;8
01-02-2017;1249I;10
01-03-2017;1249I;10
01-04-2017;1249I;6
01-05-2017;1249I;13
01-06-2017;1249I;9
01-07-2017;1249I;3
01-08-2017;1249I;9
01-09-2017;1249I;10
01-10-2017;1249I;5
01-11-2017;1249I;15
01-12-2017;1249I;17
01-01-2017;2444;1
01-02-2017;2444;11
01-03-2017;2444;6
01-04-2017;2444;2
01-05-2017;2444;5
01-06-2017;2444;2
01-07-2017;2444;2
01-08-2017;2444;3
01-09-2017;2444;0
01-10-2017;2444;2
01-11-2017;2444;6
01-12-2017;2444;6
01-01-2017;4452;3
01-02-2017;4452;6
01-03-2017;4452;8
01-04-2017;4452;2
01-05-2017;4452;4
01-06-2017;4452;2
01-07-2017;4452;1
01-08-2017;4452;2
01-09-2017;4452;0
01-10-2017;4452;3
01-11-2017;4452;3
01-12-2017;4452;3
01-01-2017;B954;9
01-02-2017;B954;3
01-03-2017;B954;3
01-04-2017;B954;1
01-05-2017;B954;0
01-06-2017;B954;1
01-07-2017;B954;0
01-08-2017;B954;2
01-09-2017;B954;3
01-10-2017;B954;3
01-11-2017;B954;4
01-12-2017;B954;5
01-01-2017;B893;14
01-02-2017;B893;3
01-03-2017;B893;3
01-04-2017;B893;3
01-05-2017;B893;0
01-06-2017;B893;3
01-07-2017;B893;3
01-08-2017;B893;1
01-09-2017;B893;4
01-10-2017;B893;3
01-11-2017;B893;7
01-12-2017;B893;7
01-01-2017;B228;10
01-02-2017;B228;5
01-03-2017;B228;3
01-04-2017;B228;1
01-05-2017;B228;1
01-06-2017;B228;2
01-07-2017;B228;1
01-08-2017;B228;1
01-09-2017;B228;5
01-10-2017;B228;4
01-11-2017;B228;8
01-12-2017;B228;6
01-01-2017;B278;10
01-02-2017;B278;6
01-03-2017;B278;3
01-04-2017;B278;1
01-05-2017;B278;1
01-06-2017;B278;2
01-07-2017;B278;0
01-08-2017;B278;1
01-09-2017;B278;5
01-10-2017;B278;4
01-11-2017;B278;5
01-12-2017;B278;6
01-01-2017;0200E;5
01-02-2017;0200E;4
01-03-2017;0200E;3
01-04-2017;0200E;7
01-05-2017;0200E;3
01-06-2017;0200E;3
01-07-2017;0200E;1
01-08-2017;0200E;6
01-09-2017;0200E;6
01-10-2017;0200E;3
01-11-2017;0200E;2
01-12-2017;0200E;1
01-01-2017;0076;4
01-02-2017;0076;4
01-03-2017;0076;3
01-04-2017;0076;5
01-05-2017;0076;3
01-06-2017;0076;0
01-07-2017;0076;1
01-08-2017;0076;3
01-09-2017;0076;11
01-10-2017;0076;0
01-11-2017;0076;1
01-12-2017;0076;2
01-01-2017;1082;8
01-02-2017;1082;9
01-03-2017;1082;9
01-04-2017;1082;7
01-05-2017;1082;9
01-06-2017;1082;11
01-07-2017;1082;7
01-08-2017;1082;8
01-09-2017;1082;17
01-10-2017;1082;8
01-11-2017;1082;15
01-12-2017;1082;20
01-01-2017;2331;2
01-02-2017;2331;8
01-03-2017;2331;7
01-04-2017;2331;3
01-05-2017;2331;10
01-06-2017;2331;8
01-07-2017;2331;3
01-08-2017;2331;4
01-09-2017;2331;1
01-10-2017;2331;2
01-11-2017;2331;5
01-12-2017;2331;7
01-01-2017;3469A;5
01-02-2017;3469A;8
01-03-2017;3469A;7
01-04-2017;3469A;3
01-05-2017;3469A;4
01-06-2017;3469A;3
01-07-2017;3469A;1
01-08-2017;3469A;2
01-09-2017;3469A;0
01-10-2017;3469A;1
01-11-2017;3469A;6
01-12-2017;3469A;5
01-01-2017;5973;2
01-02-2017;5973;7
01-03-2017;5973;8
01-04-2017;5973;2
01-05-2017;5973;4
01-06-2017;5973;0
01-07-2017;5973;0
01-08-2017;5973;3
01-09-2017;5973;0
01-10-2017;5973;2
01-11-2017;5973;3
01-12-2017;5973;7
01-01-2017;5960;2
01-02-2017;5960;6
01-03-2017;5960;8
01-04-2017;5960;2
01-05-2017;5960;5
01-06-2017;5960;0
01-07-2017;5960;1
01-08-2017;5960;3
01-09-2017;5960;0
01-10-2017;5960;2
01-11-2017;5960;3
01-12-2017;5960;4
01-01-2017;5910;2
01-02-2017;5910;7
01-03-2017;5910;7
01-04-2017;5910;3
01-05-2017;5910;3
01-06-2017;5910;0
01-07-2017;5910;1
01-08-2017;5910;1
01-09-2017;5910;0
01-10-2017;5910;2
01-11-2017;5910;4
01-12-2017;5910;5
01-01-2017;6001;0
01-02-2017;6001;9
01-03-2017;6001;8
01-04-2017;6001;4
01-05-2017;6001;0
01-06-2017;6001;0
01-07-2017;6001;0
01-08-2017;6001;0
01-09-2017;6001;0
01-10-2017;6001;2
01-11-2017;6001;0
01-12-2017;6001;7
01-01-2017;1111;8
01-02-2017;1111;11
01-03-2017;1111;8
01-04-2017;1111;6
01-05-2017;1111;9
01-06-2017;1111;8
01-07-2017;1111;6
01-08-2017;1111;8
01-09-2017;1111;16
01-10-2017;1111;8
01-11-2017;1111;13
01-12-2017;1111;20
01-01-2017;1109;8
01-02-2017;1109;11
01-03-2017;1109;9
01-04-2017;1109;6
01-05-2017;1109;10
01-06-2017;1109;10
01-07-2017;1109;6
01-08-2017;1109;8
01-09-2017;1109;17
01-10-2017;1109;6
01-11-2017;1109;13
01-12-2017;1109;20
01-01-2017;8500A;4
01-02-2017;8500A;4
01-03-2017;8500A;5
01-04-2017;8500A;3
01-05-2017;8500A;2
01-06-2017;8500A;2
01-07-2017;8500A;0
01-08-2017;8500A;3
01-09-2017;8500A;1
01-10-2017;8500A;3
01-11-2017;8500A;1
01-12-2017;8500A;0
01-01-2017;5000C;3
01-02-2017;5000C;9
01-03-2017;5000C;6
01-04-2017;5000C;3
01-05-2017;5000C;0
01-06-2017;5000C;0
01-07-2017;5000C;0
01-08-2017;5000C;0
01-09-2017;5000C;1
01-10-2017;5000C;3
01-11-2017;5000C;3
01-12-2017;5000C;0
01-01-2017;4121;3
01-02-2017;4121;7
01-03-2017;4121;6
01-04-2017;4121;4
01-05-2017;4121;3
01-06-2017;4121;3
01-07-2017;4121;1
01-08-2017;4121;2
01-09-2017;4121;0
01-10-2017;4121;2
01-11-2017;4121;1
01-12-2017;4121;7
01-01-2017;5402;2
01-02-2017;5402;8
01-03-2017;5402;8
01-04-2017;5402;4
01-05-2017;5402;4
01-06-2017;5402;1
01-07-2017;5402;2
01-08-2017;5402;1
01-09-2017;5402;0
01-10-2017;5402;2
01-11-2017;5402;3
01-12-2017;5402;5
01-01-2017;8096;3
01-02-2017;8096;9
01-03-2017;8096;6
01-04-2017;8096;6
01-05-2017;8096;4
01-06-2017;8096;5
01-07-2017;8096;2
01-08-2017;8096;4
01-09-2017;8096;1
01-10-2017;8096;2
01-11-2017;8096;1
01-12-2017;8096;7
01-01-2017;1014;9
01-02-2017;1014;13
01-03-2017;1014;13
01-04-2017;1014;5
01-05-2017;1014;12
01-06-2017;1014;12
01-07-2017;1014;9
01-08-2017;1014;9
01-09-2017;1014;18
01-10-2017;1014;8
01-11-2017;1014;13
01-12-2017;1014;18
01-01-2017;1024E;9
01-02-2017;1024E;11
01-03-2017;1024E;13
01-04-2017;1024E;5
01-05-2017;1024E;11
01-06-2017;1024E;15
01-07-2017;1024E;9
01-08-2017;1024E;12
01-09-2017;1024E;16
01-10-2017;1024E;9
01-11-2017;1024E;15
01-12-2017;1024E;22
01-01-2017;0367;8
01-02-2017;0367;6
01-03-2017;0367;3
01-04-2017;0367;4
01-05-2017;0367;3
01-06-2017;0367;4
01-07-2017;0367;5
01-08-2017;0367;5
01-09-2017;0367;7
01-10-2017;0367;2
01-11-2017;0367;2
01-12-2017;0367;2
01-01-2017;5530E;1
01-02-2017;5530E;6
01-03-2017;5530E;6
01-04-2017;5530E;3
01-05-2017;5530E;2
01-06-2017;5530E;0
01-07-2017;5530E;0
01-08-2017;5530E;1
01-09-2017;5530E;0
01-10-2017;5530E;2
01-11-2017;5530E;4
01-12-2017;5530E;5
01-01-2017;5514;1
01-02-2017;5514;6
01-03-2017;5514;5
01-04-2017;5514;2
01-05-2017;5514;1
01-06-2017;5514;1
01-07-2017;5514;0
01-08-2017;5514;1
01-09-2017;5514;0
01-10-2017;5514;2
01-11-2017;5514;4
01-12-2017;5514;5
01-01-2017;3013;2
01-02-2017;3013;4
01-03-2017;3013;0
01-04-2017;3013;5
01-05-2017;3013;7
01-06-2017;3013;7
01-07-2017;3013;4
01-08-2017;3013;3
01-09-2017;3013;3
01-10-2017;3013;2
01-11-2017;3013;1
01-12-2017;3013;7
01-01-2017;4642E;3
01-02-2017;4642E;9
01-03-2017;4642E;5
01-04-2017;4642E;2
01-05-2017;4642E;2
01-06-2017;4642E;0
01-07-2017;4642E;0
01-08-2017;4642E;0
01-09-2017;4642E;0
01-10-2017;4642E;2
01-11-2017;4642E;2
01-12-2017;4642E;2
01-01-2017;9898;1
01-02-2017;9898;6
01-03-2017;9898;6
01-04-2017;9898;2
01-05-2017;9898;3
01-06-2017;9898;6
01-07-2017;9898;1
01-08-2017;9898;5
01-09-2017;9898;4
01-10-2017;9898;2
01-11-2017;9898;1
01-12-2017;9898;6
01-01-2017;5270B;3
01-02-2017;5270B;6
01-03-2017;5270B;7
01-04-2017;5270B;5
01-05-2017;5270B;4
01-06-2017;5270B;0
01-07-2017;5270B;1
01-08-2017;5270B;2
01-09-2017;5270B;0
01-10-2017;5270B;2
01-11-2017;5270B;4
01-12-2017;5270B;6
01-01-2017;9170;6
01-02-2017;9170;10
01-03-2017;9170;5
01-04-2017;9170;2
01-05-2017;9170;9
01-06-2017;9170;8
01-07-2017;9170;2
01-08-2017;9170;4
01-09-2017;9170;4
01-10-2017;9170;3
01-11-2017;9170;5
01-12-2017;9170;11
01-01-2017;C249I;1
01-02-2017;C249I;2
01-03-2017;C249I;0
01-04-2017;C249I;0
01-05-2017;C249I;1
01-06-2017;C249I;0
01-07-2017;C249I;0
01-08-2017;C249I;0
01-09-2017;C249I;0
01-10-2017;C249I;0
01-11-2017;C249I;0
01-12-2017;C249I;2
01-01-2017;C649I;1
01-02-2017;C649I;2
01-03-2017;C649I;2
01-04-2017;C649I;1
01-05-2017;C649I;1
01-06-2017;C649I;0
01-07-2017;C649I;0
01-08-2017;C649I;0
01-09-2017;C649I;0
01-10-2017;C649I;2
01-11-2017;C649I;2
01-12-2017;C649I;3
01-01-2017;C029O;1
01-02-2017;C029O;5
01-03-2017;C029O;2
01-04-2017;C029O;0
01-05-2017;C029O;0
01-06-2017;C029O;0
01-07-2017;C029O;0
01-08-2017;C029O;0
01-09-2017;C029O;0
01-10-2017;C029O;0
01-11-2017;C029O;2
01-12-2017;C029O;1
01-01-2017;2661;3
01-02-2017;2661;11
01-03-2017;2661;4
01-04-2017;2661;3
01-05-2017;2661;9
01-06-2017;2661;3
01-07-2017;2661;1
01-08-2017;2661;3
01-09-2017;2661;1
01-10-2017;2661;3
01-11-2017;2661;5
01-12-2017;2661;7
01-01-2017;1549;5
01-02-2017;1549;10
01-03-2017;1549;9
01-04-2017;1549;2
01-05-2017;1549;9
01-06-2017;1549;4
01-07-2017;1549;2
01-08-2017;1549;3
01-09-2017;1549;2
01-10-2017;1549;5
01-11-2017;1549;5
01-12-2017;1549;13
01-01-2017;9771C;1
01-02-2017;9771C;3
01-03-2017;9771C;6
01-04-2017;9771C;5
01-05-2017;9771C;4
01-06-2017;9771C;6
01-07-2017;9771C;2
01-08-2017;9771C;2
01-09-2017;9771C;3
01-10-2017;9771C;2
01-11-2017;9771C;2
01-12-2017;9771C;2
01-01-2017;1505;8
01-02-2017;1505;14
01-03-2017;1505;15
01-04-2017;1505;4
01-05-2017;1505;12
01-06-2017;1505;7
01-07-2017;1505;4
01-08-2017;1505;5
01-09-2017;1505;5
01-10-2017;1505;4
01-11-2017;1505;10
01-12-2017;1505;14
01-01-2017;3191E;3
01-02-2017;3191E;8
01-03-2017;3191E;5
01-04-2017;3191E;5
01-05-2017;3191E;6
01-06-2017;3191E;4
01-07-2017;3191E;3
01-08-2017;3191E;2
01-09-2017;3191E;0
01-10-2017;3191E;2
01-11-2017;3191E;2
01-12-2017;3191E;5
01-01-2017;3129;2
01-02-2017;3129;6
01-03-2017;3129;6
01-04-2017;3129;5
01-05-2017;3129;4
01-06-2017;3129;2
01-07-2017;3129;3
01-08-2017;3129;2
01-09-2017;3129;0
01-10-2017;3129;2
01-11-2017;3129;2
01-12-2017;3129;4
01-01-2017;3196;2
01-02-2017;3196;8
01-03-2017;3196;5
01-04-2017;3196;3
01-05-2017;3196;5
01-06-2017;3196;1
01-07-2017;3196;4
01-08-2017;3196;2
01-09-2017;3196;0
01-10-2017;3196;2
01-11-2017;3196;2
01-12-2017;3196;3
01-01-2017;3200;2
01-02-2017;3200;8
01-03-2017;3200;6
01-04-2017;3200;4
01-05-2017;3200;3
01-06-2017;3200;4
01-07-2017;3200;3
01-08-2017;3200;1
01-09-2017;3200;0
01-10-2017;3200;2
01-11-2017;3200;3
01-12-2017;3200;4
01-01-2017;3195;3
01-02-2017;3195;7
01-03-2017;3195;6
01-04-2017;3195;4
01-05-2017;3195;4
01-06-2017;3195;1
01-07-2017;3195;4
01-08-2017;3195;1
01-09-2017;3195;0
01-10-2017;3195;2
01-11-2017;3195;2
01-12-2017;3195;3
01-01-2017;3175;2
01-02-2017;3175;7
01-03-2017;3175;4
01-04-2017;3175;4
01-05-2017;3175;4
01-06-2017;3175;3
01-07-2017;3175;4
01-08-2017;3175;2
01-09-2017;3175;0
01-10-2017;3175;2
01-11-2017;3175;2
01-12-2017;3175;3
01-01-2017;2462;9
01-02-2017;2462;12
01-03-2017;2462;11
01-04-2017;2462;6
01-05-2017;2462;9
01-06-2017;2462;6
01-07-2017;2462;2
01-08-2017;2462;4
01-09-2017;2462;1
01-10-2017;2462;5
01-11-2017;2462;7
01-12-2017;2462;16
01-01-2017;6155A;3
01-02-2017;6155A;7
01-03-2017;6155A;4
01-04-2017;6155A;3
01-05-2017;6155A;2
01-06-2017;6155A;0
01-07-2017;6155A;0
01-08-2017;6155A;1
01-09-2017;6155A;1
01-10-2017;6155A;2
01-11-2017;6155A;4
01-12-2017;6155A;1
01-01-2017;6000A;4
01-02-2017;6000A;1
01-03-2017;6000A;3
01-04-2017;6000A;4
01-05-2017;6000A;3
01-06-2017;6000A;0
01-07-2017;6000A;0
01-08-2017;6000A;3
01-09-2017;6000A;0
01-10-2017;6000A;2
01-11-2017;6000A;2
01-12-2017;6000A;5
01-01-2017;7178I;2
01-02-2017;7178I;2
01-03-2017;7178I;2
01-04-2017;7178I;2
