FECHA;INDICATIVO;TEMP_20cm
01-01-2023;1387;11.7
01-02-2023;1387;10.3
01-03-2023;1387;13.1
01-04-2023;1387;15.8
01-05-2023;1387;19.2
01-06-2023;1387;22.7
01-07-2023;1387;23.6
01-08-2023;1387;24.6
01-09-2023;1387;21.7
01-10-2023;1387;19.1
01-11-2023;1387;15.0
01-12-2023;1387;12.4
01-01-2023;1428;7.1
01-02-2023;1428;5.7
01-03-2023;1428;9.4
01-04-2023;1428;13.1
01-05-2023;1428;16.6
01-06-2023;1428;20.1
01-07-2023;1428;21.3
01-08-2023;1428;21.7
01-09-2023;1428;18.7
01-10-2023;1428;15.9
01-11-2023;1428;11.2
01-12-2023;1428;8.0
01-01-2023;8175;0
01-02-2023;8175;0
01-03-2023;8175;0
01-04-2023;8175;0
01-05-2023;8175;0
01-06-2023;8175;24.0
01-07-2023;8175;0
01-08-2023;8175;0
01-09-2023;8175;0
01-10-2023;8175;0
01-11-2023;8175;0
01-12-2023;8175;0
01-01-2023;8178D;0
01-02-2023;8178D;0
01-03-2023;8178D;0
01-04-2023;8178D;0
01-05-2023;8178D;0
01-06-2023;8178D;0
01-07-2023;8178D;32.8
01-08-2023;8178D;0
01-09-2023;8178D;0
01-10-2023;8178D;0
01-11-2023;8178D;0
01-12-2023;8178D;0
01-01-2023;4452;9.6
01-02-2023;4452;0
01-03-2023;4452;15.7
01-04-2023;4452;21.7
01-05-2023;4452;24.3
01-06-2023;4452;27.3
01-07-2023;4452;30.5
01-08-2023;4452;31.0
01-09-2023;4452;24.9
01-10-2023;4452;21.5
01-11-2023;4452;14.9
01-12-2023;4452;10.4
01-01-2023;0200E;7.0
01-02-2023;0200E;6.5
01-03-2023;0200E;10.7
01-04-2023;0200E;0
01-05-2023;0200E;18.6
01-06-2023;0200E;24.5
01-07-2023;0200E;0
01-08-2023;0200E;26.4
01-09-2023;0200E;0
01-10-2023;0200E;0
01-11-2023;0200E;0
01-12-2023;0200E;0
01-01-2023;2331;4.6
01-02-2023;2331;4.1
01-03-2023;2331;9.3
01-04-2023;2331;14.9
01-05-2023;2331;18.5
01-06-2023;2331;22.4
01-07-2023;2331;27.9
01-08-2023;2331;29.0
01-09-2023;2331;21.8
01-10-2023;2331;17.4
01-11-2023;2331;10.4
01-12-2023;2331;6.5
01-01-2023;3469A;9.7
01-02-2023;3469A;9.4
01-03-2023;3469A;14.6
01-04-2023;3469A;21.4
01-05-2023;3469A;24.1
01-06-2023;3469A;25.8
01-07-2023;3469A;31.7
01-08-2023;3469A;32.1
01-09-2023;3469A;25.3
01-10-2023;3469A;22.0
01-11-2023;3469A;14.9
01-12-2023;3469A;10.7
01-01-2023;1024E;7.4
01-02-2023;1024E;6.5
01-03-2023;1024E;10.9
01-04-2023;1024E;0
01-05-2023;1024E;16.7
01-06-2023;1024E;0
01-07-2023;1024E;21.8
01-08-2023;1024E;0
01-09-2023;1024E;20.2
01-10-2023;1024E;17.3
01-11-2023;1024E;12.2
01-12-2023;1024E;9.6
01-01-2023;4642E;13.9
01-02-2023;4642E;13.4
01-03-2023;4642E;17.4
01-04-2023;4642E;23.1
01-05-2023;4642E;26.2
01-06-2023;4642E;28.4
01-07-2023;4642E;32.2
01-08-2023;4642E;0
01-09-2023;4642E;28.4
01-10-2023;4642E;0
01-11-2023;4642E;18.6
01-12-2023;4642E;0
01-01-2023;1549;7.4
01-02-2023;1549;7.6
01-03-2023;1549;11.6
01-04-2023;1549;16.3
01-05-2023;1549;20.2
01-06-2023;1549;0
01-07-2023;1549;26.9
01-08-2023;1549;28.5
01-09-2023;1549;22.4
01-10-2023;1549;18.7
01-11-2023;1549;12.6
01-12-2023;1549;8.5
01-01-2023;9771C;7.3
01-02-2023;9771C;7.5
01-03-2023;9771C;13.4
01-04-2023;9771C;20.2
01-05-2023;9771C;24.8
01-06-2023;9771C;27.3
01-07-2023;9771C;31.3
01-08-2023;9771C;0
01-09-2023;9771C;26.5
01-10-2023;9771C;0
01-11-2023;9771C;14.0
01-12-2023;9771C;9.3
01-01-2023;1505;8.1
01-02-2023;1505;6.2
01-03-2023;1505;10.0
01-04-2023;1505;13.8
01-05-2023;1505;17.0
01-06-2023;1505;20.7
01-07-2023;1505;22.0
01-08-2023;1505;23.0
01-09-2023;1505;20.0
01-10-2023;1505;17.4
01-11-2023;1505;12.7
01-12-2023;1505;9.6
01-01-2023;2462;1.8
01-02-2023;2462;1.3
01-03-2023;2462;0
01-04-2023;2462;0
01-05-2023;2462;0
01-06-2023;2462;14.0
01-07-2023;2462;19.6
