FECHA;INDICATIVO;VIENTO_sup_55
01-01-2020;1387;12
01-02-2020;1387;8
01-03-2020;1387;9
01-04-2020;1387;2
01-05-2020;1387;2
01-06-2020;1387;1
01-07-2020;1387;0
01-08-2020;1387;0
01-09-2020;1387;2
01-10-2020;1387;0
01-11-2020;1387;7
01-12-2020;1387;18
01-01-2020;1387E;11
01-02-2020;1387E;8
01-03-2020;1387E;8
01-04-2020;1387E;0
01-05-2020;1387E;0
01-06-2020;1387E;1
01-07-2020;1387E;0
01-08-2020;1387E;3
01-09-2020;1387E;0
01-10-2020;1387E;6
01-11-2020;1387E;0
01-12-2020;1387E;13
01-01-2020;1428;0
01-02-2020;1428;4
01-03-2020;1428;7
01-04-2020;1428;0
01-05-2020;1428;0
01-06-2020;1428;0
01-07-2020;1428;0
01-08-2020;1428;0
01-09-2020;1428;1
01-10-2020;1428;5
01-11-2020;1428;2
01-12-2020;1428;7
01-01-2020;8175;0
01-02-2020;8175;0
01-03-2020;8175;0
01-04-2020;8175;0
01-05-2020;8175;0
01-06-2020;8175;0
01-07-2020;8175;4
01-08-2020;8175;4
01-09-2020;8175;2
01-10-2020;8175;0
01-11-2020;8175;2
01-12-2020;8175;9
01-01-2020;8178D;0
01-02-2020;8178D;0
01-03-2020;8178D;5
01-04-2020;8178D;0
01-05-2020;8178D;0
01-06-2020;8178D;1
01-07-2020;8178D;1
01-08-2020;8178D;1
01-09-2020;8178D;0
01-10-2020;8178D;0
01-11-2020;8178D;0
01-12-2020;8178D;0
01-01-2020;8025;2
01-02-2020;8025;0
01-03-2020;8025;2
01-04-2020;8025;0
01-05-2020;8025;0
01-06-2020;8025;0
01-07-2020;8025;0
01-08-2020;8025;0
01-09-2020;8025;0
01-10-2020;8025;1
01-11-2020;8025;0
01-12-2020;8025;0
01-01-2020;8019;0
01-02-2020;8019;0
01-03-2020;8019;0
01-04-2020;8019;1
01-05-2020;8019;4
01-06-2020;8019;2
01-07-2020;8019;0
01-08-2020;8019;1
01-09-2020;8019;2
01-10-2020;8019;3
01-11-2020;8019;1
01-12-2020;8019;0
01-01-2020;6325O;2
01-02-2020;6325O;1
01-03-2020;6325O;0
01-04-2020;6325O;7
01-05-2020;6325O;12
01-06-2020;6325O;8
01-07-2020;6325O;0
01-08-2020;6325O;0
01-09-2020;6325O;4
01-10-2020;6325O;4
01-11-2020;6325O;3
01-12-2020;6325O;0
01-01-2020;9091O;6
01-02-2020;9091O;2
01-03-2020;9091O;0
01-04-2020;9091O;6
01-05-2020;9091O;1
01-06-2020;9091O;3
01-07-2020;9091O;1
01-08-2020;9091O;0
01-09-2020;9091O;2
01-10-2020;9091O;0
01-11-2020;9091O;3
01-12-2020;9091O;2
01-01-2020;1212E;11
01-02-2020;1212E;7
01-03-2020;1212E;0
01-04-2020;1212E;3
01-05-2020;1212E;1
01-06-2020;1212E;2
01-07-2020;1212E;1
01-08-2020;1212E;3
01-09-2020;1212E;6
01-10-2020;1212E;8
01-11-2020;1212E;0
01-12-2020;1212E;0
01-01-2020;1249I;0
01-02-2020;1249I;2
01-03-2020;1249I;4
01-04-2020;1249I;1
01-05-2020;1249I;2
01-06-2020;1249I;1
01-07-2020;1249I;0
01-08-2020;1249I;0
01-09-2020;1249I;1
01-10-2020;1249I;3
01-11-2020;1249I;0
01-12-2020;1249I;6
01-01-2020;2444;2
01-02-2020;2444;1
01-03-2020;2444;0
01-04-2020;2444;0
01-05-2020;2444;1
01-06-2020;2444;1
01-07-2020;2444;0
01-08-2020;2444;1
01-09-2020;2444;0
01-10-2020;2444;4
01-11-2020;2444;2
01-12-2020;2444;6
01-01-2020;4452;2
01-02-2020;4452;0
01-03-2020;4452;0
01-04-2020;4452;0
01-05-2020;4452;0
01-06-2020;4452;1
01-07-2020;4452;0
01-08-2020;4452;0
01-09-2020;4452;0
01-10-2020;4452;2
01-11-2020;4452;1
01-12-2020;4452;1
01-01-2020;B954;4
01-02-2020;B954;0
01-03-2020;B954;9
01-04-2020;B954;2
01-05-2020;B954;0
01-06-2020;B954;0
01-07-2020;B954;0
01-08-2020;B954;0
01-09-2020;B954;0
01-10-2020;B954;5
01-11-2020;B954;3
01-12-2020;B954;11
01-01-2020;B893;5
01-02-2020;B893;3
01-03-2020;B893;10
01-04-2020;B893;0
01-05-2020;B893;4
01-06-2020;B893;0
01-07-2020;B893;0
01-08-2020;B893;2
01-09-2020;B893;5
01-10-2020;B893;0
01-11-2020;B893;4
01-12-2020;B893;0
01-01-2020;B278;3
01-02-2020;B278;2
01-03-2020;B278;0
01-04-2020;B278;1
01-05-2020;B278;0
01-06-2020;B278;0
01-07-2020;B278;0
01-08-2020;B278;1
01-09-2020;B278;0
01-10-2020;B278;0
01-11-2020;B278;0
01-12-2020;B278;0
01-01-2020;B228;0
01-02-2020;B228;0
01-03-2020;B228;5
01-04-2020;B228;0
01-05-2020;B228;0
01-06-2020;B228;0
01-07-2020;B228;0
01-08-2020;B228;0
01-09-2020;B228;1
01-10-2020;B228;0
01-11-2020;B228;1
01-12-2020;B228;4
01-01-2020;0200E;7
01-02-2020;0200E;4
01-03-2020;0200E;6
01-04-2020;0200E;4
01-05-2020;0200E;3
01-06-2020;0200E;0
01-07-2020;0200E;0
01-08-2020;0200E;0
01-09-2020;0200E;1
01-10-2020;0200E;4
01-11-2020;0200E;3
01-12-2020;0200E;10
01-01-2020;0076;0
01-02-2020;0076;0
01-03-2020;0076;9
01-04-2020;0076;0
01-05-2020;0076;0
01-06-2020;0076;0
01-07-2020;0076;0
01-08-2020;0076;0
01-09-2020;0076;0
01-10-2020;0076;0
01-11-2020;0076;0
01-12-2020;0076;0
01-01-2020;1082;9
01-02-2020;1082;4
01-03-2020;1082;0
01-04-2020;1082;4
01-05-2020;1082;2
01-06-2020;1082;2
01-07-2020;1082;1
01-08-2020;1082;1
01-09-2020;1082;3
01-10-2020;1082;8
01-11-2020;1082;5
01-12-2020;1082;0
01-01-2020;2331;6
01-02-2020;2331;2
01-03-2020;2331;8
01-04-2020;2331;3
01-05-2020;2331;0
01-06-2020;2331;0
01-07-2020;2331;6
01-08-2020;2331;3
01-09-2020;2331;3
01-10-2020;2331;0
01-11-2020;2331;1
01-12-2020;2331;6
01-01-2020;3469A;1
01-02-2020;3469A;0
01-03-2020;3469A;5
01-04-2020;3469A;1
01-05-2020;3469A;0
01-06-2020;3469A;0
01-07-2020;3469A;0
01-08-2020;3469A;0
01-09-2020;3469A;1
01-10-2020;3469A;4
01-11-2020;3469A;1
01-12-2020;3469A;3
01-01-2020;5973;3
01-02-2020;5973;4
01-03-2020;5973;5
01-04-2020;5973;7
01-05-2020;5973;10
01-06-2020;5973;2
01-07-2020;5973;0
01-08-2020;5973;1
01-09-2020;5973;6
01-10-2020;5973;4
01-11-2020;5973;4
01-12-2020;5973;1
01-01-2020;5960;0
01-02-2020;5960;0
01-03-2020;5960;0
01-04-2020;5960;3
01-05-2020;5960;0
01-06-2020;5960;0
01-07-2020;5960;0
01-08-2020;5960;0
01-09-2020;5960;0
01-10-2020;5960;0
01-11-2020;5960;0
01-12-2020;5960;0
01-01-2020;5910;1
01-02-2020;5910;2
01-03-2020;5910;4
01-04-2020;5910;0
01-05-2020;5910;9
01-06-2020;5910;2
01-07-2020;5910;4
01-08-2020;5910;1
01-09-2020;5910;2
01-10-2020;5910;3
01-11-2020;5910;0
01-12-2020;5910;4
01-01-2020;6001;3
01-02-2020;6001;8
01-03-2020;6001;0
01-04-2020;6001;0
01-05-2020;6001;0
01-06-2020;6001;4
01-07-2020;6001;21
01-08-2020;6001;8
01-09-2020;6001;15
01-10-2020;6001;10
01-11-2020;6001;11
01-12-2020;6001;7
01-01-2020;1111;9
01-02-2020;1111;6
01-03-2020;1111;0
01-04-2020;1111;0
01-05-2020;1111;1
01-06-2020;1111;2
01-07-2020;1111;0
01-08-2020;1111;4
01-09-2020;1111;4
01-10-2020;1111;13
01-11-2020;1111;0
01-12-2020;1111;20
01-01-2020;1109;8
01-02-2020;1109;0
01-03-2020;1109;6
01-04-2020;1109;0
01-05-2020;1109;1
01-06-2020;1109;3
01-07-2020;1109;1
01-08-2020;1109;2
01-09-2020;1109;4
01-10-2020;1109;10
01-11-2020;1109;5
01-12-2020;1109;18
01-01-2020;8500A;3
01-02-2020;8500A;0
01-03-2020;8500A;3
01-04-2020;8500A;0
01-05-2020;8500A;0
01-06-2020;8500A;0
01-07-2020;8500A;0
01-08-2020;8500A;0
01-09-2020;8500A;0
01-10-2020;8500A;0
01-11-2020;8500A;2
01-12-2020;8500A;0
01-01-2020;5000C;1
01-02-2020;5000C;0
01-03-2020;5000C;3
01-04-2020;5000C;2
01-05-2020;5000C;0
01-06-2020;5000C;0
01-07-2020;5000C;0
01-08-2020;5000C;3
01-09-2020;5000C;0
01-10-2020;5000C;2
01-11-2020;5000C;0
01-12-2020;5000C;8
01-01-2020;4121;1
01-02-2020;4121;0
01-03-2020;4121;0
01-04-2020;4121;0
01-05-2020;4121;0
01-06-2020;4121;0
01-07-2020;4121;1
01-08-2020;4121;0
01-09-2020;4121;0
01-10-2020;4121;0
01-11-2020;4121;0
01-12-2020;4121;0
01-01-2020;5402;1
01-02-2020;5402;0
01-03-2020;5402;3
01-04-2020;5402;0
01-05-2020;5402;0
01-06-2020;5402;2
01-07-2020;5402;0
01-08-2020;5402;0
01-09-2020;5402;1
01-10-2020;5402;0
01-11-2020;5402;0
01-12-2020;5402;0
01-01-2020;8096;0
01-02-2020;8096;0
01-03-2020;8096;1
01-04-2020;8096;0
01-05-2020;8096;0
01-06-2020;8096;0
01-07-2020;8096;0
01-08-2020;8096;0
01-09-2020;8096;0
01-10-2020;8096;0
01-11-2020;8096;0
01-12-2020;8096;0
01-01-2020;1014;5
01-02-2020;1014;3
01-03-2020;1014;4
01-04-2020;1014;0
01-05-2020;1014;2
01-06-2020;1014;0
01-07-2020;1014;1
01-08-2020;1014;0
01-09-2020;1014;0
01-10-2020;1014;6
01-11-2020;1014;3
01-12-2020;1014;10
01-01-2020;1024E;13
01-02-2020;1024E;0
01-03-2020;1024E;14
01-04-2020;1024E;9
01-05-2020;1024E;0
01-06-2020;1024E;4
01-07-2020;1024E;1
01-08-2020;1024E;6
01-09-2020;1024E;6
01-10-2020;1024E;14
01-11-2020;1024E;14
01-12-2020;1024E;26
01-01-2020;0367;4
01-02-2020;0367;0
01-03-2020;0367;3
01-04-2020;0367;0
01-05-2020;0367;1
01-06-2020;0367;0
01-07-2020;0367;0
01-08-2020;0367;0
01-09-2020;0367;0
01-10-2020;0367;0
01-11-2020;0367;2
01-12-2020;0367;0
01-01-2020;5530E;0
01-02-2020;5530E;0
01-03-2020;5530E;0
01-04-2020;5530E;0
01-05-2020;5530E;2
01-06-2020;5530E;0
01-07-2020;5530E;2
01-08-2020;5530E;0
01-09-2020;5530E;2
01-10-2020;5530E;0
01-11-2020;5530E;2
01-12-2020;5530E;2
01-01-2020;5514;2
01-02-2020;5514;0
01-03-2020;5514;0
01-04-2020;5514;1
01-05-2020;5514;1
01-06-2020;5514;0
01-07-2020;5514;2
01-08-2020;5514;2
01-09-2020;5514;2
01-10-2020;5514;0
01-11-2020;5514;2
01-12-2020;5514;0
01-01-2020;3013;0
01-02-2020;3013;0
01-03-2020;3013;3
01-04-2020;3013;0
01-05-2020;3013;0
01-06-2020;3013;0
01-07-2020;3013;2
01-08-2020;3013;0
01-09-2020;3013;0
01-10-2020;3013;0
01-11-2020;3013;0
01-12-2020;3013;2
01-01-2020;4642E;0
01-02-2020;4642E;0
01-03-2020;4642E;2
01-04-2020;4642E;1
01-05-2020;4642E;0
01-06-2020;4642E;0
01-07-2020;4642E;0
01-08-2020;4642E;0
01-09-2020;4642E;1
01-10-2020;4642E;2
01-11-2020;4642E;1
01-12-2020;4642E;0
01-01-2020;9898;0
01-02-2020;9898;0
01-03-2020;9898;4
01-04-2020;9898;0
01-05-2020;9898;0
01-06-2020;9898;1
01-07-2020;9898;0
01-08-2020;9898;0
01-09-2020;9898;0
01-10-2020;9898;0
01-11-2020;9898;1
01-12-2020;9898;0
01-01-2020;5270B;0
01-02-2020;5270B;0
01-03-2020;5270B;0
01-04-2020;5270B;1
01-05-2020;5270B;0
01-06-2020;5270B;0
01-07-2020;5270B;0
01-08-2020;5270B;0
01-09-2020;5270B;0
01-10-2020;5270B;0
01-11-2020;5270B;1
01-12-2020;5270B;7
01-01-2020;9170;0
01-02-2020;9170;0
01-03-2020;9170;5
01-04-2020;9170;1
01-05-2020;9170;0
01-06-2020;9170;0
01-07-2020;9170;0
01-08-2020;9170;0
01-09-2020;9170;0
01-10-2020;9170;4
01-11-2020;9170;0
01-12-2020;9170;0
01-01-2020;C249I;2
01-02-2020;C249I;2
01-03-2020;C249I;9
01-04-2020;C249I;0
01-05-2020;C249I;2
01-06-2020;C249I;0
