FECHA;INDICATIVO;EVAPORACION
01-07-2017;5960;2106
01-08-2017;5960;2223
01-09-2017;5960;1689
01-10-2017;5960;1492
01-11-2017;5960;957
01-12-2017;5960;650
01-01-2017;5910;1452
01-02-2017;5910;646
01-03-2017;5910;1528
01-04-2017;5910;1693
01-05-2017;5910;2257
01-06-2017;5910;0
01-07-2017;5910;1971
01-08-2017;5910;2379
01-09-2017;5910;1989
01-10-2017;5910;1866
01-11-2017;5910;1537
01-12-2017;5910;1066
01-01-2017;1111;951
01-02-2017;1111;889
01-03-2017;1111;891
01-04-2017;1111;812
01-05-2017;1111;819
01-06-2017;1111;772
01-07-2017;1111;837
01-08-2017;1111;1015
01-09-2017;1111;949
01-10-2017;1111;0
01-11-2017;1111;0
01-12-2017;1111;0
01-01-2017;1109;1130
01-02-2017;1109;1221
01-03-2017;1109;1325
01-04-2017;1109;1543
01-05-2017;1109;1575
01-06-2017;1109;1431
01-07-2017;1109;1342
01-08-2017;1109;1646
01-09-2017;1109;1345
01-10-2017;1109;1291
01-11-2017;1109;1313
01-12-2017;1109;1271
01-01-2017;4121;412
01-02-2017;4121;362
01-03-2017;4121;568
01-04-2017;4121;1101
01-05-2017;4121;0
01-06-2017;4121;1872
01-07-2017;4121;2407
01-08-2017;4121;2023
01-09-2017;4121;1323
01-10-2017;4121;926
01-11-2017;4121;458
01-12-2017;4121;241
01-01-2017;5402;656
01-02-2017;5402;715
01-03-2017;5402;1323
01-04-2017;5402;1902
01-05-2017;5402;2428
01-06-2017;5402;4110
01-07-2017;5402;4472
01-08-2017;5402;3772
01-09-2017;5402;3051
01-10-2017;5402;1992
01-11-2017;5402;1002
01-12-2017;5402;727
01-01-2017;8096;0
01-02-2017;8096;694
01-03-2017;8096;1206
01-04-2017;8096;1614
01-05-2017;8096;1942
01-06-2017;8096;2684
01-07-2017;8096;3017
01-08-2017;8096;2581
01-09-2017;8096;1828
01-10-2017;8096;1393
01-11-2017;8096;1132
01-12-2017;8096;0
01-01-2017;1014;529
01-02-2017;1014;838
01-03-2017;1014;757
01-04-2017;1014;717
01-05-2017;1014;803
01-06-2017;1014;711
01-07-2017;1014;697
01-08-2017;1014;748
01-09-2017;1014;578
01-10-2017;1014;572
01-11-2017;1014;561
01-12-2017;1014;482
01-01-2017;1024E;708
01-02-2017;1024E;1021
01-03-2017;1024E;1063
01-04-2017;1024E;873
01-05-2017;1024E;1060
01-06-2017;1024E;769
01-07-2017;1024E;735
01-08-2017;1024E;772
01-09-2017;1024E;748
01-10-2017;1024E;930
01-11-2017;1024E;903
01-12-2017;1024E;769
01-01-2017;5530E;679
01-02-2017;5530E;740
01-03-2017;5530E;1177
01-04-2017;5530E;1771
01-05-2017;5530E;2272
01-06-2017;5530E;0
01-07-2017;5530E;3365
01-08-2017;5530E;3045
01-09-2017;5530E;2195
01-10-2017;5530E;1510
01-11-2017;5530E;867
01-12-2017;5530E;474
01-01-2017;5514;910
01-02-2017;5514;0
01-03-2017;5514;1545
01-04-2017;5514;2088
01-05-2017;5514;3055
01-06-2017;5514;4050
01-07-2017;5514;4516
01-08-2017;5514;3928
01-09-2017;5514;2870
01-10-2017;5514;1951
01-11-2017;5514;0
01-12-2017;5514;655
01-01-2017;3013;0
01-02-2017;3013;0
01-03-2017;3013;838
01-04-2017;3013;0
01-05-2017;3013;0
01-06-2017;3013;0
01-07-2017;3013;0
01-08-2017;3013;0
01-09-2017;3013;0
01-10-2017;3013;0
01-11-2017;3013;0
01-12-2017;3013;0
01-01-2017;4642E;0
01-02-2017;4642E;553
01-03-2017;4642E;999
01-04-2017;4642E;0
01-05-2017;4642E;0
01-06-2017;4642E;0
01-07-2017;4642E;0
01-08-2017;4642E;0
01-09-2017;4642E;0
01-10-2017;4642E;0
01-11-2017;4642E;1060
01-12-2017;4642E;0
01-01-2017;5270B;433
01-02-2017;5270B;0
01-03-2017;5270B;887
01-04-2017;5270B;935
01-05-2017;5270B;61
01-06-2017;5270B;0
01-07-2017;5270B;0
01-08-2017;5270B;0
01-09-2017;5270B;0
01-10-2017;5270B;0
01-11-2017;5270B;811
01-12-2017;5270B;0
01-01-2017;9170;1038
01-02-2017;9170;994
01-03-2017;9170;1655
01-04-2017;9170;1919
01-05-2017;9170;2304
01-06-2017;9170;2355
01-07-2017;9170;2794
01-08-2017;9170;2485
01-09-2017;9170;1561
01-10-2017;9170;1578
01-11-2017;9170;1206
01-12-2017;9170;1067
01-01-2017;C249I;1620
01-02-2017;C249I;1244
01-03-2017;C249I;1813
01-04-2017;C249I;1558
01-05-2017;C249I;1788
01-06-2017;C249I;2216
01-07-2017;C249I;2193
01-08-2017;C249I;1883
01-09-2017;C249I;1543
01-10-2017;C249I;1625
01-11-2017;C249I;1623
01-12-2017;C249I;1828
01-01-2017;C029O;2421
01-02-2017;C029O;2147
01-03-2017;C029O;0
01-04-2017;C029O;2564
01-05-2017;C029O;2600
01-06-2017;C029O;3182
01-07-2017;C029O;2958
01-08-2017;C029O;3340
01-09-2017;C029O;2729
01-10-2017;C029O;2558
01-11-2017;C029O;2426
01-12-2017;C029O;2433
01-01-2017;2661;0
01-02-2017;2661;0
01-03-2017;2661;0
01-04-2017;2661;0
01-05-2017;2661;0
01-06-2017;2661;0
01-07-2017;2661;0
01-08-2017;2661;2473
01-09-2017;2661;1945
01-10-2017;2661;1454
01-11-2017;2661;0
01-12-2017;2661;0
01-01-2017;1549;517
01-02-2017;1549;715
01-03-2017;1549;1164
01-04-2017;1549;2127
01-05-2017;1549;1638
01-06-2017;1549;2076
01-07-2017;1549;2519
01-08-2017;1549;2228
01-09-2017;1549;1533
01-10-2017;1549;1306
01-11-2017;1549;521
01-12-2017;1549;229
01-01-2017;9771C;468
01-02-2017;9771C;719
01-03-2017;9771C;1210
01-04-2017;9771C;1530
01-05-2017;9771C;2198
01-06-2017;9771C;2663
01-07-2017;9771C;0
01-08-2017;9771C;2486
01-09-2017;9771C;2048
01-10-2017;9771C;0
01-11-2017;9771C;1301
01-12-2017;9771C;544
01-01-2017;1505;394
01-02-2017;1505;618
01-03-2017;1505;909
01-04-2017;1505;1069
01-05-2017;1505;869
01-06-2017;1505;633
01-07-2017;1505;748
01-08-2017;1505;757
01-09-2017;1505;599
01-10-2017;1505;766
01-11-2017;1505;340
01-12-2017;1505;232
01-01-2017;3191E;744
01-02-2017;3191E;711
01-03-2017;3191E;0
01-04-2017;3191E;1926
01-05-2017;3191E;1920
01-06-2017;3191E;2748
01-07-2017;3191E;3115
01-08-2017;3191E;3064
01-09-2017;3191E;2229
01-10-2017;3191E;1898
01-11-2017;3191E;982
01-12-2017;3191E;787
01-01-2017;3196;0
01-02-2017;3196;769
01-03-2017;3196;1650
01-04-2017;3196;2458
01-05-2017;3196;2795
01-06-2017;3196;4388
01-07-2017;3196;4914
01-08-2017;3196;4229
01-09-2017;3196;3140
01-10-2017;3196;2330
01-11-2017;3196;1207
01-12-2017;3196;866
01-01-2017;3200;590
01-02-2017;3200;896
01-03-2017;3200;1377
01-04-2017;3200;2147
01-05-2017;3200;2513
01-06-2017;3200;3695
01-07-2017;3200;4147
01-08-2017;3200;3699
01-09-2017;3200;2656
01-10-2017;3200;1828
01-11-2017;3200;874
01-12-2017;3200;756
01-01-2017;3195;345
01-02-2017;3195;440
01-03-2017;3195;786
01-04-2017;3195;1340
01-05-2017;3195;1419
01-06-2017;3195;2244
01-07-2017;3195;2313
01-08-2017;3195;2117
01-09-2017;3195;1478
01-10-2017;3195;1123
01-11-2017;3195;565
01-12-2017;3195;454
01-01-2017;3175;0
01-02-2017;3175;1020
01-03-2017;3175;1682
01-04-2017;3175;2422
01-05-2017;3175;2796
01-06-2017;3175;4339
01-07-2017;3175;4941
01-08-2017;3175;4196
01-09-2017;3175;3058
01-10-2017;3175;2306
01-11-2017;3175;1474
01-12-2017;3175;890
01-01-2017;2462;0
01-02-2017;2462;0
01-03-2017;2462;0
01-04-2017;2462;0
01-05-2017;2462;1116
01-06-2017;2462;1823
01-07-2017;2462;2279
01-08-2017;2462;2156
01-09-2017;2462;1264
01-10-2017;2462;1392
01-11-2017;2462;0
01-12-2017;2462;0
01-01-2017;6000A;675
01-02-2017;6000A;462
01-03-2017;6000A;886
01-04-2017;6000A;756
01-05-2017;6000A;768
01-06-2017;6000A;1009
01-07-2017;6000A;1226
01-08-2017;6000A;993
01-09-2017;6000A;1162
01-10-2017;6000A;322
01-11-2017;6000A;632
01-12-2017;6000A;754
01-01-2017;7178I;770
01-02-2017;7178I;802
01-03-2017;7178I;1152
01-04-2017;7178I;1282
01-05-2017;7178I;2027
01-06-2017;7178I;2457
01-07-2017;7178I;2198
01-08-2017;7178I;1767
01-09-2017;7178I;1496
01-10-2017;7178I;1028
01-11-2017;7178I;910
01-12-2017;7178I;859
01-01-2017;7228;1066
01-02-2017;7228;1034
01-03-2017;7228;1308
01-04-2017;7228;1598
01-05-2017;7228;2456
01-06-2017;7228;3080
01-07-2017;7228;2811
01-08-2017;7228;2121
01-09-2017;7228;1776
01-10-2017;7228;1249
01-11-2017;7228;1125
01-12-2017;7228;1154
01-01-2017;7031;1261
01-02-2017;7031;1479
01-03-2017;7031;1593
01-04-2017;7031;1425
01-05-2017;7031;1637
01-06-2017;7031;1911
01-07-2017;7031;1492
01-08-2017;7031;1325
01-09-2017;7031;1714
01-10-2017;7031;0
01-11-2017;7031;1280
01-12-2017;7031;0
01-01-2017;1690A;304
01-02-2017;1690A;481
01-03-2017;1690A;691
01-04-2017;1690A;0
01-05-2017;1690A;1185
01-06-2017;1690A;1416
01-07-2017;1690A;0
01-08-2017;1690A;0
01-09-2017;1690A;0
01-10-2017;1690A;987
01-11-2017;1690A;378
01-12-2017;1690A;174
01-01-2017;1484C;346
01-02-2017;1484C;374
01-03-2017;1484C;506
01-04-2017;1484C;817
01-05-2017;1484C;517
01-06-2017;1484C;663
01-07-2017;1484C;1099
01-08-2017;1484C;755
01-09-2017;1484C;469
01-10-2017;1484C;651
01-11-2017;1484C;543
01-12-2017;1484C;283
01-01-2017;2867;0
01-02-2017;2867;795
01-03-2017;2867;1263
01-04-2017;2867;1957
01-05-2017;2867;1888
01-06-2017;2867;2838
01-07-2017;2867;2600
01-08-2017;2867;2909
01-09-2017;2867;2081
01-10-2017;2867;1654
01-11-2017;2867;606
01-12-2017;2867;397
01-01-2017;C929I;790
01-02-2017;C929I;793
01-03-2017;C929I;973
01-04-2017;C929I;606
01-05-2017;C929I;770
01-06-2017;C929I;684
01-07-2017;C929I;705
01-08-2017;C929I;564
01-09-2017;C929I;525
01-10-2017;C929I;735
01-11-2017;C929I;507
01-12-2017;C929I;775
01-01-2017;C447A;0
01-02-2017;C447A;602
01-03-2017;C447A;1324
01-04-2017;C447A;0
01-05-2017;C447A;996
01-06-2017;C447A;0
01-07-2017;C447A;1601
01-08-2017;C447A;1973
01-09-2017;C447A;1152
01-10-2017;C447A;0
01-11-2017;C447A;1018
01-12-2017;C447A;762
01-01-2017;2465;553
01-02-2017;2465;797
01-03-2017;2465;0
01-04-2017;2465;0
01-05-2017;2465;0
01-06-2017;2465;0
01-07-2017;2465;0
01-08-2017;2465;0
01-09-2017;2465;0
01-10-2017;2465;0
01-11-2017;2465;0
01-12-2017;2465;0
01-01-2017;5796;895
01-02-2017;5796;887
01-03-2017;5796;1405
01-04-2017;5796;2142
01-05-2017;5796;2385
01-06-2017;5796;3632
01-07-2017;5796;3476
01-08-2017;5796;3489
01-09-2017;5796;2800
01-10-2017;5796;2297
01-11-2017;5796;1263
01-12-2017;5796;853
01-01-2017;5783;1107
01-02-2017;5783;1157
01-03-2017;5783;1778
01-04-2017;5783;2814
01-05-2017;5783;3102
01-06-2017;5783;4389
01-07-2017;5783;4264
01-08-2017;5783;4722
01-09-2017;5783;3472
01-10-2017;5783;2877
01-11-2017;5783;1770
01-12-2017;5783;1188
01-01-2017;0016A;791
01-02-2017;0016A;715
01-03-2017;0016A;939
01-04-2017;0016A;842
01-05-2017;0016A;1403
01-06-2017;0016A;1575
01-07-2017;0016A;1741
01-08-2017;0016A;1490
01-09-2017;0016A;1523
01-10-2017;0016A;985
01-11-2017;0016A;1121
01-12-2017;0016A;1249
01-01-2017;9981A;979
01-02-2017;9981A;778
01-03-2017;9981A;1104
01-04-2017;9981A;1373
01-05-2017;9981A;1692
01-06-2017;9981A;1941
01-07-2017;9981A;1861
01-08-2017;9981A;1791
01-09-2017;9981A;1623
01-10-2017;9981A;1266
01-11-2017;9981A;1205
01-12-2017;9981A;1102
01-01-2017;8368U;0
01-02-2017;8368U;877
01-03-2017;8368U;0
01-04-2017;8368U;0
01-05-2017;8368U;0
01-06-2017;8368U;0
01-07-2017;8368U;0
01-08-2017;8368U;0
01-09-2017;8368U;0
01-10-2017;8368U;0
01-11-2017;8368U;0
01-12-2017;8368U;0
01-01-2017;8414A;713
01-02-2017;8414A;726
01-03-2017;8414A;944
01-04-2017;8414A;944
01-05-2017;8414A;1272
01-06-2017;8414A;1611
01-07-2017;8414A;1352
01-08-2017;8414A;1206
01-09-2017;8414A;1076
01-10-2017;8414A;840
01-11-2017;8414A;957
01-12-2017;8414A;884
01-01-2017;2422;315
01-02-2017;2422;504
01-03-2017;2422;891
01-04-2017;2422;1558
01-05-2017;2422;1432
01-06-2017;2422;2215
01-07-2017;2422;2419
01-08-2017;2422;2291
01-09-2017;2422;1600
01-10-2017;2422;1242
01-11-2017;2422;539
01-12-2017;2422;300
01-01-2017;2539;0
01-02-2017;2539;725
01-03-2017;2539;1223
01-04-2017;2539;2109
01-05-2017;2539;1890
01-06-2017;2539;3504
01-07-2017;2539;3350
01-08-2017;2539;3059
01-09-2017;2539;2225
01-10-2017;2539;1756
01-11-2017;2539;814
01-12-2017;2539;0
01-01-2017;2614;0
01-02-2017;2614;0
01-03-2017;2614;709
01-04-2017;2614;1014
01-05-2017;2614;0
01-06-2017;2614;0
01-07-2017;2614;0
01-08-2017;2614;0
01-09-2017;2614;0
01-10-2017;2614;660
01-11-2017;2614;0
01-12-2017;2614;0
01-01-2017;9390;181
01-02-2017;9390;916
01-03-2017;9390;1335
01-04-2017;9390;1793
01-05-2017;9390;2254
01-06-2017;9390;2648
01-07-2017;9390;2996
01-08-2017;9390;2552
01-09-2017;9390;1310
01-10-2017;9390;924
01-11-2017;9390;682
01-12-2017;9390;389
01-01-2017;9434;1291
01-02-2017;9434;1074
01-03-2017;9434;1801
01-04-2017;9434;2935
01-05-2017;9434;2986
01-06-2017;9434;0
01-07-2017;9434;4407
01-08-2017;9434;4001
01-09-2017;9434;2701
01-10-2017;9434;0
01-11-2017;9434;0
01-12-2017;9434;1304
