FECHA;INDICATIVO;RADIACION
01-08-2020;0076;0
01-09-2020;0076;0
01-10-2020;0076;0
01-11-2020;0076;0
01-12-2020;0076;0
01-01-2020;1082;16919
01-02-2020;1082;24161
01-03-2020;1082;0
01-04-2020;1082;44875
01-05-2020;1082;64034
01-06-2020;1082;58586
01-07-2020;1082;61459
01-08-2020;1082;52402
01-09-2020;1082;44232
01-10-2020;1082;24041
01-11-2020;1082;20769
01-12-2020;1082;11620
01-01-2020;3469A;24726
01-02-2020;3469A;35553
01-03-2020;3469A;48760
01-04-2020;3469A;53227
01-05-2020;3469A;77303
01-06-2020;3469A;87809
01-07-2020;3469A;90458
01-08-2020;3469A;82452
01-09-2020;3469A;58916
01-10-2020;3469A;43720
01-11-2020;3469A;23238
01-12-2020;3469A;20406
01-01-2020;5973;31427
01-02-2020;5973;43118
01-03-2020;5973;52706
01-04-2020;5973;61166
01-05-2020;5973;80798
01-06-2020;5973;87386
01-07-2020;5973;0
01-08-2020;5973;81001
01-09-2020;5973;60554
01-10-2020;5973;49911
01-11-2020;5973;31661
01-12-2020;5973;27156
01-01-2020;5960;0
01-02-2020;5960;0
01-03-2020;5960;0
01-04-2020;5960;52562
01-05-2020;5960;0
01-06-2020;5960;81750
01-07-2020;5960;82526
01-08-2020;5960;75208
01-09-2020;5960;0
01-10-2020;5960;45284
01-11-2020;5960;0
01-12-2020;5960;0
01-01-2020;1111;19880
01-02-2020;1111;26673
01-03-2020;1111;0
01-04-2020;1111;48640
01-05-2020;1111;69267
01-06-2020;1111;61516
01-07-2020;1111;71065
01-08-2020;1111;0
01-09-2020;1111;0
01-10-2020;1111;28067
01-11-2020;1111;23925
01-12-2020;1111;12322
01-01-2020;4121;22206
01-02-2020;4121;32574
01-03-2020;4121;45929
01-04-2020;4121;51082
01-05-2020;4121;75050
01-06-2020;4121;85735
01-07-2020;4121;0
01-08-2020;4121;0
01-09-2020;4121;0
01-10-2020;4121;42426
01-11-2020;4121;23806
01-12-2020;4121;21152
01-01-2020;5402;25998
01-02-2020;5402;38520
01-03-2020;5402;47771
01-04-2020;5402;0
01-05-2020;5402;76370
01-06-2020;5402;87471
01-07-2020;5402;0
01-08-2020;5402;78532
01-09-2020;5402;55672
01-10-2020;5402;0
01-11-2020;5402;27122
01-12-2020;5402;22731
01-01-2020;1024E;17285
01-02-2020;1024E;23881
01-03-2020;1024E;33761
01-04-2020;1024E;41703
01-05-2020;1024E;60848
01-06-2020;1024E;55348
01-07-2020;1024E;64225
01-08-2020;1024E;51516
01-09-2020;1024E;44533
01-10-2020;1024E;22439
01-11-2020;1024E;19277
01-12-2020;1024E;0
01-01-2020;0367;22296
01-02-2020;0367;30933
01-03-2020;0367;0
01-04-2020;0367;0
01-05-2020;0367;69203
01-06-2020;0367;66445
01-07-2020;0367;0
01-08-2020;0367;64204
01-09-2020;0367;0
01-10-2020;0367;0
01-11-2020;0367;0
01-12-2020;0367;0
01-01-2020;5530E;0
01-02-2020;5530E;0
01-03-2020;5530E;0
01-04-2020;5530E;55642
01-05-2020;5530E;79709
01-06-2020;5530E;0
01-07-2020;5530E;0
01-08-2020;5530E;0
01-09-2020;5530E;0
01-10-2020;5530E;0
01-11-2020;5530E;0
01-12-2020;5530E;0
01-01-2020;5514;31558
01-02-2020;5514;43969
01-03-2020;5514;48259
01-04-2020;5514;0
01-05-2020;5514;78266
01-06-2020;5514;86751
01-07-2020;5514;86937
01-08-2020;5514;81329
01-09-2020;5514;58965
01-10-2020;5514;0
01-11-2020;5514;32271
01-12-2020;5514;23864
01-01-2020;4642E;26197
01-02-2020;4642E;40631
01-03-2020;4642E;49275
01-04-2020;4642E;53840
01-05-2020;4642E;80075
01-06-2020;4642E;86631
01-07-2020;4642E;88001
01-08-2020;4642E;82080
01-09-2020;4642E;59842
01-10-2020;4642E;48077
01-11-2020;4642E;0
01-12-2020;4642E;0
01-01-2020;9170;17510
01-02-2020;9170;29754
01-03-2020;9170;42936
01-04-2020;9170;44857
01-05-2020;9170;0
01-06-2020;9170;0
01-07-2020;9170;82581
01-08-2020;9170;66021
01-09-2020;9170;53170
01-10-2020;9170;32811
01-11-2020;9170;18813
01-12-2020;9170;15024
01-01-2020;C249I;44634
01-02-2020;C249I;49941
01-03-2020;C249I;0
01-04-2020;C249I;71732
01-05-2020;C249I;87515
01-06-2020;C249I;83875
01-07-2020;C249I;87798
01-08-2020;C249I;81792
01-09-2020;C249I;63365
01-10-2020;C249I;55806
01-11-2020;C249I;38388
01-12-2020;C249I;36459
01-01-2020;C649I;44300
01-02-2020;C649I;50830
01-03-2020;C649I;0
01-04-2020;C649I;71728
01-05-2020;C649I;0
01-06-2020;C649I;75685
01-07-2020;C649I;81444
01-08-2020;C649I;79874
01-09-2020;C649I;63296
01-10-2020;C649I;0
01-11-2020;C649I;0
01-12-2020;C649I;37981
01-01-2020;C029O;42626
01-02-2020;C029O;50250
01-03-2020;C029O;0
01-04-2020;C029O;68822
01-05-2020;C029O;84919
01-06-2020;C029O;80906
01-07-2020;C029O;79256
01-08-2020;C029O;73372
01-09-2020;C029O;63567
01-10-2020;C029O;52511
01-11-2020;C029O;0
01-12-2020;C029O;35604
01-01-2020;2661;17525
01-02-2020;2661;32575
01-03-2020;2661;0
01-04-2020;2661;48485
01-05-2020;2661;72240
01-06-2020;2661;0
01-07-2020;2661;0
01-08-2020;2661;69968
01-09-2020;2661;54560
01-10-2020;2661;38086
01-11-2020;2661;19603
01-12-2020;2661;0
01-01-2020;1549;0
01-02-2020;1549;0
01-03-2020;1549;0
01-04-2020;1549;0
01-05-2020;1549;0
01-06-2020;1549;0
01-07-2020;1549;0
01-08-2020;1549;68162
01-09-2020;1549;0
01-10-2020;1549;0
01-11-2020;1549;0
01-12-2020;1549;12583
01-01-2020;9771C;13736
01-02-2020;9771C;34809
01-03-2020;9771C;45324
01-04-2020;9771C;53357
01-05-2020;9771C;74301
01-06-2020;9771C;78927
01-07-2020;9771C;85109
01-08-2020;9771C;72619
01-09-2020;9771C;0
01-10-2020;9771C;41207
01-11-2020;9771C;19853
01-12-2020;9771C;18747
01-01-2020;3129;0
01-02-2020;3129;0
01-03-2020;3129;0
01-04-2020;3129;0
01-05-2020;3129;79913
01-06-2020;3129;0
01-07-2020;3129;0
01-08-2020;3129;79245
01-09-2020;3129;0
01-10-2020;3129;0
01-11-2020;3129;0
01-12-2020;3129;0
01-01-2020;2462;21605
01-02-2020;2462;34578
01-03-2020;2462;0
01-04-2020;2462;0
01-05-2020;2462;68205
01-06-2020;2462;72848
01-07-2020;2462;88943
01-08-2020;2462;77132
01-09-2020;2462;51314
01-10-2020;2462;33331
01-11-2020;2462;21988
01-12-2020;2462;13255
01-01-2020;7178I;28865
01-02-2020;7178I;0
01-03-2020;7178I;44634
01-04-2020;7178I;55291
01-05-2020;7178I;80222
01-06-2020;7178I;0
01-07-2020;7178I;87252
01-08-2020;7178I;0
01-09-2020;7178I;0
01-10-2020;7178I;0
01-11-2020;7178I;31748
01-12-2020;7178I;28389
01-01-2020;9263D;0
01-02-2020;9263D;26873
01-03-2020;9263D;0
01-04-2020;9263D;0
01-05-2020;9263D;0
01-06-2020;9263D;61042
01-07-2020;9263D;0
01-08-2020;9263D;65033
01-09-2020;9263D;48193
01-10-2020;9263D;26435
01-11-2020;9263D;18642
01-12-2020;9263D;12993
01-01-2020;1495;11077
01-02-2020;1495;20181
01-03-2020;1495;0
01-04-2020;1495;35294
01-05-2020;1495;0
01-06-2020;1495;0
01-07-2020;1495;0
01-08-2020;1495;57446
01-09-2020;1495;44236
01-10-2020;1495;22776
01-11-2020;1495;18514
01-12-2020;1495;0
01-01-2020;2867;19342
01-02-2020;2867;32827
01-03-2020;2867;42503
01-04-2020;2867;0
01-05-2020;2867;76005
01-06-2020;2867;80541
01-07-2020;2867;90630
01-08-2020;2867;75953
01-09-2020;2867;57479
01-10-2020;2867;40153
01-11-2020;2867;21608
01-12-2020;2867;17902
01-01-2020;C430E;52317
01-02-2020;C430E;59523
01-03-2020;C430E;0
01-04-2020;C430E;81844
01-05-2020;C430E;100975
01-06-2020;C430E;94818
01-07-2020;C430E;96879
01-08-2020;C430E;93280
01-09-2020;C430E;71794
01-10-2020;C430E;0
01-11-2020;C430E;0
01-12-2020;C430E;0
01-01-2020;C449C;41023
01-02-2020;C449C;49011
01-03-2020;C449C;56971
01-04-2020;C449C;70018
01-05-2020;C449C;80829
01-06-2020;C449C;76194
01-07-2020;C449C;87457
01-08-2020;C449C;81929
01-09-2020;C449C;61394
01-10-2020;C449C;0
01-11-2020;C449C;38895
01-12-2020;C449C;37142
01-01-2020;C447A;41751
01-02-2020;C447A;52688
01-03-2020;C447A;0
01-04-2020;C447A;67775
01-05-2020;C447A;81065
01-06-2020;C447A;0
01-07-2020;C447A;81719
01-08-2020;C447A;0
01-09-2020;C447A;59138
01-10-2020;C447A;0
01-11-2020;C447A;0
01-12-2020;C447A;33782
01-01-2020;C429I;49245
01-02-2020;C429I;54391
01-03-2020;C429I;0
01-04-2020;C429I;66957
01-05-2020;C429I;83600
01-06-2020;C429I;84193
01-07-2020;C429I;85825
01-08-2020;C429I;84614
01-09-2020;C429I;60326
01-10-2020;C429I;54362
01-11-2020;C429I;40907
01-12-2020;C429I;38569
01-01-2020;5783;26406
01-02-2020;5783;39780
01-03-2020;5783;0
01-04-2020;5783;51501
01-05-2020;5783;76887
01-06-2020;5783;60037
01-07-2020;5783;0
01-08-2020;5783;78216
01-09-2020;5783;53395
01-10-2020;5783;45113
01-11-2020;5783;26513
01-12-2020;5783;22461
01-01-2020;2030;21584
01-02-2020;2030;33445
01-03-2020;2030;42967
01-04-2020;2030;42513
01-05-2020;2030;73881
01-06-2020;2030;0
01-07-2020;2030;84809
01-08-2020;2030;74413
01-09-2020;2030;54807
01-10-2020;2030;37483
01-11-2020;2030;24117
01-12-2020;2030;16748
01-01-2020;0016A;23362
01-02-2020;0016A;35005
01-03-2020;0016A;0
01-04-2020;0016A;54046
01-05-2020;0016A;0
01-06-2020;0016A;0
01-07-2020;0016A;0
01-08-2020;0016A;65780
01-09-2020;0016A;0
01-10-2020;0016A;0
01-11-2020;0016A;24866
01-12-2020;0016A;22376
01-01-2020;9981A;23559
01-02-2020;9981A;35256
01-03-2020;9981A;39355
01-04-2020;9981A;47301
01-05-2020;9981A;71581
01-06-2020;9981A;71322
01-07-2020;9981A;82025
01-08-2020;9981A;71149
01-09-2020;9981A;53722
01-10-2020;9981A;41181
01-11-2020;9981A;24708
01-12-2020;9981A;22144
01-01-2020;8368U;23471
01-02-2020;8368U;37761
01-03-2020;8368U;0
01-04-2020;8368U;50997
01-05-2020;8368U;71058
01-06-2020;8368U;76743
01-07-2020;8368U;0
01-08-2020;8368U;72996
01-09-2020;8368U;55502
01-10-2020;8368U;42637
01-11-2020;8368U;24712
01-12-2020;8368U;0
01-01-2020;3260B;20936
01-02-2020;3260B;30805
01-03-2020;3260B;0
01-04-2020;3260B;50723
01-05-2020;3260B;71968
01-06-2020;3260B;0
01-07-2020;3260B;0
01-08-2020;3260B;74711
01-09-2020;3260B;56660
01-10-2020;3260B;43613
01-11-2020;3260B;21361
01-12-2020;3260B;0
01-01-2020;8414A;24336
01-02-2020;8414A;37536
01-03-2020;8414A;39589
01-04-2020;8414A;54000
01-05-2020;8414A;75832
01-06-2020;8414A;80562
01-07-2020;8414A;79155
01-08-2020;8414A;0
01-09-2020;8414A;54640
01-10-2020;8414A;44137
01-11-2020;8414A;24891
01-12-2020;8414A;26562
01-01-2020;2422;15998
01-02-2020;2422;31713
01-03-2020;2422;47462
01-04-2020;2422;49154
01-05-2020;2422;76982
01-06-2020;2422;77980
01-07-2020;2422;87867
01-08-2020;2422;0
01-09-2020;2422;57026
01-10-2020;2422;37912
01-11-2020;2422;21982
01-12-2020;2422;17016
