FECHA;INDICATIVO;RADIACION
01-03-2016;5960;57949
01-04-2016;5960;60620
01-05-2016;5960;74853
01-06-2016;5960;84360
01-07-2016;5960;0
01-08-2016;5960;75878
01-09-2016;5960;59737
01-10-2016;5960;43564
01-11-2016;5960;29367
01-12-2016;5960;27964
01-01-2016;1111;16067
01-02-2016;1111;21903
01-03-2016;1111;34865
01-04-2016;1111;50887
01-05-2016;1111;66336
01-06-2016;1111;64377
01-07-2016;1111;63419
01-08-2016;1111;65530
01-09-2016;1111;46587
01-10-2016;1111;36222
01-11-2016;1111;19027
01-12-2016;1111;0
01-01-2016;4121;19817
01-02-2016;4121;28122
01-03-2016;4121;50640
01-04-2016;4121;57018
01-05-2016;4121;69015
01-06-2016;4121;87413
01-07-2016;4121;84773
01-08-2016;4121;77279
01-09-2016;4121;58813
01-10-2016;4121;39642
01-11-2016;4121;24728
01-12-2016;4121;19077
01-01-2016;5402;22748
01-02-2016;5402;28672
01-03-2016;5402;52117
01-04-2016;5402;57978
01-05-2016;5402;67667
01-06-2016;5402;86519
01-07-2016;5402;82570
01-08-2016;5402;76414
01-09-2016;5402;59883
01-10-2016;5402;40042
01-11-2016;5402;26738
01-12-2016;5402;25466
01-01-2016;1024E;14558
01-02-2016;1024E;20707
01-03-2016;1024E;31684
01-04-2016;1024E;45162
01-05-2016;1024E;58177
01-06-2016;1024E;60038
01-07-2016;1024E;54255
01-08-2016;1024E;0
01-09-2016;1024E;45044
01-10-2016;1024E;31970
01-11-2016;1024E;15892
01-12-2016;1024E;16218
01-01-2016;0367;20069
01-02-2016;0367;29759
01-03-2016;0367;42546
01-04-2016;0367;52387
01-05-2016;0367;61451
01-06-2016;0367;68352
01-07-2016;0367;73197
01-08-2016;0367;68896
01-09-2016;0367;49156
01-10-2016;0367;29370
01-11-2016;0367;22587
01-12-2016;0367;20428
01-01-2016;5530E;25096
01-02-2016;5530E;30216
01-03-2016;5530E;53164
01-04-2016;5530E;60210
01-05-2016;5530E;71399
01-06-2016;5530E;87280
01-07-2016;5530E;84182
01-08-2016;5530E;78392
01-09-2016;5530E;61899
01-10-2016;5530E;43469
01-11-2016;5530E;25467
01-12-2016;5530E;26748
01-01-2016;5514;27446
01-02-2016;5514;30188
01-03-2016;5514;56856
01-04-2016;5514;0
01-05-2016;5514;73820
01-06-2016;5514;0
01-07-2016;5514;84732
01-08-2016;5514;79186
01-09-2016;5514;62493
01-10-2016;5514;0
01-11-2016;5514;28098
01-12-2016;5514;29232
01-01-2016;4642E;26694
01-02-2016;4642E;33779
01-03-2016;4642E;61010
01-04-2016;4642E;61637
01-05-2016;4642E;72939
01-06-2016;4642E;85903
01-07-2016;4642E;87689
01-08-2016;4642E;80431
01-09-2016;4642E;63977
01-10-2016;4642E;43505
01-11-2016;4642E;30239
01-12-2016;4642E;25965
01-01-2016;9170;14898
01-02-2016;9170;26039
01-03-2016;9170;35935
01-04-2016;9170;52196
01-05-2016;9170;66610
01-06-2016;9170;75436
01-07-2016;9170;76329
01-08-2016;9170;0
01-09-2016;9170;48593
01-10-2016;9170;35577
01-11-2016;9170;19785
01-12-2016;9170;0
01-01-2016;C249I;44129
01-02-2016;C249I;44813
01-03-2016;C249I;62852
01-04-2016;C249I;75047
01-05-2016;C249I;80223
01-06-2016;C249I;85219
01-07-2016;C249I;0
01-08-2016;C249I;80043
01-09-2016;C249I;71290
01-10-2016;C249I;53140
01-11-2016;C249I;42152
01-12-2016;C249I;38052
01-01-2016;C649I;43530
01-02-2016;C649I;43279
01-03-2016;C649I;58336
01-04-2016;C649I;67000
01-05-2016;C649I;68332
01-06-2016;C649I;87907
01-07-2016;C649I;83128
01-08-2016;C649I;0
01-09-2016;C649I;0
01-10-2016;C649I;51083
01-11-2016;C649I;39985
01-12-2016;C649I;36851
01-01-2016;C029O;39739
01-02-2016;C029O;40998
01-03-2016;C029O;60782
01-04-2016;C029O;64575
01-05-2016;C029O;75999
01-06-2016;C029O;83828
01-07-2016;C029O;73376
01-08-2016;C029O;78350
01-09-2016;C029O;66787
01-10-2016;C029O;51212
01-11-2016;C029O;41789
01-12-2016;C029O;36935
01-01-2016;2661;14652
01-02-2016;2661;29506
01-03-2016;2661;46136
01-04-2016;2661;53417
01-05-2016;2661;67974
01-06-2016;2661;82822
01-07-2016;2661;89340
01-08-2016;2661;78513
01-09-2016;2661;54959
01-10-2016;2661;35463
01-11-2016;2661;21859
01-12-2016;2661;19008
01-01-2016;1549;13396
01-02-2016;1549;22953
01-03-2016;1549;43649
01-04-2016;1549;53570
01-05-2016;1549;59743
01-06-2016;1549;76910
01-07-2016;1549;88648
01-08-2016;1549;72723
01-09-2016;1549;51597
01-10-2016;1549;34694
01-11-2016;1549;18288
01-12-2016;1549;0
01-01-2016;9771C;20814
01-02-2016;9771C;32857
01-03-2016;9771C;51075
01-04-2016;9771C;62561
01-05-2016;9771C;74302
01-06-2016;9771C;82880
01-07-2016;9771C;84604
01-08-2016;9771C;74593
01-09-2016;9771C;55718
01-10-2016;9771C;33955
01-11-2016;9771C;21364
01-12-2016;9771C;10953
01-01-2016;3129;20063
01-02-2016;3129;31754
01-03-2016;3129;54706
01-04-2016;3129;58494
01-05-2016;3129;71248
01-06-2016;3129;87296
01-07-2016;3129;86515
01-08-2016;3129;80329
01-09-2016;3129;61211
01-10-2016;3129;38120
01-11-2016;3129;24172
01-12-2016;3129;22015
01-01-2016;2462;15031
01-02-2016;2462;23014
01-03-2016;2462;39161
01-04-2016;2462;43681
01-05-2016;2462;59650
01-06-2016;2462;78492
01-07-2016;2462;88124
01-08-2016;2462;0
01-09-2016;2462;56526
01-10-2016;2462;37406
01-11-2016;2462;18371
01-12-2016;2462;23623
01-01-2016;7178I;27311
01-02-2016;7178I;34866
01-03-2016;7178I;54091
01-04-2016;7178I;63125
01-05-2016;7178I;77671
01-06-2016;7178I;84575
01-07-2016;7178I;82708
01-08-2016;7178I;77693
01-09-2016;7178I;61340
01-10-2016;7178I;42252
01-11-2016;7178I;29909
01-12-2016;7178I;20661
01-01-2016;9263D;13065
01-02-2016;9263D;22257
01-03-2016;9263D;33669
01-04-2016;9263D;49434
01-05-2016;9263D;61546
01-06-2016;9263D;68667
01-07-2016;9263D;0
01-08-2016;9263D;71637
01-09-2016;9263D;46988
01-10-2016;9263D;33789
01-11-2016;9263D;14989
01-12-2016;9263D;13490
01-01-2016;1495;9322
01-02-2016;1495;16284
01-03-2016;1495;29541
01-04-2016;1495;40309
01-05-2016;1495;44805
01-06-2016;1495;62532
01-07-2016;1495;0
01-08-2016;1495;0
01-09-2016;1495;42230
01-10-2016;1495;0
01-11-2016;1495;13191
01-12-2016;1495;13298
01-01-2016;2867;17912
01-02-2016;2867;28574
01-03-2016;2867;47040
01-04-2016;2867;57736
01-05-2016;2867;71439
01-06-2016;2867;87683
01-07-2016;2867;90864
01-08-2016;2867;81178
01-09-2016;2867;60002
01-10-2016;2867;40507
01-11-2016;2867;22105
01-12-2016;2867;19425
01-01-2016;C430E;50932
01-02-2016;C430E;53700
01-03-2016;C430E;78436
01-04-2016;C430E;89317
01-05-2016;C430E;97284
01-06-2016;C430E;100165
01-07-2016;C430E;99374
01-08-2016;C430E;91090
01-09-2016;C430E;82017
01-10-2016;C430E;60138
01-11-2016;C430E;45090
01-12-2016;C430E;39405
01-01-2016;C449C;43465
01-02-2016;C449C;43428
01-03-2016;C449C;56724
01-04-2016;C449C;68548
01-05-2016;C449C;72098
01-06-2016;C449C;86461
01-07-2016;C449C;87656
01-08-2016;C449C;0
01-09-2016;C449C;70803
01-10-2016;C449C;52520
01-11-2016;C449C;38837
01-12-2016;C449C;35895
01-01-2016;C447A;41611
01-02-2016;C447A;39801
01-03-2016;C447A;53923
01-04-2016;C447A;59266
01-05-2016;C447A;66941
01-06-2016;C447A;0
01-07-2016;C447A;0
01-08-2016;C447A;76580
01-09-2016;C447A;69364
01-10-2016;C447A;48749
01-11-2016;C447A;33348
01-12-2016;C447A;0
01-01-2016;C429I;44411
01-02-2016;C429I;49393
01-03-2016;C429I;0
01-04-2016;C429I;69696
01-05-2016;C429I;76122
01-06-2016;C429I;0
01-07-2016;C429I;0
01-08-2016;C429I;80745
01-09-2016;C429I;0
01-10-2016;C429I;52437
01-11-2016;C429I;44297
01-12-2016;C429I;37085
01-01-2016;5783;24667
01-02-2016;5783;0
01-03-2016;5783;54751
01-04-2016;5783;56636
01-05-2016;5783;70052
01-06-2016;5783;0
01-07-2016;5783;0
01-08-2016;5783;76768
01-09-2016;5783;59862
01-10-2016;5783;40917
01-11-2016;5783;28017
01-12-2016;5783;25744
01-01-2016;2030;19669
01-02-2016;2030;30092
01-03-2016;2030;41551
01-04-2016;2030;0
01-05-2016;2030;68641
01-06-2016;2030;78892
01-07-2016;2030;84421
01-08-2016;2030;78687
01-09-2016;2030;53395
01-10-2016;2030;39546
01-11-2016;2030;22218
01-12-2016;2030;20894
01-01-2016;0016A;22566
01-02-2016;0016A;33477
01-03-2016;0016A;49837
01-04-2016;0016A;60062
01-05-2016;0016A;71034
01-06-2016;0016A;80751
01-07-2016;0016A;0
01-08-2016;0016A;68511
01-09-2016;0016A;0
01-10-2016;0016A;30642
01-11-2016;0016A;26121
01-12-2016;0016A;22657
01-01-2016;9981A;21263
01-02-2016;9981A;33029
01-03-2016;9981A;45968
01-04-2016;9981A;59982
01-05-2016;9981A;70152
01-06-2016;9981A;80347
01-07-2016;9981A;84927
01-08-2016;9981A;73218
01-09-2016;9981A;0
01-10-2016;9981A;33741
01-11-2016;9981A;23579
01-12-2016;9981A;22695
01-01-2016;8368U;22020
01-02-2016;8368U;29386
01-03-2016;8368U;44424
01-04-2016;8368U;55596
01-05-2016;8368U;68097
01-06-2016;8368U;76654
01-07-2016;8368U;78807
01-08-2016;8368U;0
01-09-2016;8368U;52999
01-10-2016;8368U;36046
01-11-2016;8368U;22727
01-12-2016;8368U;18550
01-01-2016;3260B;21666
01-02-2016;3260B;30232
01-03-2016;3260B;53389
01-04-2016;3260B;58134
01-05-2016;3260B;66766
01-06-2016;3260B;87541
01-07-2016;3260B;86865
01-08-2016;3260B;79939
01-09-2016;3260B;59827
01-10-2016;3260B;39581
01-11-2016;3260B;25541
01-12-2016;3260B;20330
01-01-2016;8414A;23886
01-02-2016;8414A;33777
01-03-2016;8414A;50173
01-04-2016;8414A;60899
01-05-2016;8414A;73647
01-06-2016;8414A;82204
01-07-2016;8414A;80426
01-08-2016;8414A;72417
01-09-2016;8414A;56144
01-10-2016;8414A;36890
01-11-2016;8414A;24829
01-12-2016;8414A;0
01-01-2016;2422;15621
01-02-2016;2422;27645
01-03-2016;2422;46171
01-04-2016;2422;55304
01-05-2016;2422;70175
01-06-2016;2422;85854
01-07-2016;2422;90390
01-08-2016;2422;80490
01-09-2016;2422;57667
01-10-2016;2422;39971
01-11-2016;2422;20940
01-12-2016;2422;16877
