FECHA;INDICATIVO;LLUVIA_MES
01-08-2018;0016A;75.9
01-09-2018;0016A;90.2
01-10-2018;0016A;311.1
01-11-2018;0016A;63.1
01-12-2018;0016A;4.9
01-01-2018;9981A;6.7
01-02-2018;9981A;44.8
01-03-2018;9981A;24.8
01-04-2018;9981A;51.4
01-05-2018;9981A;28.8
01-06-2018;9981A;8.0
01-07-2018;9981A;34.4
01-08-2018;9981A;53.7
01-09-2018;9981A;59.3
01-10-2018;9981A;230.0
01-11-2018;9981A;128.3
01-12-2018;9981A;7.0
01-01-2018;9381I;19.4
01-02-2018;9381I;30.2
01-03-2018;9381I;35.8
01-04-2018;9381I;97.8
01-05-2018;9381I;85.2
01-06-2018;9381I;56.4
01-07-2018;9381I;9.0
01-08-2018;9381I;49.0
01-09-2018;9381I;22.6
01-10-2018;9381I;0
01-11-2018;9381I;0
01-12-2018;9381I;15.0
01-01-2018;8368U;14.4
01-02-2018;8368U;29.2
01-03-2018;8368U;33.4
01-04-2018;8368U;49.4
01-05-2018;8368U;65.8
01-06-2018;8368U;27.8
01-07-2018;8368U;37.2
01-08-2018;8368U;73.2
01-09-2018;8368U;72.0
01-10-2018;8368U;138.6
01-11-2018;8368U;31.8
01-12-2018;8368U;13.8
01-01-2018;3260B;39.4
01-02-2018;3260B;47.0
01-03-2018;3260B;107.0
01-04-2018;3260B;47.6
01-05-2018;3260B;60.4
01-06-2018;3260B;28.8
01-07-2018;3260B;0.0
01-08-2018;3260B;6.2
01-09-2018;3260B;4.2
01-10-2018;3260B;57.4
01-11-2018;3260B;43.2
01-12-2018;3260B;8.2
01-01-2018;8416;26.5
01-02-2018;8416;59.5
01-03-2018;8416;19.1
01-04-2018;8416;17.5
01-05-2018;8416;10.7
01-06-2018;8416;105.2
01-07-2018;8416;1.2
01-08-2018;8416;13.6
01-09-2018;8416;147.9
01-10-2018;8416;189.7
01-11-2018;8416;192.4
01-12-2018;8416;11.2
01-01-2018;8414A;24.5
01-02-2018;8414A;54.1
01-03-2018;8414A;17.0
01-04-2018;8414A;12.3
01-05-2018;8414A;18.0
01-06-2018;8414A;68.7
01-07-2018;8414A;2.2
01-08-2018;8414A;8.4
01-09-2018;8414A;101.3
01-10-2018;8414A;144.5
01-11-2018;8414A;83.2
01-12-2018;8414A;9.2
01-01-2018;2422;42.4
01-02-2018;2422;42.6
01-03-2018;2422;116.0
01-04-2018;2422;66.8
01-05-2018;2422;65.4
01-06-2018;2422;85.4
01-07-2018;2422;18.4
01-08-2018;2422;0.0
01-09-2018;2422;25.8
01-10-2018;2422;21.6
01-11-2018;2422;89.4
01-12-2018;2422;22.4
01-01-2018;2539;42.8
01-02-2018;2539;37.6
01-03-2018;2539;103.4
01-04-2018;2539;56.9
01-05-2018;2539;90.1
01-06-2018;2539;110.4
01-07-2018;2539;14.1
01-08-2018;2539;0.0
01-09-2018;2539;9.2
01-10-2018;2539;17.7
01-11-2018;2539;92.4
01-12-2018;2539;24.3
01-01-2018;2614;26.8
01-02-2018;2614;37.1
01-03-2018;2614;95.6
01-04-2018;2614;42.8
01-05-2018;2614;36.4
01-06-2018;2614;63.2
01-07-2018;2614;15.2
01-08-2018;2614;0.0
01-09-2018;2614;3.8
01-10-2018;2614;18.2
01-11-2018;2614;85.6
01-12-2018;2614;17.2
01-01-2018;9390;21.4
01-02-2018;9390;34.9
01-03-2018;9390;43.5
01-04-2018;9390;107.6
01-05-2018;9390;64.9
01-06-2018;9390;143.1
01-07-2018;9390;16.4
01-08-2018;9390;31.0
01-09-2018;9390;30.6
01-10-2018;9390;84.0
01-11-2018;9390;32.4
01-12-2018;9390;16.0
01-01-2018;9434;48.4
01-02-2018;9434;31.2
01-03-2018;9434;38.2
01-04-2018;9434;109.0
01-05-2018;9434;81.6
01-06-2018;9434;11.2
01-07-2018;9434;46.8
01-08-2018;9434;65.8
01-09-2018;9434;18.0
01-10-2018;9434;46.0
01-11-2018;9434;33.8
01-12-2018;9434;11.6
