FECHA;INDICATIVO;VIENTO_sup_55
01-01-2017;1387;0
01-02-2017;1387;0
01-03-2017;1387;0
01-04-2017;1387;5
01-05-2017;1387;2
01-06-2017;1387;0
01-07-2017;1387;1
01-08-2017;1387;0
01-09-2017;1387;0
01-10-2017;1387;0
01-11-2017;1387;1
01-12-2017;1387;0
01-01-2017;1387E;0
01-02-2017;1387E;0
01-03-2017;1387E;13
01-04-2017;1387E;3
01-05-2017;1387E;0
01-06-2017;1387E;0
01-07-2017;1387E;1
01-08-2017;1387E;0
01-09-2017;1387E;0
01-10-2017;1387E;4
01-11-2017;1387E;2
01-12-2017;1387E;11
01-01-2017;1428;1
01-02-2017;1428;7
01-03-2017;1428;5
01-04-2017;1428;2
01-05-2017;1428;2
01-06-2017;1428;0
01-07-2017;1428;0
01-08-2017;1428;0
01-09-2017;1428;0
01-10-2017;1428;1
01-11-2017;1428;2
01-12-2017;1428;6
01-01-2017;8175;4
01-02-2017;8175;7
01-03-2017;8175;5
01-04-2017;8175;0
01-05-2017;8175;0
01-06-2017;8175;5
01-07-2017;8175;3
01-08-2017;8175;2
01-09-2017;8175;1
01-10-2017;8175;0
01-11-2017;8175;0
01-12-2017;8175;7
01-01-2017;8178D;0
01-02-2017;8178D;4
01-03-2017;8178D;1
01-04-2017;8178D;1
01-05-2017;8178D;1
01-06-2017;8178D;1
01-07-2017;8178D;1
01-08-2017;8178D;0
01-09-2017;8178D;0
01-10-2017;8178D;0
01-11-2017;8178D;0
01-12-2017;8178D;4
01-01-2017;8025;1
01-02-2017;8025;3
01-03-2017;8025;0
01-04-2017;8025;0
01-05-2017;8025;0
01-06-2017;8025;0
01-07-2017;8025;0
01-08-2017;8025;0
01-09-2017;8025;0
01-10-2017;8025;0
01-11-2017;8025;0
01-12-2017;8025;3
01-01-2017;8019;8
01-02-2017;8019;0
01-03-2017;8019;6
01-04-2017;8019;3
01-05-2017;8019;1
01-06-2017;8019;2
01-07-2017;8019;2
01-08-2017;8019;0
01-09-2017;8019;2
01-10-2017;8019;0
01-11-2017;8019;1
01-12-2017;8019;7
01-01-2017;6325O;3
01-02-2017;6325O;14
01-03-2017;6325O;0
01-04-2017;6325O;8
01-05-2017;6325O;0
01-06-2017;6325O;8
01-07-2017;6325O;4
01-08-2017;6325O;0
01-09-2017;6325O;0
01-10-2017;6325O;1
01-11-2017;6325O;2
01-12-2017;6325O;6
01-01-2017;9091O;2
01-02-2017;9091O;9
01-03-2017;9091O;0
01-04-2017;9091O;2
01-05-2017;9091O;0
01-06-2017;9091O;0
01-07-2017;9091O;0
01-08-2017;9091O;0
01-09-2017;9091O;1
01-10-2017;9091O;0
01-11-2017;9091O;0
01-12-2017;9091O;0
01-01-2017;1212E;0
01-02-2017;1212E;0
01-03-2017;1212E;0
01-04-2017;1212E;5
01-05-2017;1212E;1
01-06-2017;1212E;4
01-07-2017;1212E;0
01-08-2017;1212E;0
01-09-2017;1212E;0
01-10-2017;1212E;2
01-11-2017;1212E;0
01-12-2017;1212E;14
01-01-2017;1249I;0
01-02-2017;1249I;7
01-03-2017;1249I;3
01-04-2017;1249I;0
01-05-2017;1249I;0
01-06-2017;1249I;3
01-07-2017;1249I;0
01-08-2017;1249I;0
01-09-2017;1249I;0
01-10-2017;1249I;0
01-11-2017;1249I;1
01-12-2017;1249I;8
01-01-2017;2444;0
01-02-2017;2444;6
01-03-2017;2444;2
01-04-2017;2444;3
01-05-2017;2444;1
01-06-2017;2444;3
01-07-2017;2444;1
01-08-2017;2444;1
01-09-2017;2444;0
01-10-2017;2444;0
01-11-2017;2444;0
01-12-2017;2444;6
01-01-2017;4452;0
01-02-2017;4452;1
01-03-2017;4452;3
01-04-2017;4452;1
01-05-2017;4452;1
01-06-2017;4452;3
01-07-2017;4452;0
01-08-2017;4452;0
01-09-2017;4452;0
01-10-2017;4452;0
01-11-2017;4452;0
01-12-2017;4452;1
01-01-2017;B954;10
01-02-2017;B954;7
01-03-2017;B954;0
01-04-2017;B954;2
01-05-2017;B954;1
01-06-2017;B954;0
01-07-2017;B954;0
01-08-2017;B954;3
01-09-2017;B954;0
01-10-2017;B954;2
01-11-2017;B954;0
01-12-2017;B954;0
01-01-2017;B893;0
01-02-2017;B893;0
01-03-2017;B893;0
01-04-2017;B893;0
01-05-2017;B893;1
01-06-2017;B893;0
01-07-2017;B893;5
01-08-2017;B893;0
01-09-2017;B893;0
01-10-2017;B893;0
01-11-2017;B893;9
01-12-2017;B893;0
01-01-2017;B228;4
01-02-2017;B228;2
01-03-2017;B228;6
01-04-2017;B228;0
01-05-2017;B228;0
01-06-2017;B228;1
01-07-2017;B228;0
01-08-2017;B228;0
01-09-2017;B228;0
01-10-2017;B228;0
01-11-2017;B228;1
01-12-2017;B228;2
01-01-2017;B278;4
01-02-2017;B278;5
01-03-2017;B278;0
01-04-2017;B278;3
01-05-2017;B278;0
01-06-2017;B278;0
01-07-2017;B278;0
01-08-2017;B278;1
01-09-2017;B278;0
01-10-2017;B278;0
01-11-2017;B278;1
01-12-2017;B278;6
01-01-2017;0200E;8
01-02-2017;0200E;8
01-03-2017;0200E;5
01-04-2017;0200E;1
01-05-2017;0200E;1
01-06-2017;0200E;1
01-07-2017;0200E;0
01-08-2017;0200E;1
01-09-2017;0200E;0
01-10-2017;0200E;2
01-11-2017;0200E;2
01-12-2017;0200E;8
01-01-2017;0076;0
01-02-2017;0076;5
01-03-2017;0076;0
01-04-2017;0076;0
01-05-2017;0076;0
01-06-2017;0076;1
01-07-2017;0076;3
01-08-2017;0076;2
01-09-2017;0076;0
01-10-2017;0076;0
01-11-2017;0076;0
01-12-2017;0076;0
01-01-2017;1082;7
01-02-2017;1082;10
01-03-2017;1082;7
01-04-2017;1082;3
01-05-2017;1082;0
01-06-2017;1082;5
01-07-2017;1082;1
01-08-2017;1082;0
01-09-2017;1082;0
01-10-2017;1082;0
01-11-2017;1082;1
01-12-2017;1082;0
01-01-2017;2331;6
01-02-2017;2331;8
01-03-2017;2331;5
01-04-2017;2331;7
01-05-2017;2331;5
01-06-2017;2331;6
01-07-2017;2331;3
01-08-2017;2331;4
01-09-2017;2331;0
01-10-2017;2331;0
01-11-2017;2331;0
01-12-2017;2331;5
01-01-2017;3469A;0
01-02-2017;3469A;5
01-03-2017;3469A;6
01-04-2017;3469A;1
01-05-2017;3469A;1
01-06-2017;3469A;3
01-07-2017;3469A;1
01-08-2017;3469A;1
01-09-2017;3469A;0
01-10-2017;3469A;0
01-11-2017;3469A;0
01-12-2017;3469A;4
01-01-2017;5973;2
01-02-2017;5973;6
01-03-2017;5973;9
01-04-2017;5973;11
01-05-2017;5973;9
01-06-2017;5973;7
01-07-2017;5973;4
01-08-2017;5973;0
01-09-2017;5973;1
01-10-2017;5973;6
01-11-2017;5973;2
01-12-2017;5973;2
01-01-2017;5960;2
01-02-2017;5960;3
01-03-2017;5960;0
01-04-2017;5960;4
01-05-2017;5960;2
01-06-2017;5960;0
01-07-2017;5960;0
01-08-2017;5960;1
01-09-2017;5960;0
01-10-2017;5960;0
01-11-2017;5960;2
01-12-2017;5960;4
01-01-2017;5910;7
01-02-2017;5910;7
01-03-2017;5910;11
01-04-2017;5910;10
01-05-2017;5910;7
01-06-2017;5910;8
01-07-2017;5910;1
01-08-2017;5910;0
01-09-2017;5910;0
01-10-2017;5910;5
01-11-2017;5910;3
01-12-2017;5910;4
01-01-2017;6001;0
01-02-2017;6001;12
01-03-2017;6001;14
01-04-2017;6001;19
01-05-2017;6001;0
01-06-2017;6001;16
01-07-2017;6001;12
01-08-2017;6001;18
01-09-2017;6001;0
01-10-2017;6001;24
01-11-2017;6001;0
01-12-2017;6001;12
01-01-2017;1111;8
01-02-2017;1111;11
01-03-2017;1111;8
01-04-2017;1111;7
01-05-2017;1111;0
01-06-2017;1111;6
01-07-2017;1111;1
01-08-2017;1111;2
01-09-2017;1111;4
01-10-2017;1111;3
01-11-2017;1111;11
01-12-2017;1111;13
01-01-2017;1109;7
01-02-2017;1109;11
01-03-2017;1109;0
01-04-2017;1109;0
01-05-2017;1109;7
01-06-2017;1109;6
01-07-2017;1109;1
01-08-2017;1109;0
01-09-2017;1109;2
01-10-2017;1109;2
01-11-2017;1109;3
01-12-2017;1109;11
