FECHA;INDICATIVO;TEMP_MAX
01-12-2016;1249I;19.2(05)
01-01-2016;2444;16.2(23)
01-02-2016;2444;15.1(01)
01-03-2016;2444;17.7(26)
01-04-2016;2444;18.7(26)
01-05-2016;2444;24.2(20)
01-06-2016;2444;31.4(28)
01-07-2016;2444;34.0(28)
01-08-2016;2444;33.3(03)
01-09-2016;2444;36.0(06)
01-10-2016;2444;25.6(04)
01-11-2016;2444;20.3(02)
01-12-2016;2444;16.8(26)
01-01-2016;4452;22.6(24)
01-02-2016;4452;20.3(22)
01-03-2016;4452;21.4(24)
01-04-2016;4452;26.1(18)
01-05-2016;4452;31.8(20)
01-06-2016;4452;39.0(28)
01-07-2016;4452;41.7(03)
01-08-2016;4452;41.7(07)
01-09-2016;4452;43.7(06)
01-10-2016;4452;33.6(05)
01-11-2016;4452;24.6(01)
01-12-2016;4452;19.6(06)
01-01-2016;B954;20.8(04)
01-02-2016;B954;22.0(11)
01-03-2016;B954;23.6(27)
01-04-2016;B954;24.1(17)
01-05-2016;B954;26.6(30)
01-06-2016;B954;0
01-07-2016;B954;35.0(31)
01-08-2016;B954;31.9(20)
01-09-2016;B954;38.4(05)
01-10-2016;B954;0
01-11-2016;B954;24.2(04)
01-12-2016;B954;19.3(10)
01-01-2016;B893;18.9(11)
01-02-2016;B893;20.5(13)
01-03-2016;B893;21.3(30)
01-04-2016;B893;23.9(17)
01-05-2016;B893;0
01-06-2016;B893;32.0(25)
01-07-2016;B893;0
01-08-2016;B893;31.9(20)
01-09-2016;B893;34.5(05)
01-10-2016;B893;31.3(25)
01-11-2016;B893;24.7(01)
01-12-2016;B893;0
01-01-2016;B228;21.5(08)
01-02-2016;B228;22.4(13)
01-03-2016;B228;22.8(02)
01-04-2016;B228;23.9(17)
01-05-2016;B228;27.7(30)
01-06-2016;B228;31.3(13)
01-07-2016;B228;34.1(21)
01-08-2016;B228;33.2(08)
01-09-2016;B228;0
01-10-2016;B228;29.1(03)
01-11-2016;B228;25.4(01)
01-12-2016;B228;21.8(09)
01-01-2016;B278;20.7(08)
01-02-2016;B278;22.9(01)
01-03-2016;B278;23.0(30)
01-04-2016;B278;24.1(20)
01-05-2016;B278;28.1(30)
01-06-2016;B278;33.1(13)
01-07-2016;B278;39.3(21)
01-08-2016;B278;37.3(04)
01-09-2016;B278;35.0(06)
01-10-2016;B278;29.4(03)
01-11-2016;B278;25.1(01)
01-12-2016;B278;21.1(09)
01-01-2016;0200E;21.8(08)
01-02-2016;0200E;21.8(13)
01-03-2016;0200E;22.8(29)
01-04-2016;0200E;23.4(17)
01-05-2016;0200E;26.9(27)
01-06-2016;0200E;30.2(25)
01-07-2016;0200E;32.4(09)
01-08-2016;0200E;32.4(04)
01-09-2016;0200E;32.4(05)
01-10-2016;0200E;25.5(01)
01-11-2016;0200E;21.1(01)
01-12-2016;0200E;18.8(09)
01-01-2016;0076;20.5(08)
01-02-2016;0076;23.3(13)
01-03-2016;0076;21.5(31)
01-04-2016;0076;22.7(16)
01-05-2016;0076;26.9(29)
01-06-2016;0076;31.3(14)
01-07-2016;0076;31.2(08)
01-08-2016;0076;31.8(04)
01-09-2016;0076;31.6(05)
01-10-2016;0076;25.7(02)
01-11-2016;0076;23.2(05)
01-12-2016;0076;18.2(06)
01-01-2016;1082;21.9(23)
01-02-2016;1082;20.9(21)
01-03-2016;1082;24.3(26)
01-04-2016;1082;22.5(14)
01-05-2016;1082;29.1(05)
01-06-2016;1082;33.4(22)
01-07-2016;1082;40.4(18)
01-08-2016;1082;39.8(25)
01-09-2016;1082;39.0(12)
01-10-2016;1082;28.4(03)
01-11-2016;1082;25.5(01)
01-12-2016;1082;20.2(10)
01-01-2016;2331;17.5(24)
01-02-2016;2331;15.5(21)
01-03-2016;2331;17.9(30)
01-04-2016;2331;17.0(29)
01-05-2016;2331;25.0(21)
01-06-2016;2331;33.3(22)
01-07-2016;2331;35.6(18)
01-08-2016;2331;35.5(23)
01-09-2016;2331;35.2(06)
01-10-2016;2331;26.3(03)
01-11-2016;2331;21.0(02)
01-12-2016;2331;15.7(29)
01-01-2016;3469A;18.9(24)
01-02-2016;3469A;17.2(11)
01-03-2016;3469A;18.9(30)
01-04-2016;3469A;22.8(26)
01-05-2016;3469A;28.6(20)
01-06-2016;3469A;37.2(28)
01-07-2016;3469A;39.9(26)
01-08-2016;3469A;38.9(08)
01-09-2016;3469A;42.3(06)
01-10-2016;3469A;31.2(05)
01-11-2016;3469A;23.7(02)
01-12-2016;3469A;18.5(06)
01-01-2016;5973;19.5(23)
01-02-2016;5973;21.1(01)
01-03-2016;5973;20.0(29)
01-04-2016;5973;23.2(18)
01-05-2016;5973;27.2(20)
01-06-2016;5973;30.8(08)
01-07-2016;5973;34.8(09)
01-08-2016;5973;0
01-09-2016;5973;33.5(04)
01-10-2016;5973;28.8(04)
01-11-2016;5973;24.2(03)
01-12-2016;5973;20.5(06)
01-01-2016;5960;22.4(23)
01-02-2016;5960;22.3(01)
01-03-2016;5960;26.4(29)
01-04-2016;5960;28.7(25)
01-05-2016;5960;31.1(20)
01-06-2016;5960;38.2(08)
01-07-2016;5960;40.4(09)
01-08-2016;5960;39.0(09)
01-09-2016;5960;44.6(05)
01-10-2016;5960;33.6(04)
01-11-2016;5960;27.9(03)
01-12-2016;5960;22.2(06)
01-01-2016;5910;22.6(24)
01-02-2016;5910;22.8(07)
01-03-2016;5910;23.3(29)
01-04-2016;5910;26.4(18)
01-05-2016;5910;33.4(04)
01-06-2016;5910;35.5(08)
01-07-2016;5910;37.5(09)
01-08-2016;5910;36.1(06)
01-09-2016;5910;41.0(05)
01-10-2016;5910;31.5(03)
01-11-2016;5910;26.2(01)
01-12-2016;5910;21.7(06)
01-01-2016;6001;0
01-02-2016;6001;0
01-03-2016;6001;0
01-04-2016;6001;0
01-05-2016;6001;0
01-06-2016;6001;26.5(27)
01-07-2016;6001;32.0(08)
01-08-2016;6001;30.0(21)
01-09-2016;6001;33.8(05)
01-10-2016;6001;25.7(04)
01-11-2016;6001;0
01-12-2016;6001;20.6(04)
01-01-2016;1111;23.8(24)
01-02-2016;1111;19.8(08)
01-03-2016;1111;23.7(26)
01-04-2016;1111;21.0(13)
01-05-2016;1111;24.2(09)
01-06-2016;1111;21.8(12)
01-07-2016;1111;30.9(18)
01-08-2016;1111;28.4(15)
01-09-2016;1111;27.3(07)
01-10-2016;1111;24.5(23)
01-11-2016;1111;19.5(04)
01-12-2016;1111;21.2(05)
01-01-2016;1109;0
01-02-2016;1109;0
01-03-2016;1109;0
01-04-2016;1109;0
01-05-2016;1109;0
01-06-2016;1109;0
01-07-2016;1109;0
01-08-2016;1109;0
01-09-2016;1109;0
01-10-2016;1109;0
01-11-2016;1109;0
01-12-2016;1109;22.0(05)
01-01-2016;8500A;22.4(08)
01-02-2016;8500A;25.2(13)
01-03-2016;8500A;24.8(02)
01-04-2016;8500A;28.4(16)
01-05-2016;8500A;28.8(29)
01-06-2016;8500A;33.0(15)
01-07-2016;8500A;33.7(10)
01-08-2016;8500A;34.4(08)
01-09-2016;8500A;35.1(04)
01-10-2016;8500A;27.4(02)
01-11-2016;8500A;24.7(05)
01-12-2016;8500A;19.2(24)
01-01-2016;5000C;21.2(01)
01-02-2016;5000C;19.4(23)
01-03-2016;5000C;20.6(25)
01-04-2016;5000C;25.5(24)
01-05-2016;5000C;29.0(19)
01-06-2016;5000C;33.9(13)
01-07-2016;5000C;35.8(12)
01-08-2016;5000C;38.3(01)
01-09-2016;5000C;32.7(05)
01-10-2016;5000C;30.0(08)
01-11-2016;5000C;24.2(05)
01-12-2016;5000C;0
01-01-2016;4121;16.8(25)
01-02-2016;4121;17.4(22)
01-03-2016;4121;25.7(30)
01-04-2016;4121;24.4(27)
01-05-2016;4121;30.8(21)
01-06-2016;4121;37.0(22)
01-07-2016;4121;39.4(18)
01-08-2016;4121;38.5(02)
01-09-2016;4121;39.7(07)
01-10-2016;4121;29.9(05)
01-11-2016;4121;23.0(02)
01-12-2016;4121;15.1(09)
01-01-2016;5402;22.3(23)
01-02-2016;5402;23.1(01)
01-03-2016;5402;26.0(29)
01-04-2016;5402;28.9(30)
01-05-2016;5402;33.7(20)
01-06-2016;5402;40.0(09)
01-07-2016;5402;0
01-08-2016;5402;0
01-09-2016;5402;45.4(06)
01-10-2016;5402;34.6(04)
01-11-2016;5402;0
01-12-2016;5402;20.9(06)
01-01-2016;8096;19.9(24)
01-02-2016;8096;19.0(01)
01-03-2016;8096;23.3(30)
01-04-2016;8096;21.7(26)
01-05-2016;8096;27.6(21)
01-06-2016;8096;33.8(24)
01-07-2016;8096;36.8(19)
01-08-2016;8096;36.0(03)
01-09-2016;8096;38.2(06)
01-10-2016;8096;28.1(04)
01-11-2016;8096;22.9(02)
01-12-2016;8096;21.4(26)
01-01-2016;1014;22.0(24)
01-02-2016;1014;19.6(08)
01-03-2016;1014;25.8(26)
01-04-2016;1014;24.2(14)
01-05-2016;1014;30.6(21)
01-06-2016;1014;32.2(22)
01-07-2016;1014;38.0(19)
01-08-2016;1014;33.3(23)
01-09-2016;1014;36.5(12)
01-10-2016;1014;26.4(03)
01-11-2016;1014;23.1(01)
01-12-2016;1014;21.1(28)
01-01-2016;1024E;19.0(24)
01-02-2016;1024E;17.7(08)
01-03-2016;1024E;23.5(26)
01-04-2016;1024E;21.4(14)
01-05-2016;1024E;26.8(05)
01-06-2016;1024E;34.5(22)
01-07-2016;1024E;36.7(18)
01-08-2016;1024E;34.5(27)
01-09-2016;1024E;35.6(07)
01-10-2016;1024E;24.5(03)
01-11-2016;1024E;21.6(01)
01-12-2016;1024E;18.6(05)
01-01-2016;0367;23.0(08)
01-02-2016;0367;0
01-03-2016;0367;24.7(29)
01-04-2016;0367;0
01-05-2016;0367;28.8(27)
01-06-2016;0367;32.3(22)
01-07-2016;0367;0
01-08-2016;0367;37.2(04)
01-09-2016;0367;36.4(04)
01-10-2016;0367;26.6(01)
01-11-2016;0367;0
01-12-2016;0367;18.7(11)
01-01-2016;5530E;22.3(24)
01-02-2016;5530E;23.5(01)
01-03-2016;5530E;29.7(30)
01-04-2016;5530E;27.0(26)
01-05-2016;5530E;32.0(24)
01-06-2016;5530E;40.4(09)
01-07-2016;5530E;42.0(03)
01-08-2016;5530E;40.1(02)
01-09-2016;5530E;43.1(06)
01-10-2016;5530E;33.2(04)
01-11-2016;5530E;26.9(02)
01-12-2016;5530E;20.5(06)
01-01-2016;5514;21.4(24)
01-02-2016;5514;21.0(01)
01-03-2016;5514;26.6(30)
01-04-2016;5514;25.0(26)
01-05-2016;5514;31.0(24)
01-06-2016;5514;39.2(09)
01-07-2016;5514;40.0(03)
01-08-2016;5514;38.5(03)
01-09-2016;5514;40.6(06)
01-10-2016;5514;31.0(04)
01-11-2016;5514;26.6(03)
01-12-2016;5514;19.5(06)
01-01-2016;3013;18.6(24)
01-02-2016;3013;17.2(21)
01-03-2016;3013;20.1(30)
01-04-2016;3013;20.0(26)
01-05-2016;3013;26.4(04)
01-06-2016;3013;32.9(22)
01-07-2016;3013;34.7(26)
01-08-2016;3013;35.3(23)
01-09-2016;3013;35.7(06)
01-10-2016;3013;27.6(03)
01-11-2016;3013;21.8(01)
01-12-2016;3013;17.3(26)
01-01-2016;4642E;21.7(23)
01-02-2016;4642E;23.9(01)
01-03-2016;4642E;24.1(29)
01-04-2016;4642E;27.4(25)
01-05-2016;4642E;31.2(03)
01-06-2016;4642E;36.8(08)
01-07-2016;4642E;39.4(09)
01-08-2016;4642E;39.0(04)
01-09-2016;4642E;42.0(05)
01-10-2016;4642E;32.9(04)
01-11-2016;4642E;25.8(01)
01-12-2016;4642E;21.5(06)
01-01-2016;9898;16.5(24)
01-02-2016;9898;18.7(01)
01-03-2016;9898;22.4(30)
01-04-2016;9898;23.8(15)
01-05-2016;9898;30.2(27)
01-06-2016;9898;35.9(24)
01-07-2016;9898;39.7(30)
01-08-2016;9898;37.5(03)
01-09-2016;9898;35.6(05)
01-10-2016;9898;29.1(04)
01-11-2016;9898;18.5(01)
01-12-2016;9898;16.0(05)
01-01-2016;5270B;19.4(23)
01-02-2016;5270B;19.6(01)
01-03-2016;5270B;25.7(30)
01-04-2016;5270B;24.2(18)
01-05-2016;5270B;30.3(21)
01-06-2016;5270B;37.3(09)
01-07-2016;5270B;39.7(18)
01-08-2016;5270B;37.9(02)
01-09-2016;5270B;41.2(06)
01-10-2016;5270B;0
01-11-2016;5270B;24.7(02)
01-12-2016;5270B;17.9(09)
01-01-2016;9170;17.3(08)
01-02-2016;9170;19.5(13)
01-03-2016;9170;24.7(30)
01-04-2016;9170;23.4(15)
01-05-2016;9170;30.7(21)
01-06-2016;9170;36.3(23)
01-07-2016;9170;38.4(19)
01-08-2016;9170;36.9(03)
01-09-2016;9170;37.2(06)
01-10-2016;9170;28.9(04)
01-11-2016;9170;24.2(02)
01-12-2016;9170;16.8(12)
01-01-2016;C249I;24.1(05)
01-02-2016;C249I;23.5(14)
01-03-2016;C249I;23.5(19)
01-04-2016;C249I;27.0(18)
01-05-2016;C249I;31.1(12)
01-06-2016;C249I;30.7(20)
01-07-2016;C249I;0
01-08-2016;C249I;32.3(08)
01-09-2016;C249I;29.9(06)
01-10-2016;C249I;30.4(28)
01-11-2016;C249I;26.5(04)
01-12-2016;C249I;28.3(02)
01-01-2016;C649I;28.1(15)
01-02-2016;C649I;23.7(14)
01-03-2016;C649I;24.8(23)
01-04-2016;C649I;24.7(15)
01-05-2016;C649I;0
01-06-2016;C649I;0
01-07-2016;C649I;0
01-08-2016;C649I;0
01-09-2016;C649I;0
01-10-2016;C649I;30.2(17)
01-11-2016;C649I;26.7(04)
01-12-2016;C649I;0
01-01-2016;C029O;26.8(15)
01-02-2016;C029O;0
01-03-2016;C029O;25.5(02)
01-04-2016;C029O;26.5(27)
01-05-2016;C029O;27.9(28)
01-06-2016;C029O;36.8(23)
01-07-2016;C029O;0
01-08-2016;C029O;38.9(10)
01-09-2016;C029O;0
01-10-2016;C029O;0
01-11-2016;C029O;27.0(01)
01-12-2016;C029O;24.4(14)
01-01-2016;2661;14.4(24)
01-02-2016;2661;13.0(20)
01-03-2016;2661;16.2(24)
01-04-2016;2661;20.2(26)
01-05-2016;2661;23.2(04)
01-06-2016;2661;31.6(22)
01-07-2016;2661;34.0(18)
01-08-2016;2661;33.8(23)
01-09-2016;2661;34.0(06)
01-10-2016;2661;24.2(29)
01-11-2016;2661;20.0(16)
01-12-2016;2661;15.8(29)
01-01-2016;1549;19.8(24)
01-02-2016;1549;17.8(21)
01-03-2016;1549;20.1(24)
01-04-2016;1549;22.6(25)
01-05-2016;1549;29.6(20)
01-06-2016;1549;35.0(22)
01-07-2016;1549;37.6(18)
01-08-2016;1549;38.9(07)
01-09-2016;1549;38.7(06)
01-10-2016;1549;26.6(03)
01-11-2016;1549;20.3(02)
01-12-2016;1549;16.7(05)
01-01-2016;9771C;19.5(08)
01-02-2016;9771C;21.5(13)
01-03-2016;9771C;26.3(30)
01-04-2016;9771C;26.1(15)
01-05-2016;9771C;30.2(28)
01-06-2016;9771C;36.2(24)
01-07-2016;9771C;40.3(10)
01-08-2016;9771C;38.8(03)
01-09-2016;9771C;37.2(05)
01-10-2016;9771C;29.8(04)
01-11-2016;9771C;18.8(23)
01-12-2016;9771C;17.3(05)
01-01-2016;1505;20.3(24)
01-02-2016;1505;17.0(21)
01-03-2016;1505;18.0(24)
01-04-2016;1505;20.6(20)
01-05-2016;1505;29.4(04)
01-06-2016;1505;30.6(08)
01-07-2016;1505;38.4(18)
01-08-2016;1505;36.0(22)
01-09-2016;1505;37.6(06)
01-10-2016;1505;26.0(30)
01-11-2016;1505;19.6(02)
01-12-2016;1505;18.2(11)
01-01-2016;3191E;15.4(24)
01-02-2016;3191E;14.6(10)
01-03-2016;3191E;17.9(30)
01-04-2016;3191E;18.6(26)
01-05-2016;3191E;23.9(20)
01-06-2016;3191E;32.4(28)
01-07-2016;3191E;35.0(28)
01-08-2016;3191E;34.5(03)
01-09-2016;3191E;36.5(06)
01-10-2016;3191E;25.6(06)
01-11-2016;3191E;19.0(02)
01-12-2016;3191E;17.0(26)
01-01-2016;3129;19.5(24)
01-02-2016;3129;17.7(01)
01-03-2016;3129;22.4(30)
01-04-2016;3129;22.5(26)
01-05-2016;3129;28.3(20)
01-06-2016;3129;0
01-07-2016;3129;38.7(19)
01-08-2016;3129;38.0(03)
01-09-2016;3129;39.5(06)
01-10-2016;3129;29.0(06)
01-11-2016;3129;21.7(02)
01-12-2016;3129;17.0(27)
01-01-2016;3196;17.9(24)
01-02-2016;3196;16.6(01)
01-03-2016;3196;21.6(30)
01-04-2016;3196;21.5(26)
01-05-2016;3196;28.6(21)
01-06-2016;3196;36.4(28)
01-07-2016;3196;39.0(10)
01-08-2016;3196;38.0(03)
01-09-2016;3196;39.5(06)
01-10-2016;3196;29.4(06)
01-11-2016;3196;21.8(02)
01-12-2016;3196;16.6(26)
01-01-2016;3200;19.2(24)
01-02-2016;3200;16.8(01)
01-03-2016;3200;22.5(30)
01-04-2016;3200;22.3(26)
01-05-2016;3200;29.0(21)
01-06-2016;3200;36.4(09)
01-07-2016;3200;38.6(10)
01-08-2016;3200;37.8(03)
01-09-2016;3200;39.6(06)
01-10-2016;3200;29.0(04)
01-11-2016;3200;21.6(02)
01-12-2016;3200;15.6(27)
01-01-2016;3195;17.5(24)
01-02-2016;3195;16.2(11)
01-03-2016;3195;22.5(30)
01-04-2016;3195;22.3(26)
01-05-2016;3195;29.2(21)
01-06-2016;3195;35.8(28)
01-07-2016;3195;38.6(18)
01-08-2016;3195;37.9(03)
01-09-2016;3195;38.9(06)
01-10-2016;3195;27.6(06)
01-11-2016;3195;21.0(03)
01-12-2016;3195;14.5(27)
01-01-2016;3175;20.3(24)
01-02-2016;3175;17.8(01)
01-03-2016;3175;23.1(30)
01-04-2016;3175;22.5(18)
01-05-2016;3175;29.3(21)
01-06-2016;3175;36.4(28)
01-07-2016;3175;39.1(29)
01-08-2016;3175;37.9(03)
01-09-2016;3175;40.0(06)
01-10-2016;3175;29.6(03)
01-11-2016;3175;22.3(02)
01-12-2016;3175;17.3(27)
01-01-2016;2462;11.9(23)
01-02-2016;2462;14.1(01)
01-03-2016;2462;9.6(26)
01-04-2016;2462;12.4(27)
01-05-2016;2462;19.2(04)
01-06-2016;2462;25.1(28)
01-07-2016;2462;28.7(26)
01-08-2016;2462;28.9(22)
01-09-2016;2462;30.0(06)
01-10-2016;2462;20.2(29)
01-11-2016;2462;15.1(02)
01-12-2016;2462;13.4(30)
01-01-2016;6155A;24.1(04)
01-02-2016;6155A;23.9(22)
01-03-2016;6155A;26.6(25)
01-04-2016;6155A;27.1(28)
01-05-2016;6155A;31.3(19)
01-06-2016;6155A;39.7(13)
01-07-2016;6155A;39.0(22)
01-08-2016;6155A;41.7(04)
01-09-2016;6155A;35.0(05)
01-10-2016;6155A;29.6(11)
01-11-2016;6155A;24.5(03)
01-12-2016;6155A;20.4(06)
01-01-2016;6000A;22.8(09)
01-02-2016;6000A;22.4(11)
01-03-2016;6000A;22.6(02)
01-04-2016;6000A;25.2(27)
01-05-2016;6000A;27.6(22)
01-06-2016;6000A;32.8(13)
01-07-2016;6000A;36.0(31)
01-08-2016;6000A;36.2(29)
01-09-2016;6000A;33.2(07)
01-10-2016;6000A;28.4(23)
01-11-2016;6000A;24.6(03)
01-12-2016;6000A;20.4(05)
01-01-2016;7178I;25.1(08)
01-02-2016;7178I;25.7(11)
01-03-2016;7178I;28.0(25)
01-04-2016;7178I;28.9(30)
01-05-2016;7178I;34.5(22)
01-06-2016;7178I;40.3(13)
01-07-2016;7178I;40.2(31)
01-08-2016;7178I;40.0(04)
01-09-2016;7178I;44.6(05)
01-10-2016;7178I;31.8(06)
01-11-2016;7178I;27.7(03)
01-12-2016;7178I;20.5(06)
01-01-2016;7228;25.4(08)
01-02-2016;7228;26.2(13)
01-03-2016;7228;27.6(25)
01-04-2016;7228;28.6(16)
01-05-2016;7228;34.4(22)
01-06-2016;7228;39.2(13)
01-07-2016;7228;40.6(30)
01-08-2016;7228;40.0(04)
01-09-2016;7228;43.6(05)
01-10-2016;7228;32.0(02)
01-11-2016;7228;27.6(02)
01-12-2016;7228;19.4(06)
01-01-2016;7031;24.8(07)
01-02-2016;7031;24.0(11)
01-03-2016;7031;26.0(02)
01-04-2016;7031;25.2(16)
01-05-2016;7031;28.2(22)
01-06-2016;7031;36.6(13)
01-07-2016;7031;34.2(30)
01-08-2016;7031;34.7(04)
01-09-2016;7031;39.4(05)
01-10-2016;7031;29.7(11)
01-11-2016;7031;26.5(03)
01-12-2016;7031;19.0(06)
01-01-2016;9262;16.9(07)
01-02-2016;9262;18.1(13)
01-03-2016;9262;21.1(30)
01-04-2016;9262;21.7(15)
01-05-2016;9262;29.1(21)
01-06-2016;9262;34.0(22)
01-07-2016;9262;37.6(19)
01-08-2016;9262;36.2(23)
01-09-2016;9262;35.4(04)
01-10-2016;9262;26.9(03)
01-11-2016;9262;20.4(03)
01-12-2016;9262;15.8(12)
01-01-2016;9263D;16.2(07)
01-02-2016;9263D;18.5(21)
01-03-2016;9263D;21.8(30)
01-04-2016;9263D;22.8(15)
01-05-2016;9263D;30.2(21)
01-06-2016;9263D;35.3(22)
01-07-2016;9263D;0
01-08-2016;9263D;37.4(23)
01-09-2016;9263D;0
01-10-2016;9263D;0
01-11-2016;9263D;21.9(03)
01-12-2016;9263D;15.7(12)
01-01-2016;1690A;20.0(24)
01-02-2016;1690A;20.3(21)
01-03-2016;1690A;21.6(24)
01-04-2016;1690A;26.2(25)
01-05-2016;1690A;32.7(04)
01-06-2016;1690A;35.6(21)
01-07-2016;1690A;41.7(18)
01-08-2016;1690A;40.9(07)
01-09-2016;1690A;41.2(06)
01-10-2016;1690A;28.9(27)
01-11-2016;1690A;25.0(02)
01-12-2016;1690A;20.2(05)
01-01-2016;1484C;20.7(24)
01-02-2016;1484C;17.1(21)
01-03-2016;1484C;17.4(14)
01-04-2016;1484C;21.5(19)
01-05-2016;1484C;29.5(04)
01-06-2016;1484C;29.5(21)
01-07-2016;1484C;33.8(16)
01-08-2016;1484C;38.1(07)
01-09-2016;1484C;33.7(06)
01-10-2016;1484C;24.9(28)
01-11-2016;1484C;21.4(01)
01-12-2016;1484C;19.9(04)
01-01-2016;1495;21.8(24)
01-02-2016;1495;0
01-03-2016;1495;18.5(21)
01-04-2016;1495;0
01-05-2016;1495;29.4(04)
01-06-2016;1495;29.4(27)
01-07-2016;1495;35.5(16)
01-08-2016;1495;0
01-09-2016;1495;36.9(06)
01-10-2016;1495;26.3(27)
01-11-2016;1495;0
01-12-2016;1495;20.4(04)
01-01-2016;2867;0
01-02-2016;2867;14.7(10)
01-03-2016;2867;20.0(30)
01-04-2016;2867;21.1(26)
01-05-2016;2867;27.7(20)
01-06-2016;2867;34.8(21)
