FECHA;INDICATIVO;TEMP_MAX
01-05-2018;1495;26.6(18)
01-06-2018;1495;33.1(23)
01-07-2018;1495;29.3(09)
01-08-2018;1495;37.8(03)
01-09-2018;1495;36.4(01)
01-10-2018;1495;28.6(03)
01-11-2018;1495;20.4(15)
01-12-2018;1495;16.9(04)
01-01-2018;2867;15.6(18)
01-02-2018;2867;16.7(16)
01-03-2018;2867;18.5(27)
01-04-2018;2867;25.3(25)
01-05-2018;2867;25.6(08)
01-06-2018;2867;35.2(24)
01-07-2018;2867;0
01-08-2018;2867;39.1(06)
01-09-2018;2867;34.9(02)
01-10-2018;2867;28.5(05)
01-11-2018;2867;19.2(02)
01-12-2018;2867;17.1(09)
01-01-2018;2870;15.7(18)
01-02-2018;2870;17.2(26)
01-03-2018;2870;19.4(27)
01-04-2018;2870;27.0(25)
01-05-2018;2870;26.6(23)
01-06-2018;2870;35.9(24)
01-07-2018;2870;33.3(09)
01-08-2018;2870;39.3(03)
01-09-2018;2870;35.3(02)
01-10-2018;2870;29.3(05)
01-11-2018;2870;19.8(02)
01-12-2018;2870;18.3(09)
01-01-2018;C929I;22.1(05)
01-02-2018;C929I;23.3(28)
01-03-2018;C929I;26.4(09)
01-04-2018;C929I;23.5(19)
01-05-2018;C929I;24.8(22)
01-06-2018;C929I;26.1(28)
01-07-2018;C929I;25.8(29)
01-08-2018;C929I;26.7(01)
01-09-2018;C929I;28.5(14)
01-10-2018;C929I;28.9(13)
01-11-2018;C929I;24.5(03)
01-12-2018;C929I;25.9(07)
01-01-2018;C430E;14.5(12)
01-02-2018;C430E;8.8(27)
01-03-2018;C430E;16.4(27)
01-04-2018;C430E;16.0(19)
01-05-2018;C430E;17.9(14)
01-06-2018;C430E;20.2(19)
01-07-2018;C430E;27.0(04)
01-08-2018;C430E;25.2(28)
01-09-2018;C430E;23.9(02)
01-10-2018;C430E;20.1(15)
01-11-2018;C430E;16.3(07)
01-12-2018;C430E;15.8(03)
01-01-2018;C139E;0
01-02-2018;C139E;23.3(27)
01-03-2018;C139E;0
01-04-2018;C139E;24.3(19)
01-05-2018;C139E;23.0(10)
01-06-2018;C139E;25.7(26)
01-07-2018;C139E;26.9(27)
01-08-2018;C139E;27.1(23)
01-09-2018;C139E;27.4(22)
01-10-2018;C139E;28.7(09)
01-11-2018;C139E;25.1(17)
01-12-2018;C139E;27.5(04)
01-01-2018;C449C;23.8(10)
01-02-2018;C449C;25.2(28)
01-03-2018;C449C;25.4(29)
01-04-2018;C449C;26.3(17)
01-05-2018;C449C;24.9(21)
01-06-2018;C449C;29.8(28)
01-07-2018;C449C;32.1(10)
01-08-2018;C449C;32.9(24)
01-09-2018;C449C;30.9(15)
01-10-2018;C449C;28.8(09)
01-11-2018;C449C;26.0(01)
01-12-2018;C449C;25.5(04)
01-01-2018;C447A;21.1(03)
01-02-2018;C447A;19.1(16)
01-03-2018;C447A;25.6(28)
01-04-2018;C447A;22.4(17)
01-05-2018;C447A;20.1(22)
01-06-2018;C447A;25.3(26)
01-07-2018;C447A;34.7(10)
01-08-2018;C447A;33.1(24)
01-09-2018;C447A;31.6(26)
01-10-2018;C447A;26.2(13)
01-11-2018;C447A;23.4(29)
01-12-2018;C447A;23.7(10)
01-01-2018;C429I;0
01-02-2018;C429I;24.8(15)
01-03-2018;C429I;30.6(28)
01-04-2018;C429I;25.6(06)
01-05-2018;C429I;0
01-06-2018;C429I;27.7(29)
01-07-2018;C429I;0
01-08-2018;C429I;33.3(24)
01-09-2018;C429I;31.8(13)
01-10-2018;C429I;29.6(09)
01-11-2018;C429I;26.4(02)
01-12-2018;C429I;29.8(06)
01-01-2018;2465;13.8(18)
01-02-2018;2465;15.2(16)
01-03-2018;2465;17.5(28)
01-04-2018;2465;25.1(25)
01-05-2018;2465;24.0(23)
01-06-2018;2465;34.0(25)
01-07-2018;2465;32.9(31)
01-08-2018;2465;37.3(02)
01-09-2018;2465;32.7(02)
01-10-2018;2465;26.5(05)
01-11-2018;2465;18.7(04)
01-12-2018;2465;18.7(04)
01-01-2018;5796;19.2(31)
01-02-2018;5796;22.2(16)
01-03-2018;5796;25.0(28)
01-04-2018;5796;27.0(18)
01-05-2018;5796;29.5(17)
01-06-2018;5796;38.6(18)
01-07-2018;5796;38.7(31)
01-08-2018;5796;42.9(03)
01-09-2018;5796;38.2(02)
01-10-2018;5796;33.6(04)
01-11-2018;5796;22.9(11)
01-12-2018;5796;24.6(10)
01-01-2018;5783;19.8(22)
01-02-2018;5783;22.4(16)
01-03-2018;5783;26.5(28)
01-04-2018;5783;28.4(18)
01-05-2018;5783;30.2(17)
01-06-2018;5783;39.3(18)
01-07-2018;5783;39.1(31)
01-08-2018;5783;44.5(03)
01-09-2018;5783;39.0(01)
01-10-2018;5783;34.5(02)
01-11-2018;5783;23.1(11)
01-12-2018;5783;23.4(06)
01-01-2018;2030;15.9(23)
01-02-2018;2030;15.5(25)
01-03-2018;2030;18.4(28)
01-04-2018;2030;25.2(25)
01-05-2018;2030;25.0(27)
01-06-2018;2030;32.6(25)
01-07-2018;2030;32.7(26)
01-08-2018;2030;36.6(02)
01-09-2018;2030;33.9(02)
01-10-2018;2030;26.5(05)
01-11-2018;2030;18.1(03)
01-12-2018;2030;19.4(31)
01-01-2018;0016A;22.7(21)
01-02-2018;0016A;20.0(17)
01-03-2018;0016A;24.6(28)
01-04-2018;0016A;25.7(25)
01-05-2018;0016A;27.7(25)
01-06-2018;0016A;32.4(22)
01-07-2018;0016A;35.1(16)
01-08-2018;0016A;39.8(04)
01-09-2018;0016A;32.1(24)
01-10-2018;0016A;27.2(03)
01-11-2018;0016A;22.7(11)
01-12-2018;0016A;20.1(04)
01-01-2018;9981A;23.8(04)
01-02-2018;9981A;23.7(15)
01-03-2018;9981A;29.2(28)
01-04-2018;9981A;31.2(25)
01-05-2018;9981A;29.3(22)
01-06-2018;9981A;36.5(22)
01-07-2018;9981A;37.7(08)
01-08-2018;9981A;42.3(04)
01-09-2018;9981A;35.0(21)
01-10-2018;9981A;30.8(03)
01-11-2018;9981A;23.8(11)
01-12-2018;9981A;22.6(04)
01-01-2018;9381I;18.8(24)
01-02-2018;9381I;17.1(15)
01-03-2018;9381I;21.6(28)
01-04-2018;9381I;26.2(24)
01-05-2018;9381I;27.1(24)
01-06-2018;9381I;33.3(26)
01-07-2018;9381I;36.6(26)
01-08-2018;9381I;37.6(02)
01-09-2018;9381I;32.2(23)
01-10-2018;9381I;27.8(04)
01-11-2018;9381I;19.0(12)
01-12-2018;9381I;20.3(05)
01-01-2018;8368U;19.3(24)
01-02-2018;8368U;18.9(16)
01-03-2018;8368U;22.8(28)
01-04-2018;8368U;27.7(25)
01-05-2018;8368U;27.5(23)
01-06-2018;8368U;35.2(25)
01-07-2018;8368U;36.9(31)
01-08-2018;8368U;37.4(02)
01-09-2018;8368U;31.5(02)
01-10-2018;8368U;27.4(06)
01-11-2018;8368U;18.9(11)
01-12-2018;8368U;21.1(05)
01-01-2018;3260B;17.3(21)
01-02-2018;3260B;18.9(26)
01-03-2018;3260B;21.9(28)
01-04-2018;3260B;29.4(25)
01-05-2018;3260B;29.7(24)
01-06-2018;3260B;38.9(24)
01-07-2018;3260B;37.9(31)
01-08-2018;3260B;42.6(03)
01-09-2018;3260B;37.6(02)
01-10-2018;3260B;30.6(04)
01-11-2018;3260B;20.5(17)
01-12-2018;3260B;18.0(05)
01-01-2018;8416;26.6(22)
01-02-2018;8416;23.5(15)
01-03-2018;8416;30.0(28)
01-04-2018;8416;27.0(15)
01-05-2018;8416;28.0(28)
01-06-2018;8416;31.5(22)
01-07-2018;8416;37.2(16)
01-08-2018;8416;37.0(05)
01-09-2018;8416;31.8(23)
01-10-2018;8416;27.6(12)
01-11-2018;8416;25.5(11)
01-12-2018;8416;24.3(04)
01-01-2018;8414A;25.4(22)
01-02-2018;8414A;24.3(15)
01-03-2018;8414A;29.7(28)
01-04-2018;8414A;27.1(15)
01-05-2018;8414A;29.2(12)
01-06-2018;8414A;32.7(22)
01-07-2018;8414A;36.9(16)
01-08-2018;8414A;37.7(05)
01-09-2018;8414A;33.1(23)
01-10-2018;8414A;29.1(12)
01-11-2018;8414A;24.8(11)
01-12-2018;8414A;24.2(04)
01-01-2018;2422;14.1(03)
01-02-2018;2422;16.0(16)
01-03-2018;2422;19.4(27)
01-04-2018;2422;25.9(24)
01-05-2018;2422;25.8(07)
01-06-2018;2422;34.3(25)
01-07-2018;2422;33.8(23)
01-08-2018;2422;38.4(03)
01-09-2018;2422;34.6(02)
01-10-2018;2422;28.3(05)
01-11-2018;2422;17.7(15)
01-12-2018;2422;16.0(04)
01-01-2018;2539;13.2(03)
01-02-2018;2539;13.8(16)
01-03-2018;2539;18.1(27)
01-04-2018;2539;24.3(24)
01-05-2018;2539;23.6(23)
01-06-2018;2539;0
01-07-2018;2539;31.7(25)
01-08-2018;2539;36.8(06)
01-09-2018;2539;32.4(02)
01-10-2018;2539;25.8(04)
01-11-2018;2539;16.4(15)
01-12-2018;2539;14.5(09)
01-01-2018;2614;15.0(03)
01-02-2018;2614;16.4(16)
01-03-2018;2614;21.1(27)
01-04-2018;2614;27.3(25)
01-05-2018;2614;28.5(22)
01-06-2018;2614;37.3(24)
01-07-2018;2614;35.1(25)
01-08-2018;2614;40.4(06)
01-09-2018;2614;36.0(02)
01-10-2018;2614;29.2(05)
01-11-2018;2614;21.3(02)
01-12-2018;2614;16.6(09)
01-01-2018;9390;17.1(24)
01-02-2018;9390;16.1(15)
01-03-2018;9390;21.8(28)
01-04-2018;9390;24.4(24)
01-05-2018;9390;26.4(24)
01-06-2018;9390;33.5(25)
01-07-2018;9390;35.5(27)
01-08-2018;9390;37.5(06)
01-09-2018;9390;32.9(02)
01-10-2018;9390;28.1(05)
01-11-2018;9390;19.6(12)
01-12-2018;9390;18.9(04)
01-01-2018;9434;19.7(04)
01-02-2018;9434;19.9(15)
01-03-2018;9434;22.7(28)
01-04-2018;9434;26.6(24)
01-05-2018;9434;28.4(24)
01-06-2018;9434;35.4(21)
01-07-2018;9434;37.6(26)
01-08-2018;9434;39.2(03)
01-09-2018;9434;34.3(23)
01-10-2018;9434;28.3(12)
01-11-2018;9434;22.8(11)
01-12-2018;9434;18.5(04)
