FECHA;INDICATIVO;LLUVIA_sup_1mm
01-02-2016;5973;5
01-03-2016;5973;5
01-04-2016;5973;6
01-05-2016;5973;8
01-06-2016;5973;0
01-07-2016;5973;1
01-08-2016;5973;1
01-09-2016;5973;1
01-10-2016;5973;5
01-11-2016;5973;7
01-12-2016;5973;7
01-01-2016;5960;9
01-02-2016;5960;5
01-03-2016;5960;5
01-04-2016;5960;6
01-05-2016;5960;9
01-06-2016;5960;0
01-07-2016;5960;0
01-08-2016;5960;0
01-09-2016;5960;1
01-10-2016;5960;5
01-11-2016;5960;9
01-12-2016;5960;6
01-01-2016;5910;5
01-02-2016;5910;5
01-03-2016;5910;4
01-04-2016;5910;7
01-05-2016;5910;9
01-06-2016;5910;0
01-07-2016;5910;0
01-08-2016;5910;0
01-09-2016;5910;1
01-10-2016;5910;6
01-11-2016;5910;8
01-12-2016;5910;6
01-01-2016;6001;0
01-02-2016;6001;0
01-03-2016;6001;0
01-04-2016;6001;5
01-05-2016;6001;0
01-06-2016;6001;0
01-07-2016;6001;1
01-08-2016;6001;0
01-09-2016;6001;1
01-10-2016;6001;4
01-11-2016;6001;11
01-12-2016;6001;10
01-01-2016;1111;15
01-02-2016;1111;16
01-03-2016;1111;14
01-04-2016;1111;11
01-05-2016;1111;10
01-06-2016;1111;8
01-07-2016;1111;8
01-08-2016;1111;5
01-09-2016;1111;10
01-10-2016;1111;4
01-11-2016;1111;11
01-12-2016;1111;3
01-01-2016;1109;0
01-02-2016;1109;0
01-03-2016;1109;0
01-04-2016;1109;0
01-05-2016;1109;0
01-06-2016;1109;0
01-07-2016;1109;0
01-08-2016;1109;0
01-09-2016;1109;0
01-10-2016;1109;0
01-11-2016;1109;0
01-12-2016;1109;5
01-01-2016;8500A;0
01-02-2016;8500A;1
01-03-2016;8500A;4
01-04-2016;8500A;7
01-05-2016;8500A;5
01-06-2016;8500A;0
01-07-2016;8500A;0
01-08-2016;8500A;3
01-09-2016;8500A;3
01-10-2016;8500A;6
01-11-2016;8500A;7
01-12-2016;8500A;7
01-01-2016;5000C;7
01-02-2016;5000C;12
01-03-2016;5000C;6
01-04-2016;5000C;6
01-05-2016;5000C;10
01-06-2016;5000C;1
01-07-2016;5000C;0
01-08-2016;5000C;1
01-09-2016;5000C;1
01-10-2016;5000C;4
01-11-2016;5000C;13
01-12-2016;5000C;10
01-01-2016;4121;8
01-02-2016;4121;9
01-03-2016;4121;5
01-04-2016;4121;8
01-05-2016;4121;9
01-06-2016;4121;1
01-07-2016;4121;1
01-08-2016;4121;0
01-09-2016;4121;1
01-10-2016;4121;7
01-11-2016;4121;10
01-12-2016;4121;6
01-01-2016;5402;11
01-02-2016;5402;9
01-03-2016;5402;6
01-04-2016;5402;8
01-05-2016;5402;10
01-06-2016;5402;0
01-07-2016;5402;0
01-08-2016;5402;0
01-09-2016;5402;1
01-10-2016;5402;5
01-11-2016;5402;8
01-12-2016;5402;4
01-01-2016;8096;11
01-02-2016;8096;10
01-03-2016;8096;8
01-04-2016;8096;13
01-05-2016;8096;9
01-06-2016;8096;2
01-07-2016;8096;1
01-08-2016;8096;1
01-09-2016;8096;3
01-10-2016;8096;9
01-11-2016;8096;10
01-12-2016;8096;2
01-01-2016;1014;20
01-02-2016;1014;19
01-03-2016;1014;17
01-04-2016;1014;11
01-05-2016;1014;12
01-06-2016;1014;7
01-07-2016;1014;8
01-08-2016;1014;8
01-09-2016;1014;13
01-10-2016;1014;6
01-11-2016;1014;14
01-12-2016;1014;5
01-01-2016;1024E;16
01-02-2016;1024E;18
01-03-2016;1024E;16
01-04-2016;1024E;12
01-05-2016;1024E;12
01-06-2016;1024E;9
01-07-2016;1024E;15
01-08-2016;1024E;8
01-09-2016;1024E;11
01-10-2016;1024E;7
01-11-2016;1024E;13
01-12-2016;1024E;4
01-01-2016;0367;2
01-02-2016;0367;6
01-03-2016;0367;4
01-04-2016;0367;0
01-05-2016;0367;9
01-06-2016;0367;3
01-07-2016;0367;2
01-08-2016;0367;3
01-09-2016;0367;5
01-10-2016;0367;8
01-11-2016;0367;5
01-12-2016;0367;4
01-01-2016;5530E;4
01-02-2016;5530E;10
01-03-2016;5530E;3
01-04-2016;5530E;4
01-05-2016;5530E;6
01-06-2016;5530E;0
01-07-2016;5530E;0
01-08-2016;5530E;0
01-09-2016;5530E;0
01-10-2016;5530E;3
01-11-2016;5530E;6
01-12-2016;5530E;7
01-01-2016;5514;5
01-02-2016;5514;12
01-03-2016;5514;3
01-04-2016;5514;3
01-05-2016;5514;6
01-06-2016;5514;0
01-07-2016;5514;0
01-08-2016;5514;0
01-09-2016;5514;1
01-10-2016;5514;3
01-11-2016;5514;5
01-12-2016;5514;6
01-01-2016;3013;8
01-02-2016;3013;12
01-03-2016;3013;9
01-04-2016;3013;10
01-05-2016;3013;8
01-06-2016;3013;3
01-07-2016;3013;2
01-08-2016;3013;0
01-09-2016;3013;3
01-10-2016;3013;7
01-11-2016;3013;7
01-12-2016;3013;3
01-01-2016;4642E;8
01-02-2016;4642E;4
01-03-2016;4642E;4
01-04-2016;4642E;10
01-05-2016;4642E;9
01-06-2016;4642E;0
01-07-2016;4642E;0
01-08-2016;4642E;1
01-09-2016;4642E;1
01-10-2016;4642E;5
01-11-2016;4642E;10
01-12-2016;4642E;6
01-01-2016;9898;5
01-02-2016;9898;8
01-03-2016;9898;6
01-04-2016;9898;10
01-05-2016;9898;7
01-06-2016;9898;3
01-07-2016;9898;3
01-08-2016;9898;2
01-09-2016;9898;3
01-10-2016;9898;6
01-11-2016;9898;8
01-12-2016;9898;1
01-01-2016;5270B;10
01-02-2016;5270B;8
01-03-2016;5270B;7
01-04-2016;5270B;9
01-05-2016;5270B;9
01-06-2016;5270B;0
01-07-2016;5270B;1
01-08-2016;5270B;1
01-09-2016;5270B;1
01-10-2016;5270B;5
01-11-2016;5270B;8
01-12-2016;5270B;5
01-01-2016;9170;11
01-02-2016;9170;11
01-03-2016;9170;12
01-04-2016;9170;7
01-05-2016;9170;6
01-06-2016;9170;4
01-07-2016;9170;4
01-08-2016;9170;1
01-09-2016;9170;3
01-10-2016;9170;4
01-11-2016;9170;7
01-12-2016;9170;4
01-01-2016;C249I;1
01-02-2016;C249I;3
01-03-2016;C249I;1
01-04-2016;C249I;0
01-05-2016;C249I;0
01-06-2016;C249I;0
01-07-2016;C249I;0
01-08-2016;C249I;0
01-09-2016;C249I;0
01-10-2016;C249I;3
01-11-2016;C249I;8
01-12-2016;C249I;1
01-01-2016;C649I;1
01-02-2016;C649I;4
01-03-2016;C649I;3
01-04-2016;C649I;0
01-05-2016;C649I;1
01-06-2016;C649I;0
01-07-2016;C649I;0
01-08-2016;C649I;0
01-09-2016;C649I;2
01-10-2016;C649I;4
01-11-2016;C649I;2
01-12-2016;C649I;4
01-01-2016;C029O;0
01-02-2016;C029O;5
01-03-2016;C029O;1
01-04-2016;C029O;0
01-05-2016;C029O;1
01-06-2016;C029O;0
01-07-2016;C029O;0
01-08-2016;C029O;0
01-09-2016;C029O;0
01-10-2016;C029O;3
01-11-2016;C029O;7
01-12-2016;C029O;4
01-01-2016;2661;13
01-02-2016;2661;12
01-03-2016;2661;8
01-04-2016;2661;15
01-05-2016;2661;13
01-06-2016;2661;2
01-07-2016;2661;2
01-08-2016;2661;1
01-09-2016;2661;3
01-10-2016;2661;6
01-11-2016;2661;6
01-12-2016;2661;4
01-01-2016;1549;18
01-02-2016;1549;13
01-03-2016;1549;12
01-04-2016;1549;14
01-05-2016;1549;14
01-06-2016;1549;2
01-07-2016;1549;0
01-08-2016;1549;2
01-09-2016;1549;4
01-10-2016;1549;7
01-11-2016;1549;10
01-12-2016;1549;3
01-01-2016;9771C;2
01-02-2016;9771C;8
01-03-2016;9771C;6
01-04-2016;9771C;8
01-05-2016;9771C;4
01-06-2016;9771C;2
01-07-2016;9771C;0
01-08-2016;9771C;0
01-09-2016;9771C;2
01-10-2016;9771C;5
01-11-2016;9771C;6
01-12-2016;9771C;2
01-01-2016;1505;21
01-02-2016;1505;16
01-03-2016;1505;16
01-04-2016;1505;16
01-05-2016;1505;14
01-06-2016;1505;4
01-07-2016;1505;2
01-08-2016;1505;3
01-09-2016;1505;5
01-10-2016;1505;7
01-11-2016;1505;13
01-12-2016;1505;4
01-01-2016;3191E;8
01-02-2016;3191E;6
01-03-2016;3191E;8
01-04-2016;3191E;13
01-05-2016;3191E;11
01-06-2016;3191E;2
01-07-2016;3191E;4
01-08-2016;3191E;1
01-09-2016;3191E;1
01-10-2016;3191E;9
01-11-2016;3191E;11
01-12-2016;3191E;5
01-01-2016;3129;7
01-02-2016;3129;6
01-03-2016;3129;5
01-04-2016;3129;14
01-05-2016;3129;10
01-06-2016;3129;0
01-07-2016;3129;2
01-08-2016;3129;0
01-09-2016;3129;1
01-10-2016;3129;0
01-11-2016;3129;11
01-12-2016;3129;5
01-01-2016;3196;5
01-02-2016;3196;8
01-03-2016;3196;5
01-04-2016;3196;12
01-05-2016;3196;8
01-06-2016;3196;2
01-07-2016;3196;3
01-08-2016;3196;0
01-09-2016;3196;1
01-10-2016;3196;10
01-11-2016;3196;8
01-12-2016;3196;5
01-01-2016;3200;6
01-02-2016;3200;8
01-03-2016;3200;5
01-04-2016;3200;10
01-05-2016;3200;7
01-06-2016;3200;0
01-07-2016;3200;2
01-08-2016;3200;0
01-09-2016;3200;1
01-10-2016;3200;10
01-11-2016;3200;8
01-12-2016;3200;5
01-01-2016;3195;6
01-02-2016;3195;9
01-03-2016;3195;4
01-04-2016;3195;13
01-05-2016;3195;8
01-06-2016;3195;0
01-07-2016;3195;2
01-08-2016;3195;0
01-09-2016;3195;1
01-10-2016;3195;10
01-11-2016;3195;10
01-12-2016;3195;5
01-01-2016;3175;7
01-02-2016;3175;6
01-03-2016;3175;5
01-04-2016;3175;11
01-05-2016;3175;9
01-06-2016;3175;1
01-07-2016;3175;2
01-08-2016;3175;0
01-09-2016;3175;1
01-10-2016;3175;6
01-11-2016;3175;11
01-12-2016;3175;5
01-01-2016;2462;14
01-02-2016;2462;17
01-03-2016;2462;15
01-04-2016;2462;16
01-05-2016;2462;12
01-06-2016;2462;3
01-07-2016;2462;3
01-08-2016;2462;1
01-09-2016;2462;2
01-10-2016;2462;12
01-11-2016;2462;16
01-12-2016;2462;5
01-01-2016;6155A;5
01-02-2016;6155A;5
01-03-2016;6155A;5
01-04-2016;6155A;4
01-05-2016;6155A;8
01-06-2016;6155A;0
01-07-2016;6155A;0
01-08-2016;6155A;0
01-09-2016;6155A;1
01-10-2016;6155A;3
01-11-2016;6155A;7
01-12-2016;6155A;9
01-01-2016;6000A;6
01-02-2016;6000A;4
01-03-2016;6000A;5
01-04-2016;6000A;3
01-05-2016;6000A;5
01-06-2016;6000A;0
01-07-2016;6000A;0
01-08-2016;6000A;0
01-09-2016;6000A;1
01-10-2016;6000A;2
01-11-2016;6000A;5
01-12-2016;6000A;11
01-01-2016;7178I;2
01-02-2016;7178I;2
01-03-2016;7178I;3
01-04-2016;7178I;2
01-05-2016;7178I;4
01-06-2016;7178I;1
01-07-2016;7178I;0
01-08-2016;7178I;1
01-09-2016;7178I;1
01-10-2016;7178I;4
01-11-2016;7178I;6
01-12-2016;7178I;10
01-01-2016;7228;2
01-02-2016;7228;2
01-03-2016;7228;3
01-04-2016;7228;3
01-05-2016;7228;3
01-06-2016;7228;2
01-07-2016;7228;0
01-08-2016;7228;1
01-09-2016;7228;1
01-10-2016;7228;4
01-11-2016;7228;5
01-12-2016;7228;9
01-01-2016;7031;2
01-02-2016;7031;2
01-03-2016;7031;1
01-04-2016;7031;3
01-05-2016;7031;1
01-06-2016;7031;0
01-07-2016;7031;0
01-08-2016;7031;0
01-09-2016;7031;3
01-10-2016;7031;3
01-11-2016;7031;5
01-12-2016;7031;0
01-01-2016;9262;14
01-02-2016;9262;15
01-03-2016;9262;16
01-04-2016;9262;10
01-05-2016;9262;8
01-06-2016;9262;5
01-07-2016;9262;4
01-08-2016;9262;1
01-09-2016;9262;4
01-10-2016;9262;4
01-11-2016;9262;10
01-12-2016;9262;2
01-01-2016;9263D;13
01-02-2016;9263D;12
01-03-2016;9263D;13
01-04-2016;9263D;9
01-05-2016;9263D;10
01-06-2016;9263D;4
01-07-2016;9263D;3
01-08-2016;9263D;2
01-09-2016;9263D;3
01-10-2016;9263D;4
01-11-2016;9263D;9
01-12-2016;9263D;0
01-01-2016;1690A;20
01-02-2016;1690A;13
01-03-2016;1690A;12
01-04-2016;1690A;15
01-05-2016;1690A;12
01-06-2016;1690A;3
01-07-2016;1690A;0
01-08-2016;1690A;2
01-09-2016;1690A;4
01-10-2016;1690A;7
01-11-2016;1690A;10
01-12-2016;1690A;3
01-01-2016;1484C;21
01-02-2016;1484C;15
01-03-2016;1484C;17
01-04-2016;1484C;14
01-05-2016;1484C;18
01-06-2016;1484C;8
01-07-2016;1484C;2
01-08-2016;1484C;6
01-09-2016;1484C;3
01-10-2016;1484C;8
01-11-2016;1484C;12
01-12-2016;1484C;4
01-01-2016;1495;23
01-02-2016;1495;14
01-03-2016;1495;19
01-04-2016;1495;13
01-05-2016;1495;16
01-06-2016;1495;5
01-07-2016;1495;1
01-08-2016;1495;5
01-09-2016;1495;3
01-10-2016;1495;7
01-11-2016;1495;12
01-12-2016;1495;4
01-01-2016;2867;11
01-02-2016;2867;10
01-03-2016;2867;6
01-04-2016;2867;10
01-05-2016;2867;10
01-06-2016;2867;0
01-07-2016;2867;2
01-08-2016;2867;1
01-09-2016;2867;1
01-10-2016;2867;11
01-11-2016;2867;8
01-12-2016;2867;3
01-01-2016;2870;12
01-02-2016;2870;10
01-03-2016;2870;7
01-04-2016;2870;12
01-05-2016;2870;11
01-06-2016;2870;2
01-07-2016;2870;0
01-08-2016;2870;1
01-09-2016;2870;0
01-10-2016;2870;11
01-11-2016;2870;7
01-12-2016;2870;3
01-01-2016;C929I;2
01-02-2016;C929I;2
01-03-2016;C929I;1
01-04-2016;C929I;1
01-05-2016;C929I;2
01-06-2016;C929I;0
01-07-2016;C929I;0
01-08-2016;C929I;0
01-09-2016;C929I;0
01-10-2016;C929I;5
01-11-2016;C929I;8
01-12-2016;C929I;5
01-01-2016;C430E;1
01-02-2016;C430E;4
01-03-2016;C430E;6
01-04-2016;C430E;0
01-05-2016;C430E;2
01-06-2016;C430E;0
01-07-2016;C430E;0
01-08-2016;C430E;0
01-09-2016;C430E;0
01-10-2016;C430E;2
01-11-2016;C430E;4
01-12-2016;C430E;6
01-01-2016;C139E;2
01-02-2016;C139E;3
01-03-2016;C139E;4
01-04-2016;C139E;3
01-05-2016;C139E;1
01-06-2016;C139E;1
01-07-2016;C139E;0
01-08-2016;C139E;0
01-09-2016;C139E;0
01-10-2016;C139E;3
01-11-2016;C139E;10
01-12-2016;C139E;9
01-01-2016;C449C;1
01-02-2016;C449C;5
01-03-2016;C449C;3
01-04-2016;C449C;1
01-05-2016;C449C;2
01-06-2016;C449C;0
01-07-2016;C449C;0
01-08-2016;C449C;0
01-09-2016;C449C;0
01-10-2016;C449C;3
01-11-2016;C449C;11
01-12-2016;C449C;6
01-01-2016;C447A;1
01-02-2016;C447A;9
01-03-2016;C447A;7
01-04-2016;C447A;6
01-05-2016;C447A;5
01-06-2016;C447A;4
01-07-2016;C447A;2
01-08-2016;C447A;0
01-09-2016;C447A;0
01-10-2016;C447A;5
01-11-2016;C447A;15
01-12-2016;C447A;9
01-01-2016;C429I;0
01-02-2016;C429I;1
01-03-2016;C429I;0
01-04-2016;C429I;0
01-05-2016;C429I;0
01-06-2016;C429I;0
01-07-2016;C429I;0
01-08-2016;C429I;0
01-09-2016;C429I;0
01-10-2016;C429I;2
01-11-2016;C429I;1
01-12-2016;C429I;2
01-01-2016;2465;11
01-02-2016;2465;13
01-03-2016;2465;9
01-04-2016;2465;10
01-05-2016;2465;10
01-06-2016;2465;4
01-07-2016;2465;4
01-08-2016;2465;0
01-09-2016;2465;2
01-10-2016;2465;7
01-11-2016;2465;10
01-12-2016;2465;2
01-01-2016;5796;8
01-02-2016;5796;4
01-03-2016;5796;5
01-04-2016;5796;9
01-05-2016;5796;8
01-06-2016;5796;0
01-07-2016;5796;0
01-08-2016;5796;0
01-09-2016;5796;1
01-10-2016;5796;4
01-11-2016;5796;8
01-12-2016;5796;7
01-01-2016;5783;9
01-02-2016;5783;4
01-03-2016;5783;5
01-04-2016;5783;7
01-05-2016;5783;10
01-06-2016;5783;0
01-07-2016;5783;0
01-08-2016;5783;1
01-09-2016;5783;1
01-10-2016;5783;5
01-11-2016;5783;8
01-12-2016;5783;7
01-01-2016;2030;12
01-02-2016;2030;11
01-03-2016;2030;14
01-04-2016;2030;11
01-05-2016;2030;8
01-06-2016;2030;4
01-07-2016;2030;3
01-08-2016;2030;1
01-09-2016;2030;2
01-10-2016;2030;4
01-11-2016;2030;9
01-12-2016;2030;3
01-01-2016;0016A;0
01-02-2016;0016A;6
01-03-2016;0016A;6
01-04-2016;0016A;7
01-05-2016;0016A;3
01-06-2016;0016A;3
01-07-2016;0016A;1
01-08-2016;0016A;0
01-09-2016;0016A;4
01-10-2016;0016A;7
01-11-2016;0016A;8
01-12-2016;0016A;5
01-01-2016;9981A;3
01-02-2016;9981A;4
01-03-2016;9981A;6
01-04-2016;9981A;8
01-05-2016;9981A;6
01-06-2016;9981A;0
01-07-2016;9981A;1
01-08-2016;9981A;2
01-09-2016;9981A;4
01-10-2016;9981A;4
01-11-2016;9981A;6
01-12-2016;9981A;5
01-01-2016;9381I;6
01-02-2016;9381I;8
01-03-2016;9381I;9
01-04-2016;9381I;6
01-05-2016;9381I;6
01-06-2016;9381I;3
01-07-2016;9381I;2
01-08-2016;9381I;0
01-09-2016;9381I;3
01-10-2016;9381I;6
01-11-2016;9381I;7
01-12-2016;9381I;3
01-01-2016;8368U;4
01-02-2016;8368U;3
01-03-2016;8368U;6
01-04-2016;8368U;6
01-05-2016;8368U;6
01-06-2016;8368U;3
01-07-2016;8368U;0
01-08-2016;8368U;3
01-09-2016;8368U;3
01-10-2016;8368U;9
01-11-2016;8368U;7
01-12-2016;8368U;2
01-01-2016;3260B;7
01-02-2016;3260B;7
01-03-2016;3260B;5
01-04-2016;3260B;10
01-05-2016;3260B;7
01-06-2016;3260B;1
01-07-2016;3260B;0
01-08-2016;3260B;1
01-09-2016;3260B;1
01-10-2016;3260B;9
01-11-2016;3260B;8
01-12-2016;3260B;0
01-01-2016;8416;0
01-02-2016;8416;1
01-03-2016;8416;2
01-04-2016;8416;5
01-05-2016;8416;4
01-06-2016;8416;1
01-07-2016;8416;0
01-08-2016;8416;3
01-09-2016;8416;3
01-10-2016;8416;4
01-11-2016;8416;8
01-12-2016;8416;7
01-01-2016;8414A;1
01-02-2016;8414A;0
01-03-2016;8414A;2
01-04-2016;8414A;4
01-05-2016;8414A;5
01-06-2016;8414A;2
01-07-2016;8414A;0
01-08-2016;8414A;2
01-09-2016;8414A;4
01-10-2016;8414A;5
01-11-2016;8414A;7
01-12-2016;8414A;7
01-01-2016;2422;14
01-02-2016;2422;9
01-03-2016;2422;9
01-04-2016;2422;13
01-05-2016;2422;9
01-06-2016;2422;2
01-07-2016;2422;1
01-08-2016;2422;0
01-09-2016;2422;1
01-10-2016;2422;5
01-11-2016;2422;5
01-12-2016;2422;3
01-01-2016;2539;14
01-02-2016;2539;9
01-03-2016;2539;7
01-04-2016;2539;15
01-05-2016;2539;11
01-06-2016;2539;1
01-07-2016;2539;2
01-08-2016;2539;1
01-09-2016;2539;3
01-10-2016;2539;5
01-11-2016;2539;6
01-12-2016;2539;3
01-01-2016;2614;14
01-02-2016;2614;9
01-03-2016;2614;7
01-04-2016;2614;14
01-05-2016;2614;9
01-06-2016;2614;0
01-07-2016;2614;2
01-08-2016;2614;1
01-09-2016;2614;2
01-10-2016;2614;8
01-11-2016;2614;7
01-12-2016;2614;4
01-01-2016;9390;6
01-02-2016;9390;7
01-03-2016;9390;12
01-04-2016;9390;6
01-05-2016;9390;5
01-06-2016;9390;3
01-07-2016;9390;3
01-08-2016;9390;3
01-09-2016;9390;3
01-10-2016;9390;9
01-11-2016;9390;7
01-12-2016;9390;4
01-01-2016;9434;5
01-02-2016;9434;6
01-03-2016;9434;7
01-04-2016;9434;5
01-05-2016;9434;7
01-06-2016;9434;0
01-07-2016;9434;3
01-08-2016;9434;1
01-09-2016;9434;1
01-10-2016;9434;7
01-11-2016;9434;8
01-12-2016;9434;1
