FECHA;INDICATIVO;TEMP_MIN
01-04-2023;1208H;6.1(05)
01-05-2023;1208H;10.8(18)
01-06-2023;1208H;15.6(30)
01-07-2023;1208H;16.8(17)
01-08-2023;1208H;15.1(05)
01-09-2023;1208H;14.2(23)
01-10-2023;1208H;10.6(30)
01-11-2023;1208H;8.4(26)
01-12-2023;1208H;4.9(19)
01-01-2023;2444;-6.1(25)
01-02-2023;2444;-5.8(24)
01-03-2023;2444;-5.5(03)
01-04-2023;2444;-1.6(05)
01-05-2023;2444;1.7(18)
01-06-2023;2444;9.1(03)
01-07-2023;2444;11.7(16)
01-08-2023;2444;8.9(04)
01-09-2023;2444;4.8(23)
01-10-2023;2444;3.0(24)
01-11-2023;2444;-1.9(24)
01-12-2023;2444;-4.1(26)
01-01-2023;4452;-2.4(31)
01-02-2023;4452;-2.3(01)
01-03-2023;4452;-2.7(02)
01-04-2023;4452;4.1(03)
01-05-2023;4452;10.3(13)
01-06-2023;4452;13.8(02)
01-07-2023;4452;14.2(16)
01-08-2023;4452;14.8(27)
01-09-2023;4452;12.0(24)
01-10-2023;4452;8.8(24)
01-11-2023;4452;0.6(24)
01-12-2023;4452;-1.1(19)
01-01-2023;B954;1.1(22)
01-02-2023;B954;0
01-03-2023;B954;2.1(04)
01-04-2023;B954;5.8(06)
01-05-2023;B954;9.7(21)
01-06-2023;B954;14.8(05)
01-07-2023;B954;20.2(02)
01-08-2023;B954;17.0(31)
01-09-2023;B954;14.6(23)
01-10-2023;B954;12.3(21)
01-11-2023;B954;4.8(24)
01-12-2023;B954;4.3(27)
01-01-2023;B893;3.2(21)
01-02-2023;B893;0.4(11)
01-03-2023;B893;2.0(01)
01-04-2023;B893;4.1(06)
01-05-2023;B893;8.2(12)
01-06-2023;B893;12.8(03)
01-07-2023;B893;18.0(27)
01-08-2023;B893;15.7(08)
01-09-2023;B893;14.5(23)
01-10-2023;B893;12.3(22)
01-11-2023;B893;7.0(26)
01-12-2023;B893;2.8(27)
01-01-2023;B278;-0.6(31)
01-02-2023;B278;-1.4(04)
01-03-2023;B278;0.1(04)
01-04-2023;B278;2.4(05)
01-05-2023;B278;7.7(03)
01-06-2023;B278;14.3(02)
01-07-2023;B278;17.6(02)
01-08-2023;B278;15.7(27)
01-09-2023;B278;12.8(24)
01-10-2023;B278;10.1(22)
01-11-2023;B278;3.0(24)
01-12-2023;B278;0.5(19)
01-01-2023;B228;4.8(23)
01-02-2023;B228;3.5(27)
01-03-2023;B228;5.4(02)
01-04-2023;B228;8.8(05)
01-05-2023;B228;14.0(03)
01-06-2023;B228;17.4(02)
01-07-2023;B228;22.2(02)
01-08-2023;B228;17.1(27)
01-09-2023;B228;17.8(24)
01-10-2023;B228;14.3(22)
01-11-2023;B228;11.1(08)
01-12-2023;B228;7.6(19)
01-01-2023;0200E;0.3(24)
01-02-2023;0200E;-1.1(27)
01-03-2023;0200E;1.0(01)
01-04-2023;0200E;6.2(02)
01-05-2023;0200E;8.4(12)
01-06-2023;0200E;14.4(01)
01-07-2023;0200E;16.7(01)
01-08-2023;0200E;14.6(27)
01-09-2023;0200E;13.4(23)
01-10-2023;0200E;10.0(31)
01-11-2023;0200E;7.1(23)
01-12-2023;0200E;4.4(03)
01-01-2023;0076;-0.8(22)
01-02-2023;0076;1.4(27)
01-03-2023;0076;1.7(01)
01-04-2023;0076;7.5(05)
01-05-2023;0076;10.8(13)
01-06-2023;0076;0
01-07-2023;0076;20.3(01)
01-08-2023;0076;17.2(28)
01-09-2023;0076;16.1(23)
01-10-2023;0076;11.0(22)
01-11-2023;0076;6.6(23)
01-12-2023;0076;0
01-01-2023;1082;-1.5(21)
01-02-2023;1082;-0.7(03)
01-03-2023;1082;-0.6(05)
01-04-2023;1082;1.3(05)
01-05-2023;1082;7.7(17)
01-06-2023;1082;13.3(16)
01-07-2023;1082;13.5(22)
01-08-2023;1082;12.1(05)
01-09-2023;1082;12.0(22)
01-10-2023;1082;9.6(22)
01-11-2023;1082;4.6(23)
01-12-2023;1082;0.9(17)
01-01-2023;2331;-4.4(06)
01-02-2023;2331;-8.0(11)
01-03-2023;2331;-6.3(05)
01-04-2023;2331;-6.9(05)
01-05-2023;2331;1.6(16)
01-06-2023;2331;7.9(03)
01-07-2023;2331;9.6(26)
01-08-2023;2331;5.8(05)
01-09-2023;2331;4.0(23)
01-10-2023;2331;4.0(11)
01-11-2023;2331;-2.8(26)
01-12-2023;2331;-5.6(18)
01-01-2023;3469A;-2.2(31)
01-02-2023;3469A;-2.2(28)
01-03-2023;3469A;-2.2(01)
01-04-2023;3469A;4.2(03)
01-05-2023;3469A;7.7(13)
01-06-2023;3469A;13.1(03)
01-07-2023;3469A;16.0(28)
01-08-2023;3469A;15.5(14)
01-09-2023;3469A;11.2(23)
01-10-2023;3469A;10.0(31)
01-11-2023;3469A;2.2(25)
01-12-2023;3469A;-0.8(25)
01-01-2023;5973;4.6(29)
01-02-2023;5973;6.5(01)
01-03-2023;5973;6.7(03)
01-04-2023;5973;12.6(03)
01-05-2023;5973;15.1(19)
01-06-2023;5973;18.9(01)
01-07-2023;5973;20.3(28)
01-08-2023;5973;19.3(28)
01-09-2023;5973;17.4(03)
01-10-2023;5973;15.9(21)
01-11-2023;5973;9.3(25)
01-12-2023;5973;7.6(27)
01-01-2023;5960;-2.8(29)
01-02-2023;5960;-1.0(01)
01-03-2023;5960;-1.8(01)
01-04-2023;5960;4.6(08)
01-05-2023;5960;9.1(19)
01-06-2023;5960;13.6(03)
01-07-2023;5960;14.3(29)
01-08-2023;5960;0
01-09-2023;5960;11.7(23)
01-10-2023;5960;9.6(24)
01-11-2023;5960;1.6(25)
01-12-2023;5960;0
01-01-2023;5910;-0.1(29)
01-02-2023;5910;1.0(01)
01-03-2023;5910;1.4(03)
01-04-2023;5910;8.3(03)
01-05-2023;5910;11.6(19)
01-06-2023;5910;15.6(03)
01-07-2023;5910;16.3(28)
01-08-2023;5910;16.5(28)
01-09-2023;5910;13.1(23)
01-10-2023;5910;12.6(24)
01-11-2023;5910;5.5(25)
01-12-2023;5910;2.3(26)
01-01-2023;6001;2.2(26)
01-02-2023;6001;6.2(24)
01-03-2023;6001;0
01-04-2023;6001;9.9(14)
01-05-2023;6001;11.5(20)
01-06-2023;6001;16.3(10)
01-07-2023;6001;16.4(06)
01-08-2023;6001;16.9(31)
01-09-2023;6001;14.2(23)
01-10-2023;6001;13.9(28)
01-11-2023;6001;8.6(22)
01-12-2023;6001;6.3(26)
01-01-2023;1111;3.5(18)
01-02-2023;1111;4.0(07)
01-03-2023;1111;2.5(01)
01-04-2023;1111;4.9(05)
01-05-2023;1111;10.6(10)
01-06-2023;1111;15.2(01)
01-07-2023;1111;16.2(13)
01-08-2023;1111;14.4(03)
01-09-2023;1111;13.6(24)
01-10-2023;1111;11.8(24)
01-11-2023;1111;7.7(26)
01-12-2023;1111;5.3(17)
01-01-2023;1109;1.0(21)
01-02-2023;1109;-1.3(11)
01-03-2023;1109;1.4(05)
01-04-2023;1109;3.4(05)
01-05-2023;1109;10.0(26)
01-06-2023;1109;15.0(02)
01-07-2023;1109;0
01-08-2023;1109;14.4(05)
01-09-2023;1109;12.4(24)
01-10-2023;1109;8.3(24)
01-11-2023;1109;5.2(26)
01-12-2023;1109;1.4(26)
01-01-2023;8500A;1.9(30)
01-02-2023;8500A;2.9(12)
01-03-2023;8500A;2.5(01)
01-04-2023;8500A;8.0(07)
01-05-2023;8500A;11.9(13)
01-06-2023;8500A;15.7(02)
01-07-2023;8500A;19.6(01)
01-08-2023;8500A;19.1(28)
01-09-2023;8500A;15.7(23)
01-10-2023;8500A;12.3(22)
01-11-2023;8500A;8.0(24)
01-12-2023;8500A;3.9(18)
01-01-2023;5000C;7.1(25)
01-02-2023;5000C;8.2(25)
01-03-2023;5000C;8.7(03)
01-04-2023;5000C;13.9(09)
01-05-2023;5000C;13.5(18)
01-06-2023;5000C;17.7(01)
01-07-2023;5000C;19.2(28)
01-08-2023;5000C;20.2(16)
01-09-2023;5000C;18.2(04)
01-10-2023;5000C;15.9(31)
01-11-2023;5000C;12.5(22)
01-12-2023;5000C;10.6(14)
01-01-2023;4121;-4.1(31)
01-02-2023;4121;-4.1(28)
01-03-2023;4121;-2.8(01)
01-04-2023;4121;4.6(03)
01-05-2023;4121;9.0(13)
01-06-2023;4121;13.4(04)
01-07-2023;4121;18.4(01)
01-08-2023;4121;14.3(28)
01-09-2023;4121;10.0(23)
01-10-2023;4121;7.8(31)
01-11-2023;4121;-0.4(24)
01-12-2023;4121;-2.8(28)
01-01-2023;5402;-3.9(26)
01-02-2023;5402;-2.5(28)
01-03-2023;5402;-3.2(02)
01-04-2023;5402;4.1(07)
01-05-2023;5402;9.6(15)
01-06-2023;5402;13.7(03)
01-07-2023;5402;16.9(05)
01-08-2023;5402;14.3(28)
01-09-2023;5402;11.0(23)
01-10-2023;5402;8.7(21)
01-11-2023;5402;0
01-12-2023;5402;-2.0(20)
01-01-2023;8096;-5.7(29)
01-02-2023;8096;-5.9(28)
01-03-2023;8096;-6.2(01)
01-04-2023;8096;-0.8(05)
01-05-2023;8096;3.5(17)
01-06-2023;8096;10.0(03)
01-07-2023;8096;13.6(01)
01-08-2023;8096;10.4(28)
01-09-2023;8096;6.5(23)
01-10-2023;8096;4.1(31)
01-11-2023;8096;-1.1(24)
01-12-2023;8096;-3.8(27)
01-01-2023;1024E;-0.5(22)
01-02-2023;1024E;-1.0(27)
01-03-2023;1024E;0.5(01)
01-04-2023;1024E;3.7(05)
01-05-2023;1024E;9.0(02)
01-06-2023;1024E;14.4(01)
01-07-2023;1024E;14.8(31)
01-08-2023;1024E;13.8(04)
01-09-2023;1024E;12.8(23)
01-10-2023;1024E;9.7(21)
01-11-2023;1024E;4.2(26)
01-12-2023;1024E;4.2(17)
01-01-2023;1014;-1.8(22)
01-02-2023;1014;-1.4(11)
01-03-2023;1014;0.4(01)
01-04-2023;1014;5.1(05)
01-05-2023;1014;8.5(17)
01-06-2023;1014;15.7(16)
01-07-2023;1014;15.5(27)
01-08-2023;1014;14.9(07)
01-09-2023;1014;10.6(24)
01-10-2023;1014;9.3(22)
01-11-2023;1014;3.2(26)
01-12-2023;1014;1.6(17)
01-01-2023;0367;-6.7(23)
01-02-2023;0367;-4.0(02)
01-03-2023;0367;0
01-04-2023;0367;0.8(05)
01-05-2023;0367;6.4(17)
01-06-2023;0367;0
01-07-2023;0367;15.1(01)
01-08-2023;0367;11.5(29)
01-09-2023;0367;11.4(25)
01-10-2023;0367;5.9(31)
01-11-2023;0367;0
01-12-2023;0367;-3.7(18)
01-01-2023;5530E;-5.8(29)
01-02-2023;5530E;-5.1(01)
01-03-2023;5530E;-6.3(01)
01-04-2023;5530E;1.4(03)
01-05-2023;5530E;6.6(14)
01-06-2023;5530E;10.9(03)
01-07-2023;5530E;14.8(26)
01-08-2023;5530E;11.5(28)
01-09-2023;5530E;7.5(23)
01-10-2023;5530E;0
01-11-2023;5530E;-2.5(25)
01-12-2023;5530E;-4.9(20)
01-01-2023;5514;-5.4(29)
01-02-2023;5514;-3.4(01)
01-03-2023;5514;-4.9(03)
01-04-2023;5514;3.4(06)
01-05-2023;5514;5.8(14)
01-06-2023;5514;10.8(03)
01-07-2023;5514;16.5(26)
01-08-2023;5514;13.0(28)
01-09-2023;5514;9.5(23)
01-10-2023;5514;5.6(29)
01-11-2023;5514;-0.9(24)
01-12-2023;5514;-3.4(20)
01-01-2023;3013;-10.8(30)
01-02-2023;3013;-15.8(28)
01-03-2023;3013;-11.5(01)
01-04-2023;3013;-8.1(05)
01-05-2023;3013;-2.3(17)
01-06-2023;3013;7.9(15)
01-07-2023;3013;8.3(26)
01-08-2023;3013;5.2(30)
01-09-2023;3013;2.0(23)
01-10-2023;3013;1.5(31)
01-11-2023;3013;-6.2(26)
01-12-2023;3013;-8.9(27)
01-01-2023;4642E;0.6(29)
01-02-2023;4642E;1.0(01)
01-03-2023;4642E;1.0(03)
01-04-2023;4642E;7.0(08)
01-05-2023;4642E;11.5(19)
01-06-2023;4642E;14.4(02)
01-07-2023;4642E;17.1(27)
01-08-2023;4642E;16.8(27)
01-09-2023;4642E;13.9(22)
01-10-2023;4642E;10.2(24)
01-11-2023;4642E;4.8(25)
01-12-2023;4642E;2.0(26)
01-01-2023;9898;-4.8(29)
01-02-2023;9898;-3.7(27)
01-03-2023;9898;-6.2(01)
01-04-2023;9898;2.9(05)
01-05-2023;9898;5.5(12)
01-06-2023;9898;11.0(04)
01-07-2023;9898;12.3(01)
01-08-2023;9898;11.4(31)
01-09-2023;9898;9.5(22)
01-10-2023;9898;5.8(31)
01-11-2023;9898;1.4(23)
01-12-2023;9898;-2.7(25)
01-01-2023;5270B;-0.7(25)
01-02-2023;5270B;-0.6(28)
01-03-2023;5270B;-0.6(01)
01-04-2023;5270B;9.1(14)
01-05-2023;5270B;10.4(19)
01-06-2023;5270B;13.4(03)
01-07-2023;5270B;18.9(08)
01-08-2023;5270B;16.9(28)
01-09-2023;5270B;13.6(23)
01-10-2023;5270B;9.2(21)
01-11-2023;5270B;3.6(24)
01-12-2023;5270B;2.3(20)
01-01-2023;9170;-2.8(06)
01-02-2023;9170;-6.5(11)
01-03-2023;9170;-3.3(04)
01-04-2023;9170;0.1(05)
01-05-2023;9170;4.7(02)
01-06-2023;9170;12.6(02)
01-07-2023;9170;11.6(28)
01-08-2023;9170;11.8(07)
01-09-2023;9170;8.5(24)
01-10-2023;9170;3.3(22)
01-11-2023;9170;-1.4(07)
01-12-2023;9170;-6.7(27)
01-01-2023;C249I;13.0(30)
01-02-2023;C249I;11.6(09)
01-03-2023;C249I;14.7(05)
01-04-2023;C249I;15.1(05)
01-05-2023;C249I;0
01-06-2023;C249I;17.4(01)
01-07-2023;C249I;0
01-08-2023;C249I;0
01-09-2023;C249I;20.0(05)
01-10-2023;C249I;17.7(30)
01-11-2023;C249I;0
01-12-2023;C249I;0
01-01-2023;C649I;13.7(30)
01-02-2023;C649I;0
01-03-2023;C649I;0
01-04-2023;C649I;14.8(07)
01-05-2023;C649I;0
01-06-2023;C649I;18.5(11)
01-07-2023;C649I;21.7(08)
01-08-2023;C649I;0
01-09-2023;C649I;0
01-10-2023;C649I;19.3(29)
01-11-2023;C649I;17.1(30)
01-12-2023;C649I;0
01-01-2023;C029O;12.1(31)
01-02-2023;C029O;10.4(16)
01-03-2023;C029O;13.9(06)
01-04-2023;C029O;14.9(21)
01-05-2023;C029O;15.7(26)
01-06-2023;C029O;18.2(11)
01-07-2023;C029O;20.4(29)
01-08-2023;C029O;20.1(16)
01-09-2023;C029O;18.9(26)
01-10-2023;C029O;0
01-11-2023;C029O;15.3(28)
01-12-2023;C029O;12.1(31)
01-01-2023;2661;-6.2(30)
01-02-2023;2661;-5.7(28)
01-03-2023;2661;-6.2(02)
01-04-2023;2661;-1.7(04)
01-05-2023;2661;0.6(17)
01-06-2023;2661;0
01-07-2023;2661;9.0(25)
01-08-2023;2661;8.3(04)
01-09-2023;2661;5.2(23)
01-10-2023;2661;3.6(24)
01-11-2023;2661;0.0(24)
01-12-2023;2661;-6.8(19)
01-01-2023;1549;-4.2(23)
01-02-2023;1549;-4.8(28)
01-03-2023;1549;-4.8(02)
01-04-2023;1549;0.7(02)
01-05-2023;1549;4.4(16)
01-06-2023;1549;10.5(30)
01-07-2023;1549;10.5(17)
01-08-2023;1549;11.1(04)
01-09-2023;1549;7.3(24)
01-10-2023;1549;5.8(24)
01-11-2023;1549;-0.5(25)
01-12-2023;1549;-3.6(19)
01-01-2023;9771C;-4.0(30)
01-02-2023;9771C;-3.1(11)
01-03-2023;9771C;-3.8(01)
01-04-2023;9771C;3.0(05)
01-05-2023;9771C;7.4(12)
01-06-2023;9771C;13.1(02)
01-07-2023;9771C;14.5(01)
01-08-2023;9771C;12.4(30)
01-09-2023;9771C;11.0(23)
01-10-2023;9771C;6.9(31)
01-11-2023;9771C;0.6(24)
01-12-2023;9771C;-3.0(18)
01-01-2023;1505;-4.0(31)
01-02-2023;1505;-6.4(11)
01-03-2023;1505;-4.7(02)
01-04-2023;1505;-1.1(03)
01-05-2023;1505;2.1(18)
01-06-2023;1505;9.4(02)
01-07-2023;1505;7.5(16)
01-08-2023;1505;7.3(05)
01-09-2023;1505;5.3(23)
01-10-2023;1505;5.4(22)
01-11-2023;1505;-0.7(24)
01-12-2023;1505;-4.8(18)
01-01-2023;3191E;-3.6(29)
01-02-2023;3191E;-4.7(28)
01-03-2023;3191E;-4.3(01)
01-04-2023;3191E;2.8(02)
01-05-2023;3191E;3.3(17)
01-06-2023;3191E;10.0(02)
01-07-2023;3191E;14.4(01)
01-08-2023;3191E;11.0(28)
01-09-2023;3191E;8.5(22)
01-10-2023;3191E;5.0(31)
01-11-2023;3191E;1.9(07)
01-12-2023;3191E;0.8(03)
01-01-2023;3129;-5.4(31)
01-02-2023;3129;-5.9(28)
01-03-2023;3129;-5.4(02)
01-04-2023;3129;0.7(05)
01-05-2023;3129;6.1(20)
01-06-2023;3129;12.6(03)
01-07-2023;3129;16.2(26)
01-08-2023;3129;12.7(28)
01-09-2023;3129;7.7(23)
01-10-2023;3129;6.1(31)
01-11-2023;3129;-0.6(24)
01-12-2023;3129;-3.5(27)
01-01-2023;3196;-3.2(27)
01-02-2023;3196;-3.8(28)
01-03-2023;3196;-4.0(01)
01-04-2023;3196;4.0(03)
01-05-2023;3196;6.6(13)
01-06-2023;3196;12.8(03)
01-07-2023;3196;17.5(25)
01-08-2023;3196;12.0(28)
01-09-2023;3196;9.6(23)
01-10-2023;3196;6.2(31)
01-11-2023;3196;1.1(25)
01-12-2023;3196;-0.5(27)
01-01-2023;3200;-3.8(31)
01-02-2023;3200;-3.8(28)
01-03-2023;3200;-3.7(02)
01-04-2023;3200;3.8(02)
01-05-2023;3200;7.6(13)
01-06-2023;3200;13.5(03)
01-07-2023;3200;17.4(01)
01-08-2023;3200;14.2(28)
01-09-2023;3200;11.0(23)
01-10-2023;3200;6.6(31)
01-11-2023;3200;1.4(24)
01-12-2023;3200;-2.8(27)
01-01-2023;3195;-1.8(23)
01-02-2023;3195;-1.8(28)
01-03-2023;3195;-1.6(01)
01-04-2023;3195;5.1(03)
01-05-2023;3195;8.3(17)
01-06-2023;3195;13.4(03)
01-07-2023;3195;17.4(25)
01-08-2023;3195;15.1(28)
01-09-2023;3195;10.7(23)
01-10-2023;3195;7.5(31)
01-11-2023;3195;3.0(23)
01-12-2023;3195;-0.2(27)
01-01-2023;3175;-6.2(29)
01-02-2023;3175;-6.6(28)
01-03-2023;3175;-7.4(01)
01-04-2023;3175;-1.8(05)
01-05-2023;3175;0.1(22)
01-06-2023;3175;11.6(03)
01-07-2023;3175;14.7(22)
01-08-2023;3175;0
01-09-2023;3175;7.5(23)
01-10-2023;3175;0.0(30)
01-11-2023;3175;-1.0(24)
01-12-2023;3175;-3.3(26)
01-01-2023;2462;-10.3(22)
01-02-2023;2462;-11.6(28)
01-03-2023;2462;-10.7(01)
01-04-2023;2462;-4.6(13)
01-05-2023;2462;-1.9(13)
01-06-2023;2462;5.5(02)
01-07-2023;2462;6.1(25)
01-08-2023;2462;3.6(04)
01-09-2023;2462;2.1(22)
01-10-2023;2462;-0.7(21)
01-11-2023;2462;-3.7(07)
01-12-2023;2462;-5.4(05)
01-01-2023;6155A;1.1(29)
01-02-2023;6155A;1.8(01)
01-03-2023;6155A;2.8(03)
01-04-2023;6155A;6.4(08)
01-05-2023;6155A;11.7(19)
01-06-2023;6155A;17.1(04)
01-07-2023;6155A;20.0(28)
01-08-2023;6155A;0
01-09-2023;6155A;15.9(28)
01-10-2023;6155A;12.0(29)
01-11-2023;6155A;6.4(24)
01-12-2023;6155A;4.1(19)
01-01-2023;6000A;5.6(23)
01-02-2023;6000A;7.6(01)
01-03-2023;6000A;5.9(03)
01-04-2023;6000A;11.5(08)
01-05-2023;6000A;13.1(23)
01-06-2023;6000A;16.9(01)
01-07-2023;6000A;22.0(28)
01-08-2023;6000A;19.6(29)
01-09-2023;6000A;18.8(02)
01-10-2023;6000A;15.4(29)
01-11-2023;6000A;9.2(24)
01-12-2023;6000A;8.4(26)
01-01-2023;7178I;0.5(25)
01-02-2023;7178I;-1.2(03)
01-03-2023;7178I;1.1(03)
01-04-2023;7178I;7.3(06)
01-05-2023;7178I;10.5(14)
01-06-2023;7178I;15.0(01)
01-07-2023;7178I;22.3(03)
01-08-2023;7178I;19.8(31)
01-09-2023;7178I;16.3(25)
01-10-2023;7178I;11.0(29)
01-11-2023;7178I;4.7(24)
01-12-2023;7178I;0.7(19)
01-01-2023;7228;-2.5(29)
01-02-2023;7228;-2.1(01)
01-03-2023;7228;-1.1(01)
01-04-2023;7228;4.3(06)
01-05-2023;7228;9.3(14)
01-06-2023;7228;14.4(01)
01-07-2023;7228;21.1(03)
01-08-2023;7228;17.5(29)
01-09-2023;7228;14.0(25)
01-10-2023;7228;9.0(29)
01-11-2023;7228;3.2(24)
01-12-2023;7228;-1.5(19)
01-01-2023;7031;0.5(22)
01-02-2023;7031;-1.0(04)
01-03-2023;7031;1.2(05)
01-04-2023;7031;6.5(08)
01-05-2023;7031;9.0(14)
01-06-2023;7031;15.0(01)
01-07-2023;7031;21.0(03)
01-08-2023;7031;17.5(29)
01-09-2023;7031;16.5(23)
01-10-2023;7031;7.9(29)
01-11-2023;7031;3.5(24)
01-12-2023;7031;0.5(19)
01-01-2023;9263D;0
01-02-2023;9263D;-5.9(11)
01-03-2023;9263D;-5.1(05)
01-04-2023;9263D;-1.3(05)
01-05-2023;9263D;4.5(02)
01-06-2023;9263D;11.1(01)
01-07-2023;9263D;12.2(31)
01-08-2023;9263D;0
01-09-2023;9263D;0
01-10-2023;9263D;4.7(22)
01-11-2023;9263D;0
01-12-2023;9263D;0
01-01-2023;9262;-2.3(25)
01-02-2023;9262;-2.7(10)
01-03-2023;9262;-2.5(04)
01-04-2023;9262;1.4(05)
01-05-2023;9262;6.8(18)
01-06-2023;9262;12.6(01)
01-07-2023;9262;13.5(27)
01-08-2023;9262;0
01-09-2023;9262;8.3(24)
01-10-2023;9262;6.5(22)
01-11-2023;9262;0
01-12-2023;9262;-1.2(19)
01-01-2023;1690A;-3.4(31)
01-02-2023;1690A;-3.4(11)
01-03-2023;1690A;-2.8(02)
01-04-2023;1690A;1.5(02)
01-05-2023;1690A;6.2(18)
01-06-2023;1690A;12.5(30)
01-07-2023;1690A;11.0(16)
01-08-2023;1690A;11.0(04)
01-09-2023;1690A;8.8(23)
01-10-2023;1690A;7.4(24)
01-11-2023;1690A;3.1(23)
01-12-2023;1690A;-1.4(19)
01-01-2023;1484C;0
01-02-2023;1484C;0.2(24)
01-03-2023;1484C;0.0(02)
01-04-2023;1484C;5.2(02)
01-05-2023;1484C;0
01-06-2023;1484C;12.5(05)
01-07-2023;1484C;11.3(16)
01-08-2023;1484C;11.6(05)
01-09-2023;1484C;9.8(23)
01-10-2023;1484C;9.0(21)
01-11-2023;1484C;4.9(25)
01-12-2023;1484C;1.2(18)
01-01-2023;1495;0.2(30)
01-02-2023;1495;-0.9(24)
01-03-2023;1495;-0.5(02)
01-04-2023;1495;0
01-05-2023;1495;8.4(11)
01-06-2023;1495;12.4(30)
01-07-2023;1495;11.5(16)
01-08-2023;1495;11.9(04)
01-09-2023;1495;9.8(23)
01-10-2023;1495;9.0(30)
01-11-2023;1495;4.6(25)
01-12-2023;1495;-0.2(18)
