FECHA;INDICATIVO;DIAS_LLU
01-06-2016;9091O;10
01-07-2016;9091O;9
01-08-2016;9091O;6
01-09-2016;9091O;12
01-10-2016;9091O;8
01-11-2016;9091O;12
01-12-2016;9091O;9
01-01-2016;1212E;23
01-02-2016;1212E;18
01-03-2016;1212E;19
01-04-2016;1212E;25
01-05-2016;1212E;15
01-06-2016;1212E;15
01-07-2016;1212E;14
01-08-2016;1212E;8
01-09-2016;1212E;12
01-10-2016;1212E;12
01-11-2016;1212E;13
01-12-2016;1212E;9
01-01-2016;1208H;23
01-02-2016;1208H;15
01-03-2016;1208H;23
01-04-2016;1208H;25
01-05-2016;1208H;15
01-06-2016;1208H;11
01-07-2016;1208H;15
01-08-2016;1208H;8
01-09-2016;1208H;11
01-10-2016;1208H;8
01-11-2016;1208H;13
01-12-2016;1208H;7
01-01-2016;1249I;22
01-02-2016;1249I;17
01-03-2016;1249I;22
01-04-2016;1249I;23
01-05-2016;1249I;21
01-06-2016;1249I;18
01-07-2016;1249I;19
01-08-2016;1249I;11
01-09-2016;1249I;14
01-10-2016;1249I;12
01-11-2016;1249I;17
01-12-2016;1249I;11
01-01-2016;2444;17
01-02-2016;2444;7
01-03-2016;2444;6
01-04-2016;2444;16
01-05-2016;2444;13
01-06-2016;2444;5
01-07-2016;2444;6
01-08-2016;2444;3
01-09-2016;2444;3
01-10-2016;2444;14
01-11-2016;2444;16
01-12-2016;2444;7
01-01-2016;4452;17
01-02-2016;4452;11
01-03-2016;4452;8
01-04-2016;4452;12
01-05-2016;4452;12
01-06-2016;4452;1
01-07-2016;4452;1
01-08-2016;4452;0
01-09-2016;4452;1
01-10-2016;4452;8
01-11-2016;4452;11
01-12-2016;4452;6
01-01-2016;B954;3
01-02-2016;B954;9
01-03-2016;B954;6
01-04-2016;B954;5
01-05-2016;B954;6
01-06-2016;B954;2
01-07-2016;B954;3
01-08-2016;B954;3
01-09-2016;B954;8
01-10-2016;B954;10
01-11-2016;B954;12
01-12-2016;B954;20
01-01-2016;B893;8
01-02-2016;B893;15
01-03-2016;B893;9
01-04-2016;B893;11
01-05-2016;B893;7
01-06-2016;B893;5
01-07-2016;B893;1
01-08-2016;B893;3
01-09-2016;B893;12
01-10-2016;B893;14
01-11-2016;B893;15
01-12-2016;B893;11
01-01-2016;B228;3
01-02-2016;B228;12
01-03-2016;B228;9
01-04-2016;B228;8
01-05-2016;B228;5
01-06-2016;B228;2
01-07-2016;B228;1
01-08-2016;B228;2
01-09-2016;B228;9
01-10-2016;B228;12
01-11-2016;B228;12
01-12-2016;B228;9
01-01-2016;B278;5
01-02-2016;B278;12
01-03-2016;B278;7
01-04-2016;B278;9
01-05-2016;B278;7
01-06-2016;B278;2
01-07-2016;B278;1
01-08-2016;B278;3
01-09-2016;B278;9
01-10-2016;B278;13
01-11-2016;B278;10
01-12-2016;B278;10
01-01-2016;0200E;10
01-02-2016;0200E;12
01-03-2016;0200E;9
01-04-2016;0200E;13
01-05-2016;0200E;14
01-06-2016;0200E;4
01-07-2016;0200E;9
01-08-2016;0200E;5
01-09-2016;0200E;8
01-10-2016;0200E;14
01-11-2016;0200E;15
01-12-2016;0200E;6
01-01-2016;0076;3
01-02-2016;0076;8
01-03-2016;0076;8
01-04-2016;0076;13
01-05-2016;0076;0
01-06-2016;0076;3
01-07-2016;0076;3
01-08-2016;0076;3
01-09-2016;0076;8
01-10-2016;0076;14
01-11-2016;0076;11
01-12-2016;0076;5
01-01-2016;1082;19
01-02-2016;1082;21
01-03-2016;1082;20
01-04-2016;1082;19
01-05-2016;1082;18
01-06-2016;1082;12
01-07-2016;1082;16
01-08-2016;1082;10
01-09-2016;1082;13
01-10-2016;1082;8
01-11-2016;1082;15
01-12-2016;1082;10
01-01-2016;2331;20
01-02-2016;2331;9
01-03-2016;2331;8
01-04-2016;2331;18
01-05-2016;2331;17
01-06-2016;2331;5
01-07-2016;2331;3
01-08-2016;2331;6
01-09-2016;2331;9
01-10-2016;2331;8
01-11-2016;2331;12
01-12-2016;2331;8
01-01-2016;3469A;21
01-02-2016;3469A;12
01-03-2016;3469A;9
01-04-2016;3469A;13
01-05-2016;3469A;14
01-06-2016;3469A;2
01-07-2016;3469A;3
01-08-2016;3469A;1
01-09-2016;3469A;1
01-10-2016;3469A;11
01-11-2016;3469A;12
01-12-2016;3469A;7
01-01-2016;5973;0
01-02-2016;5973;13
01-03-2016;5973;0
01-04-2016;5973;7
01-05-2016;5973;0
01-06-2016;5973;0
01-07-2016;5973;1
01-08-2016;5973;0
01-09-2016;5973;0
01-10-2016;5973;6
01-11-2016;5973;11
01-12-2016;5973;0
01-01-2016;5960;12
01-02-2016;5960;12
01-03-2016;5960;9
01-04-2016;5960;11
01-05-2016;5960;8
01-06-2016;5960;1
01-07-2016;5960;1
01-08-2016;5960;2
01-09-2016;5960;1
01-10-2016;5960;7
01-11-2016;5960;11
01-12-2016;5960;10
01-01-2016;5910;11
01-02-2016;5910;13
01-03-2016;5910;8
01-04-2016;5910;9
01-05-2016;5910;11
01-06-2016;5910;0
01-07-2016;5910;1
01-08-2016;5910;1
01-09-2016;5910;2
01-10-2016;5910;7
01-11-2016;5910;11
01-12-2016;5910;8
01-01-2016;1111;23
01-02-2016;1111;19
01-03-2016;1111;22
01-04-2016;1111;21
01-05-2016;1111;14
01-06-2016;1111;11
01-07-2016;1111;17
01-08-2016;1111;10
01-09-2016;1111;13
01-10-2016;1111;11
01-11-2016;1111;14
01-12-2016;1111;7
01-01-2016;1109;0
01-02-2016;1109;0
01-03-2016;1109;0
01-04-2016;1109;0
01-05-2016;1109;0
01-06-2016;1109;0
01-07-2016;1109;0
01-08-2016;1109;0
01-09-2016;1109;0
01-10-2016;1109;0
01-11-2016;1109;0
01-12-2016;1109;6
01-01-2016;8500A;0
01-02-2016;8500A;2
01-03-2016;8500A;5
01-04-2016;8500A;8
01-05-2016;8500A;9
01-06-2016;8500A;3
01-07-2016;8500A;2
01-08-2016;8500A;4
01-09-2016;8500A;3
01-10-2016;8500A;7
01-11-2016;8500A;9
01-12-2016;8500A;8
01-01-2016;5000C;15
01-02-2016;5000C;0
01-03-2016;5000C;0
01-04-2016;5000C;9
01-05-2016;5000C;0
01-06-2016;5000C;3
01-07-2016;5000C;0
01-08-2016;5000C;0
01-09-2016;5000C;0
01-10-2016;5000C;0
01-11-2016;5000C;0
01-12-2016;5000C;12
01-01-2016;4121;21
01-02-2016;4121;14
01-03-2016;4121;11
01-04-2016;4121;14
01-05-2016;4121;10
01-06-2016;4121;2
01-07-2016;4121;5
01-08-2016;4121;1
01-09-2016;4121;1
01-10-2016;4121;10
01-11-2016;4121;16
01-12-2016;4121;11
01-01-2016;5402;18
01-02-2016;5402;12
01-03-2016;5402;9
01-04-2016;5402;10
01-05-2016;5402;10
01-06-2016;5402;0
01-07-2016;5402;0
01-08-2016;5402;0
01-09-2016;5402;1
01-10-2016;5402;7
01-11-2016;5402;10
01-12-2016;5402;8
01-01-2016;8096;16
01-02-2016;8096;9
01-03-2016;8096;10
01-04-2016;8096;15
01-05-2016;8096;10
01-06-2016;8096;3
01-07-2016;8096;4
01-08-2016;8096;4
01-09-2016;8096;5
01-10-2016;8096;13
01-11-2016;8096;14
01-12-2016;8096;6
01-01-2016;1014;24
01-02-2016;1014;19
01-03-2016;1014;20
01-04-2016;1014;21
01-05-2016;1014;20
01-06-2016;1014;13
01-07-2016;1014;16
01-08-2016;1014;11
01-09-2016;1014;14
01-10-2016;1014;9
01-11-2016;1014;17
01-12-2016;1014;6
01-01-2016;1024E;24
01-02-2016;1024E;20
01-03-2016;1024E;21
01-04-2016;1024E;18
01-05-2016;1024E;18
01-06-2016;1024E;13
01-07-2016;1024E;18
01-08-2016;1024E;14
01-09-2016;1024E;15
01-10-2016;1024E;12
01-11-2016;1024E;15
01-12-2016;1024E;8
01-01-2016;0367;2
01-02-2016;0367;10
01-03-2016;0367;8
01-04-2016;0367;0
01-05-2016;0367;14
01-06-2016;0367;9
01-07-2016;0367;6
01-08-2016;0367;6
01-09-2016;0367;9
01-10-2016;0367;12
01-11-2016;0367;10
01-12-2016;0367;7
01-01-2016;5530E;11
01-02-2016;5530E;13
01-03-2016;5530E;7
01-04-2016;5530E;6
01-05-2016;5530E;8
01-06-2016;5530E;0
01-07-2016;5530E;3
01-08-2016;5530E;1
01-09-2016;5530E;2
01-10-2016;5530E;6
01-11-2016;5530E;10
01-12-2016;5530E;8
01-01-2016;5514;12
01-02-2016;5514;11
01-03-2016;5514;10
01-04-2016;5514;5
01-05-2016;5514;9
01-06-2016;5514;3
01-07-2016;5514;3
01-08-2016;5514;1
01-09-2016;5514;3
01-10-2016;5514;6
01-11-2016;5514;12
01-12-2016;5514;8
01-01-2016;3013;0
01-02-2016;3013;0
01-03-2016;3013;0
01-04-2016;3013;0
01-05-2016;3013;0
01-06-2016;3013;0
01-07-2016;3013;0
01-08-2016;3013;0
01-09-2016;3013;0
01-10-2016;3013;0
01-11-2016;3013;0
01-12-2016;3013;7
01-01-2016;4642E;15
01-02-2016;4642E;14
01-03-2016;4642E;8
01-04-2016;4642E;14
01-05-2016;4642E;10
01-06-2016;4642E;1
01-07-2016;4642E;0
01-08-2016;4642E;0
01-09-2016;4642E;2
01-10-2016;4642E;9
01-11-2016;4642E;13
01-12-2016;4642E;0
01-01-2016;9898;8
01-02-2016;9898;10
01-03-2016;9898;8
01-04-2016;9898;11
01-05-2016;9898;8
01-06-2016;9898;6
01-07-2016;9898;3
01-08-2016;9898;3
01-09-2016;9898;3
01-10-2016;9898;8
01-11-2016;9898;8
01-12-2016;9898;2
01-01-2016;5270B;14
01-02-2016;5270B;12
01-03-2016;5270B;10
01-04-2016;5270B;16
01-05-2016;5270B;10
01-06-2016;5270B;0
01-07-2016;5270B;3
01-08-2016;5270B;2
01-09-2016;5270B;1
01-10-2016;5270B;6
01-11-2016;5270B;12
01-12-2016;5270B;7
01-01-2016;9170;18
01-02-2016;9170;15
01-03-2016;9170;18
01-04-2016;9170;15
01-05-2016;9170;12
01-06-2016;9170;8
01-07-2016;9170;8
01-08-2016;9170;2
01-09-2016;9170;6
01-10-2016;9170;10
01-11-2016;9170;13
01-12-2016;9170;10
01-01-2016;C249I;3
01-02-2016;C249I;8
01-03-2016;C249I;6
01-04-2016;C249I;0
01-05-2016;C249I;1
01-06-2016;C249I;0
01-07-2016;C249I;0
01-08-2016;C249I;1
01-09-2016;C249I;0
01-10-2016;C249I;6
01-11-2016;C249I;10
01-12-2016;C249I;9
01-01-2016;C649I;1
01-02-2016;C649I;11
01-03-2016;C649I;10
01-04-2016;C649I;4
01-05-2016;C649I;3
01-06-2016;C649I;1
01-07-2016;C649I;0
01-08-2016;C649I;1
01-09-2016;C649I;2
01-10-2016;C649I;7
01-11-2016;C649I;7
01-12-2016;C649I;12
01-01-2016;C029O;1
01-02-2016;C029O;9
01-03-2016;C029O;8
01-04-2016;C029O;5
01-05-2016;C029O;5
01-06-2016;C029O;1
01-07-2016;C029O;0
01-08-2016;C029O;0
01-09-2016;C029O;3
01-10-2016;C029O;8
01-11-2016;C029O;13
01-12-2016;C029O;8
01-01-2016;2661;17
01-02-2016;2661;8
01-03-2016;2661;11
01-04-2016;2661;16
01-05-2016;2661;17
01-06-2016;2661;5
01-07-2016;2661;4
01-08-2016;2661;4
01-09-2016;2661;4
01-10-2016;2661;10
01-11-2016;2661;11
01-12-2016;2661;0
01-01-2016;1549;22
01-02-2016;1549;13
01-03-2016;1549;18
01-04-2016;1549;17
01-05-2016;1549;19
01-06-2016;1549;5
01-07-2016;1549;0
01-08-2016;1549;2
01-09-2016;1549;5
01-10-2016;1549;9
01-11-2016;1549;16
01-12-2016;1549;10
01-01-2016;9771C;4
01-02-2016;9771C;10
01-03-2016;9771C;12
01-04-2016;9771C;14
01-05-2016;9771C;4
01-06-2016;9771C;7
01-07-2016;9771C;3
01-08-2016;9771C;4
01-09-2016;9771C;4
01-10-2016;9771C;8
01-11-2016;9771C;9
01-12-2016;9771C;11
01-01-2016;1505;24
01-02-2016;1505;15
01-03-2016;1505;20
01-04-2016;1505;18
01-05-2016;1505;18
01-06-2016;1505;10
01-07-2016;1505;5
01-08-2016;1505;9
01-09-2016;1505;12
01-10-2016;1505;11
01-11-2016;1505;19
01-12-2016;1505;10
01-01-2016;3191E;17
01-02-2016;3191E;8
01-03-2016;3191E;10
01-04-2016;3191E;15
01-05-2016;3191E;12
01-06-2016;3191E;3
01-07-2016;3191E;5
01-08-2016;3191E;2
01-09-2016;3191E;2
01-10-2016;3191E;13
01-11-2016;3191E;14
01-12-2016;3191E;6
01-01-2016;3129;11
01-02-2016;3129;9
01-03-2016;3129;8
01-04-2016;3129;15
01-05-2016;3129;11
01-06-2016;3129;4
01-07-2016;3129;3
01-08-2016;3129;0
01-09-2016;3129;1
01-10-2016;3129;0
01-11-2016;3129;12
01-12-2016;3129;5
01-01-2016;3196;14
01-02-2016;3196;10
01-03-2016;3196;14
01-04-2016;3196;14
01-05-2016;3196;13
01-06-2016;3196;4
01-07-2016;3196;6
01-08-2016;3196;1
01-09-2016;3196;1
01-10-2016;3196;13
01-11-2016;3196;14
01-12-2016;3196;6
01-01-2016;3200;16
01-02-2016;3200;10
01-03-2016;3200;11
01-04-2016;3200;13
01-05-2016;3200;10
01-06-2016;3200;1
01-07-2016;3200;4
01-08-2016;3200;0
01-09-2016;3200;1
01-10-2016;3200;12
01-11-2016;3200;10
01-12-2016;3200;7
01-01-2016;3195;13
01-02-2016;3195;10
01-03-2016;3195;12
01-04-2016;3195;14
01-05-2016;3195;9
01-06-2016;3195;2
01-07-2016;3195;3
01-08-2016;3195;0
01-09-2016;3195;3
01-10-2016;3195;13
01-11-2016;3195;14
01-12-2016;3195;5
01-01-2016;3175;13
01-02-2016;3175;11
01-03-2016;3175;9
01-04-2016;3175;15
01-05-2016;3175;11
01-06-2016;3175;2
01-07-2016;3175;3
01-08-2016;3175;1
01-09-2016;3175;2
01-10-2016;3175;11
01-11-2016;3175;13
01-12-2016;3175;6
01-01-2016;2462;6
01-02-2016;2462;4
01-03-2016;2462;2
01-04-2016;2462;7
01-05-2016;2462;7
01-06-2016;2462;3
01-07-2016;2462;6
01-08-2016;2462;2
01-09-2016;2462;5
01-10-2016;2462;14
01-11-2016;2462;7
01-12-2016;2462;5
01-01-2016;6155A;9
01-02-2016;6155A;9
01-03-2016;6155A;5
01-04-2016;6155A;5
01-05-2016;6155A;10
01-06-2016;6155A;1
01-07-2016;6155A;4
01-08-2016;6155A;0
01-09-2016;6155A;2
01-10-2016;6155A;4
01-11-2016;6155A;10
01-12-2016;6155A;9
01-01-2016;6000A;7
01-02-2016;6000A;7
01-03-2016;6000A;7
01-04-2016;6000A;5
01-05-2016;6000A;7
01-06-2016;6000A;3
01-07-2016;6000A;7
01-08-2016;6000A;4
01-09-2016;6000A;7
01-10-2016;6000A;5
01-11-2016;6000A;10
01-12-2016;6000A;14
01-01-2016;7178I;6
01-02-2016;7178I;6
01-03-2016;7178I;4
01-04-2016;7178I;4
01-05-2016;7178I;7
01-06-2016;7178I;3
01-07-2016;7178I;2
01-08-2016;7178I;4
01-09-2016;7178I;4
01-10-2016;7178I;11
01-11-2016;7178I;9
01-12-2016;7178I;12
01-01-2016;7228;7
01-02-2016;7228;6
01-03-2016;7228;3
01-04-2016;7228;7
01-05-2016;7228;5
01-06-2016;7228;2
01-07-2016;7228;1
01-08-2016;7228;3
01-09-2016;7228;5
01-10-2016;7228;5
01-11-2016;7228;7
01-12-2016;7228;12
01-01-2016;7031;5
01-02-2016;7031;6
01-03-2016;7031;3
01-04-2016;7031;6
01-05-2016;7031;5
01-06-2016;7031;1
01-07-2016;7031;1
01-08-2016;7031;3
01-09-2016;7031;4
01-10-2016;7031;6
01-11-2016;7031;9
01-12-2016;7031;10
01-01-2016;9262;16
01-02-2016;9262;14
01-03-2016;9262;16
01-04-2016;9262;13
01-05-2016;9262;11
01-06-2016;9262;9
01-07-2016;9262;5
01-08-2016;9262;1
01-09-2016;9262;5
01-10-2016;9262;4
01-11-2016;9262;11
01-12-2016;9262;2
01-01-2016;9263D;18
01-02-2016;9263D;13
01-03-2016;9263D;14
01-04-2016;9263D;17
01-05-2016;9263D;12
01-06-2016;9263D;7
01-07-2016;9263D;8
01-08-2016;9263D;3
01-09-2016;9263D;7
01-10-2016;9263D;9
01-11-2016;9263D;14
01-12-2016;9263D;3
01-01-2016;1690A;26
01-02-2016;1690A;20
01-03-2016;1690A;18
01-04-2016;1690A;20
01-05-2016;1690A;18
01-06-2016;1690A;7
01-07-2016;1690A;1
01-08-2016;1690A;6
01-09-2016;1690A;6
01-10-2016;1690A;13
01-11-2016;1690A;23
01-12-2016;1690A;10
01-01-2016;1484C;26
01-02-2016;1484C;20
01-03-2016;1484C;21
01-04-2016;1484C;18
01-05-2016;1484C;21
01-06-2016;1484C;11
01-07-2016;1484C;2
01-08-2016;1484C;8
01-09-2016;1484C;7
01-10-2016;1484C;10
01-11-2016;1484C;20
01-12-2016;1484C;9
01-01-2016;1495;25
01-02-2016;1495;17
01-03-2016;1495;22
01-04-2016;1495;17
01-05-2016;1495;20
01-06-2016;1495;9
01-07-2016;1495;2
01-08-2016;1495;6
01-09-2016;1495;5
01-10-2016;1495;13
01-11-2016;1495;18
01-12-2016;1495;7
01-01-2016;2867;20
01-02-2016;2867;10
01-03-2016;2867;12
01-04-2016;2867;16
01-05-2016;2867;13
01-06-2016;2867;3
01-07-2016;2867;4
01-08-2016;2867;1
01-09-2016;2867;3
01-10-2016;2867;12
01-11-2016;2867;17
01-12-2016;2867;5
01-01-2016;C929I;3
01-02-2016;C929I;7
01-03-2016;C929I;8
01-04-2016;C929I;12
01-05-2016;C929I;6
01-06-2016;C929I;3
01-07-2016;C929I;3
01-08-2016;C929I;0
01-09-2016;C929I;2
01-10-2016;C929I;7
01-11-2016;C929I;12
01-12-2016;C929I;13
01-01-2016;C430E;1
01-02-2016;C430E;0
01-03-2016;C430E;1
01-04-2016;C430E;1
01-05-2016;C430E;2
01-06-2016;C430E;0
01-07-2016;C430E;0
01-08-2016;C430E;0
01-09-2016;C430E;0
01-10-2016;C430E;9
01-11-2016;C430E;9
01-12-2016;C430E;5
01-01-2016;C139E;4
01-02-2016;C139E;8
01-03-2016;C139E;13
01-04-2016;C139E;3
01-05-2016;C139E;3
01-06-2016;C139E;3
01-07-2016;C139E;0
01-08-2016;C139E;0
01-09-2016;C139E;3
01-10-2016;C139E;6
01-11-2016;C139E;12
01-12-2016;C139E;14
01-01-2016;C449C;1
01-02-2016;C449C;8
01-03-2016;C449C;10
01-04-2016;C449C;6
01-05-2016;C449C;3
01-06-2016;C449C;0
01-07-2016;C449C;0
01-08-2016;C449C;1
01-09-2016;C449C;3
01-10-2016;C449C;10
01-11-2016;C449C;16
01-12-2016;C449C;12
01-01-2016;C447A;7
01-02-2016;C447A;14
01-03-2016;C447A;13
01-04-2016;C447A;17
01-05-2016;C447A;17
01-06-2016;C447A;9
01-07-2016;C447A;8
01-08-2016;C447A;2
01-09-2016;C447A;4
01-10-2016;C447A;11
01-11-2016;C447A;18
01-12-2016;C447A;16
01-01-2016;C429I;0
01-02-2016;C429I;3
01-03-2016;C429I;1
01-04-2016;C429I;1
01-05-2016;C429I;1
01-06-2016;C429I;0
01-07-2016;C429I;0
01-08-2016;C429I;0
01-09-2016;C429I;0
01-10-2016;C429I;4
01-11-2016;C429I;2
01-12-2016;C429I;3
01-01-2016;2465;18
01-02-2016;2465;8
01-03-2016;2465;12
01-04-2016;2465;17
01-05-2016;2465;13
01-06-2016;2465;5
01-07-2016;2465;6
01-08-2016;2465;4
01-09-2016;2465;4
01-10-2016;2465;13
01-11-2016;2465;14
01-12-2016;2465;4
01-01-2016;5796;11
01-02-2016;5796;11
01-03-2016;5796;7
01-04-2016;5796;12
01-05-2016;5796;11
01-06-2016;5796;1
01-07-2016;5796;3
01-08-2016;5796;1
01-09-2016;5796;1
01-10-2016;5796;7
01-11-2016;5796;11
01-12-2016;5796;8
01-01-2016;5783;17
01-02-2016;5783;7
01-03-2016;5783;8
01-04-2016;5783;11
01-05-2016;5783;12
01-06-2016;5783;0
01-07-2016;5783;2
01-08-2016;5783;1
01-09-2016;5783;1
01-10-2016;5783;7
01-11-2016;5783;11
01-12-2016;5783;7
01-01-2016;2030;16
01-02-2016;2030;9
01-03-2016;2030;11
01-04-2016;2030;17
01-05-2016;2030;15
01-06-2016;2030;8
01-07-2016;2030;9
01-08-2016;2030;3
01-09-2016;2030;6
01-10-2016;2030;8
01-11-2016;2030;16
01-12-2016;2030;9
01-01-2016;0016A;5
01-02-2016;0016A;10
01-03-2016;0016A;8
01-04-2016;0016A;10
01-05-2016;0016A;9
01-06-2016;0016A;4
01-07-2016;0016A;4
01-08-2016;0016A;5
01-09-2016;0016A;6
01-10-2016;0016A;13
01-11-2016;0016A;10
01-12-2016;0016A;6
01-01-2016;9981A;5
01-02-2016;9981A;7
01-03-2016;9981A;7
01-04-2016;9981A;8
01-05-2016;9981A;10
01-06-2016;9981A;5
01-07-2016;9981A;1
01-08-2016;9981A;2
01-09-2016;9981A;6
01-10-2016;9981A;9
01-11-2016;9981A;9
01-12-2016;9981A;6
01-01-2016;9381I;8
01-02-2016;9381I;6
01-03-2016;9381I;7
01-04-2016;9381I;15
01-05-2016;9381I;11
01-06-2016;9381I;6
01-07-2016;9381I;2
01-08-2016;9381I;0
01-09-2016;9381I;6
01-10-2016;9381I;8
01-11-2016;9381I;17
01-12-2016;9381I;0
01-01-2016;8368U;6
01-02-2016;8368U;8
01-03-2016;8368U;6
01-04-2016;8368U;13
01-05-2016;8368U;11
01-06-2016;8368U;5
01-07-2016;8368U;6
01-08-2016;8368U;5
01-09-2016;8368U;3
01-10-2016;8368U;9
01-11-2016;8368U;13
01-12-2016;8368U;5
01-01-2016;8416;3
01-02-2016;8416;5
01-03-2016;8416;6
01-04-2016;8416;6
01-05-2016;8416;7
01-06-2016;8416;4
01-07-2016;8416;2
01-08-2016;8416;4
01-09-2016;8416;5
01-10-2016;8416;10
01-11-2016;8416;10
01-12-2016;8416;11
01-01-2016;8414A;5
01-02-2016;8414A;8
01-03-2016;8414A;8
01-04-2016;8414A;9
01-05-2016;8414A;7
01-06-2016;8414A;4
01-07-2016;8414A;2
01-08-2016;8414A;4
01-09-2016;8414A;6
01-10-2016;8414A;9
01-11-2016;8414A;11
01-12-2016;8414A;9
01-01-2016;2422;22
01-02-2016;2422;14
01-03-2016;2422;14
01-04-2016;2422;20
01-05-2016;2422;14
01-06-2016;2422;6
01-07-2016;2422;3
01-08-2016;2422;1
01-09-2016;2422;4
01-10-2016;2422;9
01-11-2016;2422;13
01-12-2016;2422;7
01-01-2016;2539;18
01-02-2016;2539;12
01-03-2016;2539;13
01-04-2016;2539;15
01-05-2016;2539;13
01-06-2016;2539;2
01-07-2016;2539;3
01-08-2016;2539;2
01-09-2016;2539;4
01-10-2016;2539;9
01-11-2016;2539;11
01-12-2016;2539;5
01-01-2016;2614;23
01-02-2016;2614;12
01-03-2016;2614;11
01-04-2016;2614;16
01-05-2016;2614;13
01-06-2016;2614;2
01-07-2016;2614;2
01-08-2016;2614;2
01-09-2016;2614;3
01-10-2016;2614;13
01-11-2016;2614;14
01-12-2016;2614;6
01-01-2016;9390;13
01-02-2016;9390;9
01-03-2016;9390;10
01-04-2016;9390;16
01-05-2016;9390;11
01-06-2016;9390;6
01-07-2016;9390;4
01-08-2016;9390;3
01-09-2016;9390;5
01-10-2016;9390;9
01-11-2016;9390;15
01-12-2016;9390;7
01-01-2016;9434;14
01-02-2016;9434;11
01-03-2016;9434;12
01-04-2016;9434;12
01-05-2016;9434;10
01-06-2016;9434;7
01-07-2016;9434;4
01-08-2016;9434;2
01-09-2016;9434;3
01-10-2016;9434;9
01-11-2016;9434;12
01-12-2016;9434;6
