FECHA;INDICATIVO;TEMP_MEDIA_MAX
01-07-2021;0016A;30.4
01-08-2021;0016A;31.0
01-09-2021;0016A;28.6
01-10-2021;0016A;23.7
01-11-2021;0016A;17.3
01-12-2021;0016A;16.6
01-01-2021;9981A;14.7
01-02-2021;9981A;17.6
01-03-2021;9981A;19.8
01-04-2021;9981A;20.5
01-05-2021;9981A;26.4
01-06-2021;9981A;30.9
01-07-2021;9981A;33.1
01-08-2021;9981A;32.7
01-09-2021;9981A;29.2
01-10-2021;9981A;25.2
01-11-2021;9981A;17.3
01-12-2021;9981A;16.2
01-01-2021;9381I;5.9
01-02-2021;9381I;14.9
01-03-2021;9381I;14.8
01-04-2021;9381I;16.2
01-05-2021;9381I;21.8
01-06-2021;9381I;26.2
01-07-2021;9381I;30.8
01-08-2021;9381I;31.2
01-09-2021;9381I;24.6
01-10-2021;9381I;20.8
01-11-2021;9381I;10.3
01-12-2021;9381I;12.5
01-01-2021;8368U;7.4
01-02-2021;8368U;15.5
01-03-2021;8368U;16.0
01-04-2021;8368U;17.2
01-05-2021;8368U;23.1
01-06-2021;8368U;27.3
01-07-2021;8368U;32.8
01-08-2021;8368U;32.1
01-09-2021;8368U;25.9
01-10-2021;8368U;22.2
01-11-2021;8368U;12.0
01-12-2021;8368U;14.0
01-01-2021;3260B;8.9
01-02-2021;3260B;16.2
01-03-2021;3260B;18.3
01-04-2021;3260B;20.3
01-05-2021;3260B;26.2
01-06-2021;3260B;31.1
01-07-2021;3260B;35.1
01-08-2021;3260B;36.4
01-09-2021;3260B;0
01-10-2021;3260B;24.2
01-11-2021;3260B;14.9
01-12-2021;3260B;0
01-01-2021;8416;16.5
01-02-2021;8416;18.4
01-03-2021;8416;17.7
01-04-2021;8416;18.6
01-05-2021;8416;23.9
01-06-2021;8416;27.2
01-07-2021;8416;29.9
01-08-2021;8416;30.1
01-09-2021;8416;28.5
01-10-2021;8416;24.7
01-11-2021;8416;19.4
01-12-2021;8416;19.1
01-01-2021;8414A;15.8
01-02-2021;8414A;18.2
01-03-2021;8414A;17.9
01-04-2021;8414A;18.8
01-05-2021;8414A;24.7
01-06-2021;8414A;28.2
01-07-2021;8414A;31.2
01-08-2021;8414A;31.1
01-09-2021;8414A;28.7
01-10-2021;8414A;24.5
01-11-2021;8414A;18.7
01-12-2021;8414A;18.6
01-01-2021;2422;7.2
01-02-2021;2422;13.5
01-03-2021;2422;16.2
01-04-2021;2422;17.5
01-05-2021;2422;22.5
01-06-2021;2422;27.6
01-07-2021;2422;30.6
01-08-2021;2422;32.0
01-09-2021;2422;24.9
01-10-2021;2422;21.0
01-11-2021;2422;11.0
01-12-2021;2422;11.3
01-01-2021;2539;6.8
01-02-2021;2539;12.7
01-03-2021;2539;14.9
01-04-2021;2539;15.9
01-05-2021;2539;20.6
01-06-2021;2539;26.2
01-07-2021;2539;29.2
01-08-2021;2539;30.7
01-09-2021;2539;23.8
01-10-2021;2539;19.9
01-11-2021;2539;10.6
01-12-2021;2539;11.3
01-01-2021;2614;7.5
01-02-2021;2614;13.3
01-03-2021;2614;16.7
01-04-2021;2614;18.2
01-05-2021;2614;22.9
01-06-2021;2614;27.8
01-07-2021;2614;30.9
01-08-2021;2614;32.2
01-09-2021;2614;25.2
01-10-2021;2614;21.2
01-11-2021;2614;11.7
01-12-2021;2614;11.3
01-01-2021;9390;7.3
01-02-2021;9390;15.3
01-03-2021;9390;15.3
01-04-2021;9390;16.9
01-05-2021;9390;22.2
01-06-2021;9390;26.7
01-07-2021;9390;31.2
01-08-2021;9390;31.3
01-09-2021;9390;25.1
01-10-2021;9390;21.3
01-11-2021;9390;11.1
01-12-2021;9390;12.5
01-01-2021;9434;10.9
01-02-2021;9434;16.2
01-03-2021;9434;17.3
01-04-2021;9434;18.9
01-05-2021;9434;24.9
01-06-2021;9434;29.7
01-07-2021;9434;32.7
01-08-2021;9434;32.6
01-09-2021;9434;27.5
01-10-2021;9434;22.1
01-11-2021;9434;13.7
01-12-2021;9434;10.3
