FECHA;INDICATIVO;TEMP_20cm
01-07-2020;1024E;22.5
01-08-2020;1024E;22.5
01-09-2020;1024E;19.2
01-10-2020;1024E;13.2
01-11-2020;1024E;11.6
01-12-2020;1024E;8.4
01-01-2020;4642E;13.0
01-02-2020;4642E;15.9
01-03-2020;4642E;17.7
01-04-2020;4642E;19.0
01-05-2020;4642E;24.8
01-06-2020;4642E;29.2
01-07-2020;4642E;33.3
01-08-2020;4642E;32.9
01-09-2020;4642E;29.6
01-10-2020;4642E;0
01-11-2020;4642E;0
01-12-2020;4642E;0
01-01-2020;1549;6.4
01-02-2020;1549;10.3
01-03-2020;1549;12.3
01-04-2020;1549;15.5
01-05-2020;1549;20.8
01-06-2020;1549;23.6
01-07-2020;1549;29.5
01-08-2020;1549;26.4
01-09-2020;1549;23.2
01-10-2020;1549;15.4
01-11-2020;1549;12.1
01-12-2020;1549;8.6
01-01-2020;9771C;8.2
01-02-2020;9771C;0
01-03-2020;9771C;12.2
01-04-2020;9771C;14.9
01-05-2020;9771C;0
01-06-2020;9771C;0
01-07-2020;9771C;27.9
01-08-2020;9771C;0
01-09-2020;9771C;0
01-10-2020;9771C;0
01-11-2020;9771C;13.4
01-12-2020;9771C;0
01-01-2020;2462;0.9
01-02-2020;2462;3.2
01-03-2020;2462;4.0
01-04-2020;2462;5.8
01-05-2020;2462;11.6
01-06-2020;2462;14.3
01-07-2020;2462;21.3
01-08-2020;2462;19.9
01-09-2020;2462;14.9
01-10-2020;2462;7.8
01-11-2020;2462;5.6
01-12-2020;2462;2.2
01-01-2020;7178I;10.7
01-02-2020;7178I;0
01-03-2020;7178I;16.5
01-04-2020;7178I;0
01-05-2020;7178I;25.1
01-06-2020;7178I;0
01-07-2020;7178I;33.1
01-08-2020;7178I;0
01-09-2020;7178I;0
01-10-2020;7178I;22.6
01-11-2020;7178I;18.3
01-12-2020;7178I;12.0
01-01-2020;1690A;8.3
01-02-2020;1690A;0
01-03-2020;1690A;0
01-04-2020;1690A;0
01-05-2020;1690A;0
01-06-2020;1690A;0
01-07-2020;1690A;0
01-08-2020;1690A;0
01-09-2020;1690A;0
01-10-2020;1690A;0
01-11-2020;1690A;0
01-12-2020;1690A;0
01-01-2020;1484C;10.2
01-02-2020;1484C;13.4
01-03-2020;1484C;0
01-04-2020;1484C;0
01-05-2020;1484C;0
01-06-2020;1484C;0
01-07-2020;1484C;0
01-08-2020;1484C;0
01-09-2020;1484C;0
01-10-2020;1484C;0
01-11-2020;1484C;0
01-12-2020;1484C;0
01-01-2020;2867;6.3
01-02-2020;2867;9.8
01-03-2020;2867;11.4
01-04-2020;2867;0
01-05-2020;2867;0
01-06-2020;2867;0
01-07-2020;2867;31.0
01-08-2020;2867;29.7
01-09-2020;2867;24.0
01-10-2020;2867;16.2
01-11-2020;2867;12.4
01-12-2020;2867;8.5
01-01-2020;2422;4.3
01-02-2020;2422;8.5
01-03-2020;2422;10.7
01-04-2020;2422;14.5
01-05-2020;2422;20.2
01-06-2020;2422;24.7
01-07-2020;2422;30.2
01-08-2020;2422;29.0
01-09-2020;2422;23.1
01-10-2020;2422;14.5
01-11-2020;2422;10.3
01-12-2020;2422;6.1
01-01-2020;2539;4.3
01-02-2020;2539;8.1
01-03-2020;2539;0
01-04-2020;2539;0
01-05-2020;2539;0
01-06-2020;2539;0
01-07-2020;2539;0
01-08-2020;2539;25.3
01-09-2020;2539;20.5
01-10-2020;2539;12.4
01-11-2020;2539;9.5
01-12-2020;2539;5.6
