FECHA;INDICATIVO;VIENTO_sup_55
01-01-2019;1387;7
01-02-2019;1387;0
01-03-2019;1387;7
01-04-2019;1387;0
01-05-2019;1387;0
01-06-2019;1387;0
01-07-2019;1387;0
01-08-2019;1387;2
01-09-2019;1387;1
01-10-2019;1387;4
01-11-2019;1387;21
01-12-2019;1387;0
01-01-2019;1387E;5
01-02-2019;1387E;0
01-03-2019;1387E;0
01-04-2019;1387E;0
01-05-2019;1387E;4
01-06-2019;1387E;0
01-07-2019;1387E;1
01-08-2019;1387E;2
01-09-2019;1387E;0
01-10-2019;1387E;0
01-11-2019;1387E;0
01-12-2019;1387E;10
01-01-2019;1428;1
01-02-2019;1428;3
01-03-2019;1428;3
01-04-2019;1428;5
01-05-2019;1428;2
01-06-2019;1428;1
01-07-2019;1428;1
01-08-2019;1428;2
01-09-2019;1428;1
01-10-2019;1428;1
01-11-2019;1428;10
01-12-2019;1428;8
01-01-2019;8175;6
01-02-2019;8175;3
01-03-2019;8175;0
01-04-2019;8175;0
01-05-2019;8175;2
01-06-2019;8175;3
01-07-2019;8175;0
01-08-2019;8175;0
01-09-2019;8175;0
01-10-2019;8175;0
01-11-2019;8175;0
01-12-2019;8175;0
01-01-2019;8178D;2
01-02-2019;8178D;0
01-03-2019;8178D;1
01-04-2019;8178D;3
01-05-2019;8178D;1
01-06-2019;8178D;0
01-07-2019;8178D;0
01-08-2019;8178D;0
01-09-2019;8178D;1
01-10-2019;8178D;0
01-11-2019;8178D;3
01-12-2019;8178D;5
01-01-2019;8025;0
01-02-2019;8025;2
01-03-2019;8025;0
01-04-2019;8025;0
01-05-2019;8025;0
01-06-2019;8025;0
01-07-2019;8025;0
01-08-2019;8025;0
01-09-2019;8025;3
01-10-2019;8025;0
01-11-2019;8025;0
01-12-2019;8025;2
01-01-2019;8019;5
01-02-2019;8019;3
01-03-2019;8019;0
01-04-2019;8019;0
01-05-2019;8019;1
01-06-2019;8019;0
01-07-2019;8019;3
01-08-2019;8019;0
01-09-2019;8019;0
01-10-2019;8019;4
01-11-2019;8019;0
01-12-2019;8019;11
01-01-2019;6325O;6
01-02-2019;6325O;5
01-03-2019;6325O;9
01-04-2019;6325O;9
01-05-2019;6325O;5
01-06-2019;6325O;6
01-07-2019;6325O;8
01-08-2019;6325O;0
01-09-2019;6325O;6
01-10-2019;6325O;0
01-11-2019;6325O;15
01-12-2019;6325O;6
