FECHA;INDICATIVO;LLUVIA_sup_1mm
01-01-2021;1387;19
01-02-2021;1387;16
01-03-2021;1387;4
01-04-2021;1387;8
01-05-2021;1387;12
01-06-2021;1387;8
01-07-2021;1387;7
01-08-2021;1387;3
01-09-2021;1387;10
01-10-2021;1387;14
01-11-2021;1387;12
01-12-2021;1387;16
01-01-2021;1387E;17
01-02-2021;1387E;15
01-03-2021;1387E;5
01-04-2021;1387E;7
01-05-2021;1387E;13
01-06-2021;1387E;8
01-07-2021;1387E;6
01-08-2021;1387E;2
01-09-2021;1387E;11
01-10-2021;1387E;11
01-11-2021;1387E;11
01-12-2021;1387E;14
01-01-2021;1428;15
01-02-2021;1428;20
01-03-2021;1428;4
01-04-2021;1428;12
01-05-2021;1428;13
01-06-2021;1428;8
01-07-2021;1428;8
01-08-2021;1428;3
01-09-2021;1428;11
01-10-2021;1428;12
01-11-2021;1428;9
01-12-2021;1428;17
01-01-2021;8175;7
01-02-2021;8175;2
01-03-2021;8175;4
01-04-2021;8175;11
01-05-2021;8175;2
01-06-2021;8175;3
01-07-2021;8175;0
01-08-2021;8175;1
01-09-2021;8175;5
01-10-2021;8175;4
01-11-2021;8175;6
01-12-2021;8175;5
01-01-2021;8178D;6
01-02-2021;8178D;2
01-03-2021;8178D;4
01-04-2021;8178D;12
01-05-2021;8178D;2
01-06-2021;8178D;3
01-07-2021;8178D;0
01-08-2021;8178D;1
01-09-2021;8178D;5
01-10-2021;8178D;4
01-11-2021;8178D;6
01-12-2021;8178D;5
01-01-2021;8025;5
01-02-2021;8025;1
01-03-2021;8025;4
01-04-2021;8025;10
01-05-2021;8025;2
01-06-2021;8025;2
01-07-2021;8025;1
01-08-2021;8025;1
01-09-2021;8025;4
01-10-2021;8025;5
01-11-2021;8025;7
01-12-2021;8025;0
01-01-2021;8019;4
01-02-2021;8019;1
01-03-2021;8019;4
01-04-2021;8019;8
01-05-2021;8019;2
01-06-2021;8019;2
01-07-2021;8019;1
01-08-2021;8019;0
01-09-2021;8019;2
01-10-2021;8019;6
01-11-2021;8019;6
01-12-2021;8019;0
01-01-2021;6325O;5
01-02-2021;6325O;1
01-03-2021;6325O;3
01-04-2021;6325O;3
01-05-2021;6325O;4
01-06-2021;6325O;3
01-07-2021;6325O;0
01-08-2021;6325O;0
01-09-2021;6325O;0
01-10-2021;6325O;2
01-11-2021;6325O;1
01-12-2021;6325O;0
01-01-2021;9091O;15
01-02-2021;9091O;10
01-03-2021;9091O;6
01-04-2021;9091O;8
01-05-2021;9091O;9
01-06-2021;9091O;8
01-07-2021;9091O;1
01-08-2021;9091O;4
01-09-2021;9091O;6
01-10-2021;9091O;4
01-11-2021;9091O;13
01-12-2021;9091O;10
01-01-2021;1212E;14
01-02-2021;1212E;15
01-03-2021;1212E;9
01-04-2021;1212E;5
01-05-2021;1212E;13
01-06-2021;1212E;13
01-07-2021;1212E;8
01-08-2021;1212E;3
01-09-2021;1212E;13
01-10-2021;1212E;7
01-11-2021;1212E;15
01-12-2021;1212E;11
01-01-2021;1208H;16
01-02-2021;1208H;15
01-03-2021;1208H;6
01-04-2021;1208H;5
01-05-2021;1208H;13
01-06-2021;1208H;13
01-07-2021;1208H;5
01-08-2021;1208H;7
01-09-2021;1208H;11
01-10-2021;1208H;9
01-11-2021;1208H;13
01-12-2021;1208H;11
01-01-2021;1249I;14
01-02-2021;1249I;13
01-03-2021;1249I;5
01-04-2021;1249I;9
01-05-2021;1249I;15
01-06-2021;1249I;12
01-07-2021;1249I;6
01-08-2021;1249I;2
01-09-2021;1249I;15
01-10-2021;1249I;7
01-11-2021;1249I;14
01-12-2021;1249I;10
01-01-2021;2444;7
01-02-2021;2444;6
01-03-2021;2444;1
01-04-2021;2444;15
01-05-2021;2444;6
01-06-2021;2444;5
01-07-2021;2444;2
01-08-2021;2444;3
01-09-2021;2444;7
01-10-2021;2444;6
01-11-2021;2444;7
01-12-2021;2444;6
01-01-2021;4452;5
01-02-2021;4452;8
01-03-2021;4452;2
01-04-2021;4452;7
01-05-2021;4452;2
01-06-2021;4452;4
01-07-2021;4452;0
01-08-2021;4452;0
01-09-2021;4452;6
01-10-2021;4452;4
01-11-2021;4452;3
01-12-2021;4452;8
01-01-2021;B954;6
01-02-2021;B954;1
01-03-2021;B954;7
01-04-2021;B954;5
01-05-2021;B954;3
01-06-2021;B954;2
01-07-2021;B954;1
01-08-2021;B954;0
01-09-2021;B954;5
01-10-2021;B954;7
01-11-2021;B954;16
01-12-2021;B954;0
01-01-2021;B893;11
01-02-2021;B893;3
01-03-2021;B893;5
01-04-2021;B893;3
01-05-2021;B893;4
01-06-2021;B893;3
01-07-2021;B893;1
01-08-2021;B893;0
01-09-2021;B893;8
01-10-2021;B893;6
01-11-2021;B893;20
01-12-2021;B893;5
01-01-2021;B278;9
01-02-2021;B278;3
01-03-2021;B278;4
01-04-2021;B278;5
01-05-2021;B278;3
01-06-2021;B278;2
01-07-2021;B278;0
01-08-2021;B278;1
01-09-2021;B278;4
01-10-2021;B278;5
01-11-2021;B278;16
01-12-2021;B278;3
01-01-2021;B228;8
01-02-2021;B228;2
01-03-2021;B228;4
01-04-2021;B228;7
01-05-2021;B228;4
01-06-2021;B228;3
01-07-2021;B228;0
01-08-2021;B228;1
01-09-2021;B228;5
01-10-2021;B228;7
01-11-2021;B228;15
01-12-2021;B228;4
01-01-2021;0200E;5
01-02-2021;0200E;4
01-03-2021;0200E;3
01-04-2021;0200E;8
01-05-2021;0200E;3
01-06-2021;0200E;3
01-07-2021;0200E;1
01-08-2021;0200E;2
01-09-2021;0200E;8
01-10-2021;0200E;5
01-11-2021;0200E;7
01-12-2021;0200E;2
01-01-2021;0076;5
01-02-2021;0076;0
01-03-2021;0076;2
01-04-2021;0076;5
01-05-2021;0076;5
01-06-2021;0076;1
01-07-2021;0076;0
01-08-2021;0076;2
01-09-2021;0076;7
01-10-2021;0076;5
01-11-2021;0076;8
01-12-2021;0076;0
01-01-2021;1082;18
01-02-2021;1082;8
01-03-2021;1082;5
01-04-2021;1082;7
01-05-2021;1082;11
01-06-2021;1082;10
01-07-2021;1082;7
01-08-2021;1082;4
01-09-2021;1082;12
01-10-2021;1082;6
01-11-2021;1082;15
01-12-2021;1082;13
01-01-2021;2331;7
01-02-2021;2331;11
01-03-2021;2331;4
01-04-2021;2331;11
01-05-2021;2331;10
01-06-2021;2331;9
01-07-2021;2331;0
01-08-2021;2331;2
01-09-2021;2331;6
01-10-2021;2331;7
